payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_status
PMT400001144,INV400001144,2026-05-20,161.19,CASH,Pending
PMT500001144,INV500001144,2026-06-02,162.57,CARD,Posted
PMT500001145,INV500001145,2026-06-02,58.0,ACH,Posted
PMT400001146,INV400001146,2026-06-02,42.58,CARD,Pending
PMT500001146,INV500001146,2026-06-02,35.29,CHECK,Posted
PMT400001147,INV400001147,2026-05-20,109.26,CHECK,Posted
PMT500001147,INV500001147,2026-07-02,118.7,CARD,Reversed
PMT400001148,INV400001148,2026-05-20,113.48,CARD,Posted
PMT500001148,INV500001148,2026-06-02,78.46,CHECK,Pending
PMT400001149,INV400001149,2026-05-08,227.6,CARD,Posted
PMT500001149,INV500001149,2026-07-02,127.78,CARD,Posted
PMT400001150,INV400001150,2026-05-03,189.53,ACH,Pending
PMT500001150,INV500001150,2026-06-02,51.04,ACH,Posted
PMT400001151,INV400001151,2026-05-16,119.21,CHECK,Posted
PMT500001151,INV500001151,2026-06-15,64.17,ACH,Posted
PMT400001152,INV400001152,2026-05-08,177.23,CHECK,Reversed
PMT500001152,INV500001152,2026-06-19,206.11,ACH,Posted
PMT400001153,INV400001153,2026-05-03,86.63,ACH,Failed
PMT500001153,INV500001153,2026-06-19,114.37,CARD,Reversed
PMT400001154,INV400001154,2026-06-02,87.58,CHECK,Posted
PMT500001154,INV500001154,2026-06-02,47.68,CASH,Posted
PMT500001155,INV500001155,2026-06-07,72.72,CARD,Posted
PMT400001156,INV400001156,2026-05-16,62.98,ACH,Failed
PMT500001156,INV500001156,2026-06-15,59.83,CASH,Reversed
PMT400001157,INV400001157,2026-05-08,17.85,ACH,Posted
PMT500001157,INV500001157,2026-07-02,119.42,CHECK,Failed
PMT400001158,INV400001158,2026-06-02,135.13,CASH,Failed
PMT500001158,INV500001158,2026-06-19,256.25,CHECK,Posted
PMT400001159,INV400001159,2026-05-03,61.67,CASH,Pending
PMT500001159,INV500001159,2026-06-19,112.8,CASH,Failed
PMT400001160,INV400001160,2026-06-02,222.64,ACH,Failed
PMT500001160,INV500001160,2026-07-02,63.56,ACH,Posted
PMT400001162,INV400001162,2026-06-02,104.64,ACH,Pending
PMT500001162,INV500001162,2026-06-15,69.75,CHECK,Posted
PMT400001163,INV400001163,2026-05-20,104.61,CHECK,Failed
PMT500001163,INV500001163,2026-06-07,207.43,CHECK,Pending
PMT500001164,INV500001164,2026-07-02,199.04,ACH,Posted
PMT400001165,INV400001165,2026-05-16,144.08,CASH,Failed
PMT500001165,INV500001165,2026-06-19,144.62,CARD,Pending
PMT400001166,INV400001166,2026-05-16,249.47,CHECK,Posted
PMT500001166,INV500001166,2026-07-02,70.5,ACH,Posted
PMT400001167,INV400001167,2026-06-02,22.52,CARD,Posted
PMT500001167,INV500001167,2026-06-02,140.1,CHECK,Posted
PMT400001168,INV400001168,2026-05-20,235.26,CASH,Posted
PMT500001168,INV500001168,2026-06-15,83.71,ACH,Pending
PMT500001169,INV500001169,2026-06-19,116.66,ACH,Posted
PMT400001170,INV400001170,2026-05-16,103.62,CARD,Pending
PMT500001170,INV500001170,2026-06-15,61.95,ACH,Posted
PMT400001171,INV400001171,2026-05-16,35.04,CARD,Reversed
PMT500001171,INV500001171,2026-06-19,89.47,CHECK,Posted
PMT500001172,INV500001172,2026-06-19,32.54,CHECK,Failed
PMT400001173,INV400001173,2026-05-20,234.57,ACH,Posted
PMT500001173,INV500001173,2026-06-07,138.64,ACH,Posted
PMT400001174,INV400001174,2026-05-16,50.61,ACH,Pending
PMT500001174,INV500001174,2026-06-07,215.79,CHECK,Posted
PMT400001175,INV400001175,2026-05-03,105.21,CASH,Posted
PMT500001175,INV500001175,2026-06-19,177.59,CHECK,Pending
PMT400001176,INV400001176,2026-05-08,158.17,CHECK,Posted
PMT500001176,INV500001176,2026-06-02,94.55,ACH,Failed
PMT400001177,INV400001177,2026-05-08,199.63,CARD,Pending
PMT500001177,INV500001177,2026-06-02,162.12,ACH,Posted
PMT400001178,INV400001178,2026-05-16,139.59,ACH,Posted
PMT500001178,INV500001178,2026-06-15,180.6,ACH,Pending
PMT400001179,INV400001179,2026-05-20,97.44,ACH,Posted
PMT500001179,INV500001179,2026-06-19,12.37,CASH,Posted
PMT400001180,INV400001180,2026-05-20,237.34,CHECK,Reversed
PMT400001181,INV400001181,2026-05-16,102.16,ACH,Failed
PMT500001181,INV500001181,2026-06-02,79.04,ACH,Reversed
PMT400001182,INV400001182,2026-05-20,60.08,CASH,Failed
PMT500001182,INV500001182,2026-07-02,89.9,ACH,Posted
PMT400001183,INV400001183,2026-05-20,182.98,ACH,Failed
PMT500001183,INV500001183,2026-07-02,139.21,ACH,Failed
PMT500001184,INV500001184,2026-06-15,103.35,ACH,Failed
PMT400001185,INV400001185,2026-06-02,91.0,ACH,Posted
PMT500001185,INV500001185,2026-06-02,218.53,CARD,Failed
PMT400001186,INV400001186,2026-05-03,27.49,CHECK,Posted
PMT500001186,INV500001186,2026-06-15,31.49,ACH,Posted
PMT500001187,INV500001187,2026-06-15,215.23,ACH,Failed
PMT400001188,INV400001188,2026-05-16,53.68,ACH,Failed
PMT500001188,INV500001188,2026-07-02,106.21,ACH,Posted
PMT400001189,INV400001189,2026-05-03,127.48,ACH,Reversed
PMT500001189,INV500001189,2026-06-02,116.88,ACH,Failed
PMT400001190,INV400001190,2026-05-08,161.8,CARD,Pending
PMT500001190,INV500001190,2026-06-07,51.74,CASH,Pending
PMT400001191,INV400001191,2026-05-20,67.89,ACH,Failed
PMT500001191,INV500001191,2026-06-07,68.34,ACH,Posted
PMT400001192,INV400001192,2026-05-16,133.86,ACH,Reversed
PMT500001192,INV500001192,2026-06-07,127.33,ACH,Failed
PMT400001193,INV400001193,2026-05-16,94.55,CHECK,Posted
PMT500001193,INV500001193,2026-06-02,163.15,ACH,Reversed
PMT400001194,INV400001194,2026-05-08,69.03,CASH,Failed
PMT500001194,INV500001194,2026-06-07,39.02,ACH,Pending
PMT400001195,INV400001195,2026-05-03,41.52,ACH,Posted
PMT500001195,INV500001195,2026-06-15,118.54,CARD,Pending
PMT400001196,INV400001196,2026-05-20,205.92,CARD,Posted
PMT500001196,INV500001196,2026-06-15,142.43,CHECK,Posted
PMT400001197,INV400001197,2026-06-02,164.72,CHECK,Failed
PMT500001197,INV500001197,2026-06-15,146.87,CASH,Failed
PMT400001198,INV400001198,2026-05-16,27.97,CARD,Pending
PMT500001198,INV500001198,2026-06-15,46.98,CARD,Posted
PMT400001199,INV400001199,2026-06-02,247.84,CARD,Posted
PMT500001199,INV500001199,2026-06-19,29.65,ACH,Posted
PMT400001200,INV400001200,2026-05-20,76.0,ACH,Failed
PMT500001200,INV500001200,2026-06-02,73.44,CHECK,Posted
PMT400001201,INV400001201,2026-05-20,36.47,CASH,Pending
PMT500001201,INV500001201,2026-06-15,220.46,ACH,Failed
PMT400001202,INV400001202,2026-05-03,24.04,ACH,Failed
PMT500001202,INV500001202,2026-06-02,108.03,CARD,Reversed
PMT400001203,INV400001203,2026-05-16,111.04,CHECK,Posted
PMT500001203,INV500001203,2026-07-02,73.01,ACH,Posted
PMT500001204,INV500001204,2026-06-19,51.07,ACH,Pending
PMT400001205,INV400001205,2026-05-03,149.6,CASH,Reversed
PMT400001206,INV400001206,2026-05-03,43.57,ACH,Reversed
PMT500001206,INV500001206,2026-07-02,247.47,CHECK,Posted
PMT400001207,INV400001207,2026-05-03,226.65,ACH,Reversed
PMT500001207,INV500001207,2026-06-07,78.14,ACH,Pending
PMT400001208,INV400001208,2026-05-08,212.77,CARD,Pending
PMT500001208,INV500001208,2026-06-02,76.56,CHECK,Posted
PMT400001209,INV400001209,2026-06-02,156.89,CASH,Posted
PMT500001209,INV500001209,2026-07-02,134.74,CHECK,Posted
PMT400001210,INV400001210,2026-05-08,65.3,CARD,Failed
PMT400001211,INV400001211,2026-05-03,56.11,CASH,Posted
PMT500001211,INV500001211,2026-06-02,120.71,ACH,Posted
PMT400001212,INV400001212,2026-05-20,187.62,CASH,Posted
PMT500001212,INV500001212,2026-06-15,197.88,ACH,Reversed
PMT400001213,INV400001213,2026-05-08,30.9,CARD,Posted
PMT500001213,INV500001213,2026-06-07,47.5,ACH,Posted
PMT500001214,INV500001214,2026-06-19,195.19,CASH,Posted
PMT400001215,INV400001215,2026-05-08,116.46,CARD,Posted
PMT500001215,INV500001215,2026-06-15,159.91,ACH,Failed
PMT400001216,INV400001216,2026-05-16,38.0,ACH,Reversed
PMT500001216,INV500001216,2026-06-07,199.83,ACH,Reversed
PMT400001217,INV400001217,2026-05-08,31.09,CASH,Posted
PMT500001217,INV500001217,2026-07-02,82.19,ACH,Pending
PMT400001218,INV400001218,2026-05-16,89.61,ACH,Reversed
PMT400001219,INV400001219,2026-05-03,37.17,CARD,Posted
PMT500001219,INV500001219,2026-06-15,74.86,CASH,Posted
PMT400001220,INV400001220,2026-05-16,170.07,CHECK,Pending
PMT500001220,INV500001220,2026-07-02,152.37,CHECK,Pending
PMT400001221,INV400001221,2026-05-03,168.76,CASH,Failed
PMT500001221,INV500001221,2026-06-02,123.11,ACH,Pending
PMT400001222,INV400001222,2026-05-16,182.49,ACH,Pending
PMT500001222,INV500001222,2026-07-02,106.35,CASH,Failed
PMT400001223,INV400001223,2026-06-02,138.92,CHECK,Posted
PMT500001223,INV500001223,2026-06-02,143.26,ACH,Posted
PMT400001224,INV400001224,2026-06-02,144.27,CASH,Posted
PMT500001224,INV500001224,2026-06-07,118.65,CASH,Pending
PMT400001225,INV400001225,2026-05-16,26.66,CHECK,Reversed
PMT500001225,INV500001225,2026-07-02,44.82,ACH,Failed
PMT400001226,INV400001226,2026-05-08,66.19,ACH,Reversed
PMT500001226,INV500001226,2026-06-19,225.12,CARD,Failed
PMT400001227,INV400001227,2026-05-16,187.16,CASH,Reversed
PMT500001227,INV500001227,2026-06-07,142.95,CHECK,Posted
PMT400001228,INV400001228,2026-05-16,122.97,CARD,Failed
PMT500001228,INV500001228,2026-06-07,228.53,CARD,Pending
PMT400001229,INV400001229,2026-05-20,248.14,CHECK,Reversed
PMT500001229,INV500001229,2026-06-19,19.16,ACH,Posted
PMT400001230,INV400001230,2026-06-02,29.36,CHECK,Failed
PMT500001230,INV500001230,2026-06-07,88.31,ACH,Failed
PMT400001231,INV400001231,2026-05-16,17.87,ACH,Reversed
PMT500001231,INV500001231,2026-06-19,49.86,CHECK,Posted
PMT400001232,INV400001232,2026-05-03,56.78,ACH,Posted
PMT400001233,INV400001233,2026-05-08,95.35,ACH,Pending
PMT500001233,INV500001233,2026-07-02,115.51,CHECK,Pending
PMT400001234,INV400001234,2026-05-08,118.9,ACH,Posted
PMT500001234,INV500001234,2026-07-02,239.46,CASH,Pending
PMT400001235,INV400001235,2026-05-16,185.57,CARD,Reversed
PMT500001235,INV500001235,2026-06-07,186.73,CASH,Reversed
PMT400001236,INV400001236,2026-05-16,87.66,CARD,Reversed
PMT500001236,INV500001236,2026-06-19,154.76,CASH,Posted
PMT400001237,INV400001237,2026-05-20,27.73,ACH,Posted
PMT500001237,INV500001237,2026-06-19,107.37,ACH,Posted
PMT400001238,INV400001238,2026-06-02,166.71,ACH,Posted
PMT500001238,INV500001238,2026-06-02,117.99,CHECK,Failed
PMT400001239,INV400001239,2026-05-08,97.53,CARD,Posted
PMT500001239,INV500001239,2026-06-07,211.6,CARD,Posted
PMT400001240,INV400001240,2026-05-03,63.58,CARD,Posted
PMT500001240,INV500001240,2026-07-02,237.12,CHECK,Pending
PMT400001241,INV400001241,2026-05-16,23.17,CASH,Posted
PMT500001241,INV500001241,2026-06-07,89.64,ACH,Posted
PMT400001242,INV400001242,2026-05-20,34.66,ACH,Reversed
PMT500001242,INV500001242,2026-06-15,49.64,ACH,Posted
PMT400001243,INV400001243,2026-05-03,176.81,CASH,Posted
PMT500001243,INV500001243,2026-06-02,58.18,ACH,Failed
PMT400001244,INV400001244,2026-05-16,124.19,CASH,Posted
PMT500001244,INV500001244,2026-06-07,162.84,ACH,Posted
PMT400001245,INV400001245,2026-06-02,160.67,CHECK,Failed
PMT500001245,INV500001245,2026-06-07,128.24,CARD,Pending
PMT400001246,INV400001246,2026-05-20,25.81,CARD,Failed
PMT500001246,INV500001246,2026-06-07,107.97,CASH,Posted
PMT400001247,INV400001247,2026-05-03,111.45,ACH,Posted
PMT500001247,INV500001247,2026-06-07,17.98,CHECK,Posted
PMT400001248,INV400001248,2026-05-16,71.4,CARD,Posted
PMT500001248,INV500001248,2026-06-02,55.4,ACH,Failed
PMT400001249,INV400001249,2026-06-02,97.31,CHECK,Reversed
PMT400001250,INV400001250,2026-06-02,112.15,CARD,Reversed
PMT500001250,INV500001250,2026-06-19,185.14,ACH,Reversed
PMT500001251,INV500001251,2026-06-19,256.82,CARD,Posted
PMT400001252,INV400001252,2026-06-02,115.53,ACH,Posted
PMT500001252,INV500001252,2026-06-15,162.35,ACH,Pending
PMT400001253,INV400001253,2026-06-02,248.12,CARD,Reversed
PMT500001253,INV500001253,2026-06-15,82.5,CHECK,Reversed
PMT400001254,INV400001254,2026-06-02,41.13,ACH,Posted
PMT500001254,INV500001254,2026-06-07,70.15,CARD,Pending
PMT400001255,INV400001255,2026-06-02,141.33,CARD,Pending
PMT500001255,INV500001255,2026-07-02,126.46,ACH,Reversed
PMT400001256,INV400001256,2026-05-08,106.41,ACH,Posted
PMT500001256,INV500001256,2026-07-02,67.36,CHECK,Pending
PMT400001257,INV400001257,2026-05-16,142.49,ACH,Reversed
PMT500001257,INV500001257,2026-06-15,210.93,ACH,Reversed
PMT400001258,INV400001258,2026-05-03,113.24,ACH,Pending
PMT500001258,INV500001258,2026-06-02,86.05,CASH,Posted
PMT400001259,INV400001259,2026-05-16,122.56,CASH,Posted
PMT500001259,INV500001259,2026-06-02,87.1,CARD,Posted
PMT400001260,INV400001260,2026-06-02,200.69,CASH,Reversed
PMT500001260,INV500001260,2026-06-07,49.03,CASH,Pending
PMT400001261,INV400001261,2026-06-02,151.64,CHECK,Posted
PMT500001261,INV500001261,2026-06-15,49.75,CARD,Failed
PMT400001262,INV400001262,2026-05-08,121.22,ACH,Posted
PMT500001262,INV500001262,2026-06-02,72.32,CHECK,Posted
PMT500001263,INV500001263,2026-06-07,107.96,ACH,Failed
PMT400001264,INV400001264,2026-05-16,158.56,CARD,Posted
PMT500001264,INV500001264,2026-06-19,36.27,ACH,Failed
PMT400001265,INV400001265,2026-05-20,160.58,CARD,Posted
PMT500001265,INV500001265,2026-06-02,173.42,ACH,Pending
PMT400001266,INV400001266,2026-05-16,44.71,CHECK,Reversed
PMT500001266,INV500001266,2026-06-07,32.92,CHECK,Posted
PMT400001267,INV400001267,2026-05-20,112.82,CARD,Pending
PMT500001267,INV500001267,2026-06-07,33.98,ACH,Pending
PMT400001268,INV400001268,2026-05-03,188.37,ACH,Reversed
PMT500001268,INV500001268,2026-07-02,55.91,CARD,Failed
PMT500001269,INV500001269,2026-06-02,69.85,CARD,Reversed
PMT400001270,INV400001270,2026-05-03,95.7,CASH,Pending
PMT500001270,INV500001270,2026-06-15,71.56,ACH,Posted
PMT400001271,INV400001271,2026-05-03,35.6,CHECK,Posted
PMT500001271,INV500001271,2026-06-07,132.74,CASH,Reversed
PMT400001272,INV400001272,2026-06-02,73.5,ACH,Reversed
PMT500001272,INV500001272,2026-06-15,66.35,ACH,Posted
PMT400001273,INV400001273,2026-05-03,72.11,CARD,Reversed
PMT500001273,INV500001273,2026-06-07,28.87,CASH,Reversed
PMT400001274,INV400001274,2026-05-16,140.75,CASH,Reversed
PMT500001274,INV500001274,2026-06-02,168.77,CARD,Failed
PMT400001275,INV400001275,2026-05-16,75.58,ACH,Posted
PMT500001275,INV500001275,2026-06-07,92.75,ACH,Reversed
PMT400001276,INV400001276,2026-05-03,26.23,ACH,Posted
PMT500001276,INV500001276,2026-07-02,88.7,ACH,Posted
PMT400001277,INV400001277,2026-05-08,97.45,ACH,Reversed
PMT500001277,INV500001277,2026-06-02,233.87,ACH,Posted
PMT400001278,INV400001278,2026-05-08,72.76,ACH,Pending
PMT500001278,INV500001278,2026-07-02,118.2,CHECK,Posted
PMT500001279,INV500001279,2026-06-07,63.16,ACH,Failed
PMT400001280,INV400001280,2026-05-20,238.45,CHECK,Pending
PMT500001280,INV500001280,2026-06-15,58.3,CHECK,Reversed
PMT400001281,INV400001281,2026-05-20,255.31,ACH,Posted
PMT500001281,INV500001281,2026-07-02,14.94,ACH,Posted
PMT400001282,INV400001282,2026-05-20,114.61,CARD,Reversed
PMT500001282,INV500001282,2026-06-19,90.72,CHECK,Failed
PMT400001284,INV400001284,2026-05-20,43.44,CARD,Pending
PMT500001284,INV500001284,2026-06-07,67.3,ACH,Pending
PMT400001285,INV400001285,2026-05-08,39.52,CHECK,Posted
PMT500001285,INV500001285,2026-06-19,167.98,ACH,Reversed
PMT400001286,INV400001286,2026-05-03,184.81,ACH,Failed
PMT500001286,INV500001286,2026-06-15,219.36,ACH,Posted
PMT400001287,INV400001287,2026-05-16,84.87,ACH,Reversed
PMT500001287,INV500001287,2026-06-15,138.55,ACH,Posted
PMT500001288,INV500001288,2026-06-15,78.07,CHECK,Failed
PMT400001289,INV400001289,2026-05-16,238.92,CASH,Reversed
PMT500001289,INV500001289,2026-06-02,40.69,CARD,Reversed
PMT500001290,INV500001290,2026-06-07,36.22,CHECK,Posted
PMT400001291,INV400001291,2026-05-03,118.88,CHECK,Posted
PMT500001291,INV500001291,2026-06-02,239.26,ACH,Posted
PMT400001292,INV400001292,2026-05-03,83.51,ACH,Posted
PMT500001292,INV500001292,2026-06-02,110.95,CASH,Posted
PMT500001293,INV500001293,2026-07-02,132.39,CHECK,Pending
PMT400001294,INV400001294,2026-05-08,69.29,CARD,Posted
PMT500001294,INV500001294,2026-06-07,131.46,CARD,Failed
PMT400001295,INV400001295,2026-05-08,123.27,CHECK,Posted
PMT500001295,INV500001295,2026-06-15,129.8,ACH,Posted
PMT400001296,INV400001296,2026-05-08,199.48,CARD,Pending
PMT500001296,INV500001296,2026-06-19,127.61,ACH,Posted
PMT400001297,INV400001297,2026-05-03,226.52,CARD,Failed
PMT500001297,INV500001297,2026-06-07,121.17,CARD,Pending
PMT400001298,INV400001298,2026-05-20,129.77,CHECK,Posted
PMT500001298,INV500001298,2026-06-07,71.35,CARD,Reversed
PMT400001299,INV400001299,2026-05-20,182.24,ACH,Failed
PMT500001299,INV500001299,2026-06-02,19.64,CARD,Posted
PMT400001300,INV400001300,2026-05-16,226.14,CHECK,Reversed
PMT500001300,INV500001300,2026-06-07,77.32,CHECK,Reversed
PMT500001301,INV500001301,2026-06-15,96.85,CASH,Reversed
PMT400001302,INV400001302,2026-06-02,40.14,ACH,Posted
PMT500001302,INV500001302,2026-07-02,194.01,CHECK,Pending
PMT400001303,INV400001303,2026-05-16,192.24,ACH,Pending
PMT500001303,INV500001303,2026-06-19,58.81,ACH,Posted
PMT400001304,INV400001304,2026-05-08,195.45,ACH,Pending
PMT500001304,INV500001304,2026-06-19,172.07,CHECK,Pending
PMT400001305,INV400001305,2026-06-02,38.53,CASH,Posted
PMT500001305,INV500001305,2026-06-15,110.47,ACH,Reversed
PMT500001306,INV500001306,2026-06-02,46.66,CHECK,Failed
PMT500001307,INV500001307,2026-06-15,47.61,CASH,Reversed
PMT400001308,INV400001308,2026-05-03,167.56,CHECK,Posted
PMT500001308,INV500001308,2026-06-07,77.35,ACH,Failed
PMT400001309,INV400001309,2026-05-08,109.95,ACH,Posted
PMT500001309,INV500001309,2026-06-15,123.5,CHECK,Pending
PMT400001310,INV400001310,2026-05-16,153.1,CHECK,Posted
PMT500001310,INV500001310,2026-06-15,88.37,CASH,Posted
PMT400001311,INV400001311,2026-05-08,17.68,ACH,Reversed
PMT500001311,INV500001311,2026-06-02,40.71,CASH,Posted
PMT400001312,INV400001312,2026-06-02,87.78,CHECK,Failed
PMT500001312,INV500001312,2026-06-07,157.85,CASH,Reversed
PMT400001314,INV400001314,2026-06-02,196.32,CARD,Reversed
PMT400001315,INV400001315,2026-05-03,151.11,CHECK,Posted
PMT400001316,INV400001316,2026-06-02,16.25,CASH,Pending
PMT500001316,INV500001316,2026-06-02,170.71,ACH,Failed
PMT400001317,INV400001317,2026-05-16,255.22,ACH,Posted
PMT500001317,INV500001317,2026-06-19,27.15,CARD,Failed
PMT400001318,INV400001318,2026-05-08,118.87,ACH,Reversed
PMT500001318,INV500001318,2026-06-19,58.66,CHECK,Pending
PMT400001319,INV400001319,2026-05-08,120.51,ACH,Posted
PMT500001319,INV500001319,2026-06-07,70.23,CHECK,Failed
PMT400001320,INV400001320,2026-06-02,157.76,ACH,Reversed
PMT500001320,INV500001320,2026-06-02,46.14,CHECK,Posted
PMT400001321,INV400001321,2026-05-20,80.82,CHECK,Posted
PMT500001321,INV500001321,2026-06-02,175.48,CASH,Posted
PMT400001322,INV400001322,2026-05-20,190.52,CASH,Posted
PMT500001322,INV500001322,2026-06-07,215.64,CASH,Failed
PMT400001323,INV400001323,2026-05-20,137.01,ACH,Posted
PMT500001323,INV500001323,2026-06-07,86.23,ACH,Posted
PMT400001324,INV400001324,2026-05-20,50.25,ACH,Pending
PMT500001324,INV500001324,2026-06-19,201.53,ACH,Posted
PMT400001325,INV400001325,2026-05-16,181.71,CARD,Posted
PMT500001325,INV500001325,2026-07-02,17.01,ACH,Posted
PMT400001326,INV400001326,2026-05-16,62.23,ACH,Posted
PMT500001326,INV500001326,2026-06-02,119.66,CASH,Posted
PMT400001327,INV400001327,2026-05-16,74.85,ACH,Posted
PMT500001327,INV500001327,2026-06-07,188.6,ACH,Posted
PMT400001328,INV400001328,2026-05-16,231.87,CASH,Failed
PMT500001328,INV500001328,2026-06-19,85.76,ACH,Pending
PMT400001329,INV400001329,2026-05-08,29.96,ACH,Posted
PMT500001329,INV500001329,2026-07-02,175.86,ACH,Failed
PMT400001330,INV400001330,2026-05-20,93.93,ACH,Posted
PMT500001330,INV500001330,2026-07-02,177.2,CHECK,Posted
PMT400001331,INV400001331,2026-05-16,154.83,CASH,Posted
PMT500001331,INV500001331,2026-06-07,22.84,CHECK,Posted
PMT400001332,INV400001332,2026-05-16,41.43,CARD,Posted
PMT500001332,INV500001332,2026-06-15,105.3,CHECK,Pending
PMT400001333,INV400001333,2026-05-08,34.53,CARD,Posted
PMT500001333,INV500001333,2026-06-19,84.55,CHECK,Posted
PMT400001334,INV400001334,2026-06-02,102.11,ACH,Posted
PMT500001334,INV500001334,2026-06-02,128.28,CASH,Posted
PMT400001335,INV400001335,2026-06-02,212.06,CHECK,Failed
PMT500001335,INV500001335,2026-06-02,111.3,ACH,Posted
PMT400001336,INV400001336,2026-05-20,187.78,ACH,Posted
PMT500001336,INV500001336,2026-06-07,117.95,ACH,Posted
PMT400001337,INV400001337,2026-06-02,37.93,ACH,Failed
PMT500001337,INV500001337,2026-06-02,207.85,ACH,Reversed
PMT400001338,INV400001338,2026-05-20,20.06,CARD,Posted
PMT500001338,INV500001338,2026-07-02,32.91,CARD,Posted
PMT400001339,INV400001339,2026-05-16,181.27,ACH,Posted
PMT500001339,INV500001339,2026-07-02,159.54,CARD,Posted
PMT400001340,INV400001340,2026-05-03,114.48,CHECK,Failed
PMT500001340,INV500001340,2026-06-02,258.57,ACH,Posted
PMT400001341,INV400001341,2026-05-20,259.37,ACH,Posted
PMT500001341,INV500001341,2026-06-15,32.19,ACH,Posted
PMT400001342,INV400001342,2026-05-03,168.68,CASH,Reversed
PMT500001342,INV500001342,2026-06-15,157.44,ACH,Posted
PMT400001343,INV400001343,2026-05-08,230.61,ACH,Posted
PMT400001344,INV400001344,2026-05-08,128.25,CHECK,Reversed
PMT500001344,INV500001344,2026-06-02,35.28,CARD,Posted
PMT400001345,INV400001345,2026-05-16,205.63,CHECK,Posted
PMT500001345,INV500001345,2026-06-19,110.27,ACH,Failed
PMT400001346,INV400001346,2026-05-20,43.3,ACH,Posted
PMT500001346,INV500001346,2026-06-02,103.81,ACH,Reversed
PMT400001347,INV400001347,2026-05-08,122.5,CASH,Pending
PMT500001347,INV500001347,2026-06-19,81.22,CASH,Posted
PMT400001348,INV400001348,2026-05-16,25.55,ACH,Failed
PMT500001348,INV500001348,2026-06-07,66.54,ACH,Reversed
PMT400001349,INV400001349,2026-06-02,34.42,CARD,Posted
PMT500001349,INV500001349,2026-06-19,63.73,CASH,Pending
PMT400001350,INV400001350,2026-06-02,161.36,CHECK,Posted
PMT500001350,INV500001350,2026-06-02,95.66,CASH,Failed
PMT400001351,INV400001351,2026-05-08,67.73,CARD,Posted
PMT500001351,INV500001351,2026-06-19,17.8,ACH,Posted
PMT400001352,INV400001352,2026-05-03,79.77,CASH,Posted
PMT500001352,INV500001352,2026-06-19,44.59,CHECK,Pending
PMT400001353,INV400001353,2026-06-02,29.54,ACH,Posted
PMT500001353,INV500001353,2026-06-15,142.4,ACH,Reversed
PMT400001354,INV400001354,2026-05-16,106.48,CARD,Failed
PMT500001354,INV500001354,2026-06-19,69.55,ACH,Pending
PMT400001355,INV400001355,2026-05-08,229.81,CHECK,Failed
PMT500001355,INV500001355,2026-06-02,81.81,CHECK,Posted
PMT400001356,INV400001356,2026-05-20,79.42,ACH,Posted
PMT500001356,INV500001356,2026-07-02,78.82,CARD,Posted
PMT400001357,INV400001357,2026-05-16,103.56,ACH,Posted
PMT500001357,INV500001357,2026-06-02,30.98,CHECK,Posted
PMT400001358,INV400001358,2026-05-16,91.25,CASH,Posted
PMT500001358,INV500001358,2026-06-02,76.03,CARD,Posted
PMT400001359,INV400001359,2026-05-03,142.47,CARD,Posted
PMT500001359,INV500001359,2026-06-07,20.19,ACH,Posted
PMT400001360,INV400001360,2026-05-08,139.35,CARD,Failed
PMT500001360,INV500001360,2026-06-15,189.13,ACH,Failed
PMT400001361,INV400001361,2026-05-16,133.14,CHECK,Failed
PMT500001361,INV500001361,2026-06-15,194.72,CARD,Failed
PMT400001362,INV400001362,2026-06-02,214.68,CARD,Reversed
PMT500001362,INV500001362,2026-06-07,147.5,ACH,Posted
PMT400001363,INV400001363,2026-05-16,51.52,ACH,Posted
PMT500001363,INV500001363,2026-06-07,25.69,ACH,Posted
PMT400001364,INV400001364,2026-06-02,83.51,CHECK,Pending
PMT500001364,INV500001364,2026-06-15,65.7,CARD,Posted
PMT500001365,INV500001365,2026-07-02,96.15,CHECK,Reversed
PMT400001366,INV400001366,2026-05-20,144.53,CARD,Posted
PMT500001366,INV500001366,2026-06-07,132.62,CARD,Reversed
PMT400001367,INV400001367,2026-05-16,147.09,CARD,Pending
PMT500001367,INV500001367,2026-06-02,137.94,ACH,Pending
PMT500001368,INV500001368,2026-06-15,257.75,ACH,Reversed
PMT400001369,INV400001369,2026-05-20,63.24,ACH,Reversed
PMT500001369,INV500001369,2026-06-19,157.15,ACH,Pending
PMT400001370,INV400001370,2026-05-03,89.98,CARD,Posted
PMT500001370,INV500001370,2026-07-02,99.23,CHECK,Posted
PMT400001371,INV400001371,2026-06-02,59.3,ACH,Pending
PMT500001371,INV500001371,2026-06-15,22.62,ACH,Failed
PMT500001372,INV500001372,2026-06-02,50.24,CHECK,Reversed
PMT400001373,INV400001373,2026-05-16,185.41,CARD,Posted
PMT500001373,INV500001373,2026-06-19,34.85,CARD,Pending
PMT400001374,INV400001374,2026-05-20,204.21,ACH,Posted
PMT500001374,INV500001374,2026-06-07,199.99,ACH,Posted
PMT400001375,INV400001375,2026-05-20,36.7,CASH,Posted
PMT500001375,INV500001375,2026-06-07,230.25,ACH,Posted
PMT400001376,INV400001376,2026-06-02,155.47,ACH,Posted
PMT500001376,INV500001376,2026-06-19,182.55,CHECK,Posted
PMT400001377,INV400001377,2026-05-16,54.98,ACH,Posted
PMT500001377,INV500001377,2026-06-15,167.16,ACH,Pending
