cell_id,kpi_ts,connected_users,throughput_mbps,prb_utilization_pct,drop_call_rate_pct,handover_success_pct,availability_pct,kpi_date
CELL000044,2026-05-21 07:00:00,255,452.335,66.597,1.3688,97.5439,99.5614,2026-05-21
CELL000044,2026-05-21 08:00:00,217,390.738,7.732,0.0406,100.0,99.7042,2026-05-21
CELL000044,2026-05-21 09:00:00,120,401.929,48.821,0.5624,95.7369,99.523,2026-05-21
CELL000044,2026-05-21 10:00:00,172,336.705,83.091,1.0215,94.5944,99.848,2026-05-21
CELL000044,2026-05-21 11:00:00,121,563.152,62.533,0.263,89.2082,100.0,2026-05-21
CELL000044,2026-05-21 12:00:00,287,270.125,70.491,1.7075,94.868,99.4544,2026-05-21
CELL000044,2026-05-21 13:00:00,39,351.509,32.023,0.6995,95.8394,99.9767,2026-05-21
CELL000044,2026-05-21 14:00:00,156,386.605,57.565,0.5746,98.2323,99.6573,2026-05-21
CELL000044,2026-05-21 15:00:00,182,183.198,60.117,2.3936,100.0,99.6834,2026-05-21
CELL000044,2026-05-21 16:00:00,334,286.683,84.558,2.1056,94.8668,99.5548,2026-05-21
CELL000044,2026-05-21 17:00:00,211,322.792,16.593,1.1999,92.5353,99.4043,2026-05-21
CELL000044,2026-05-21 18:00:00,186,291.816,22.668,1.5735,91.8204,99.7688,2026-05-21
CELL000044,2026-05-21 19:00:00,172,196.817,74.651,1.2664,96.7276,99.7366,2026-05-21
CELL000044,2026-05-21 20:00:00,265,698.318,16.007,2.4236,95.3711,99.65,2026-05-21
CELL000044,2026-05-21 21:00:00,140,341.931,56.762,0.1961,93.1026,99.4306,2026-05-21
CELL000044,2026-05-21 22:00:00,82,227.581,54.138,2.5969,91.8963,100.0,2026-05-21
CELL000044,2026-05-21 23:00:00,283,164.117,58.761,1.2396,97.1858,99.7176,2026-05-21
CELL000044,2026-05-22 00:00:00,201,778.669,59.804,1.8707,95.8412,99.5149,2026-05-22
CELL000044,2026-05-22 01:00:00,256,375.158,100.0,0.7009,96.9584,99.7213,2026-05-22
CELL000044,2026-05-22 02:00:00,126,299.472,72.519,0.7975,96.4847,99.4828,2026-05-22
CELL000044,2026-05-22 03:00:00,278,234.7,51.837,0.0,96.8453,99.9973,2026-05-22
CELL000044,2026-05-22 04:00:00,233,515.407,14.597,0.8553,96.1444,100.0,2026-05-22
CELL000044,2026-05-22 05:00:00,301,403.114,59.546,1.1683,98.7244,100.0,2026-05-22
CELL000044,2026-05-22 06:00:00,207,328.286,85.586,1.6422,94.7626,99.0989,2026-05-22
CELL000044,2026-05-22 07:00:00,190,413.317,67.47,1.575,96.2327,99.5825,2026-05-22
CELL000044,2026-05-22 08:00:00,190,255.936,72.407,2.0215,99.4243,99.6539,2026-05-22
CELL000044,2026-05-22 09:00:00,152,277.48,80.981,1.7541,100.0,99.5215,2026-05-22
CELL000044,2026-05-22 10:00:00,279,407.776,74.876,1.2539,89.472,99.6126,2026-05-22
CELL000044,2026-05-22 11:00:00,0,164.349,67.65,1.565,95.5971,99.7004,2026-05-22
CELL000044,2026-05-22 12:00:00,96,746.485,56.114,0.6359,99.1484,99.6478,2026-05-22
CELL000044,2026-05-22 13:00:00,162,414.77,28.413,0.7508,96.5247,100.0,2026-05-22
CELL000044,2026-05-22 14:00:00,208,484.253,47.114,1.5475,92.4228,99.9383,2026-05-22
CELL000044,2026-05-22 15:00:00,288,585.079,83.02,1.4356,100.0,99.7517,2026-05-22
CELL000044,2026-05-22 16:00:00,248,543.337,91.395,1.8031,94.2824,99.8381,2026-05-22
CELL000044,2026-05-22 17:00:00,47,430.524,62.662,1.2505,97.3836,99.6974,2026-05-22
CELL000044,2026-05-22 18:00:00,217,487.233,16.815,1.0893,100.0,100.0,2026-05-22
CELL000044,2026-05-22 19:00:00,240,695.822,64.578,0.5562,96.6587,100.0,2026-05-22
CELL000044,2026-05-22 20:00:00,145,361.1,40.211,1.7866,93.4768,99.8033,2026-05-22
CELL000044,2026-05-22 21:00:00,258,675.425,38.518,1.4449,95.9384,99.5805,2026-05-22
CELL000044,2026-05-22 22:00:00,182,651.173,17.516,0.0,96.4534,99.488,2026-05-22
CELL000044,2026-05-22 23:00:00,183,297.364,100.0,0.8512,95.3115,99.3382,2026-05-22
CELL000044,2026-05-23 00:00:00,218,614.28,62.483,1.0436,99.3667,100.0,2026-05-23
CELL000044,2026-05-23 01:00:00,258,243.655,57.409,1.6262,96.6465,100.0,2026-05-23
CELL000044,2026-05-23 02:00:00,124,601.49,12.392,1.4804,94.3487,99.5418,2026-05-23
CELL000044,2026-05-23 03:00:00,83,608.925,73.011,1.3888,94.6735,99.0244,2026-05-23
CELL000044,2026-05-23 04:00:00,168,640.966,46.113,1.0405,97.5607,99.7044,2026-05-23
CELL000044,2026-05-23 05:00:00,120,230.64,59.186,0.5597,100.0,99.822,2026-05-23
CELL000044,2026-05-23 06:00:00,190,490.63,79.129,0.3676,99.4342,99.7726,2026-05-23
CELL000044,2026-05-23 07:00:00,231,351.574,46.877,1.4055,96.8198,99.4471,2026-05-23
CELL000044,2026-05-23 08:00:00,280,313.049,66.415,0.3787,96.7637,99.8014,2026-05-23
CELL000044,2026-05-23 09:00:00,201,0.0,48.049,1.0372,94.739,99.7798,2026-05-23
CELL000044,2026-05-23 10:00:00,188,404.16,37.401,2.4066,94.8604,99.401,2026-05-23
CELL000044,2026-05-23 11:00:00,105,329.298,35.697,1.469,94.3213,99.1994,2026-05-23
CELL000044,2026-05-23 12:00:00,70,574.445,27.289,0.6643,94.1015,99.8659,2026-05-23
CELL000044,2026-05-23 13:00:00,116,272.188,49.491,3.2832,97.2229,99.4599,2026-05-23
CELL000044,2026-05-23 14:00:00,194,643.298,82.759,1.784,92.8174,99.82,2026-05-23
CELL000044,2026-05-23 15:00:00,260,279.241,60.445,0.8215,96.0328,99.5592,2026-05-23
CELL000044,2026-05-23 16:00:00,194,408.044,46.693,0.6775,90.3143,99.9228,2026-05-23
CELL000044,2026-05-23 17:00:00,354,323.757,34.458,0.6601,94.7942,99.4414,2026-05-23
CELL000044,2026-05-23 18:00:00,123,672.505,31.911,0.9353,98.4984,99.2666,2026-05-23
CELL000044,2026-05-23 19:00:00,172,437.316,30.32,2.3372,92.2592,99.1365,2026-05-23
CELL000044,2026-05-23 20:00:00,237,368.2,65.495,2.4645,96.3237,99.436,2026-05-23
CELL000044,2026-05-23 21:00:00,275,497.74,33.486,1.8309,92.499,99.7704,2026-05-23
CELL000044,2026-05-23 22:00:00,30,579.389,59.443,0.0,96.1673,99.9086,2026-05-23
CELL000044,2026-05-23 23:00:00,149,297.386,70.162,0.0,94.8862,99.8128,2026-05-23
CELL000044,2026-05-24 00:00:00,238,230.108,85.038,0.4458,95.1001,99.7935,2026-05-24
CELL000044,2026-05-24 01:00:00,189,615.311,51.858,3.2323,92.8953,99.8292,2026-05-24
CELL000044,2026-05-24 02:00:00,204,558.168,89.369,3.4079,94.5807,99.5897,2026-05-24
CELL000044,2026-05-24 03:00:00,94,526.984,5.196,0.4209,93.7313,99.4524,2026-05-24
CELL000044,2026-05-24 04:00:00,73,644.399,49.706,2.9408,96.615,99.6799,2026-05-24
CELL000044,2026-05-24 05:00:00,233,516.109,59.984,2.7339,96.8532,99.9535,2026-05-24
CELL000044,2026-05-24 06:00:00,275,519.731,49.022,3.5215,94.2119,99.3037,2026-05-24
CELL000044,2026-05-24 07:00:00,173,905.782,46.567,2.0391,95.0576,100.0,2026-05-24
CELL000044,2026-05-24 08:00:00,182,229.343,58.985,0.8856,97.7094,99.5858,2026-05-24
CELL000044,2026-05-24 09:00:00,214,212.035,54.535,1.7578,91.1651,99.1619,2026-05-24
CELL000044,2026-05-24 10:00:00,47,299.583,19.744,1.508,93.1952,99.4789,2026-05-24
CELL000044,2026-05-24 11:00:00,166,499.521,27.53,0.0,97.5674,99.7006,2026-05-24
CELL000044,2026-05-24 12:00:00,162,162.521,46.678,0.7789,93.6612,99.5965,2026-05-24
CELL000044,2026-05-24 13:00:00,253,508.658,45.73,0.0,92.1736,100.0,2026-05-24
CELL000044,2026-05-24 14:00:00,219,345.047,73.843,0.7517,94.7685,99.6451,2026-05-24
CELL000044,2026-05-24 15:00:00,190,343.292,56.703,1.2341,96.5445,99.5549,2026-05-24
CELL000044,2026-05-24 16:00:00,66,363.987,90.99,0.1597,97.7316,99.4105,2026-05-24
CELL000044,2026-05-24 17:00:00,312,287.824,100.0,1.2392,91.4515,99.8513,2026-05-24
CELL000044,2026-05-24 18:00:00,105,204.353,22.162,0.0,98.0626,99.6077,2026-05-24
CELL000044,2026-05-24 19:00:00,158,330.161,99.875,0.8777,92.954,99.659,2026-05-24
CELL000044,2026-05-24 20:00:00,131,374.193,55.715,1.9557,95.1092,100.0,2026-05-24
CELL000044,2026-05-24 21:00:00,71,168.218,88.94,1.7141,90.9901,99.5281,2026-05-24
CELL000044,2026-05-24 22:00:00,94,0.0,0.0,2.498,91.5821,99.4544,2026-05-24
CELL000044,2026-05-24 23:00:00,171,217.078,80.587,1.4246,100.0,99.6484,2026-05-24
CELL000044,2026-05-25 00:00:00,216,305.213,86.166,1.8101,96.454,99.6063,2026-05-25
CELL000044,2026-05-25 01:00:00,37,273.807,60.035,0.2782,96.9239,99.7865,2026-05-25
CELL000044,2026-05-25 02:00:00,168,429.414,65.377,1.9026,95.1867,99.7801,2026-05-25
CELL000044,2026-05-25 03:00:00,204,424.951,32.011,0.3963,95.2227,99.7582,2026-05-25
CELL000044,2026-05-25 04:00:00,88,492.173,91.543,0.881,99.4878,99.7567,2026-05-25
CELL000044,2026-05-25 05:00:00,186,173.748,47.459,1.5199,91.3958,99.8511,2026-05-25
CELL000044,2026-05-25 06:00:00,150,461.153,46.689,0.0,94.959,99.5907,2026-05-25
CELL000044,2026-05-25 07:00:00,111,352.117,46.988,2.4787,96.9134,99.9743,2026-05-25
CELL000044,2026-05-25 08:00:00,166,532.641,47.933,1.5183,94.7128,99.4646,2026-05-25
CELL000044,2026-05-25 09:00:00,69,416.889,25.079,2.0837,95.8214,99.6707,2026-05-25
CELL000044,2026-05-25 10:00:00,176,637.624,45.338,2.9684,92.4994,99.8769,2026-05-25
CELL000044,2026-05-25 11:00:00,92,200.131,91.354,1.8217,97.7259,100.0,2026-05-25
CELL000044,2026-05-25 12:00:00,216,332.407,25.499,3.2835,100.0,99.6816,2026-05-25
CELL000044,2026-05-25 13:00:00,0,377.53,62.53,1.0719,96.5526,99.2364,2026-05-25
CELL000044,2026-05-25 14:00:00,165,611.27,65.653,0.5502,97.9976,99.9214,2026-05-25
CELL000044,2026-05-25 15:00:00,161,123.769,62.461,0.3733,97.6548,99.5864,2026-05-25
CELL000044,2026-05-25 16:00:00,273,157.85,56.741,0.0,94.6094,99.61,2026-05-25
CELL000044,2026-05-25 17:00:00,218,624.704,43.132,0.9794,99.2368,99.9754,2026-05-25
CELL000044,2026-05-25 18:00:00,179,474.612,53.876,1.9002,94.0034,99.9966,2026-05-25
CELL000044,2026-05-25 19:00:00,175,590.155,70.985,0.0,97.4339,99.8335,2026-05-25
CELL000044,2026-05-25 20:00:00,336,442.886,73.032,1.4431,94.1016,99.3449,2026-05-25
CELL000044,2026-05-25 21:00:00,0,440.688,58.445,0.1037,98.579,99.7846,2026-05-25
CELL000044,2026-05-25 22:00:00,202,339.539,70.305,2.2024,97.8579,99.5242,2026-05-25
CELL000044,2026-05-25 23:00:00,98,442.288,29.74,0.7305,98.2308,99.8726,2026-05-25
CELL000044,2026-05-26 00:00:00,157,402.909,88.612,0.0,100.0,99.8277,2026-05-26
CELL000044,2026-05-26 01:00:00,211,389.04,40.664,0.0,97.0089,99.4334,2026-05-26
CELL000044,2026-05-26 02:00:00,186,281.74,11.9,0.3138,95.6064,99.5501,2026-05-26
CELL000044,2026-05-26 03:00:00,161,437.155,83.335,0.2657,94.2251,99.4949,2026-05-26
CELL000044,2026-05-26 04:00:00,27,402.483,51.817,1.6327,96.4736,99.9969,2026-05-26
CELL000044,2026-05-26 05:00:00,42,210.194,60.31,1.5045,96.6241,99.5239,2026-05-26
CELL000044,2026-05-26 06:00:00,206,406.772,45.485,0.9906,95.9049,99.4437,2026-05-26
CELL000044,2026-05-26 07:00:00,171,468.783,51.21,1.5172,91.8206,98.9673,2026-05-26
CELL000044,2026-05-26 08:00:00,138,227.484,9.93,0.0,92.6554,99.5146,2026-05-26
CELL000044,2026-05-26 09:00:00,204,339.09,43.481,1.5715,96.6563,99.8467,2026-05-26
CELL000044,2026-05-26 10:00:00,126,483.213,36.767,0.9172,95.9756,99.5674,2026-05-26
CELL000044,2026-05-26 11:00:00,206,275.126,5.739,2.7661,93.3266,99.5032,2026-05-26
CELL000044,2026-05-26 12:00:00,187,219.801,68.927,2.0664,94.027,99.5829,2026-05-26
CELL000044,2026-05-26 13:00:00,89,331.531,67.725,1.046,97.2084,99.5588,2026-05-26
CELL000044,2026-05-26 14:00:00,116,553.78,59.037,1.6422,99.2008,99.7237,2026-05-26
CELL000044,2026-05-26 15:00:00,139,594.326,65.986,0.6925,99.6728,99.4289,2026-05-26
CELL000044,2026-05-26 16:00:00,95,678.54,93.16,2.3799,95.4368,99.5972,2026-05-26
CELL000044,2026-05-26 17:00:00,122,641.916,97.477,1.8205,96.1923,99.5667,2026-05-26
CELL000044,2026-05-26 18:00:00,176,532.813,73.779,1.8469,96.9271,99.4807,2026-05-26
CELL000044,2026-05-26 19:00:00,159,654.59,20.435,0.0,93.6976,99.1936,2026-05-26
CELL000044,2026-05-26 20:00:00,166,428.969,9.813,3.1285,99.4761,99.5056,2026-05-26
CELL000044,2026-05-26 21:00:00,286,665.368,76.364,1.1106,97.8562,99.5526,2026-05-26
CELL000044,2026-05-26 22:00:00,129,361.415,55.865,0.0,98.0769,99.3941,2026-05-26
CELL000044,2026-05-26 23:00:00,158,354.233,100.0,0.9599,92.8912,99.8296,2026-05-26
CELL000044,2026-05-27 00:00:00,150,292.127,27.251,0.7687,94.9144,99.7507,2026-05-27
CELL000044,2026-05-27 01:00:00,232,624.761,40.449,0.0,98.9233,99.6254,2026-05-27
CELL000044,2026-05-27 02:00:00,252,240.666,70.868,0.0,99.1644,100.0,2026-05-27
CELL000044,2026-05-27 03:00:00,68,592.896,60.986,0.501,97.7255,99.6467,2026-05-27
CELL000044,2026-05-27 04:00:00,174,469.811,67.844,1.3521,94.1616,99.8977,2026-05-27
CELL000044,2026-05-27 05:00:00,106,285.03,81.88,1.4589,89.3836,99.7402,2026-05-27
CELL000044,2026-05-27 06:00:00,324,486.192,79.934,1.4486,95.7577,99.3576,2026-05-27
CELL000044,2026-05-27 07:00:00,189,697.602,58.134,2.279,95.4269,99.6361,2026-05-27
CELL000044,2026-05-27 08:00:00,212,137.575,89.378,1.3105,96.1634,99.5687,2026-05-27
CELL000044,2026-05-27 09:00:00,144,320.892,43.868,1.2654,96.2449,99.3872,2026-05-27
CELL000044,2026-05-27 10:00:00,145,761.116,37.046,2.2202,97.4032,99.7744,2026-05-27
CELL000044,2026-05-27 11:00:00,131,420.513,85.88,0.761,93.2277,99.9888,2026-05-27
CELL000044,2026-05-27 12:00:00,237,801.186,80.687,1.2227,92.0883,99.4789,2026-05-27
CELL000044,2026-05-27 13:00:00,140,613.779,50.219,1.9862,94.4519,99.9284,2026-05-27
CELL000044,2026-05-27 14:00:00,308,463.094,16.113,1.5316,94.5476,99.8781,2026-05-27
CELL000044,2026-05-27 15:00:00,129,436.569,36.708,1.4765,99.4425,99.432,2026-05-27
CELL000044,2026-05-27 16:00:00,228,515.742,17.596,0.0527,88.1529,99.4739,2026-05-27
CELL000044,2026-05-27 17:00:00,210,562.099,51.758,0.1836,96.5277,99.9138,2026-05-27
CELL000044,2026-05-27 18:00:00,199,428.449,4.278,0.0,95.8818,99.9965,2026-05-27
CELL000044,2026-05-27 19:00:00,234,743.398,52.501,2.4112,94.5835,99.7067,2026-05-27
CELL000044,2026-05-27 20:00:00,251,609.217,57.866,2.3899,90.5016,99.6641,2026-05-27
CELL000044,2026-05-27 21:00:00,100,663.342,81.724,0.0,91.7494,99.4112,2026-05-27
CELL000044,2026-05-27 22:00:00,72,627.629,37.752,1.1777,96.1222,100.0,2026-05-27
CELL000044,2026-05-27 23:00:00,260,609.108,69.262,1.7505,94.3129,99.4778,2026-05-27
CELL000044,2026-05-28 00:00:00,157,238.913,100.0,1.1573,90.7784,99.0817,2026-05-28
CELL000044,2026-05-28 01:00:00,250,74.336,41.727,0.7608,96.2548,99.689,2026-05-28
CELL000044,2026-05-28 02:00:00,290,563.326,59.861,3.4897,94.128,99.8011,2026-05-28
CELL000044,2026-05-28 03:00:00,214,404.349,13.223,0.3721,96.2342,99.7548,2026-05-28
CELL000044,2026-05-28 04:00:00,229,367.294,63.797,0.0,95.7152,99.9063,2026-05-28
CELL000044,2026-05-28 05:00:00,219,329.396,39.672,0.1607,91.9158,99.9603,2026-05-28
CELL000044,2026-05-28 06:00:00,196,614.255,54.212,2.5217,95.1451,100.0,2026-05-28
CELL000044,2026-05-28 07:00:00,277,488.032,51.672,1.1601,95.7397,100.0,2026-05-28
CELL000044,2026-05-28 08:00:00,51,554.459,44.572,0.0,98.8482,99.5596,2026-05-28
CELL000044,2026-05-28 09:00:00,124,363.853,61.516,0.0,99.9883,99.5931,2026-05-28
CELL000044,2026-05-28 10:00:00,92,217.274,60.649,0.0,94.6047,100.0,2026-05-28
CELL000044,2026-05-28 11:00:00,107,491.822,26.264,0.0,98.9929,99.6495,2026-05-28
CELL000044,2026-05-28 12:00:00,165,286.41,47.546,1.6871,96.7814,99.4602,2026-05-28
CELL000044,2026-05-28 13:00:00,124,635.57,52.223,1.6089,98.0,99.5446,2026-05-28
CELL000044,2026-05-28 14:00:00,103,559.317,19.576,1.4519,96.4841,100.0,2026-05-28
CELL000044,2026-05-28 15:00:00,122,567.678,76.936,0.8269,92.7369,99.3351,2026-05-28
CELL000044,2026-05-28 16:00:00,217,175.262,60.978,3.2742,94.2231,99.435,2026-05-28
CELL000044,2026-05-28 17:00:00,167,232.472,87.106,2.6525,96.799,100.0,2026-05-28
CELL000044,2026-05-28 18:00:00,165,436.959,94.543,0.9847,96.5418,99.5762,2026-05-28
CELL000044,2026-05-28 19:00:00,213,482.592,100.0,1.0053,96.7957,99.6137,2026-05-28
CELL000044,2026-05-28 20:00:00,148,350.911,60.435,0.0424,98.8112,99.5404,2026-05-28
CELL000044,2026-05-28 21:00:00,288,613.383,73.758,1.0247,94.5368,99.9061,2026-05-28
CELL000044,2026-05-28 22:00:00,141,716.907,81.702,2.4039,97.7889,99.6151,2026-05-28
CELL000044,2026-05-28 23:00:00,287,418.859,78.479,1.2068,97.2905,99.359,2026-05-28
CELL000044,2026-05-29 00:00:00,217,174.014,47.383,2.3256,93.4044,99.7714,2026-05-29
CELL000044,2026-05-29 01:00:00,160,431.15,55.251,0.746,92.5673,99.4731,2026-05-29
CELL000044,2026-05-29 02:00:00,289,495.996,24.811,1.1394,95.6243,99.8937,2026-05-29
CELL000044,2026-05-29 03:00:00,120,249.645,56.213,0.806,97.2059,100.0,2026-05-29
CELL000044,2026-05-29 04:00:00,126,307.191,76.99,0.0,94.0659,99.6972,2026-05-29
CELL000044,2026-05-29 05:00:00,144,330.313,71.055,1.3007,96.9214,99.6087,2026-05-29
CELL000044,2026-05-29 06:00:00,200,342.071,44.014,0.6621,94.8632,99.5122,2026-05-29
CELL000044,2026-05-29 07:00:00,257,118.581,43.753,1.6273,96.1569,99.7157,2026-05-29
CELL000044,2026-05-29 08:00:00,221,596.749,76.877,1.3047,94.4163,99.6726,2026-05-29
CELL000044,2026-05-29 09:00:00,201,431.195,40.422,1.605,96.0044,99.2882,2026-05-29
CELL000044,2026-05-29 10:00:00,152,239.881,69.881,1.0107,92.2974,99.5998,2026-05-29
CELL000044,2026-05-29 11:00:00,219,96.966,61.637,0.058,98.7259,99.6276,2026-05-29
CELL000044,2026-05-29 12:00:00,114,617.924,43.438,0.0,99.9619,99.5524,2026-05-29
CELL000044,2026-05-29 13:00:00,113,528.57,19.094,1.8922,96.8082,99.7618,2026-05-29
CELL000044,2026-05-29 14:00:00,196,617.268,74.502,0.3436,98.5341,99.576,2026-05-29
CELL000044,2026-05-29 15:00:00,83,145.05,26.726,0.0,95.139,99.7573,2026-05-29
CELL000044,2026-05-29 16:00:00,81,397.112,42.622,1.6318,90.4826,99.1022,2026-05-29
CELL000044,2026-05-29 17:00:00,69,494.789,58.325,0.0,96.2523,99.7729,2026-05-29
CELL000044,2026-05-29 18:00:00,168,604.477,22.956,2.3377,95.9862,99.6994,2026-05-29
CELL000044,2026-05-29 19:00:00,122,501.588,90.756,0.0147,97.132,99.2133,2026-05-29
CELL000044,2026-05-29 20:00:00,200,152.523,0.0,0.0,98.18,99.6096,2026-05-29
CELL000044,2026-05-29 21:00:00,144,423.483,63.938,1.4052,94.9821,99.8254,2026-05-29
CELL000044,2026-05-29 22:00:00,172,187.192,44.11,1.7786,92.5322,99.7759,2026-05-29
CELL000044,2026-05-29 23:00:00,243,649.949,83.482,2.3408,95.5448,99.642,2026-05-29
CELL000044,2026-05-30 00:00:00,209,267.627,64.894,0.8,97.0593,99.6248,2026-05-30
CELL000044,2026-05-30 01:00:00,132,292.636,79.521,2.0166,94.1173,99.7515,2026-05-30
CELL000044,2026-05-30 02:00:00,151,588.024,55.293,1.7806,95.4471,99.9255,2026-05-30
CELL000044,2026-05-30 03:00:00,207,447.712,69.084,1.8466,95.0714,99.751,2026-05-30
CELL000044,2026-05-30 04:00:00,148,225.254,62.871,0.4456,94.6508,99.9357,2026-05-30
CELL000044,2026-05-30 05:00:00,243,429.892,8.623,0.3325,97.7016,99.5016,2026-05-30
CELL000044,2026-05-30 06:00:00,276,246.932,59.093,1.1548,97.6799,99.3846,2026-05-30
CELL000044,2026-05-30 07:00:00,287,595.487,47.385,2.2265,98.6431,100.0,2026-05-30
CELL000044,2026-05-30 08:00:00,165,598.668,35.015,1.938,97.1877,99.9007,2026-05-30
CELL000044,2026-05-30 09:00:00,239,385.555,49.917,1.1574,97.9007,99.4835,2026-05-30
CELL000044,2026-05-30 10:00:00,145,539.245,14.605,2.4153,92.224,100.0,2026-05-30
CELL000044,2026-05-30 11:00:00,178,87.714,63.101,0.7968,94.1592,99.3992,2026-05-30
CELL000044,2026-05-30 12:00:00,120,479.294,77.996,1.3715,92.7421,99.4417,2026-05-30
CELL000044,2026-05-30 13:00:00,172,624.122,69.794,2.4852,94.8167,99.6552,2026-05-30
CELL000044,2026-05-30 14:00:00,219,402.483,57.339,0.6386,96.6067,99.6118,2026-05-30
CELL000044,2026-05-30 15:00:00,254,532.364,59.928,2.0518,96.9529,99.6732,2026-05-30
CELL000044,2026-05-30 16:00:00,250,438.793,44.334,1.6937,95.6524,99.5772,2026-05-30
CELL000044,2026-05-30 17:00:00,202,341.937,66.349,2.8974,94.9744,99.5611,2026-05-30
CELL000044,2026-05-30 18:00:00,256,621.435,59.915,0.0,96.9079,99.3722,2026-05-30
CELL000044,2026-05-30 19:00:00,173,553.621,58.016,1.4707,92.8513,99.5386,2026-05-30
CELL000044,2026-05-30 20:00:00,184,341.999,24.34,1.3711,95.8792,99.8258,2026-05-30
CELL000044,2026-05-30 21:00:00,162,371.917,75.985,1.0945,95.8126,99.9876,2026-05-30
CELL000044,2026-05-30 22:00:00,170,75.078,8.861,0.9726,95.7753,100.0,2026-05-30
CELL000044,2026-05-30 23:00:00,148,475.568,94.711,2.9402,95.9292,99.4086,2026-05-30
CELL000044,2026-05-31 00:00:00,136,419.015,76.618,0.9766,96.6137,99.6428,2026-05-31
CELL000044,2026-05-31 01:00:00,109,422.034,56.867,0.0,93.9837,99.5446,2026-05-31
CELL000044,2026-05-31 02:00:00,162,318.513,35.87,1.2123,95.0296,99.9252,2026-05-31
CELL000044,2026-05-31 03:00:00,197,76.066,60.835,2.3275,97.549,99.9944,2026-05-31
CELL000044,2026-05-31 04:00:00,113,330.493,73.638,2.441,95.6021,99.6576,2026-05-31
CELL000044,2026-05-31 05:00:00,136,8.029,45.296,0.3821,100.0,99.3101,2026-05-31
CELL000044,2026-05-31 06:00:00,230,663.454,47.915,2.0159,92.4042,99.4778,2026-05-31
CELL000044,2026-05-31 07:00:00,182,347.956,100.0,0.0,97.8431,99.5236,2026-05-31
CELL000044,2026-05-31 08:00:00,194,312.391,42.503,1.8284,97.4118,99.5057,2026-05-31
CELL000044,2026-05-31 09:00:00,201,487.154,63.89,0.1433,98.7218,99.6053,2026-05-31
CELL000044,2026-05-31 10:00:00,156,419.42,100.0,1.1406,96.1578,100.0,2026-05-31
CELL000044,2026-05-31 11:00:00,189,392.309,52.859,1.8936,93.8908,99.8611,2026-05-31
CELL000044,2026-05-31 12:00:00,247,342.192,86.008,2.2496,94.0767,100.0,2026-05-31
CELL000044,2026-05-31 13:00:00,148,156.233,13.952,1.9313,97.0438,99.6649,2026-05-31
CELL000044,2026-05-31 14:00:00,154,222.531,73.769,1.8892,98.6035,99.6901,2026-05-31
CELL000044,2026-05-31 15:00:00,134,529.977,70.801,2.3539,97.2006,100.0,2026-05-31
CELL000044,2026-05-31 16:00:00,148,729.699,59.128,2.5398,100.0,99.423,2026-05-31
CELL000044,2026-05-31 17:00:00,197,619.513,39.169,0.459,93.7725,99.5635,2026-05-31
CELL000044,2026-05-31 18:00:00,191,659.843,78.769,0.066,97.3109,99.5548,2026-05-31
CELL000044,2026-05-31 19:00:00,136,147.657,50.623,0.3293,94.261,99.731,2026-05-31
CELL000044,2026-05-31 20:00:00,186,327.284,51.415,0.7938,95.3554,99.6991,2026-05-31
CELL000044,2026-05-31 21:00:00,32,756.468,35.928,2.2607,99.1545,99.7477,2026-05-31
CELL000044,2026-05-31 22:00:00,113,257.743,41.076,0.1029,99.2163,99.5057,2026-05-31
CELL000044,2026-05-31 23:00:00,195,40.474,100.0,1.254,96.8677,99.6347,2026-05-31
CELL000045,2026-05-01 00:00:00,206,301.098,39.866,0.6147,93.1519,99.9185,2026-05-01
CELL000045,2026-05-01 01:00:00,116,327.07,11.7,0.2284,95.5516,100.0,2026-05-01
CELL000045,2026-05-01 02:00:00,101,608.86,31.745,2.4778,97.3149,99.6842,2026-05-01
CELL000045,2026-05-01 03:00:00,188,438.192,17.275,1.8056,93.6875,99.5803,2026-05-01
CELL000045,2026-05-01 04:00:00,234,549.565,47.645,0.6188,95.7062,99.4149,2026-05-01
CELL000045,2026-05-01 05:00:00,233,535.945,45.179,1.4524,94.5619,99.2829,2026-05-01
CELL000045,2026-05-01 06:00:00,248,576.019,56.767,0.7045,95.5833,99.4599,2026-05-01
CELL000045,2026-05-01 07:00:00,123,370.022,63.816,1.6178,91.2937,99.7488,2026-05-01
CELL000045,2026-05-01 08:00:00,151,545.556,52.541,3.1012,98.2151,99.7703,2026-05-01
CELL000045,2026-05-01 09:00:00,206,569.073,47.626,1.124,99.2176,99.8478,2026-05-01
CELL000045,2026-05-01 10:00:00,205,225.038,82.225,1.558,98.3066,99.6555,2026-05-01
CELL000045,2026-05-01 11:00:00,242,488.919,43.067,0.8481,93.0141,100.0,2026-05-01
CELL000045,2026-05-01 12:00:00,150,500.08,65.163,0.7007,95.7549,99.7069,2026-05-01
CELL000045,2026-05-01 13:00:00,173,568.788,70.841,0.0,95.0834,99.5561,2026-05-01
CELL000045,2026-05-01 14:00:00,183,620.041,31.405,0.0,98.7901,99.5393,2026-05-01
CELL000045,2026-05-01 15:00:00,230,471.366,58.305,1.4755,97.1063,99.5448,2026-05-01
CELL000045,2026-05-01 16:00:00,101,214.048,47.637,2.4908,92.4221,99.6248,2026-05-01
CELL000045,2026-05-01 17:00:00,101,287.418,45.488,0.0,94.9588,99.8914,2026-05-01
