meter_id,customer_id,site_id,meter_type,install_date,multiplier,status,firmware_version
MTR0000313,CUST0000138,SITE0015,Commercial Meter,2018-07-18,bad,active ,v2.1
MTR0000314,CUST0000565,SITE0010,Smart Meter,2019-10-19,1,Active,v2.1
MTR0000315,CUST0000255,SITE0030,Industrial Meter,2024-03-23,bad,Active,v2.1
MTR0000316,CUST0000731,SITE0004,Commercial Meter,01/27/2018,100,Inactive,v2.0
MTR0000317,CUST0000119,SITE0030,Commercial Meter,2022-10-14,10,Disconnected,v1.2
MTR0000318,CUST0000733,SITE0017,Industrial Meter,2024-12-26,1,Inactive,v2.0
MTR0000319,CUST0000068,SITE0025,Smart Meter,2024-06-22,10,Inactive,v1.2
MTR0000320,CUST0000084,SITE0018,Commercial Meter,2024-01-17,1,Inactive,v2.0
MTR0000321,CUST0000390,SITE0008,Net Meter,10/15/2025,bad,active ,
MTR0000322,CUST0000750,SITE0009,Net Meter,2024-08-20,10,Disconnected,v2.0
MTR0000323,CUST0000355,SITE0005,Smart Meter,02/25/2021,bad,active ,v1.3
MTR0000324,CUST0000027,SITE0005,Smart Meter,2019-07-29,100,Disconnected,
MTR0000325,CUST0000027,SITE0016,smart meter,04/30/2018,1,Inactive,v1.2
MTR0000326,CUST0000075,SITE0013,Industrial Meter,07/04/2021,100,Disconnected,v2.1
MTR0000327,CUST0000229,SITE0014,Commercial Meter,07/14/2021,1,active ,v1.3
MTR0000328,CUST0000056,SITE0010,Commercial Meter,07/14/2019,1,Disconnected,
MTR0000329,CUST0000205,SITE0011,Commercial Meter,2020-01-02,1,Active,v2.1
MTR0000330,CUST0000668,SITE0015,smart meter,03/15/2023,100,Inactive,v1.3
MTR0000331,CUST0000006,SITE0015,Net Meter,2019-08-24,100,Active,v1.3
MTR0000332,CUST0000008,SITE0004,Smart Meter,2020-07-12,1,Active,
MTR0000333,CUST0000168,SITE0030,Commercial Meter,07/26/2021,10,Inactive,v1.3
MTR0000334,CUST0000744,SITE0023,Industrial Meter,09/19/2019,1,Inactive,v2.0
MTR0000335,CUST0000316,SITE0025,Net Meter,07/05/2021,10,Active,v1.3
MTR0000336,CUST0000492,SITE0011,Net Meter,02/27/2025,bad,active ,v1.2
MTR0000337,CUST0000425,SITE0010,Industrial Meter,2023-10-04,10,Active,v1.2
MTR0000338,CUST0000503,SITE0029,Commercial Meter,01/19/2020,100,Inactive,v1.2
MTR0000339,CUST0000559,SITE0026,Commercial Meter,01/10/2019,100,Disconnected,v2.1
MTR0000340,CUST0000272,SITE0001,Industrial Meter,2021-04-21,1,Inactive,v2.0
MTR0000341,CUST0000787,SITE0004,Smart Meter,03/09/2021,1,Disconnected,v2.0
MTR0000342,CUST0000457,SITE0014,Commercial Meter,03/24/2023,100,active ,v2.0
MTR0000343,CUST0000581,SITE0010,Commercial Meter,2023-07-03,bad,active ,
MTR0000344,CUST0000728,SITE0016,Smart Meter,2019-08-06,1,Disconnected,v2.1
MTR0000345,CUST0000453,SITE0004,Industrial Meter,2024-09-04,1,Disconnected,v1.3
MTR0000346,CUST0000703,SITE0027,Commercial Meter,09/13/2024,1,Active,v1.3
MTR0000347,CUST0000673,SITE0005,Industrial Meter,2022-07-30,1,Active,v1.2
MTR0000348,CUST0000548,SITE0013,Net Meter,2019-03-30,bad,Disconnected,v2.1
MTR0000349,CUST0000063,SITE0022,Commercial Meter,05/08/2022,100,Disconnected,v1.3
MTR0000350,CUST0000679,SITE0002,Commercial Meter,03/20/2023,100,Inactive,v2.0
MTR0000351,CUST0000561,SITE0023,Industrial Meter,2022-09-08,1,Inactive,
MTR0000352,CUST0000259,SITE0021,smart meter,2022-07-07,100,active ,v2.1
MTR0000353,CUST0000692,SITE0016,Smart Meter,2020-02-08,10,Disconnected,v1.3
MTR0000354,CUST0000624,SITE0005,Net Meter,06/23/2022,100,Active,
MTR0000355,CUST0000379,SITE0010,Smart Meter,2025-01-09,100,active ,v2.0
MTR0000356,CUST0000704,SITE0001,smart meter,08/03/2021,1,Active,v2.1
MTR0000357,CUST0000599,SITE0026,Smart Meter,08/10/2024,10,active ,v1.2
MTR0000358,CUST0000665,SITE0005,smart meter,12/03/2023,10,Disconnected,v2.0
MTR0000359,CUST0000548,SITE0025,Industrial Meter,02/01/2020,1,active ,v1.3
MTR0000360,CUST0000260,SITE0020,Industrial Meter,12/16/2019,1,Disconnected,v2.0
MTR0000361,CUST0000793,SITE0004,Smart Meter,2019-09-29,1,Active,v2.0
MTR0000362,CUST0000724,SITE0007,smart meter,11/22/2018,100,Active,v1.2
MTR0000363,CUST0000141,SITE0028,Industrial Meter,2023-01-16,1,Inactive,v1.3
MTR0000364,CUST0000013,SITE0009,smart meter,2021-11-05,10,active ,
MTR0000365,CUST0000330,SITE0014,Industrial Meter,06/10/2020,bad,active ,v2.1
MTR0000366,CUST0000029,SITE0013,smart meter,2024-05-31,1,Disconnected,v2.0
MTR0000367,CUST0000010,SITE0028,Commercial Meter,02/11/2019,1,Active,
MTR0000368,CUST0000374,SITE0018,Industrial Meter,2020-08-08,1,active ,
MTR0000369,CUST0000171,SITE0011,Smart Meter,2021-06-29,10,active ,v1.3
MTR0000370,CUST0000038,SITE0020,Industrial Meter,2018-03-20,1,Inactive,
MTR0000371,CUST0000172,SITE0017,Commercial Meter,04/23/2023,1,Disconnected,v2.1
MTR0000372,CUST0000775,SITE0020,smart meter,2018-07-26,10,Inactive,v2.1
MTR0000373,CUST0000452,SITE0021,Industrial Meter,10/07/2020,bad,active ,v1.3
MTR0000374,CUST0000472,SITE0010,Industrial Meter,2023-04-23,100,Disconnected,v1.2
MTR0000375,CUST0000580,SITE0020,Industrial Meter,08/08/2022,10,Active,v2.0
MTR0000376,CUST0000245,SITE0029,Commercial Meter,2018-08-30,1,Active,v1.3
MTR0000377,CUST0000239,SITE0009,Industrial Meter,2020-07-01,1,active ,v2.0
MTR0000378,CUST0000667,SITE0017,Smart Meter,10/10/2023,1,Disconnected,v2.0
MTR0000379,CUST0000212,SITE0025,smart meter,2021-05-27,1,active ,v2.1
MTR0000380,CUST0000554,SITE0009,Smart Meter,2018-10-08,1,Active,v1.3
MTR0000381,CUST0000522,SITE0020,Commercial Meter,04/27/2021,1,Active,v2.0
MTR0000382,CUST0000564,SITE0013,smart meter,2022-01-09,bad,Active,
MTR0000383,CUST0000276,SITE0027,Industrial Meter,2025-06-24,1,Inactive,v1.3
MTR0000384,CUST0000034,SITE0018,Commercial Meter,10/13/2022,10,Active,v2.1
MTR0000385,CUST0000724,SITE0011,smart meter,01/03/2019,10,Inactive,
MTR0000386,CUST0000029,SITE0014,Net Meter,2020-12-21,bad,Inactive,v2.0
MTR0000387,CUST0000616,SITE0028,Net Meter,05/19/2024,bad,Disconnected,v1.2
MTR0000388,CUST0000158,SITE0024,Commercial Meter,09/08/2022,100,Active,v2.1
MTR0000389,CUST0000425,SITE0026,smart meter,10/09/2018,100,Inactive,v2.1
MTR0000390,CUST0000599,SITE0021,Commercial Meter,11/15/2019,1,Active,v2.1
MTR0000391,CUST0000119,SITE0016,Net Meter,2021-03-04,bad,active ,v1.3
MTR0000392,CUST0000783,SITE0011,Commercial Meter,06/02/2024,bad,Disconnected,v2.0
MTR0000393,CUST0000387,SITE0006,Smart Meter,09/25/2021,10,Active,
MTR0000394,CUST0000175,SITE0028,Commercial Meter,2019-12-10,10,active ,v2.1
MTR0000395,CUST0000295,SITE0015,Industrial Meter,2023-12-28,100,Disconnected,v2.0
MTR0000396,CUST0000285,SITE0019,Commercial Meter,05/20/2018,1,active ,v1.3
MTR0000397,CUST0000194,SITE0016,Commercial Meter,01/29/2020,10,Active,v2.0
MTR0000398,CUST0000098,SITE0030,Net Meter,06/16/2023,1,Active,v2.1
MTR0000399,CUST0000323,SITE0028,Smart Meter,02/13/2025,100,Disconnected,v2.1
MTR0000400,CUST0000205,SITE_UNKNOWN,Industrial Meter,2024-07-12,100,Inactive,v1.2
MTR0000401,CUST0000477,SITE0009,Net Meter,2021-04-01,10,Active,
MTR0000402,CUST0000392,SITE0002,Commercial Meter,01/12/2025,10,Inactive,v1.3
MTR0000403,CUST0000047,SITE0007,Net Meter,03/10/2020,bad,Inactive,v2.1
MTR0000404,CUST0000007,SITE0022,Commercial Meter,2022-06-19,bad,active ,v2.1
MTR0000405,CUST0000194,SITE0028,Net Meter,2018-05-19,1,Disconnected,v1.2
MTR0000406,CUST0000162,SITE0009,Industrial Meter,2025-09-02,1,Inactive,v1.2
MTR0000407,CUST0000687,SITE0030,Commercial Meter,08/22/2021,10,Disconnected,v1.2
MTR0000408,CUST0000745,SITE0010,Industrial Meter,2023-04-07,100,Inactive,v2.0
MTR0000409,CUST0000233,SITE0013,Smart Meter,08/04/2023,bad,Inactive,v2.0
MTR0000410,CUST0000219,SITE0029,smart meter,2024-07-04,1,Disconnected,v2.1
MTR0000411,CUST0000784,SITE0019,Smart Meter,2019-01-01,1,active ,v2.1
MTR0000412,CUST0000703,SITE0020,Commercial Meter,01/11/2020,1,active ,v1.3
MTR0000413,CUST0000067,SITE0029,Commercial Meter,05/22/2023,1,active ,v1.3
MTR0000414,CUST0000396,SITE0002,Smart Meter,07/30/2023,100,Inactive,v1.3
MTR0000415,CUST0000790,SITE0019,Net Meter,02/12/2019,1,Active,
MTR0000416,CUST0000138,SITE0021,Net Meter,10/29/2020,bad,active ,
MTR0000417,CUST0000603,SITE0015,Industrial Meter,2022-08-21,100,Disconnected,v2.1
MTR0000418,CUST0000159,SITE0021,Net Meter,2019-01-17,1,Active,v1.3
MTR0000419,CUST0000650,SITE0027,Commercial Meter,01/06/2021,1,Disconnected,v1.2
MTR0000420,CUST0000799,SITE0024,Net Meter,01/12/2022,1,Active,v1.2
MTR0000421,CUST0000059,SITE0003,Net Meter,2023-05-10,100,active ,v1.3
MTR0000422,CUST0000335,SITE0030,Commercial Meter,2019-09-06,bad,Inactive,v1.3
MTR0000423,CUST0000641,SITE0008,smart meter,2021-10-12,1,Inactive,v1.3
MTR0000424,CUST0000721,SITE0028,Commercial Meter,03/18/2025,bad,Inactive,v2.1
MTR0000425,CUST0000182,SITE0006,Commercial Meter,03/11/2022,1,Disconnected,v2.0
MTR0000426,CUST0000135,SITE0009,smart meter,07/26/2023,100,Inactive,v2.0
MTR0000427,CUST0000597,SITE0004,Smart Meter,2022-05-07,1,Inactive,v2.1
MTR0000428,CUST0000019,SITE0001,Industrial Meter,02/27/2020,1,Disconnected,v1.2
MTR0000429,CUST0000187,SITE0012,Net Meter,2019-03-17,1,Active,
MTR0000430,CUST0000688,SITE0030,Smart Meter,01/19/2025,10,Active,v1.2
MTR0000431,CUST0000282,SITE0012,Net Meter,02/17/2025,bad,Inactive,
MTR0000432,CUST0000537,SITE0007,smart meter,2022-05-05,1,Inactive,v2.0
MTR0000433,CUST0000329,SITE0030,smart meter,06/22/2020,bad,Active,
MTR0000434,CUST0000289,SITE0023,Net Meter,07/27/2025,bad,Active,
MTR0000435,CUST0000198,SITE0029,Smart Meter,2021-01-21,10,Active,v1.2
MTR0000436,CUST0000532,SITE0023,smart meter,2022-09-25,10,Inactive,v2.1
MTR0000437,CUST0000071,SITE0019,Industrial Meter,04/30/2018,1,Disconnected,
MTR0000438,CUST0000293,SITE0010,smart meter,03/13/2024,1,Inactive,v1.2
MTR0000439,CUST0000031,SITE0026,smart meter,2023-10-15,100,Disconnected,v1.3
MTR0000440,CUST0000782,SITE0026,smart meter,06/30/2020,1,Inactive,v1.2
MTR0000441,CUST0000697,SITE0019,Industrial Meter,02/14/2024,1,Active,v1.2
MTR0000442,CUST0000051,SITE0003,smart meter,2020-10-07,1,Disconnected,v1.3
MTR0000443,CUST0000123,SITE0018,Smart Meter,04/28/2022,100,active ,v2.0
MTR0000444,CUST0000409,SITE0021,Smart Meter,05/31/2021,100,Active,v1.2
MTR0000445,CUST0000002,SITE0025,Commercial Meter,08/23/2018,bad,active ,v1.3
MTR0000446,CUST0000388,SITE0025,Industrial Meter,2024-05-30,10,Disconnected,v2.0
MTR0000447,CUST0000438,SITE0006,Commercial Meter,2021-11-12,100,Inactive,v2.1
MTR0000448,CUST0000465,SITE0027,Commercial Meter,10/06/2019,bad,Active,v2.0
MTR0000449,CUST0000174,SITE0013,Commercial Meter,07/06/2020,1,Inactive,v1.2
MTR0000450,CUST0000758,SITE0008,smart meter,12/17/2020,1,Inactive,v2.0
MTR0000451,CUST0000313,SITE0015,Smart Meter,04/19/2022,1,Inactive,v2.1
MTR0000452,CUST0000143,SITE0030,Commercial Meter,2018-12-04,100,Disconnected,v1.3
MTR0000453,CUST0000166,SITE0024,Commercial Meter,2023-11-11,100,Disconnected,v1.3
MTR0000454,CUST0000255,SITE0002,Net Meter,09/07/2020,bad,Disconnected,v1.2
MTR0000455,CUST0000182,SITE0011,Smart Meter,2019-03-05,1,Disconnected,v2.0
MTR0000456,CUST0000099,SITE0026,smart meter,2024-11-13,1,Disconnected,v1.2
MTR0000457,CUST0000141,SITE0011,Net Meter,2021-01-07,100,Active,v2.0
MTR0000458,CUST0000009,SITE0004,Commercial Meter,2022-09-30,1,Active,v2.0
MTR0000459,CUST0000246,SITE0012,Net Meter,2019-04-18,1,active ,v2.0
MTR0000460,CUST0000251,SITE0011,Industrial Meter,09/13/2021,10,Active,v1.3
MTR0000461,CUST0000187,SITE0018,smart meter,2020-06-29,10,Active,v2.1
MTR0000462,CUST0000502,SITE0008,Smart Meter,09/07/2021,1,Inactive,
MTR0000463,CUST0000194,SITE0009,Net Meter,2025-09-23,100,active ,v2.1
MTR0000464,CUST0000694,SITE0025,Industrial Meter,2021-01-06,1,Inactive,v2.1
MTR0000465,CUST0000512,SITE0011,smart meter,05/25/2018,1,Active,v2.0
MTR0000466,CUST0000729,SITE0022,Commercial Meter,2022-05-31,bad,Active,v1.3
MTR0000467,CUST0000483,SITE0009,Net Meter,2019-10-13,bad,Inactive,v2.1
MTR0000468,CUST0000562,SITE0012,Industrial Meter,04/16/2020,1,active ,v1.3
MTR0000469,CUST0000370,SITE0021,Industrial Meter,2018-09-05,100,Active,v1.3
MTR0000470,CUST0000730,SITE0028,Industrial Meter,01/08/2018,100,Disconnected,v2.1
MTR0000471,CUST0000760,SITE0027,Industrial Meter,2018-10-14,bad,Disconnected,v2.0
MTR0000472,CUST0000408,SITE0018,Industrial Meter,01/19/2019,1,Inactive,v2.1
MTR0000473,CUST0000680,SITE0029,Net Meter,03/01/2025,10,active ,v1.3
MTR0000474,CUST0000787,SITE0025,Commercial Meter,2020-12-14,bad,Inactive,v2.0
MTR0000475,CUST0000132,SITE0020,Net Meter,03/31/2022,bad,Inactive,v2.0
MTR0000476,CUST0000215,SITE0010,Net Meter,05/13/2019,bad,Disconnected,v1.2
MTR0000477,CUST0000342,SITE0029,Net Meter,2022-05-15,1,Inactive,v2.0
MTR0000478,CUST0000608,SITE0014,Industrial Meter,2019-06-01,1,Inactive,v1.2
MTR0000479,CUST0000352,SITE0028,Commercial Meter,10/28/2021,10,Active,
MTR0000480,CUST0000250,SITE0005,Industrial Meter,09/01/2018,1,active ,v1.3
MTR0000481,CUST0000558,SITE0010,Industrial Meter,01/19/2018,1,active ,
MTR0000482,CUST0000030,SITE0003,smart meter,2018-06-28,1,Inactive,v2.0
MTR0000483,CUST0000318,SITE0015,Smart Meter,2025-09-04,bad,Disconnected,
MTR0000484,CUST0000077,SITE0003,Smart Meter,05/22/2019,1,Inactive,v1.2
MTR0000485,CUST0000374,SITE0016,Industrial Meter,2022-03-14,bad,active ,v1.3
MTR0000486,CUST0000430,SITE0019,Commercial Meter,2022-08-20,100,Inactive,v2.0
MTR0000487,CUST0000727,SITE0014,Smart Meter,2022-04-05,bad,active ,
MTR0000488,CUST0000127,SITE0013,Industrial Meter,2019-06-05,1,Disconnected,v1.3
MTR0000489,CUST0000117,SITE0026,smart meter,2020-08-09,1,Inactive,
MTR0000490,CUST0000704,SITE0023,smart meter,04/08/2020,1,Active,v2.1
MTR0000491,CUST0000069,SITE0008,Commercial Meter,11/28/2023,10,Disconnected,v1.2
MTR0000492,CUST0000788,SITE0003,Industrial Meter,07/07/2024,bad,Disconnected,
MTR0000493,CUST0000273,SITE0008,smart meter,2025-12-11,100,Active,v1.3
MTR0000494,CUST0000302,SITE0019,Industrial Meter,06/20/2021,1,Active,v2.1
MTR0000495,CUST0000683,SITE0013,Smart Meter,2023-03-06,1,active ,v2.0
MTR0000496,CUST0000390,SITE0020,Net Meter,2022-10-02,bad,active ,v2.0
MTR0000497,CUST0000062,SITE0028,Commercial Meter,2024-02-09,1,Disconnected,v1.3
MTR0000498,CUST0000583,SITE0010,Smart Meter,2024-08-31,10,Disconnected,v1.3
MTR0000499,CUST0000675,SITE0024,Net Meter,10/17/2022,1,active ,v1.2
MTR0000500,CUST0000147,SITE0017,Net Meter,01/07/2023,1,Active,v2.1
MTR0000501,CUST0000170,SITE0016,smart meter,03/16/2024,10,Active,v1.3
MTR0000502,CUST0000543,SITE0017,Net Meter,2018-12-15,100,active ,v1.3
MTR0000503,CUST0000715,SITE0028,Industrial Meter,08/21/2021,1,Disconnected,v1.2
MTR0000504,CUST0000711,SITE0029,Commercial Meter,08/31/2023,1,Active,v2.1
MTR0000505,CUST0000663,SITE0030,Smart Meter,2019-02-18,bad,active ,v2.1
MTR0000506,CUST0000307,SITE0001,Net Meter,05/23/2018,bad,Disconnected,v2.0
MTR0000507,CUST0000146,SITE0002,Net Meter,07/19/2022,10,active ,v2.1
MTR0000508,CUST0000531,SITE0013,Net Meter,08/15/2021,1,Inactive,v1.2
MTR0000509,CUST0000333,SITE0012,Commercial Meter,2025-11-06,10,Disconnected,v1.2
MTR0000510,CUST0000169,SITE0013,Industrial Meter,05/26/2025,10,Disconnected,
MTR0000511,CUST0000307,SITE0020,Smart Meter,2022-12-20,1,Inactive,v1.2
MTR0000512,CUST0000633,SITE0020,Net Meter,01/08/2021,100,Disconnected,v1.3
MTR0000513,CUST0000631,SITE0005,Industrial Meter,08/24/2020,1,Disconnected,
MTR0000514,CUST0000288,SITE0019,Industrial Meter,10/06/2019,1,active ,v2.0
MTR0000515,CUST0000707,SITE0003,Smart Meter,03/21/2024,100,active ,
MTR0000516,CUST0000377,SITE0014,Smart Meter,12/14/2024,1,Inactive,v2.1
MTR0000517,CUST0000047,SITE0028,Smart Meter,09/01/2023,10,Inactive,
MTR0000518,CUST0000492,SITE0027,smart meter,11/04/2023,1,active ,v1.3
MTR0000519,CUST0000533,SITE0010,smart meter,05/17/2021,1,Inactive,v2.1
MTR0000520,CUST0000022,SITE0001,Smart Meter,02/15/2019,1,Active,v2.1
MTR0000521,CUST0000063,SITE0005,smart meter,2021-03-07,1,active ,v1.3
MTR0000522,CUST0000398,SITE0018,Industrial Meter,09/06/2023,10,active ,v1.2
MTR0000523,CUST0000578,SITE0023,smart meter,2023-06-11,1,Disconnected,v1.3
MTR0000524,CUST0000040,SITE0027,Industrial Meter,03/22/2019,1,Active,v2.0
MTR0000525,CUST0000332,SITE0023,Smart Meter,04/01/2018,1,Active,
MTR0000526,CUST0000739,SITE0006,Smart Meter,06/16/2021,10,Disconnected,v1.3
MTR0000527,CUST0000797,SITE0014,Net Meter,12/26/2020,bad,Inactive,
MTR0000528,CUST0000749,SITE0028,Industrial Meter,2022-04-30,1,Inactive,
MTR0000529,CUST0000063,SITE0019,Net Meter,2020-12-12,bad,Inactive,v2.1
MTR0000530,CUST0000372,SITE0016,smart meter,01/18/2021,bad,Active,v1.2
MTR0000531,CUST0000464,SITE0005,smart meter,2025-01-13,1,Active,v1.3
MTR0000532,CUST0000373,SITE0023,smart meter,08/09/2024,1,Disconnected,v1.2
MTR0000533,CUST0000345,SITE0011,smart meter,2022-03-26,10,Active,v2.0
MTR0000534,CUST0000710,SITE0002,Smart Meter,04/20/2019,10,Inactive,v1.2
MTR0000535,CUST0000254,SITE0002,Industrial Meter,2021-08-11,100,Inactive,v1.2
MTR0000536,CUST0000723,SITE0021,smart meter,05/26/2018,10,active ,v2.0
MTR0000537,CUST0000268,SITE0030,Net Meter,2021-05-01,1,Active,v2.0
MTR0000538,CUST0000651,SITE0021,Commercial Meter,2024-01-01,bad,active ,v2.1
MTR0000539,CUST0000766,SITE0002,Smart Meter,2025-10-06,100,Inactive,v2.0
MTR0000540,CUST0000063,SITE0013,Smart Meter,2018-07-01,1,Active,v1.2
MTR0000541,CUST0000239,SITE0023,Commercial Meter,12/02/2023,1,Active,v1.3
MTR0000542,CUST0000034,SITE0005,Industrial Meter,08/19/2024,bad,Active,v2.1
MTR0000543,CUST0000257,SITE0020,smart meter,12/07/2025,10,Inactive,v1.3
MTR0000544,CUST0000620,SITE0001,Smart Meter,2020-07-08,1,active ,v2.1
MTR0000545,CUST0000213,SITE0003,smart meter,2022-01-26,1,active ,v1.3
MTR0000546,CUST0000252,SITE0002,smart meter,09/11/2018,1,active ,
MTR0000547,CUST0000759,SITE0009,Smart Meter,2019-01-13,bad,Disconnected,
MTR0000548,CUST0000191,SITE0002,Industrial Meter,03/09/2020,bad,Disconnected,v2.1
MTR0000549,CUST0000158,SITE0016,Smart Meter,2026-01-01,100,Disconnected,v1.3
MTR0000550,CUST0000565,SITE0025,Net Meter,02/21/2023,bad,Active,v1.2
MTR0000551,CUST0000045,SITE0024,Smart Meter,2024-12-02,1,Inactive,
MTR0000552,CUST0000255,SITE0024,Net Meter,06/23/2025,bad,active ,v1.3
MTR0000553,CUST0000370,SITE0013,Industrial Meter,2019-03-05,1,active ,v2.0
MTR0000554,CUST0000710,SITE0027,smart meter,2026-01-04,bad,Active,v1.2
MTR0000555,CUST0000664,SITE0017,Industrial Meter,09/07/2025,1,Disconnected,
MTR0000556,CUST0000102,SITE0010,Smart Meter,01/26/2025,1,Active,
MTR0000557,CUST0000348,SITE0026,Industrial Meter,08/15/2023,bad,Disconnected,v2.1
MTR0000558,CUST0000073,SITE0008,Smart Meter,2025-06-02,10,active ,v2.1
MTR0000559,CUST0000544,SITE0011,Commercial Meter,01/27/2019,1,Inactive,v1.3
MTR0000560,CUST0000090,SITE0018,smart meter,2024-05-12,10,active ,v2.1
MTR0000561,CUST0000649,SITE0018,Industrial Meter,12/22/2024,10,Active,v1.2
MTR0000562,CUST0000402,SITE0022,Industrial Meter,04/09/2019,bad,Inactive,v1.3
MTR0000563,CUST0000743,SITE0020,Smart Meter,10/05/2021,1,Active,v1.3
MTR0000564,CUST0000008,SITE0020,smart meter,2025-03-09,bad,active ,
MTR0000565,CUST0000744,SITE0015,Industrial Meter,09/12/2019,bad,Inactive,v1.2
MTR0000566,CUST0000311,SITE0023,Net Meter,2024-09-28,1,Active,v2.0
MTR0000567,CUST0000754,SITE0013,smart meter,10/04/2020,1,Active,v2.0
MTR0000568,CUST0000505,SITE0029,smart meter,2018-12-07,100,Inactive,v2.0
MTR0000569,CUST0000798,SITE0003,Net Meter,12/19/2023,1,Active,v1.3
MTR0000570,CUST0000223,SITE0014,smart meter,03/26/2020,bad,active ,v2.0
MTR0000571,CUST0000411,SITE0012,Smart Meter,04/02/2023,100,Active,
MTR0000572,CUST0000671,SITE_UNKNOWN,Industrial Meter,2025-08-20,1,Active,v1.3
MTR0000573,CUST0000516,SITE0028,Commercial Meter,2023-01-07,100,Active,v1.3
MTR0000574,CUST0000203,SITE0001,Commercial Meter,2021-11-07,bad,Inactive,v1.2
MTR0000575,CUST0000127,SITE0017,Net Meter,2018-05-29,10,Inactive,v2.0
MTR0000576,CUST0000719,SITE0019,Commercial Meter,2024-08-12,1,Inactive,v2.0
MTR0000577,CUST0000431,SITE0001,Commercial Meter,09/22/2020,100,Active,
MTR0000578,CUST0000725,SITE0022,Smart Meter,2021-11-07,1,Active,
MTR0000579,CUST0000472,SITE0020,Net Meter,04/06/2019,1,Active,v2.0
MTR0000580,CUST0000499,SITE0027,Industrial Meter,04/18/2021,10,Disconnected,v1.2
MTR0000581,CUST0000489,SITE0001,Net Meter,10/10/2020,bad,Inactive,v1.2
MTR0000582,CUST0000187,SITE0005,Industrial Meter,06/21/2025,100,Active,v1.3
MTR0000583,CUST0000232,SITE0024,Net Meter,2018-08-11,100,Active,v2.0
MTR0000584,CUST0000120,SITE0018,Commercial Meter,10/05/2023,bad,Inactive,v1.3
MTR0000585,CUST0000552,SITE0004,smart meter,2024-07-09,1,Inactive,v2.0
MTR0000586,CUST0000040,SITE0006,Industrial Meter,11/26/2024,100,Inactive,v2.0
MTR0000587,CUST0000075,SITE0017,Industrial Meter,2020-11-19,100,Active,v2.0
MTR0000588,CUST0000237,SITE0013,Industrial Meter,12/05/2023,1,Inactive,v1.3
MTR0000589,CUST0000523,SITE0003,smart meter,09/04/2021,bad,Disconnected,v1.2
MTR0000590,CUST0000028,SITE0015,smart meter,2022-03-28,100,active ,
MTR0000591,CUST0000793,SITE0001,Net Meter,2025-09-03,bad,Active,v1.3
MTR0000592,CUST0000630,SITE0003,Smart Meter,09/24/2020,bad,Active,v2.1
MTR0000593,CUST0000467,SITE0021,Net Meter,09/11/2023,1,Disconnected,v2.1
MTR0000594,CUST0000333,SITE0020,Commercial Meter,2022-08-08,1,Inactive,v2.1
MTR0000595,CUST0000242,SITE0002,Smart Meter,10/16/2022,10,active ,
MTR0000596,CUST0000475,SITE0011,Commercial Meter,04/13/2018,1,Active,v1.3
MTR0000597,CUST0000192,SITE0014,Commercial Meter,2022-07-16,1,Disconnected,v1.2
MTR0000598,CUST0000739,SITE0009,Commercial Meter,10/26/2018,1,Disconnected,v2.0
MTR0000599,CUST0000521,SITE0029,smart meter,2023-06-21,bad,Inactive,v1.3
MTR0000600,CUST0000039,SITE0030,Net Meter,2019-02-03,1,Active,
MTR0000601,CUST0000105,SITE0015,Smart Meter,2018-07-11,1,active ,v1.2
MTR0000602,CUST0000377,SITE0013,Net Meter,2024-01-11,1,Active,v1.2
MTR0000603,CUST0000485,SITE0003,Net Meter,07/23/2022,100,active ,v1.3
MTR0000604,CUST0000019,SITE0018,smart meter,06/05/2019,10,active ,v2.0
MTR0000605,CUST0000380,SITE0008,Smart Meter,2024-01-12,1,active ,v1.2
MTR0000606,CUST0000754,SITE0027,Net Meter,09/12/2020,1,Inactive,v2.0
MTR0000607,CUST0000426,SITE0028,Net Meter,08/02/2018,bad,Active,v2.0
MTR0000608,CUST0000596,SITE0021,Smart Meter,2018-11-08,1,Disconnected,v1.2
MTR0000609,CUST0000688,SITE0028,Commercial Meter,05/18/2022,10,Inactive,v2.1
MTR0000610,CUST0000183,SITE0020,smart meter,2025-04-26,1,Disconnected,
MTR0000611,CUST0000064,SITE0018,Smart Meter,2021-10-21,100,Disconnected,v2.1
MTR0000612,CUST_BAD,SITE0022,Net Meter,2025-03-08,bad,active ,v1.3
MTR0000613,CUST0000552,SITE0002,smart meter,06/02/2022,100,Active,v1.3
MTR0000614,CUST0000309,SITE0016,Smart Meter,04/18/2020,1,Active,v1.3
MTR0000615,CUST0000245,SITE0020,smart meter,07/25/2021,1,Inactive,
MTR0000616,CUST0000128,SITE0014,smart meter,2025-04-28,bad,Disconnected,v1.3
MTR0000617,CUST0000384,SITE0005,smart meter,2024-07-17,1,Inactive,v2.0
MTR0000618,CUST0000397,SITE0003,Net Meter,04/03/2018,1,Inactive,v2.1
MTR0000619,CUST0000398,SITE0026,Smart Meter,2021-10-27,bad,Disconnected,v1.2
MTR0000620,CUST0000042,SITE0005,smart meter,2018-07-01,10,active ,v2.1
MTR0000621,CUST0000652,SITE0016,smart meter,03/14/2021,1,Inactive,v1.2
MTR0000622,CUST0000342,SITE0008,smart meter,2022-04-08,100,active ,v2.0
MTR0000623,CUST0000386,SITE0029,Net Meter,2023-03-12,bad,Disconnected,v2.0
MTR0000624,CUST0000071,SITE0030,Industrial Meter,2020-07-08,10,Disconnected,v2.0
