invoice_id,subscriber_id,billing_month,invoice_date,due_date,monthly_charge,usage_charge,tax_amount,other_fees,total_amount,invoice_status
INV400001059,SUB00001059,2026-04-01,2026-04-28,2026-05-16,170.95,45.25,22.63,12.57,251.39,Past Due
INV500001059,SUB00001059,2026-05-01,2026-05-28,2026-06-15,148.24,39.24,19.62,10.90,218.00,Cancelled
INV400001060,SUB00001060,2026-04-01,2026-04-28,2026-05-16,45.64,12.08,6.04,3.36,67.12,Past Due
INV500001060,SUB00001060,2026-05-01,2026-05-28,2026-06-15,68.39,18.10,9.05,5.03,100.58,Past Due
INV400001061,SUB00001061,2026-04-01,2026-04-28,2026-05-16,42.29,11.19,5.60,3.11,62.19,Open
INV500001061,SUB00001061,2026-05-01,2026-05-28,2026-06-15,44.44,11.76,5.88,3.27,65.35,Past Due
INV400001062,SUB00001062,2026-04-01,2026-04-28,2026-05-16,108.83,28.81,14.40,8.00,160.04,open 
INV500001062,SUB00001062,2026-05-01,2026-05-28,2026-06-15,13.64,3.61,1.80,1.00,20.05,Past Due
INV400001063,SUB00001063,2026-04-01,2026-04-28,2026-05-16,36.54,9.67,4.84,2.69,53.74,Paid
INV500001063,SUB00001063,2026-05-01,2026-05-28,2026-06-15,166.23,44.00,22.00,12.22,244.46,Open
INV400001064,SUB00001064,2026-04-01,2026-04-28,2026-05-16,114.02,30.18,15.09,8.38,167.68,open 
INV500001064,SUB00001064,2026-05-01,2026-05-28,2026-06-15,108.72,28.78,14.39,7.99,159.89,Open
INV400001065,SUB00001065,2026-04-01,2026-04-28,2026-05-16,19.87,5.26,2.63,1.46,29.22,Open
INV500001065,SUB00001065,2026-05-01,2026-05-28,2026-06-15,163.54,43.29,21.64,12.02,240.50,Cancelled
INV400001066,SUB00001066,2026-04-01,2026-04-28,2026-05-16,166.93,44.19,22.09,12.27,245.48,open 
INV500001066,SUB00001066,2026-05-01,2026-05-28,2026-06-15,143.75,38.05,19.03,10.57,211.39,Past Due
INV400001067,SUB00001067,2026-04-01,2026-04-28,2026-05-16,55.43,14.67,7.34,4.08,81.51,Cancelled
INV500001067,SUB00001067,2026-05-01,2026-05-28,2026-06-15,28.98,7.67,3.84,2.13,42.61,Paid
INV400001068,SUB00001068,2026-04-01,2026-04-28,2026-05-16,48.06,12.72,6.36,3.53,70.67,open 
INV500001068,SUB00001068,2026-05-01,2026-05-28,2026-06-15,90.25,23.89,11.94,6.64,132.71,open 
INV400001069,SUB00001069,2026-04-01,2026-04-28,2026-05-16,155.92,41.27,20.64,11.46,229.29,Open
INV500001069,SUB00001069,2026-05-01,2026-05-28,2026-06-15,87.77,23.23,11.62,6.45,129.07,open 
INV400001070,SUB00001070,2026-04-01,2026-04-28,2026-05-16,20.81,5.51,2.75,1.53,30.60,Paid
INV500001070,SUB00001070,2026-05-01,2026-05-28,2026-06-15,168.80,44.68,22.34,12.41,248.23,Past Due
INV400001071,SUB00001071,2026-04-01,2026-04-28,2026-05-16,101.77,26.94,13.47,7.48,149.66,Paid
INV500001071,SUB00001071,2026-05-01,2026-05-28,2026-06-15,163.64,43.32,21.66,12.03,240.65,Cancelled
INV400001072,SUB00001072,2026-04-01,2026-04-28,2026-05-16,147.77,39.12,19.56,10.87,217.31,Past Due
INV500001072,SUB00001072,2026-05-01,2026-05-28,2026-06-15,163.24,43.21,21.61,12.00,240.06,open 
INV400001073,SUB00001073,2026-04-01,2026-04-28,2026-05-16,164.60,43.57,21.79,12.10,242.06,Cancelled
INV500001073,SUB00001073,2026-05-01,2026-05-28,2026-06-15,96.99,25.67,12.84,7.13,142.63,Paid
INV400001074,SUB00001074,2026-04-01,2026-04-28,2026-05-16,114.38,30.28,15.14,8.41,168.21,Cancelled
INV500001074,SUB00001074,2026-05-01,2026-05-28,2026-06-15,59.46,15.74,7.87,4.37,87.44,Open
INV400001075,SUB00001075,2026-04-01,2026-04-28,2026-05-16,125.89,33.32,16.66,9.26,185.14,Cancelled
INV500001075,SUB00001075,2026-05-01,2026-05-28,2026-06-15,100.40,26.58,13.29,7.38,147.65,Open
INV400001076,SUB00001076,2026-04-01,2026-04-28,2026-05-16,157.01,41.56,20.78,11.55,230.90,open 
INV500001076,SUB00001076,2026-05-01,2026-05-28,2026-06-15,146.13,38.68,19.34,10.75,214.90,Open
INV400001077,SUB00001077,2026-04-01,2026-04-28,2026-05-16,18.05,4.78,2.39,1.33,26.54,Past Due
INV500001077,SUB00001077,2026-05-01,2026-05-28,2026-06-15,57.11,15.12,7.56,4.20,83.99,Open
INV400001078,SUB00001078,2026-04-01,2026-04-28,2026-05-16,90.01,23.83,11.91,6.62,132.37,Paid
INV500001078,SUB00001078,2026-05-01,2026-05-28,2026-06-15,126.49,33.48,16.74,9.30,186.01,Open
INV400001079,SUB00001079,2026-04-01,2026-04-28,2026-05-16,162.73,43.07,21.54,11.97,239.30,Open
INV500001079,SUB00001079,2026-05-01,2026-05-28,2026-06-15,174.17,46.10,23.05,12.81,256.13,Cancelled
INV400001080,SUB00001080,2026-04-01,2026-04-28,2026-05-16,151.90,40.21,20.10,11.17,223.39,open 
INV500001080,SUB00001080,2026-05-01,2026-05-28,2026-06-15,34.04,9.01,4.51,2.50,50.06,Paid
INV400001081,SUB00001081,2026-04-01,2026-04-28,2026-05-16,116.12,30.74,15.37,8.54,170.76,Open
INV500001081,SUB00001081,2026-05-01,2026-05-28,2026-06-15,174.62,46.22,23.11,12.84,256.80,Open
INV400001082,SUB00001082,2026-04-01,2026-04-28,2026-05-16,95.35,25.24,12.62,7.01,140.22,open 
INV500001082,SUB00001082,2026-05-01,2026-05-28,2026-06-15,155.05,41.04,20.52,11.40,228.02,Paid
INV400001083,SUB00001083,2026-04-01,2026-04-28,2026-05-16,96.53,25.55,12.78,7.10,141.95,Cancelled
INV500001083,SUB00001083,2026-05-01,2026-05-28,2026-06-15,73.59,19.48,9.74,5.41,108.22,Cancelled
INV400001084,SUB00001084,2026-04-01,2026-04-28,2026-05-16,42.65,11.29,5.65,3.14,62.73,open 
INV500001084,SUB00001084,2026-05-01,2026-05-28,2026-06-15,111.02,29.39,14.69,8.16,163.26,open 
INV400001085,SUB00001085,2026-04-01,2026-04-28,2026-05-16,145.31,38.46,19.23,10.68,213.69,open 
INV500001085,SUB00001085,2026-05-01,2026-05-28,2026-06-15,169.02,44.74,22.37,12.43,248.56,Paid
INV400001086,SUB00001086,2026-04-01,2026-04-28,2026-05-16,139.29,36.87,18.44,10.24,204.84,open 
INV500001086,SUB00001086,2026-05-01,2026-05-28,2026-06-15,79.41,21.02,10.51,5.84,116.78,Open
INV400001087,SUB00001087,2026-04-01,2026-04-28,2026-05-16,59.39,15.72,7.86,4.37,87.33,open 
INV500001087,SUB00001087,2026-05-01,2026-05-28,2026-06-15,80.30,21.26,10.63,5.90,118.08,Past Due
INV400001088,SUB00001088,2026-04-01,2026-04-28,2026-05-16,21.94,5.81,2.90,1.61,32.27,Open
INV500001088,SUB00001088,2026-05-01,2026-05-28,2026-06-15,57.81,15.30,7.65,4.25,85.02,Open
INV400001089,SUB00001089,2026-04-01,2026-04-28,2026-05-16,53.21,14.09,7.04,3.91,78.26,Open
INV500001089,SUB00001089,2026-05-01,2026-05-28,2026-06-15,176.66,46.76,23.38,12.99,259.80,Paid
INV400001090,SUB00001090,2026-04-01,2026-04-28,2026-05-16,74.40,19.69,9.85,5.47,109.41,Past Due
INV500001090,SUB00001090,2026-05-01,2026-05-28,2026-06-15,104.95,27.78,13.89,7.72,154.34,Open
INV400001091,SUB00001091,2026-04-01,2026-04-28,2026-05-16,133.81,35.42,17.71,9.84,196.78,Open
INV500001091,SUB00001091,2026-05-01,2026-05-28,2026-06-15,24.94,6.60,3.30,1.83,36.68,open 
INV400001092,SUB00001092,2026-04-01,2026-04-28,2026-05-16,175.66,46.50,23.25,12.92,258.33,open 
INV500001092,SUB00001092,2026-05-01,2026-05-28,2026-06-15,72.37,19.16,9.58,5.32,106.43,Cancelled
INV400001093,SUB00001093,2026-04-01,2026-04-28,2026-05-16,153.82,40.72,20.36,11.31,226.21,Open
INV500001093,SUB00001093,2026-05-01,2026-05-28,2026-06-15,44.07,11.67,5.83,3.24,64.81,Cancelled
INV400001094,SUB00001094,2026-04-01,2026-04-28,2026-05-16,71.75,18.99,9.50,5.28,105.51,open 
INV500001094,SUB00001094,2026-05-01,2026-05-28,2026-06-15,117.34,31.06,15.53,8.63,172.56,Paid
INV400001095,SUB00001095,2026-04-01,2026-04-28,2026-05-16,154.21,40.82,20.41,11.34,226.78,Open
INV500001095,SUB00001095,2026-05-01,2026-05-28,2026-06-15,96.16,25.45,12.73,7.07,141.41,Open
INV400001096,SUB00001096,2026-04-01,2026-04-28,2026-05-16,79.52,21.05,10.53,5.85,116.95,Open
INV500001096,SUB00001096,2026-05-01,2026-05-28,2026-06-15,163.64,43.32,21.66,12.03,240.65,Paid
INV400001097,SUB00001097,2026-04-01,2026-04-28,2026-05-16,158.25,41.89,20.94,11.64,232.71,Past Due
INV500001097,SUB00001097,2026-05-01,2026-05-28,2026-06-15,24.65,6.52,3.26,1.81,36.25,Cancelled
INV400001098,SUB00001098,2026-04-01,2026-04-28,2026-05-16,117.52,31.11,15.55,8.64,172.83,Cancelled
INV500001098,SUB00001098,2026-05-01,2026-05-28,2026-06-15,61.93,16.39,8.20,4.55,91.08,Past Due
INV400001099,SUB00001099,2026-04-01,2026-04-28,2026-05-16,94.62,25.05,12.52,6.96,139.14,Paid
INV500001099,SUB00001099,2026-05-01,2026-05-28,2026-06-15,16.75,4.44,2.22,1.23,24.64,Cancelled
INV400001100,SUB00001100,2026-04-01,2026-04-28,2026-05-16,105.27,27.86,13.93,7.74,154.80,Paid
INV500001100,SUB00001100,2026-05-01,2026-05-28,2026-06-15,39.96,10.58,5.29,2.94,58.76,Paid
INV400001101,SUB00001101,2026-04-01,2026-04-28,2026-05-16,122.17,32.34,16.17,8.98,179.66,Paid
INV500001101,SUB00001101,2026-05-01,2026-05-28,2026-06-15,18.90,5.00,2.50,1.39,27.80,Cancelled
INV400001102,SUB00001102,2026-04-01,2026-04-28,2026-05-16,132.60,35.10,17.55,9.75,195.00,Open
INV500001102,SUB00001102,2026-05-01,2026-05-28,2026-06-15,75.85,20.08,10.04,5.58,111.55,Cancelled
INV400001103,SUB00001103,2026-04-01,2026-04-28,2026-05-16,167.64,44.37,22.19,12.33,246.52,Open
INV500001103,SUB00001103,2026-05-01,2026-05-28,2026-06-15,105.55,27.94,13.97,7.76,155.23,Paid
INV400001104,SUB00001104,2026-04-01,2026-04-28,2026-05-16,80.72,21.37,10.68,5.94,118.71,Past Due
INV500001104,SUB00001104,2026-05-01,2026-05-28,2026-06-15,24.55,6.50,3.25,1.81,bad,Past Due
INV400001105,SUB00001105,2026-04-01,2026-04-28,2026-05-16,86.35,22.86,11.43,6.35,126.99,Cancelled
INV500001105,SUB00001105,2026-05-01,2026-05-28,2026-06-15,45.08,11.93,5.97,3.31,66.29,Open
INV400001106,SUB00001106,2026-04-01,2026-04-28,2026-05-16,20.19,5.34,2.67,1.48,29.69,Open
INV500001106,SUB00001106,2026-05-01,2026-05-28,2026-06-15,104.77,27.73,13.87,7.70,154.07,open 
INV400001107,SUB00001107,2026-04-01,2026-04-28,2026-05-16,106.60,28.22,14.11,7.84,156.76,open 
INV500001107,SUB00001107,2026-05-01,2026-05-28,2026-06-15,44.34,11.74,5.87,3.26,65.21,Open
INV400001108,SUB00001108,2026-04-01,2026-04-28,2026-05-16,79.33,21.00,10.50,5.83,116.67,Paid
INV500001108,SUB00001108,2026-05-01,2026-05-28,2026-06-15,50.95,13.49,6.74,3.75,74.93,Past Due
INV400001109,SUB00001109,2026-04-01,2026-04-28,2026-05-16,45.92,12.15,6.08,3.38,67.52,Past Due
INV500001109,SUB00001109,2026-05-01,2026-05-28,2026-06-15,21.74,5.76,2.88,1.60,31.98,open 
INV400001110,SUB00001110,2026-04-01,2026-04-28,2026-05-16,136.92,36.24,18.12,10.07,201.36,Paid
INV500001110,SUB00001110,2026-05-01,2026-05-28,2026-06-15,101.25,26.80,13.40,7.44,148.90,open 
INV400001111,SUB00001111,2026-04-01,2026-04-28,2026-05-16,161.29,42.69,21.35,11.86,237.19,Paid
INV500001111,SUB00001111,2026-05-01,2026-05-28,2026-06-15,138.49,36.66,18.33,10.18,203.66,Cancelled
INV400001112,SUB00001112,2026-04-01,2026-04-28,2026-05-16,48.08,12.73,6.36,3.54,70.70,Cancelled
INV500001112,SUB00001112,2026-05-01,2026-05-28,2026-06-15,88.63,23.46,11.73,6.52,130.34,Cancelled
INV400001113,SUB00001113,2026-04-01,2026-04-28,2026-05-16,76.72,20.31,10.15,5.64,112.83,open 
INV500001113,SUB00001113,2026-05-01,2026-05-28,2026-06-15,72.57,19.21,9.60,5.34,106.72,Open
INV400001114,SUB00001114,2026-04-01,2026-04-28,2026-05-16,85.70,22.68,11.34,6.30,126.02,Cancelled
INV500001114,SUB00001114,2026-05-01,2026-05-28,2026-06-15,165.24,43.74,21.87,12.15,243.00,Cancelled
INV400001115,SUB00001115,2026-04-01,2026-04-28,2026-05-16,136.25,36.07,18.03,10.02,200.37,Open
INV500001115,SUB00001115,2026-05-01,2026-05-28,2026-06-15,107.40,28.43,14.21,7.90,157.94,Past Due
INV400001116,SUB00001116,2026-04-01,2026-04-28,2026-05-16,34.77,9.20,4.60,2.56,51.14,Past Due
INV500001116,SUB00001116,2026-05-01,2026-05-28,2026-06-15,18.63,4.93,2.47,1.37,27.39,Open
INV400001117,SUB00001117,2026-04-01,2026-04-28,2026-05-16,168.32,44.55,22.28,12.38,247.52,Paid
INV500001117,SUB00001117,2026-05-01,2026-05-28,2026-06-15,148.71,39.36,19.68,10.93,218.69,Paid
INV400001118,SUB00001118,2026-04-01,2026-04-28,2026-05-16,127.32,33.70,16.85,9.36,187.24,Paid
INV500001118,SUB00001118,2026-05-01,2026-05-28,2026-06-15,127.51,33.75,16.88,9.38,187.51,Paid
INV400001119,SUB00001119,2026-04-01,2026-04-28,2026-05-16,26.77,7.09,3.54,1.97,39.37,Cancelled
INV500001119,SUB00001119,2026-05-01,2026-05-28,2026-06-15,115.44,30.56,15.28,8.49,169.77,open 
INV400001120,SUB00001120,2026-04-01,2026-04-28,2026-05-16,159.09,42.11,21.06,11.70,233.96,Past Due
INV500001120,SUB00001120,2026-05-01,2026-05-28,2026-06-15,43.33,11.47,5.74,3.19,63.73,Cancelled
INV400001121,SUB00001121,2026-04-01,2026-04-28,2026-05-16,114.97,30.43,15.22,8.45,169.08,Past Due
INV500001121,SUB00001121,2026-05-01,2026-05-28,2026-06-15,104.96,27.78,13.89,7.72,154.35,Open
INV400001122,SUB00001122,2026-04-01,2026-04-28,2026-05-16,123.45,32.68,16.34,9.08,181.54,Open
INV500001122,SUB00001122,2026-05-01,2026-05-28,2026-06-15,127.75,33.82,16.91,9.39,187.86,Past Due
INV400001123,SUB00001123,2026-04-01,2026-04-28,2026-05-16,106.74,28.25,14.13,7.85,156.97,open 
INV500001123,SUB00001123,2026-05-01,2026-05-28,2026-06-15,28.77,7.62,3.81,2.12,42.31,open 
INV400001124,SUB00001124,2026-04-01,2026-04-28,2026-05-16,122.46,32.42,16.21,9.00,180.09,Open
INV500001124,SUB00001124,2026-05-01,2026-05-28,2026-06-15,86.38,22.87,11.43,6.35,127.03,Open
INV400001125,SUB00001125,2026-04-01,2026-04-28,2026-05-16,176.38,46.69,23.34,12.97,259.39,open 
INV500001125,SUB00001125,2026-05-01,2026-05-28,2026-06-15,78.18,20.69,10.35,5.75,114.97,open 
INV400001126,SUB00001126,2026-04-01,2026-04-28,2026-05-16,131.10,34.70,17.35,9.64,192.79,Open
INV500001126,SUB00001126,2026-05-01,2026-05-28,2026-06-15,28.51,7.55,3.77,2.10,41.93,open 
INV400001127,SUB00001127,2026-04-01,2026-04-28,2026-05-16,109.19,28.90,14.45,8.03,160.57,Paid
INV500001127,SUB00001127,2026-05-01,2026-05-28,2026-06-15,147.51,39.05,19.52,10.85,216.92,Past Due
INV400001128,SUB00001128,2026-04-01,2026-04-28,2026-05-16,149.20,39.49,19.75,10.97,219.42,Cancelled
INV500001128,SUB00001128,2026-05-01,2026-05-28,2026-06-15,50.62,13.40,6.70,3.72,74.44,Past Due
INV400001129,SUB00001129,2026-04-01,2026-04-28,2026-05-16,57.48,15.22,7.61,4.23,84.53,Paid
INV500001129,SUB00001129,2026-05-01,2026-05-28,2026-06-15,47.47,12.57,6.28,3.49,69.81,Paid
INV400001130,SUB00001130,2026-04-01,2026-04-28,2026-05-16,142.68,37.77,18.88,10.49,209.83,Paid
INV500001130,SUB00001130,2026-05-01,2026-05-28,2026-06-15,115.09,30.47,15.23,8.46,169.26,open 
INV400001131,SUB00001131,2026-04-01,2026-04-28,2026-05-16,43.55,11.53,5.76,3.20,64.04,Past Due
INV500001131,SUB00001131,2026-05-01,2026-05-28,2026-06-15,126.91,33.59,16.80,9.33,186.63,Open
INV400001132,SUB00001132,2026-04-01,2026-04-28,2026-05-16,49.06,12.99,6.49,3.61,72.15,Paid
INV500001132,SUB00001132,2026-05-01,2026-05-28,2026-06-15,16.26,4.31,2.15,1.20,23.92,Open
INV400001133,SUB00001133,2026-04-01,2026-04-28,2026-05-16,46.26,12.25,6.12,3.40,68.03,Open
INV500001133,SUB00001133,2026-05-01,2026-05-28,2026-06-15,59.37,15.72,7.86,4.37,87.31,Open
INV400001134,SUB00001134,2026-04-01,2026-04-28,2026-05-16,16.68,4.42,2.21,1.23,24.53,open 
INV500001134,SUB00001134,2026-05-01,2026-05-28,2026-06-15,72.63,19.23,9.61,5.34,106.81,Cancelled
INV400001135,SUB00001135,2026-04-01,2026-04-28,2026-05-16,117.94,31.22,15.61,8.67,173.44,Cancelled
INV500001135,SUB00001135,2026-05-01,2026-05-28,2026-06-15,123.01,32.56,16.28,9.04,180.89,Past Due
INV400001136,SUB00001136,2026-04-01,2026-04-28,2026-05-16,16.11,4.27,2.13,1.18,23.70,Cancelled
INV500001136,SUB00001136,2026-05-01,2026-05-28,2026-06-15,151.71,40.16,20.08,11.16,223.10,Cancelled
INV400001137,SUB00001137,2026-04-01,2026-04-28,2026-05-16,173.24,45.86,22.93,12.74,254.76,Paid
INV500001137,SUB00001137,2026-05-01,2026-05-28,2026-06-15,160.52,42.49,21.25,11.80,236.06,open 
INV400001138,SUB00001138,2026-04-01,2026-04-28,2026-05-16,73.80,19.53,9.77,5.43,108.53,Paid
INV500001138,SUB00001138,2026-05-01,2026-05-28,2026-06-15,17.43,4.61,2.31,1.28,25.63,open 
INV400001139,SUB00001139,2026-04-01,2026-04-28,2026-05-16,57.99,15.35,7.68,4.26,85.28,Paid
INV500001139,SUB00001139,2026-05-01,2026-05-28,2026-06-15,123.86,32.79,16.39,9.11,182.15,Paid
INV400001140,SUB00001140,2026-04-01,2026-04-28,2026-05-16,93.62,24.78,12.39,6.88,137.68,Past Due
INV500001140,SUB00001140,2026-05-01,2026-05-28,2026-06-15,75.55,20.00,10.00,5.56,111.10,open 
INV400001141,SUB00001141,2026-04-01,2026-04-28,2026-05-16,147.56,39.06,19.53,10.85,217.00,open 
INV500001141,SUB00001141,2026-05-01,2026-05-28,2026-06-15,145.17,38.43,19.21,10.67,213.48,Open
INV400001142,SUB00001142,2026-04-01,2026-04-28,2026-05-16,161.46,42.74,21.37,11.87,237.44,Paid
INV500001142,SUB00001142,2026-05-01,2026-05-28,2026-06-15,82.37,21.80,10.90,6.06,121.14,Cancelled
INV400001143,SUB00001143,2026-04-01,2026-04-28,2026-05-16,125.01,33.09,16.55,9.19,183.84,Past Due
INV500001143,SUB00001143,2026-05-01,2026-05-28,2026-06-15,91.21,24.14,12.07,6.71,134.14,Cancelled
INV400001144,SUB00001144,2026-04-01,2026-04-28,2026-05-16,109.61,29.02,14.51,8.06,161.19,Open
INV500001144,SUB00001144,2026-05-01,2026-05-28,2026-06-15,110.54,29.26,14.63,8.13,162.57,Cancelled
INV400001145,SUB00001145,2026-04-01,2026-04-28,2026-05-16,79.81,21.13,10.56,5.87,117.37,Past Due
INV500001145,SUB00001145,2026-05-01,2026-05-28,2026-06-15,52.59,13.92,6.96,3.87,77.34,Cancelled
INV400001146,SUB00001146,2026-04-01,2026-04-28,2026-05-16,28.96,7.66,3.83,2.13,42.58,open 
INV500001146,SUB00001146,2026-05-01,2026-05-28,2026-06-15,24.00,6.35,3.18,1.76,35.29,open 
INV400001147,SUB00001147,2026-04-01,2026-04-28,2026-05-16,74.30,19.67,9.83,5.46,109.26,Past Due
INV500001147,SUB00001147,2026-05-01,2026-05-28,2026-06-15,161.43,42.73,21.37,11.87,237.39,Paid
INV400001148,SUB00001148,2026-04-01,2026-04-28,2026-05-16,77.17,20.43,10.21,5.67,113.48,Past Due
INV500001148,SUB00001148,2026-05-01,2026-05-28,2026-06-15,53.35,14.12,7.06,3.92,78.46,open 
INV400001149,SUB00001149,2026-04-01,2026-04-28,2026-05-16,154.77,40.97,20.48,11.38,227.60,open 
INV500001149,SUB00001149,2026-05-01,2026-05-28,2026-06-15,86.89,23.00,11.50,6.39,127.78,Open
INV400001150,SUB00001150,2026-04-01,2026-04-28,2026-05-16,171.84,45.49,22.74,12.64,252.70,Cancelled
INV500001150,SUB00001150,2026-05-01,2026-05-28,2026-06-15,46.28,12.25,6.12,3.40,68.05,Open
INV400001151,SUB00001151,2026-04-01,2026-04-28,2026-05-16,162.13,42.92,21.46,11.92,238.43,Cancelled
INV500001151,SUB00001151,2026-05-01,2026-05-28,2026-06-15,58.18,15.40,7.70,4.28,85.56,Cancelled
INV400001152,SUB00001152,2026-04-01,2026-04-28,2026-05-16,160.69,42.54,21.27,11.82,236.31,Open
INV500001152,SUB00001152,2026-05-01,2026-05-28,2026-06-15,140.16,37.10,18.55,10.31,206.11,Paid
INV400001153,SUB00001153,2026-04-01,2026-04-28,2026-05-16,78.55,20.79,10.40,5.78,115.51,Paid
INV500001153,SUB00001153,2026-05-01,2026-05-28,2026-06-15,155.55,41.17,20.59,11.44,228.75,Past Due
INV400001154,SUB00001154,2026-04-01,2026-04-28,2026-05-16,119.11,31.53,15.76,8.76,175.17,Open
INV500001154,SUB00001154,2026-05-01,2026-05-28,2026-06-15,32.42,8.58,4.29,2.38,47.68,Cancelled
INV400001155,SUB00001155,2026-04-01,2026-04-28,2026-05-16,101.21,26.79,13.40,7.44,148.84,Open
INV500001155,SUB00001155,2026-05-01,2026-05-28,2026-06-15,49.45,13.09,6.54,3.64,72.72,Open
INV400001156,SUB00001156,2026-04-01,2026-04-28,2026-05-16,85.65,22.67,11.34,6.30,125.95,Past Due
INV500001156,SUB00001156,2026-05-01,2026-05-28,2026-06-15,40.68,10.77,5.38,2.99,59.83,open 
INV400001157,SUB00001157,2026-04-01,2026-04-28,2026-05-16,16.19,4.28,2.14,1.19,23.80,open 
INV500001157,SUB00001157,2026-05-01,2026-05-28,2026-06-15,81.20,21.50,10.75,5.97,119.42,Past Due
INV400001158,SUB00001158,2026-04-01,2026-04-28,2026-05-16,91.89,24.32,12.16,6.76,135.13,open 
INV500001158,SUB00001158,2026-05-01,2026-05-28,2026-06-15,174.25,46.13,23.06,12.81,256.25,Cancelled
INV400001159,SUB00001159,2026-04-01,2026-04-28,2026-05-16,41.94,11.10,5.55,3.08,61.67,open 
INV500001159,SUB00001159,2026-05-01,2026-05-28,2026-06-15,76.70,20.30,10.15,5.64,112.80,open 
INV400001160,SUB00001160,2026-04-01,2026-04-28,2026-05-16,151.40,40.08,20.04,11.13,222.64,Paid
INV500001160,SUB00001160,2026-05-01,2026-05-28,2026-06-15,86.44,22.88,11.44,6.36,127.11,Paid
INV400001161,SUB00001161,2026-04-01,2026-04-28,2026-05-16,34.14,9.04,4.52,2.51,50.20,open 
INV500001161,SUB00001161,2026-05-01,2026-05-28,2026-06-15,131.27,34.75,17.37,9.65,193.04,Paid
INV400001162,SUB00001162,2026-04-01,2026-04-28,2026-05-16,142.30,37.67,18.83,10.46,209.27,Open
INV500001162,SUB00001162,2026-05-01,2026-05-28,2026-06-15,47.43,12.55,6.28,3.49,69.75,Past Due
INV400001163,SUB00001163,2026-04-01,2026-04-28,2026-05-16,71.14,18.83,9.42,5.23,104.61,open 
INV500001163,SUB00001163,2026-05-01,2026-05-28,2026-06-15,141.06,37.34,18.67,10.37,207.43,Open
INV400001164,SUB00001164,2026-04-01,2026-04-28,2026-05-16,174.33,46.15,23.07,12.82,256.36,Open
INV500001164,SUB00001164,2026-05-01,2026-05-28,2026-06-15,135.35,35.83,17.91,9.95,199.04,open 
INV400001165,SUB00001165,2026-04-01,2026-04-28,2026-05-16,97.97,25.93,12.97,7.20,144.08,open 
INV500001165,SUB00001165,2026-05-01,2026-05-28,2026-06-15,98.34,26.03,13.02,7.23,144.62,open 
INV400001166,SUB00001166,2026-04-01,2026-04-28,2026-05-16,169.64,44.90,22.45,12.47,249.47,Paid
INV500001166,SUB00001166,2026-05-01,2026-05-28,2026-06-15,63.92,16.92,8.46,4.70,94.00,Open
INV400001167,SUB00001167,2026-04-01,2026-04-28,2026-05-16,15.31,4.05,2.03,1.13,22.52,Paid
INV500001167,SUB00001167,2026-05-01,2026-05-28,2026-06-15,95.27,25.22,12.61,7.00,140.10,Past Due
INV400001168,SUB00001168,2026-04-01,2026-04-28,2026-05-16,159.98,42.35,21.17,11.76,235.26,Open
INV500001168,SUB00001168,2026-05-01,2026-05-28,2026-06-15,75.89,20.09,10.04,5.58,111.61,Paid
INV400001169,SUB00001169,2026-04-01,2026-04-28,2026-05-16,51.95,13.75,6.88,3.82,76.40,open 
INV500001169,SUB00001169,2026-05-01,2026-05-28,2026-06-15,79.33,21.00,10.50,5.83,116.66,open 
INV400001170,SUB00001170,2026-04-01,2026-04-28,2026-05-16,140.92,37.30,18.65,10.36,207.23,Cancelled
INV500001170,SUB00001170,2026-05-01,2026-05-28,2026-06-15,42.12,11.15,5.58,3.10,61.95,Open
INV400001171,SUB00001171,2026-04-01,2026-04-28,2026-05-16,31.77,8.41,4.20,2.34,46.72,open 
INV500001171,SUB00001171,2026-05-01,2026-05-28,2026-06-15,60.84,16.11,8.05,4.47,89.47,Cancelled
INV400001172,SUB00001172,2026-04-01,2026-04-28,2026-05-16,13.89,3.68,1.84,1.02,20.42,open 
INV500001172,SUB00001172,2026-05-01,2026-05-28,2026-06-15,44.25,11.71,5.86,3.25,65.08,Paid
INV400001173,SUB00001173,2026-04-01,2026-04-28,2026-05-16,159.51,42.22,21.11,11.73,234.57,Past Due
INV500001173,SUB00001173,2026-05-01,2026-05-28,2026-06-15,94.28,24.96,12.48,6.93,138.64,Past Due
INV400001174,SUB00001174,2026-04-01,2026-04-28,2026-05-16,68.84,18.22,9.11,5.06,101.23,open 
INV500001174,SUB00001174,2026-05-01,2026-05-28,2026-06-15,146.74,38.84,19.42,10.79,215.79,Past Due
INV400001175,SUB00001175,2026-04-01,2026-04-28,2026-05-16,143.09,37.88,18.94,10.52,210.43,Past Due
INV500001175,SUB00001175,2026-05-01,2026-05-28,2026-06-15,161.02,42.62,21.31,11.84,236.79,Cancelled
INV400001176,SUB00001176,2026-04-01,2026-04-28,2026-05-16,107.55,28.47,14.24,7.91,158.17,Open
INV500001176,SUB00001176,2026-05-01,2026-05-28,2026-06-15,85.72,22.69,11.35,6.30,126.06,open 
INV400001177,SUB00001177,2026-04-01,2026-04-28,2026-05-16,135.75,35.93,17.97,9.98,199.63,Cancelled
INV500001177,SUB00001177,2026-05-01,2026-05-28,2026-06-15,110.24,29.18,14.59,8.11,162.12,open 
INV400001178,SUB00001178,2026-04-01,2026-04-28,2026-05-16,94.92,25.13,12.56,6.98,139.59,Open
INV500001178,SUB00001178,2026-05-01,2026-05-28,2026-06-15,122.81,32.51,16.25,9.03,180.60,Paid
