snapshot_date,store_id,product_id,on_hand_qty,reserved_qty,on_order_qty,reorder_point,safety_stock_qty,inventory_status
2026-04-15,STR0013,SKU0000059,142,13,13,20,30,healthy 
2026-04-15,STR0013,SKU0000132,464,11,145,10,5,Overstock
2026-04-15,STR0013,SKU0000260,457,43,51,10,5,Healthy
2026-04-15,STR0013,SKU0000345,346,7,15,50,10,healthy 
2026-04-15,STR0013,SKU0000296,62,48,48,75,5,Overstock
2026-04-15,STR0013,SKU0000499,150,58,104,10,10,healthy 
2026-04-15,STR0013,SKU0000005,345,14,200,50,30,Overstock
2026-04-15,STR0013,SKU0000139,230,4,170,10,10,Low
2026-04-15,STR0013,SKU0000323,160,4,22,50,30,Healthy
2026-04-15,STR0013,SKU0000053,155,24,144,10,5,Overstock
2026-04-15,STR0013,SKU0000513,316,53,49,10,5,Overstock
2026-04-15,STR0013,SKU0000360,83,58,41,50,20,Healthy
2026-04-15,STR0013,SKU0000058,90,42,24,50,20,healthy 
2026-04-15,STR0013,SKU0000027,70,52,151,20,5,Overstock
2026-04-15,STR0013,SKU0000258,387,16,156,10,5,Stockout
2026-04-15,STR0013,SKU0000559,53,40,168,75,10,Healthy
2026-04-15,STR0013,SKU0000068,147,9,59,10,30,Overstock
2026-04-15,STR0013,SKU0000491,446,45,200,75,30,Overstock
2026-04-15,STR0013,SKU0000167,160,34,44,20,10,Low
2026-04-15,STR0013,SKU0000152,103,44,162,75,20,Overstock
2026-04-15,STR0013,SKU0000419,71,37,190,30,5,healthy 
2026-04-15,STR0013,SKU0000525,192,19,196,10,10,Low
2026-04-15,STR0013,SKU0000546,472,11,144,10,30,Overstock
2026-04-15,STR0013,SKU0000235,272,41,122,75,10,healthy 
2026-04-15,STR0013,SKU0000231,168,24,156,75,10,Stockout
2026-04-15,STR0013,SKU0000265,57,12,40,50,5,Overstock
2026-04-15,STR0013,SKU0000325,497,53,89,20,10,Overstock
2026-04-15,STR0013,SKU0000545,76,37,46,30,30,Overstock
2026-04-15,STR0013,SKU0000500,437,47,170,75,20,Overstock
2026-04-15,STR0013,SKU0000346,410,39,178,20,10,Stockout
2026-04-15,STR0013,SKU0000389,214,11,126,30,30,Healthy
2026-04-15,STR0013,SKU0000092,387,19,175,20,10,Overstock
2026-04-15,STR0013,SKU0000136,244,31,4,10,10,Low
2026-04-15,STR0013,SKU0000488,50,25,114,30,10,Low
2026-04-15,STR0013,SKU0000109,468,26,71,30,20,Healthy
2026-04-15,STR0013,SKU0000276,176,25,126,75,10,Low
2026-04-15,STR0013,SKU0000316,322,59,120,10,20,Overstock
2026-04-15,STR0013,SKU0000318,322,55,0,50,5,Healthy
2026-04-15,STR0013,SKU0000154,385,31,185,30,20,Healthy
2026-04-15,STR0013,SKU0000405,429,17,79,30,30,Stockout
2026-04-15,STR0013,SKU0000375,91,50,155,50,10,Healthy
2026-04-15,STR0013,SKU0000340,232,45,190,50,5,Healthy
2026-04-15,STR0013,SKU0000295,330,10,195,10,30,Overstock
2026-04-15,STR0013,SKU0000081,0,0,161,30,20,Overstock
2026-04-15,STR0013,SKU0000294,275,29,136,75,20,Healthy
2026-04-15,STR0013,SKU0000385,331,43,94,50,20,Overstock
2026-04-15,STR0013,SKU0000219,34,20,108,20,10,Low
2026-04-15,STR0013,SKU0000361,178,45,98,10,20,Stockout
2026-04-15,STR0013,SKU0000249,138,53,45,50,20,Healthy
2026-04-15,STR0013,SKU0000319,120,10,43,30,10,Low
2026-04-15,STR0013,SKU0000391,190,4,182,10,5,Stockout
2026-04-15,STR0013,SKU0000411,467,42,186,10,20,Healthy
2026-04-15,STR0013,SKU0000465,35,31,189,20,30,healthy 
2026-04-15,STR0013,SKU0000462,458,5,84,30,10,Overstock
2026-04-15,STR0013,SKU0000364,34,29,164,50,10,Overstock
2026-04-15,STR0013,SKU0000504,397,10,186,10,30,Low
2026-04-15,STR0013,SKU0000271,380,52,190,10,10,Overstock
2026-04-15,STR0013,SKU0000158,174,53,150,75,20,Healthy
2026-04-15,STR0013,SKU0000031,172,27,101,50,30,Healthy
2026-04-15,STR0013,SKU0000060,297,54,171,10,20,Low
2026-04-15,STR0013,SKU0000357,161,49,38,75,30,healthy 
2026-04-15,STR0013,SKU0000155,22,16,30,75,10,Low
2026-04-15,STR0013,SKU0000305,445,55,0,50,20,Healthy
2026-04-15,STR0013,SKU0000495,58,17,59,30,5,healthy 
2026-04-15,STR0013,SKU0000535,497,13,114,30,10,healthy 
2026-04-15,STR0013,SKU0000077,41,22,0,30,30,Healthy
2026-04-15,STR0013,SKU0000458,465,47,27,20,20,Stockout
2026-04-15,STR0013,SKU0000320,384,24,72,50,5,healthy 
2026-04-15,STR0013,SKU0000091,121,4,194,20,20,healthy 
2026-04-15,STR0013,SKU0000035,55,18,155,50,10,Overstock
2026-04-15,STR0013,SKU0000082,214,60,86,20,10,healthy 
2026-04-15,STR0013,SKU0000212,134,30,130,10,30,Stockout
2026-04-15,STR0013,SKU0000413,153,15,153,75,30,Low
2026-04-15,STR0013,SKU0000187,481,38,3,30,30,Low
2026-04-15,STR0013,SKU0000386,121,24,165,75,30,healthy 
2026-04-15,STR0013,SKU0000050,163,5,171,10,5,Low
2026-04-15,STR0013,SKU0000108,77,21,69,75,30,Overstock
2026-04-15,STR0013,SKU0000365,382,8,162,20,10,Overstock
2026-04-15,STR0013,SKU0000120,426,23,116,30,10,healthy 
2026-04-15,STR0013,SKU0000571,40,12,198,75,10,Stockout
2026-04-15,STR0013,SKU0000519,380,52,20,75,5,Stockout
2026-04-15,STR0013,SKU0000398,266,45,55,75,30,Stockout
2026-04-15,STR0013,SKU0000379,26,11,64,50,5,Overstock
2026-04-15,STR0013,SKU0000336,64,21,30,50,20,healthy 
2026-04-15,STR0013,SKU0000175,339,30,196,20,20,healthy 
2026-04-15,STR0013,SKU0000453,242,48,83,20,20,Stockout
2026-04-15,STR0013,SKU0000403,285,3,107,20,20,healthy 
2026-04-15,STR0013,SKU0000084,138,30,33,10,5,Low
2026-04-15,STR0013,SKU0000312,25,11,21,20,30,Healthy
2026-04-15,STR0013,SKU0000203,27,7,66,75,5,Overstock
2026-04-15,STR0013,SKU0000192,471,26,140,20,5,healthy 
2026-04-15,STR0013,SKU0000384,470,5,195,30,10,Healthy
2026-04-15,STR0013,SKU0000497,345,51,150,75,30,Healthy
2026-04-15,STR0013,SKU0000087,148,16,85,20,5,Healthy
2026-04-15,STR0013,SKU0000461,296,19,193,75,20,Stockout
2026-04-15,STR0013,SKU0000441,48,15,16,10,20,healthy 
2026-04-15,STR0013,SKU0000138,318,4,15,10,10,Healthy
2026-04-15,STR0013,SKU0000206,319,60,15,30,5,Overstock
2026-04-15,STR0013,SKU0000479,225,57,25,50,20,healthy 
2026-04-15,STR0013,SKU0000273,348,60,12,30,5,Low
2026-04-15,STR0013,SKU0000402,300,49,61,20,20,Healthy
2026-04-15,STR0013,SKU0000362,188,26,48,30,30,Overstock
2026-04-15,STR0013,SKU0000347,499,24,187,75,30,Low
2026-04-15,STR0013,SKU0000013,176,25,66,50,10,healthy 
2026-04-15,STR0013,SKU0000128,404,38,175,50,10,Stockout
2026-04-15,STR0013,SKU0000036,2,1,84,50,20,Stockout
2026-04-15,STR0013,SKU0000394,423,33,137,30,20,Low
2026-04-15,STR0013,SKU0000104,311,43,45,75,5,Stockout
2026-04-15,STR0013,SKU0000119,143,15,176,50,30,Overstock
2026-04-15,STR0013,SKU0000473,367,47,165,20,5,Healthy
2026-04-15,STR0013,SKU0000020,116,21,169,20,20,Overstock
2026-04-15,STR0013,SKU0000278,257,2,17,50,20,Overstock
2026-04-15,STR0013,SKU0000358,389,60,181,75,5,Stockout
2026-04-15,STR0013,SKU0000227,341,7,105,75,30,Overstock
2026-04-15,STR0013,SKU0000547,189,20,190,30,20,healthy 
2026-04-15,STR0013,SKU0000451,53,37,107,30,5,Low
2026-04-15,STR0013,SKU0000137,157,23,41,75,20,Stockout
2026-04-15,STR0013,SKU0000558,487,60,106,50,5,healthy 
2026-04-15,STR0013,SKU0000115,319,11,46,30,5,Low
2026-04-15,STR0013,SKU0000505,63,18,20,10,20,Healthy
2026-04-15,STR0013,SKU0000024,434,18,78,75,10,Low
2026-04-15,STR0013,SKU0000003,463,41,75,20,20,Stockout
2026-04-15,STR0013,SKU0000494,271,24,194,75,30,Overstock
2026-04-15,STR0013,SKU0000516,364,16,76,75,20,healthy 
2026-04-15,STR0013,SKU0000429,296,17,103,20,10,healthy 
2026-04-15,STR0013,SKU0000396,352,46,66,10,5,Healthy
2026-04-15,STR0013,SKU0000045,57,52,103,20,20,Overstock
2026-04-15,STR0013,SKU0000482,133,13,79,30,20,Stockout
2026-04-15,STR0013,SKU0000439,491,9,132,30,30,healthy 
2026-04-15,STR0013,SKU0000432,172,23,4,50,30,Low
2026-04-15,STR0013,SKU0000200,266,55,88,10,5,Overstock
2026-04-15,STR0013,SKU0000321,110,59,110,75,20,Low
2026-04-15,STR0013,SKU0000009,437,26,119,30,10,Overstock
2026-04-15,STR0013,SKU0000043,2,0,156,10,20,Healthy
2026-04-15,STR0013,SKU0000415,469,31,162,50,20,Overstock
2026-04-15,STR0013,SKU0000229,391,54,129,10,30,healthy 
2026-04-15,STR0013,SKU0000324,197,10,110,50,5,Low
2026-04-15,STR0013,SKU0000448,10,3,40,50,5,Low
2026-04-15,STR0013,SKU0000281,396,26,50,50,10,healthy 
2026-04-15,STR0013,SKU0000487,282,37,190,50,10,Healthy
2026-04-15,STR0013,SKU0000048,435,57,168,75,5,Overstock
2026-04-15,STR0013,SKU0000173,419,35,47,30,5,Overstock
2026-04-15,STR0013,SKU0000390,255,28,137,50,5,Overstock
2026-04-15,STR0013,SKU0000157,120,52,16,20,20,Healthy
2026-04-15,STR0013,SKU0000489,113,51,95,50,5,Healthy
2026-04-15,STR0013,SKU0000561,355,31,12,75,20,Low
2026-04-15,STR0013,SKU0000355,112,35,66,50,5,Overstock
2026-04-15,STR0013,SKU0000015,94,47,6,20,30,Low
2026-04-15,STR0013,SKU0000156,50,41,128,50,10,healthy 
2026-04-15,STR0013,SKU0000178,73,26,27,50,20,Stockout
2026-04-15,STR0013,SKU0000431,340,27,21,10,30,healthy 
2026-04-15,STR0013,SKU0000147,271,34,53,75,20,Overstock
2026-04-15,STR0014,SKU0000414,473,36,173,75,5,Stockout
2026-04-15,STR0014,SKU0000129,306,36,56,20,5,Low
2026-04-15,STR0014,SKU0000576,3,2,131,75,20,Healthy
2026-04-15,STR0014,SKU0000106,139,0,57,50,10,Low
2026-04-15,STR0014,SKU0000497,102,36,60,20,20,Low
2026-04-15,STR0014,SKU0000318,343,53,166,10,10,Low
2026-04-15,STR0014,SKU0000312,91,11,5,20,20,Low
2026-04-15,STR0014,SKU0000378,223,9,92,50,30,Stockout
2026-04-15,STR0014,SKU0000375,459,40,81,75,10,Low
2026-04-15,STR0014,SKU0000253,349,50,151,75,30,Overstock
2026-04-15,STR0014,SKU0000425,320,54,19,50,5,Low
2026-04-15,STR0014,SKU0000441,54,13,76,50,30,Healthy
2026-04-15,STR0014,SKU0000143,249,11,142,10,20,healthy 
2026-04-15,STR0014,SKU0000047,287,10,14,50,10,healthy 
2026-04-15,STR0014,SKU0000551,202,48,4,20,30,healthy 
2026-04-15,STR0014,SKU0000032,78,26,113,20,20,Stockout
2026-04-15,STR0014,SKU0000493,231,1,119,75,20,Healthy
2026-04-15,STR0014,SKU0000348,151,36,178,10,5,Healthy
2026-04-15,STR0014,SKU0000343,478,1,104,30,10,healthy 
2026-04-15,STR0014,SKU0000124,79,44,185,30,10,Overstock
2026-04-15,STR0014,SKU0000166,295,43,117,10,30,Stockout
2026-04-15,STR0014,SKU0000431,120,44,84,20,30,Low
2026-04-15,STR0014,SKU0000153,341,9,196,50,10,healthy 
2026-04-15,STR0014,SKU0000006,37,27,19,10,5,healthy 
2026-04-15,STR0014,SKU0000502,179,37,102,10,5,Stockout
2026-04-15,STR0014,SKU0000351,181,2,154,50,10,healthy 
2026-04-15,STR0014,SKU0000449,153,8,184,20,5,Low
2026-04-15,STR0014,SKU0000512,500,8,53,10,30,healthy 
2026-04-15,STR0014,SKU0000061,236,48,192,75,30,Stockout
2026-04-15,STR0014,SKU0000534,310,20,82,20,10,Low
2026-04-15,STR0014,SKU0000547,24,7,26,50,5,Overstock
2026-04-15,STR0014,SKU0000387,233,59,123,30,5,Healthy
2026-04-15,STR0014,SKU0000161,496,23,139,75,20,Stockout
2026-04-15,STR0014,SKU0000284,359,5,93,20,10,healthy 
2026-04-15,STR0014,SKU0000262,114,55,165,20,5,Low
2026-04-15,STR0014,SKU0000081,159,28,75,75,20,Stockout
2026-04-15,STR0014,SKU0000264,494,48,153,75,10,Healthy
2026-04-15,STR0014,SKU0000511,186,46,153,20,5,Stockout
2026-04-15,STR0014,SKU0000418,451,18,137,30,30,Healthy
2026-04-15,STR0014,SKU0000368,69,19,94,10,30,Overstock
2026-04-15,STR0014,SKU0000530,500,4,151,20,5,Low
2026-04-15,STR0014,SKU0000096,268,27,193,75,10,healthy 
2026-04-15,STR0014,SKU0000020,211,45,83,20,30,Healthy
2026-04-15,STR0014,SKU0000073,33,20,111,30,30,Low
2026-04-15,STR0014,SKU0000178,395,54,20,50,5,healthy 
2026-04-15,STR0014,SKU0000243,496,22,89,30,5,Overstock
2026-04-15,STR0014,SKU0000303,41,11,178,75,10,Low
2026-04-15,STR0014,SKU0000080,61,1,198,10,5,healthy 
2026-04-15,STR0014,SKU0000231,247,59,62,10,5,healthy 
2026-04-15,STR0014,SKU0000467,417,53,175,30,30,Overstock
2026-04-15,STR0014,SKU0000301,404,55,174,75,5,Low
2026-04-15,STR0014,SKU0000055,65,31,83,75,5,Low
2026-04-15,STR0014,SKU0000014,1,1,162,10,20,Overstock
2026-04-15,STR0014,SKU0000050,124,30,178,10,5,Overstock
2026-04-15,STR0014,SKU0000341,455,55,59,75,30,Overstock
2026-04-15,STR0014,SKU0000025,412,45,76,75,20,Healthy
2026-04-15,STR0014,SKU0000494,31,21,129,20,10,Healthy
2026-04-15,STR0014,SKU0000088,340,52,7,50,20,Stockout
2026-04-15,STR0014,SKU0000513,103,54,148,10,30,Healthy
2026-04-15,STR0014,SKU0000215,156,11,63,50,10,healthy 
2026-04-15,STR0014,SKU0000038,61,17,181,10,5,healthy 
2026-04-15,STR0014,SKU0000438,6,6,46,75,5,Overstock
2026-04-15,STR0014,SKU0000044,152,17,75,75,20,Healthy
2026-04-15,STR0014,SKU0000052,312,3,37,75,20,Stockout
2026-04-15,STR0014,SKU0000271,351,54,31,50,20,healthy 
2026-04-15,STR0014,SKU0000454,430,15,71,10,20,healthy 
2026-04-15,STR0014,SKU0000507,218,39,82,20,30,Stockout
2026-04-15,STR0014,SKU0000217,39,33,37,20,30,Stockout
2026-04-15,STR0014,SKU0000558,184,58,200,75,20,Stockout
2026-04-15,STR0014,SKU0000330,35,32,42,30,20,healthy 
2026-04-15,STR0014,SKU0000189,218,19,194,50,5,Low
2026-04-15,STR0014,SKU0000432,465,44,72,50,20,Overstock
2026-04-15,STR0014,SKU0000001,371,38,115,30,5,Overstock
2026-04-15,STR0014,SKU0000427,26,21,98,20,10,Healthy
2026-04-15,STR0014,SKU0000442,98,60,147,10,30,Stockout
2026-04-15,STR0014,SKU0000242,384,7,166,50,10,Healthy
2026-04-15,STR0014,SKU0000531,374,3,188,20,5,Healthy
2026-04-15,STR0014,SKU0000360,68,19,58,10,5,Healthy
2026-04-15,STR0014,SKU0000226,98,38,6,10,30,healthy 
2026-04-15,STR0014,SKU0000008,318,19,141,20,10,Overstock
2026-04-15,STR0014,SKU0000097,484,45,166,75,10,Healthy
2026-04-15,STR0014,SKU0000342,364,58,84,50,10,Low
2026-04-15,STR0014,SKU0000385,110,29,77,20,20,Healthy
2026-04-15,STR0014,SKU0000128,126,47,152,30,30,Low
2026-04-15,STR0014,SKU0000027,234,15,154,30,10,Overstock
2026-04-15,STR0014,SKU0000545,0,0,151,10,5,Overstock
2026-04-15,STR0014,SKU0000051,186,45,17,20,30,Stockout
2026-04-15,STR0014,SKU0000184,282,40,133,50,5,Low
2026-04-15,STR0014,SKU0000216,370,34,190,20,20,Overstock
2026-04-15,STR0014,SKU0000041,388,44,54,75,5,Overstock
2026-04-15,STR0014,SKU0000163,47,36,166,10,5,healthy 
2026-04-15,STR0014,SKU0000504,181,11,2,20,10,Stockout
2026-04-15,STR0014,SKU0000435,310,6,62,10,10,healthy 
2026-04-15,STR0014,SKU0000460,398,54,180,20,30,Low
2026-04-15,STR0014,SKU0000077,162,53,162,20,10,Overstock
2026-04-15,STR0014,SKU0000428,bad,25,29,10,10,Healthy
2026-04-15,STR0014,SKU0000145,31,4,168,75,10,Healthy
2026-04-15,STR0014,SKU0000290,251,0,65,10,20,Healthy
2026-04-15,STR0014,SKU0000320,491,40,81,30,30,healthy 
2026-04-15,STR0014,SKU0000315,129,38,103,30,10,Healthy
2026-04-15,STR0014,SKU0000117,168,50,155,75,30,Overstock
2026-04-15,STR0014,SKU0000236,459,36,179,30,10,Healthy
2026-04-15,STR0014,SKU0000272,364,8,133,10,10,Stockout
2026-04-15,STR0014,SKU0000159,305,59,103,30,5,Overstock
2026-04-15,STR0014,SKU0000192,156,3,149,75,5,Low
2026-04-15,STR0014,SKU0000183,204,6,19,10,30,healthy 
2026-04-15,STR0014,SKU0000213,325,57,45,75,30,Healthy
2026-04-15,STR0014,SKU0000397,79,46,161,75,10,Low
2026-04-15,STR0014,SKU0000090,241,39,169,75,30,Overstock
2026-04-15,STR0014,SKU0000350,102,22,170,10,30,Healthy
2026-04-15,STR0014,SKU0000068,115,15,157,75,20,healthy 
2026-04-15,STR0014,SKU0000087,427,3,27,10,30,Stockout
2026-04-15,STR0014,SKU0000492,211,44,126,75,30,Stockout
2026-04-15,STR0014,SKU0000147,71,1,52,10,10,Healthy
2026-04-15,STR0014,SKU0000139,259,2,160,75,5,healthy 
2026-04-15,STR0014,SKU0000391,17,14,133,20,30,Stockout
2026-04-15,STR0014,SKU0000404,59,12,121,30,5,healthy 
2026-04-15,STR0014,SKU0000273,84,51,198,50,20,Stockout
2026-04-15,STR0014,SKU0000333,189,30,41,30,30,Stockout
2026-04-15,STR0014,SKU0000446,319,34,6,75,30,Stockout
2026-04-15,STR0014,SKU0000344,178,36,168,50,10,Overstock
2026-04-15,STR0014,SKU0000355,417,35,79,75,30,healthy 
2026-04-15,STR0014,SKU0000049,175,53,3,75,10,healthy 
2026-04-15,STR0014,SKU0000267,257,28,13,30,10,healthy 
2026-04-15,STR0014,SKU0000421,210,41,20,30,10,Healthy
2026-04-15,STR0014,SKU0000070,498,49,166,10,30,Healthy
2026-04-15,STR0014,SKU0000407,403,26,5,50,20,Overstock
2026-04-15,STR0014,SKU0000477,102,21,174,30,5,Stockout
2026-04-15,STR0014,SKU0000190,128,1,112,50,5,Healthy
2026-04-15,STR0014,SKU0000220,325,32,141,75,30,Stockout
2026-04-15,STR0014,SKU0000396,206,9,81,30,20,healthy 
2026-04-15,STR0014,SKU0000525,384,52,58,50,5,Low
2026-04-15,STR0014,SKU0000210,bad,11,10,50,20,Low
2026-04-15,STR0014,SKU0000142,123,9,145,75,10,healthy 
2026-04-15,STR0014,SKU0000366,288,35,137,20,5,Overstock
2026-04-15,STR0014,SKU0000309,9,3,74,30,20,Low
2026-04-15,STR0014,SKU0000498,385,6,144,75,10,Overstock
2026-04-15,STR0014,SKU0000476,307,14,43,10,30,Overstock
2026-04-15,STR0014,SKU0000426,449,59,92,50,20,Low
2026-04-15,STR0014,SKU0000313,68,11,108,10,30,healthy 
2026-04-15,STR0014,SKU0000293,138,20,137,75,5,Healthy
2026-04-15,STR0014,SKU0000381,178,34,68,50,30,healthy 
2026-04-15,STR0014,SKU0000556,282,27,22,10,30,Low
2026-04-15,STR0014,SKU0000221,395,23,58,20,10,Overstock
2026-04-15,STR0014,SKU0000314,17,7,109,10,20,Low
2026-04-15,STR0014,SKU0000036,49,12,166,75,5,Healthy
2026-04-15,STR0014,SKU0000062,266,3,199,50,20,Overstock
2026-04-15,STR0014,SKU0000448,387,17,135,50,20,Stockout
2026-04-15,STR0014,SKU0000466,217,39,127,20,10,healthy 
2026-04-15,STR0014,SKU0000111,233,16,98,30,20,Healthy
2026-04-15,STR0014,SKU0000516,168,0,144,20,5,Overstock
2026-04-15,STR0014,SKU0000034,495,29,43,50,10,healthy 
2026-04-15,STR0014,SKU0000468,408,26,150,75,10,Healthy
2026-04-15,STR0014,SKU0000292,323,33,124,75,30,Stockout
2026-04-15,STR0014,SKU0000520,21,10,14,30,20,Healthy
2026-04-15,STR0014,SKU0000423,180,60,164,20,30,Stockout
2026-04-15,STR0014,SKU0000537,89,24,91,30,30,Overstock
2026-04-15,STR0014,SKU0000261,61,5,105,50,10,Stockout
2026-04-15,STR0014,SKU0000475,316,23,74,30,5,Stockout
2026-04-15,STR0014,SKU0000327,467,15,61,50,30,healthy 
2026-04-15,STR0015,SKU0000096,254,12,127,20,30,Stockout
2026-04-15,STR0015,SKU0000560,471,4,70,30,5,Healthy
2026-04-15,STR0015,SKU0000290,128,9,19,10,20,Stockout
2026-04-15,STR0015,SKU0000435,305,54,73,20,10,healthy 
2026-04-15,STR0015,SKU0000411,317,22,144,10,5,Overstock
2026-04-15,STR0015,SKU0000210,158,59,46,75,10,Overstock
2026-04-15,STR0015,SKU0000110,300,57,175,20,20,Healthy
2026-04-15,STR0015,SKU0000264,312,33,179,50,5,healthy 
2026-04-15,STR0015,SKU0000238,147,27,172,75,10,healthy 
2026-04-15,STR0015,SKU0000343,270,28,158,20,30,Low
2026-04-15,STR0015,SKU0000542,343,19,124,75,10,Low
2026-04-15,STR0015,SKU0000008,130,25,171,75,10,Healthy
2026-04-15,STR0015,SKU0000516,336,33,111,30,10,Low
2026-04-15,STR0015,SKU0000381,96,49,86,10,5,Stockout
2026-04-15,STR0015,SKU0000478,11,11,16,20,5,Overstock
2026-04-15,STR0015,SKU0000012,393,32,52,30,10,Stockout
2026-04-15,STR0015,SKU0000325,336,14,59,20,5,Overstock
2026-04-15,STR0015,SKU0000074,79,58,162,10,20,Stockout
2026-04-15,STR0015,SKU0000111,123,24,27,75,30,Stockout
2026-04-15,STR0015,SKU0000407,3,2,133,50,20,Overstock
2026-04-15,STR0015,SKU0000512,89,52,151,30,30,Low
2026-04-15,STR0015,SKU0000324,242,22,139,50,5,Low
2026-04-15,STR0015,SKU0000479,58,50,8,75,5,Stockout
2026-04-15,STR0015,SKU0000374,1,0,98,75,30,Low
2026-04-15,STR0015,SKU0000190,140,37,193,10,5,healthy 
2026-04-15,STR0015,SKU0000500,478,26,149,50,30,Stockout
2026-04-15,STR0015,SKU0000006,260,27,16,20,20,Low
2026-04-15,STR0015,SKU0000481,292,28,12,20,5,Overstock
2026-04-15,STR0015,SKU0000490,53,15,107,10,5,Overstock
2026-04-15,STR0015,SKU0000075,112,44,105,20,30,healthy 
2026-04-15,STR0015,SKU0000028,82,40,115,10,30,Stockout
2026-04-15,STR0015,SKU0000209,323,6,145,10,20,Overstock
2026-04-15,STR0015,SKU0000362,363,9,107,50,5,healthy 
2026-04-15,STR0015,SKU0000286,291,33,27,20,10,Low
2026-04-15,STR0015,SKU0000022,316,46,118,20,30,Healthy
2026-04-15,STR0015,SKU0000329,446,23,101,20,10,healthy 
2026-04-15,STR0015,SKU0000056,195,59,78,75,30,Overstock
2026-04-15,STR0015,SKU0000303,380,10,10,75,20,Low
2026-04-15,STR0015,SKU0000137,216,2,20,10,30,Low
2026-04-15,STR0015,SKU0000171,14,5,96,20,5,Low
2026-04-15,STR0015,SKU0000019,43,35,168,10,30,Overstock
2026-04-15,STR0015,SKU0000351,449,38,74,10,30,Overstock
2026-04-15,STR0015,SKU0000506,171,36,155,20,10,Low
2026-04-15,STR0015,SKU0000569,197,53,66,20,10,Healthy
2026-04-15,STR0015,SKU0000146,47,23,119,75,20,Low
2026-04-15,STR0015,SKU0000161,348,46,67,50,30,healthy 
2026-04-15,STR0015,SKU0000340,160,23,28,50,30,Low
2026-04-15,STR0015,SKU0000345,54,6,73,20,20,healthy 
2026-04-15,STR0015,SKU0000242,250,41,187,10,5,Healthy
2026-04-15,STR0015,SKU0000377,48,18,89,50,5,Low
2026-04-15,STR0015,SKU0000471,235,15,101,20,10,Low
2026-04-15,STR0015,SKU0000011,159,11,82,30,30,Overstock
2026-04-15,STR0015,SKU0000300,253,24,184,30,10,Stockout
2026-04-15,STR0015,SKU0000284,430,41,179,50,5,Low
2026-04-15,STR0015,SKU0000393,138,23,28,30,30,Healthy
2026-04-15,STR0015,SKU0000314,493,38,79,20,30,healthy 
2026-04-15,STR0015,SKU0000390,275,31,52,10,10,Stockout
2026-04-15,STR0015,SKU0000306,401,49,113,30,5,Low
2026-04-15,STR0015,SKU0000408,127,32,36,75,30,Low
2026-04-15,STR0015,SKU0000545,439,59,56,10,30,Stockout
2026-04-15,STR0015,SKU0000536,431,11,59,20,5,healthy 
2026-04-15,STR0015,SKU0000451,23,3,1,30,5,Overstock
2026-04-15,STR0015,SKU0000307,353,18,131,10,20,Overstock
2026-04-15,STR0015,SKU0000237,345,1,73,75,5,Overstock
2026-04-15,STR0015,SKU0000384,426,17,196,30,30,Overstock
2026-04-15,STR0015,SKU0000370,473,9,101,10,20,Overstock
2026-04-15,STR0015,SKU0000291,78,9,132,10,10,Stockout
2026-04-15,STR0015,SKU0000004,243,1,105,50,5,Healthy
2026-04-15,STR0015,SKU0000098,319,30,37,10,20,Overstock
2026-04-15,STR0015,SKU0000346,321,32,99,75,5,healthy 
2026-04-15,STR0015,SKU0000449,154,46,57,20,5,Healthy
2026-04-15,STR0015,SKU0000138,273,2,107,75,20,Stockout
2026-04-15,STR0015,SKU0000298,414,30,13,50,30,healthy 
2026-04-15,STR0015,SKU0000164,446,56,152,50,20,Healthy
2026-04-15,STR0015,SKU0000260,171,25,80,50,30,Healthy
2026-04-15,STR0015,SKU0000476,147,23,8,20,10,Overstock
2026-04-15,STR0015,SKU0000109,413,34,159,50,30,Healthy
2026-04-15,STR0015,SKU0000212,308,42,129,20,20,Healthy
2026-04-15,STR0015,SKU0000561,401,4,142,30,5,Overstock
2026-04-15,STR0015,SKU0000054,498,23,199,75,20,healthy 
2026-04-15,STR0015,SKU0000467,274,52,195,75,10,Low
2026-04-15,STR0015,SKU0000081,429,0,44,30,10,Healthy
2026-04-15,STR0015,SKU0000309,218,36,157,10,30,Low
2026-04-15,STR0015,SKU0000187,262,2,194,20,10,Low
2026-04-15,STR0015,SKU0000251,429,43,64,30,20,Healthy
2026-04-15,STR0015,SKU0000252,25,18,91,20,5,Overstock
2026-04-15,STR0015,SKU0000576,171,9,132,30,30,Stockout
2026-04-15,STR0015,SKU0000136,360,19,126,50,30,Overstock
2026-04-15,STR0015,SKU0000156,170,53,171,10,20,Low
2026-04-15,STR0015,SKU0000222,207,43,18,10,5,Low
2026-04-15,STR0015,SKU0000042,108,32,151,75,5,healthy 
2026-04-15,STR0015,SKU0000129,127,17,84,30,5,Low
2026-04-15,STR0015,SKU0000335,122,45,73,20,30,healthy 
2026-04-15,STR0015,SKU0000029,141,19,51,20,30,healthy 
2026-04-15,STR0015,SKU0000455,266,35,27,50,10,Overstock
2026-04-15,STR0015,SKU0000211,280,39,14,30,30,healthy 
2026-04-15,STR0015,SKU0000342,304,19,164,20,20,healthy 
2026-04-15,STR0015,SKU0000200,276,23,72,10,20,Overstock
2026-04-15,STR0015,SKU0000162,191,47,9,20,30,Overstock
2026-04-15,STR0015,SKU0000157,44,36,48,10,5,Low
2026-04-15,STR0015,SKU0000049,18,1,128,20,20,Stockout
2026-04-15,STR0015,SKU0000065,414,12,77,75,10,healthy 
