adjustment_id,store_id,product_id,adjustment_ts,adjustment_qty,adjustment_reason,approved_by
ADJ00000304,STR0008,SKU0000382,2026-04-27 07:26:39,2,Found Inventory,
ADJ00000305,STR0024,SKU0000083,2026-04-02 03:57:41,1,Found Inventory,controller
ADJ00000306,STR0015,SKU0000221,2026-04-12 00:28:26,bad,Damage,mgr_2
ADJ00000307,STR0005,SKU0000133,2026-04-04 16:19:54,-10,Found Inventory,mgr_2
ADJ00000308,STR0013,SKU0000300,2026-05-07 01:39:05,bad,System Correction,controller
ADJ00000309,STR0011,SKU0000455,2026-05-28 19:04:20,5,Cycle Count,controller
ADJ00000310,STR0017,SKU0000439,2026-05-29 04:31:50,-2,Damage,
ADJ00000311,STR0002,SKU0000491,2026-04-04 13:21:11,1,Found Inventory,mgr_1
ADJ00000312,STR0008,SKU0000478,2026-05-07 07:21:11,-20,Damage,mgr_2
ADJ00000313,STR0004,SKU0000501,2026-05-24 11:51:44,20,Shrink,controller
ADJ00000314,STR0004,SKU0000219,2026-05-02 23:33:23,1,Damage,controller
ADJ00000315,STR0020,SKU0000216,2026-05-26 07:50:02,20,Shrink,mgr_1
ADJ00000316,STR0004,SKU0000539,2026-04-23 15:58:30,-2,Cycle Count,inventory_lead
ADJ00000317,STR0006,SKU0000300,2026-04-29 05:38:41,5,Damage,controller
ADJ00000318,STR0007,SKU0000113,2026-04-08 15:09:25,5,System Correction,mgr_2
ADJ00000319,STR0008,SKU0000442,2026-04-09 22:04:47,20,Cycle Count,mgr_2
ADJ00000320,STR0016,SKU0000395,2026-04-07 23:47:27,bad,Cycle Count,mgr_1
ADJ00000321,STR0016,SKU0000224,2026-05-15 14:32:18,-10,Shrink,mgr_2
ADJ00000322,STR0010,SKU0000025,2026-04-07 02:50:51,10,Found Inventory,controller
ADJ00000323,STR0012,SKU0000058,2026-04-10 17:59:25,-10,Damage,mgr_1
ADJ00000324,STR0012,SKU0000079,2026-05-31 02:56:06,bad,Found Inventory,mgr_1
ADJ00000325,STR0021,SKU0000154,2026-04-09 22:28:59,-20,Found Inventory,inventory_lead
ADJ00000326,STR0016,SKU0000123,2026-05-07 01:10:36,-5,Cycle Count,mgr_1
ADJ00000327,STR0011,SKU0000432,2026-04-24 04:36:44,5,Found Inventory,mgr_1
ADJ00000328,STR0023,SKU0000145,2026-05-18 23:52:32,2,Cycle Count,
ADJ00000329,STR0023,SKU0000075,2026-04-17 12:38:45,1,Found Inventory,mgr_1
ADJ00000330,STR0017,SKU0000281,2026-04-08 07:35:53,10,Shrink,inventory_lead
ADJ00000331,STR0020,SKU0000471,2026-05-04 13:51:07,1,Shrink,controller
ADJ00000332,STR0007,SKU0000222,2026-04-17 14:57:24,-5,System Correction,inventory_lead
ADJ00000333,STR0008,SKU0000530,2026-05-09 16:38:12,-10,System Correction,mgr_2
ADJ00000334,STR0016,SKU0000273,2026-05-01 20:09:56,-5,Shrink,controller
ADJ00000335,STR0017,SKU0000508,2026-05-02 21:05:13,-2,Cycle Count,mgr_1
ADJ00000336,STR0022,SKU0000041,2026-04-09 00:11:37,10,System Correction,
ADJ00000337,STR0004,SKU0000183,2026-05-13 21:12:21,-2,Shrink,controller
ADJ00000338,STR0019,SKU0000497,2026-04-22 15:56:01,20,Cycle Count,mgr_1
ADJ00000339,STR0025,SKU0000171,2026-05-08 04:12:07,-5,Found Inventory,
ADJ00000340,STR0025,SKU0000561,2026-04-05 02:32:41,20,Shrink,inventory_lead
ADJ00000341,STR0020,SKU0000518,2026-04-23 15:30:39,-20,Damage,mgr_1
ADJ00000342,STR0006,SKU0000428,2026-05-25 11:48:18,-2,Cycle Count,
ADJ00000343,STR0012,SKU0000255,2026-05-08 04:59:48,-2,Damage,inventory_lead
ADJ00000344,STR0017,SKU0000538,2026-05-12 18:07:56,-20,Damage,
ADJ00000345,STR0017,SKU0000313,2026-05-21 09:43:32,-10,System Correction,controller
ADJ00000346,STR0021,SKU0000206,2026-05-20 02:30:56,-2,Found Inventory,mgr_1
ADJ00000347,STR0023,SKU0000492,2026-04-16 17:59:14,1,Shrink,inventory_lead
ADJ00000348,STR0012,SKU0000190,2026-04-17 16:15:10,10,Shrink,mgr_1
ADJ00000349,STR0010,SKU0000036,2026-04-12 11:49:38,bad,Damage,controller
ADJ00000350,STR0011,SKU0000299,2026-05-10 17:37:03,-5,Found Inventory,
ADJ00000351,STR0021,SKU0000436,2026-05-16 05:49:16,10,Shrink,mgr_1
ADJ00000352,STR0009,SKU0000024,2026-04-26 07:37:31,20,Found Inventory,mgr_2
ADJ00000353,STR0023,SKU0000445,2026-05-13 02:33:04,-2,Damage,mgr_1
ADJ00000354,STR0002,SKU0000194,2026-04-24 19:02:50,-10,Cycle Count,
ADJ00000355,STR0021,SKU0000576,2026-04-02 11:07:39,20,Found Inventory,inventory_lead
ADJ00000356,STR0016,SKU0000083,2026-04-03 02:33:59,20,Damage,
ADJ00000357,STR0019,SKU0000168,2026-04-06 21:25:31,1,Damage,inventory_lead
ADJ00000358,STR0019,SKU0000416,2026-04-06 09:18:17,5,Cycle Count,mgr_1
ADJ00000359,STR0025,SKU0000523,2026-05-12 08:29:32,bad,Cycle Count,controller
ADJ00000360,STR0025,SKU0000119,2026-04-03 19:31:28,5,Cycle Count,mgr_2
ADJ00000361,STR0017,SKU0000574,2026-05-25 10:24:27,bad,Cycle Count,controller
ADJ00000362,STR0004,SKU0000078,2026-04-01 21:17:08,-10,Found Inventory,inventory_lead
ADJ00000363,STR0025,SKU0000495,2026-05-28 17:31:58,10,Found Inventory,controller
ADJ00000364,STR0003,SKU0000245,2026-05-11 18:11:10,2,Cycle Count,inventory_lead
ADJ00000365,STR0011,SKU0000415,2026-05-29 16:06:36,-10,Damage,mgr_1
ADJ00000366,STR0009,SKU0000426,2026-05-03 07:53:36,1,Found Inventory,mgr_1
ADJ00000367,STR0009,SKU0000533,2026-05-23 05:55:56,1,System Correction,controller
ADJ00000368,STR0025,SKU0000240,2026-05-17 12:54:14,-5,Damage,controller
ADJ00000369,STR0019,SKU0000033,2026-04-05 06:40:46,-10,Damage,inventory_lead
ADJ00000370,STR0012,SKU0000290,2026-04-11 07:36:11,2,Shrink,mgr_2
ADJ00000371,STR0017,SKU0000302,2026-05-04 16:47:54,5,System Correction,mgr_1
ADJ00000372,STR0005,SKU0000393,2026-04-27 07:38:33,1,System Correction,mgr_1
ADJ00000373,STR0018,SKU0000098,2026-05-01 02:07:01,2,Damage,
ADJ00000374,STR0025,SKU0000437,2026-04-12 07:52:34,bad,System Correction,controller
ADJ00000375,STR0017,SKU0000210,2026-05-11 06:36:42,bad,Damage,
ADJ00000376,STR0009,SKU0000507,2026-04-28 22:24:24,20,System Correction,mgr_2
ADJ00000377,STR0025,SKU0000035,2026-05-15 05:49:00,2,Damage,
ADJ00000378,STR0005,SKU0000087,2026-05-20 21:38:12,-5,Found Inventory,mgr_1
ADJ00000379,STR0004,SKU0000343,2026-05-06 21:28:07,-10,Shrink,
ADJ00000380,STR0003,SKU0000443,2026-04-09 20:50:27,-5,Shrink,
ADJ00000381,STR0011,SKU0000461,2026-04-19 18:23:17,10,Damage,controller
ADJ00000382,STR0013,SKU0000526,2026-04-22 09:32:37,-20,Shrink,inventory_lead
ADJ00000383,STR0013,SKU0000551,2026-05-04 22:52:22,20,Found Inventory,inventory_lead
ADJ00000384,STR0023,SKU0000046,2026-04-02 05:01:45,-10,System Correction,mgr_2
ADJ00000385,STR0004,SKU0000277,2026-05-19 13:37:10,2,Shrink,mgr_2
ADJ00000386,STR0001,SKU0000193,2026-05-20 11:06:20,bad,System Correction,controller
ADJ00000387,STR0020,SKU0000273,2026-04-23 20:34:55,20,System Correction,inventory_lead
ADJ00000388,STR0007,SKU0000534,2026-05-22 16:53:30,-5,Shrink,mgr_2
ADJ00000389,STR0003,SKU0000180,2026-04-21 04:47:10,2,Shrink,inventory_lead
ADJ00000390,STR0010,SKU0000275,2026-05-16 22:40:52,-5,Found Inventory,
ADJ00000391,STR0005,SKU0000444,2026-04-28 01:24:51,5,System Correction,inventory_lead
ADJ00000392,STR0010,SKU0000337,2026-04-16 04:02:46,20,Cycle Count,controller
ADJ00000393,STR0018,SKU0000189,2026-04-29 13:44:56,5,Cycle Count,mgr_2
ADJ00000394,STR0006,SKU0000239,2026-04-16 15:59:16,-20,Shrink,inventory_lead
ADJ00000395,STR0002,SKU0000465,2026-05-12 12:57:32,5,Found Inventory,mgr_1
ADJ00000396,STR0019,SKU0000071,2026-05-01 11:11:41,1,Shrink,
ADJ00000397,STR0023,SKU0000438,2026-05-16 14:46:10,bad,Cycle Count,mgr_2
ADJ00000398,STR0003,SKU0000514,2026-05-21 02:46:59,1,Cycle Count,mgr_1
ADJ00000399,STR0001,SKU0000160,2026-04-27 13:11:46,2,Shrink,mgr_2
ADJ00000400,STR0003,SKU0000220,2026-04-27 01:31:47,-10,Damage,
ADJ00000401,STR0001,SKU0000402,2026-04-07 10:09:34,-20,Damage,
ADJ00000402,STR0021,SKU0000434,2026-05-02 01:50:05,-5,Found Inventory,mgr_2
ADJ00000403,STR0010,SKU0000081,2026-05-31 16:54:23,-10,Shrink,mgr_1
ADJ00000404,STR0019,SKU0000216,2026-04-03 12:33:59,bad,Found Inventory,controller
ADJ00000405,STR0017,SKU0000361,2026-04-15 11:09:51,bad,Damage,
ADJ00000406,STR0007,SKU0000498,2026-04-04 03:31:58,2,Damage,
ADJ00000407,STR0003,SKU0000153,2026-04-17 08:58:59,1,Shrink,mgr_1
ADJ00000408,STR0013,SKU0000053,2026-04-27 04:16:09,bad,System Correction,mgr_2
ADJ00000409,STR0012,SKU0000562,2026-04-19 13:14:58,2,Found Inventory,controller
ADJ00000410,STR0012,SKU0000513,2026-05-02 15:33:44,2,Cycle Count,mgr_2
ADJ00000411,STR0006,SKU0000388,2026-05-31 06:53:21,-20,Damage,
ADJ00000412,STR0004,SKU0000128,2026-05-17 11:33:54,bad,Shrink,mgr_2
ADJ00000413,STR0012,SKU0000217,2026-05-24 20:11:47,-10,Cycle Count,
ADJ00000414,STR0019,SKU0000456,2026-04-06 03:41:42,-5,Cycle Count,
ADJ00000415,STR0005,SKU0000075,2026-05-24 07:58:40,10,Found Inventory,
ADJ00000416,STR0013,SKU0000127,2026-04-21 15:59:40,-10,Found Inventory,mgr_2
ADJ00000417,STR0017,SKU0000286,2026-04-04 11:51:19,10,System Correction,
ADJ00000418,STR0013,SKU0000047,2026-04-05 08:19:15,-5,Damage,controller
ADJ00000419,STR0010,SKU0000063,2026-04-10 16:47:03,2,Found Inventory,controller
ADJ00000420,STR0016,SKU0000232,2026-05-14 23:39:55,20,Damage,controller
ADJ00000421,STR0022,SKU0000453,2026-04-30 11:27:09,20,Cycle Count,
ADJ00000422,STR0002,SKU0000391,2026-04-01 17:44:44,2,Damage,controller
ADJ00000423,STR0005,SKU0000507,2026-04-10 01:28:45,10,Found Inventory,
ADJ00000424,STR0018,SKU0000220,2026-04-19 06:22:44,-20,Cycle Count,mgr_1
ADJ00000425,STR0011,SKU0000096,2026-04-25 02:22:40,-2,Found Inventory,mgr_2
ADJ00000426,STR0008,SKU0000213,2026-04-23 18:59:36,-10,Shrink,
ADJ00000427,STR0010,SKU0000272,2026-04-30 21:34:21,1,Shrink,controller
ADJ00000428,STR0021,SKU0000501,2026-04-03 03:56:59,20,Cycle Count,
ADJ00000429,STR0009,SKU0000224,2026-04-13 10:37:20,-5,System Correction,inventory_lead
ADJ00000430,STR0010,SKU0000447,2026-04-05 21:55:41,2,Cycle Count,inventory_lead
ADJ00000431,STR0011,SKU0000157,2026-04-10 22:55:36,-5,Cycle Count,mgr_1
ADJ00000432,STR0013,SKU0000239,2026-05-25 14:38:39,-5,System Correction,mgr_1
ADJ00000433,STR0016,SKU0000135,2026-04-08 16:05:12,-5,Cycle Count,controller
ADJ00000434,STR0002,SKU0000459,2026-04-22 04:54:03,-10,Found Inventory,
ADJ00000435,STR0014,SKU0000106,2026-05-24 21:45:25,-2,Cycle Count,mgr_2
ADJ00000436,STR0016,SKU0000019,2026-04-20 21:07:38,5,Found Inventory,mgr_1
ADJ00000437,STR0010,SKU0000436,2026-05-25 21:51:55,-2,Cycle Count,inventory_lead
ADJ00000438,STR0015,SKU0000261,2026-04-18 09:45:44,-20,System Correction,inventory_lead
ADJ00000439,STR0019,SKU0000351,2026-05-08 11:11:28,-20,Shrink,controller
ADJ00000440,STR0025,SKU0000483,2026-04-20 13:29:18,20,Cycle Count,inventory_lead
ADJ00000441,STR0018,SKU0000508,2026-05-10 05:37:19,10,Cycle Count,inventory_lead
ADJ00000442,STR0018,SKU0000233,2026-05-06 23:39:40,-5,Damage,controller
ADJ00000443,STR0008,SKU0000440,2026-04-23 00:25:03,-2,Damage,controller
ADJ00000444,STR0012,SKU0000561,2026-05-04 02:37:51,bad,Found Inventory,mgr_1
ADJ00000445,STR0009,SKU0000393,2026-05-16 21:39:27,10,Shrink,
ADJ00000446,STR0012,SKU0000319,2026-05-06 07:02:10,bad,System Correction,mgr_2
ADJ00000447,STR0005,SKU0000356,2026-04-03 01:52:31,-5,System Correction,mgr_1
ADJ00000448,STR0017,SKU0000275,2026-05-02 20:17:16,10,System Correction,mgr_1
ADJ00000449,STR0014,SKU0000094,2026-04-01 06:09:42,2,Damage,inventory_lead
ADJ00000450,STR0023,SKU0000423,2026-05-14 16:03:25,-20,Shrink,mgr_1
ADJ00000451,STR0013,SKU0000513,2026-05-22 13:45:42,-5,Found Inventory,controller
ADJ00000452,STR0019,SKU0000140,2026-05-01 13:40:56,2,System Correction,
ADJ00000453,STR_BAD,SKU0000022,2026-04-27 06:43:40,-20,Found Inventory,inventory_lead
ADJ00000454,STR0005,SKU0000144,2026-05-15 20:08:41,20,System Correction,mgr_2
ADJ00000455,STR0017,SKU0000308,2026-05-17 03:44:22,-10,Cycle Count,controller
ADJ00000456,STR0008,SKU0000377,2026-05-22 08:39:43,-20,System Correction,inventory_lead
ADJ00000457,STR0012,SKU0000461,2026-05-21 03:51:06,-20,System Correction,controller
ADJ00000458,STR0023,SKU0000569,2026-04-06 11:09:59,-2,Damage,controller
ADJ00000459,STR0001,SKU0000056,2026-05-03 21:14:36,-10,Shrink,controller
ADJ00000460,STR0003,SKU0000284,2026-05-24 12:43:42,1,Damage,mgr_1
ADJ00000461,STR0004,SKU0000142,2026-05-13 19:33:33,5,Damage,mgr_2
ADJ00000462,STR0021,SKU0000114,2026-05-21 14:01:25,20,Shrink,controller
ADJ00000463,STR0023,SKU0000377,2026-04-25 14:00:30,bad,System Correction,
ADJ00000464,STR0008,SKU0000579,2026-05-02 16:54:38,20,Damage,mgr_1
ADJ00000465,STR0021,SKU0000484,2026-05-12 19:19:07,-5,Found Inventory,
ADJ00000466,STR0008,SKU0000395,2026-05-24 11:39:55,-5,Damage,controller
ADJ00000467,STR0012,SKU0000191,2026-05-25 20:05:43,5,Found Inventory,inventory_lead
ADJ00000468,STR0019,SKU0000357,2026-05-16 06:46:00,-10,Cycle Count,inventory_lead
ADJ00000469,STR0001,SKU0000279,2026-05-24 11:38:19,2,Cycle Count,controller
ADJ00000470,STR0009,SKU0000011,2026-04-05 09:38:54,-2,Shrink,controller
ADJ00000471,STR0016,SKU0000542,2026-04-09 10:50:43,20,Cycle Count,mgr_1
ADJ00000472,STR0018,SKU0000521,2026-05-20 02:31:56,5,Found Inventory,
ADJ00000473,STR0023,SKU0000311,2026-04-26 02:58:24,5,Shrink,
ADJ00000474,STR0012,SKU0000121,2026-04-20 03:39:38,10,Damage,
ADJ00000475,STR0006,SKU0000109,2026-05-03 06:53:23,20,Damage,mgr_1
ADJ00000476,STR0002,SKU0000432,2026-04-14 08:56:38,10,System Correction,mgr_1
ADJ00000477,STR0015,SKU0000488,2026-04-26 20:49:09,1,Shrink,mgr_2
ADJ00000478,STR0022,SKU0000459,2026-04-09 18:38:38,-2,Cycle Count,inventory_lead
ADJ00000479,STR0021,SKU0000412,2026-04-29 11:32:16,bad,Damage,controller
ADJ00000480,STR0010,SKU0000564,2026-04-12 04:28:44,-10,Shrink,mgr_2
ADJ00000481,STR0012,SKU0000198,2026-05-22 00:36:23,10,System Correction,controller
ADJ00000482,STR0013,SKU0000209,2026-04-06 10:55:09,-10,Found Inventory,inventory_lead
ADJ00000483,STR0008,SKU0000274,2026-04-11 09:38:17,5,Damage,mgr_1
ADJ00000484,STR0002,SKU0000197,2026-04-22 17:55:19,2,System Correction,mgr_1
ADJ00000485,STR0023,SKU0000020,2026-05-20 20:32:39,-2,Damage,mgr_1
ADJ00000486,STR0021,SKU0000138,2026-04-02 12:35:51,10,Found Inventory,controller
ADJ00000487,STR0010,SKU0000390,2026-05-10 04:56:38,-10,Cycle Count,inventory_lead
ADJ00000488,STR0015,SKU0000391,2026-04-13 04:43:35,-2,System Correction,
ADJ00000489,STR0014,SKU0000107,2026-05-08 09:38:37,1,System Correction,inventory_lead
ADJ00000490,STR0007,SKU0000121,2026-04-07 23:28:30,1,System Correction,mgr_2
ADJ00000491,STR0001,SKU0000487,2026-04-17 22:48:17,20,Shrink,controller
ADJ00000492,STR0010,SKU0000274,2026-05-22 10:19:10,-5,Found Inventory,inventory_lead
ADJ00000493,STR0009,SKU0000469,2026-04-21 19:34:10,bad,Shrink,
ADJ00000494,STR0024,SKU0000320,2026-04-19 02:12:34,-10,System Correction,
ADJ00000495,STR0010,SKU0000146,2026-05-18 23:06:50,-2,Damage,mgr_1
ADJ00000496,STR0004,SKU0000540,2026-05-02 05:35:17,-2,Found Inventory,inventory_lead
ADJ00000497,STR0025,SKU0000054,2026-04-19 21:53:55,20,Shrink,inventory_lead
ADJ00000498,STR0009,SKU0000237,2026-05-29 06:28:54,-2,Shrink,mgr_1
ADJ00000499,STR0023,SKU0000124,2026-04-28 17:29:15,20,Found Inventory,
ADJ00000500,STR0007,SKU0000485,2026-05-20 13:27:10,-20,System Correction,mgr_1
ADJ00000501,STR0011,SKU0000431,2026-05-02 15:37:33,-2,Found Inventory,
ADJ00000502,STR0002,SKU0000403,2026-04-01 07:28:28,bad,Cycle Count,controller
ADJ00000503,STR0024,SKU0000199,2026-04-11 17:31:19,-20,Damage,
ADJ00000504,STR0012,SKU0000195,2026-04-28 17:26:12,-5,Shrink,mgr_1
ADJ00000505,STR0014,SKU0000181,2026-04-21 17:43:47,-5,Found Inventory,inventory_lead
ADJ00000506,STR0025,SKU0000181,2026-05-17 21:25:34,-2,Found Inventory,controller
ADJ00000507,STR0024,SKU0000129,2026-04-19 15:00:22,10,Found Inventory,mgr_2
ADJ00000508,STR0020,SKU0000134,2026-04-03 17:44:45,-20,Shrink,inventory_lead
ADJ00000509,STR0014,SKU0000145,2026-05-05 12:23:40,-10,Cycle Count,controller
ADJ00000510,STR0013,SKU0000522,2026-04-05 12:03:38,-5,Damage,mgr_1
ADJ00000511,STR0025,SKU0000194,2026-04-25 18:16:58,bad,Shrink,mgr_2
ADJ00000512,STR0014,SKU0000306,2026-04-04 00:20:07,2,Shrink,controller
ADJ00000513,STR0019,SKU0000506,2026-05-01 17:20:31,-2,Cycle Count,
ADJ00000514,STR0002,SKU0000058,2026-04-08 08:12:13,5,Cycle Count,mgr_1
ADJ00000515,STR0002,SKU0000415,2026-04-24 12:55:30,-20,Found Inventory,mgr_2
ADJ00000516,STR0012,SKU0000291,2026-05-03 21:05:14,bad,Shrink,inventory_lead
ADJ00000517,STR0009,SKU0000240,2026-05-29 03:52:33,5,System Correction,controller
ADJ00000518,STR0023,SKU0000058,2026-04-16 02:07:03,-10,Found Inventory,inventory_lead
ADJ00000519,STR0019,SKU0000036,2026-05-12 13:14:58,1,Found Inventory,
ADJ00000520,STR0022,SKU0000081,2026-05-11 18:06:01,2,Damage,inventory_lead
ADJ00000521,STR0014,SKU0000327,2026-05-03 22:12:02,-10,Shrink,controller
ADJ00000522,STR0022,SKU0000572,2026-05-23 00:46:44,2,Found Inventory,controller
ADJ00000523,STR0008,SKU0000461,2026-05-21 02:18:50,10,Cycle Count,controller
ADJ00000524,STR0024,SKU0000279,2026-05-07 12:39:38,5,Cycle Count,mgr_1
ADJ00000525,STR0020,SKU0000275,2026-04-26 02:44:39,-10,Shrink,inventory_lead
ADJ00000526,STR0021,SKU0000101,2026-04-20 13:25:03,20,System Correction,mgr_2
ADJ00000527,STR0016,SKU0000376,2026-05-27 23:00:01,10,Found Inventory,
ADJ00000528,STR0011,SKU0000492,2026-04-14 23:39:30,1,Cycle Count,controller
ADJ00000529,STR0003,SKU0000131,2026-04-15 14:13:10,-20,Cycle Count,
ADJ00000530,STR0022,SKU0000548,2026-05-30 15:41:36,20,Found Inventory,controller
ADJ00000531,STR0022,SKU0000342,2026-04-05 17:10:19,-10,Shrink,mgr_2
ADJ00000532,STR0007,SKU0000514,2026-04-07 09:44:12,bad,System Correction,
ADJ00000533,STR0021,SKU0000094,2026-04-26 23:50:38,1,System Correction,mgr_1
ADJ00000534,STR0020,SKU0000019,2026-05-17 23:22:15,bad,Cycle Count,controller
ADJ00000535,STR0007,SKU0000154,2026-05-31 08:47:47,-5,Damage,mgr_2
ADJ00000536,STR0019,SKU0000146,2026-05-31 20:37:30,-2,Cycle Count,inventory_lead
ADJ00000537,STR0016,SKU0000001,2026-04-05 13:04:32,5,Damage,
ADJ00000538,STR0015,SKU0000119,2026-04-09 06:50:15,2,Cycle Count,mgr_1
ADJ00000539,STR0006,SKU0000504,2026-04-26 06:37:10,-20,Cycle Count,mgr_2
ADJ00000540,STR0011,SKU0000307,2026-05-03 00:26:49,-10,Shrink,
ADJ00000541,STR0007,SKU0000550,2026-05-22 23:16:25,-10,Found Inventory,inventory_lead
ADJ00000542,STR0008,SKU0000366,2026-05-24 21:38:40,-2,System Correction,controller
ADJ00000543,STR0017,SKU0000050,2026-04-20 02:37:11,2,System Correction,mgr_1
ADJ00000544,STR0024,SKU0000202,2026-05-23 20:29:20,-5,Damage,controller
ADJ00000545,STR0002,SKU0000254,2026-05-17 03:41:38,5,Found Inventory,controller
ADJ00000546,STR0024,SKU0000522,2026-05-25 16:55:44,-10,Found Inventory,controller
ADJ00000547,STR0017,SKU0000250,2026-05-17 06:22:36,bad,Shrink,
ADJ00000548,STR0019,SKU0000313,2026-05-08 08:11:39,-20,Found Inventory,inventory_lead
ADJ00000549,STR0009,SKU0000404,2026-05-11 03:56:50,2,System Correction,
ADJ00000550,STR0020,SKU0000217,2026-04-01 03:09:00,-10,Cycle Count,mgr_2
ADJ00000551,STR0009,SKU0000407,2026-05-09 13:35:12,-20,Shrink,mgr_2
ADJ00000552,STR0006,SKU0000249,2026-04-28 12:02:10,10,Found Inventory,controller
ADJ00000553,STR0010,SKU0000158,2026-05-25 09:32:21,-10,Shrink,mgr_2
ADJ00000554,STR0025,SKU0000198,2026-04-13 02:12:56,5,System Correction,mgr_1
ADJ00000555,STR0009,SKU0000469,2026-04-18 04:09:25,10,Found Inventory,mgr_1
ADJ00000556,STR0025,SKU0000405,2026-04-21 17:09:04,2,Shrink,inventory_lead
ADJ00000557,STR0020,SKU0000143,2026-05-31 14:24:42,bad,Damage,
ADJ00000558,STR0013,SKU0000181,2026-05-05 19:25:52,20,Found Inventory,mgr_1
ADJ00000559,STR0014,SKU0000236,2026-04-06 17:40:17,10,Shrink,inventory_lead
ADJ00000560,STR0018,SKU0000516,2026-05-26 12:13:52,1,System Correction,mgr_1
ADJ00000561,STR0022,SKU0000151,2026-05-05 14:37:41,5,Damage,mgr_1
ADJ00000562,STR0008,SKU0000205,2026-04-11 04:23:09,bad,System Correction,mgr_2
ADJ00000563,STR0011,SKU0000243,2026-04-05 17:26:41,20,Found Inventory,
ADJ00000564,STR0019,SKU0000273,2026-04-02 18:44:55,-5,System Correction,inventory_lead
ADJ00000565,STR0014,SKU0000546,2026-04-02 04:55:11,20,Shrink,inventory_lead
ADJ00000566,STR0002,SKU0000262,2026-04-26 17:39:16,10,Shrink,inventory_lead
ADJ00000567,STR0015,SKU0000202,2026-05-20 10:12:29,-10,Found Inventory,mgr_2
ADJ00000568,STR0005,SKU0000541,2026-05-10 09:43:35,5,Cycle Count,mgr_2
ADJ00000569,STR0021,SKU0000411,2026-05-20 16:48:32,2,Found Inventory,mgr_1
ADJ00000570,STR0025,SKU0000002,2026-04-26 02:53:04,2,Found Inventory,controller
ADJ00000571,STR0008,SKU0000147,2026-05-21 22:53:41,2,Shrink,
ADJ00000572,STR0007,SKU0000134,2026-04-25 21:04:40,20,Shrink,
ADJ00000573,STR0013,SKU0000225,2026-05-16 03:27:24,2,System Correction,mgr_2
ADJ00000574,STR0004,SKU0000130,2026-05-29 19:42:46,1,Cycle Count,controller
ADJ00000575,STR0007,SKU0000478,2026-04-08 03:10:05,-2,Found Inventory,controller
ADJ00000576,STR0010,SKU0000305,2026-04-29 16:54:11,10,Damage,
ADJ00000577,STR0013,SKU0000235,2026-05-04 10:58:19,-5,Shrink,mgr_2
ADJ00000578,STR0004,SKU0000154,2026-05-06 14:43:44,2,Cycle Count,inventory_lead
ADJ00000579,STR0016,SKU0000104,2026-04-28 15:09:04,5,Cycle Count,mgr_1
ADJ00000580,STR0023,SKU0000326,2026-04-20 17:39:50,2,Cycle Count,inventory_lead
ADJ00000581,STR0013,SKU0000355,2026-04-25 16:03:24,-10,Cycle Count,
ADJ00000582,STR0011,SKU0000526,2026-04-01 09:59:30,bad,Found Inventory,controller
ADJ00000583,STR0009,SKU0000344,2026-05-17 03:31:38,1,Cycle Count,mgr_2
ADJ00000584,STR0004,SKU0000577,2026-04-09 20:56:18,bad,System Correction,mgr_1
ADJ00000585,STR0010,SKU0000240,2026-05-31 20:22:00,-5,Cycle Count,mgr_1
ADJ00000586,STR0024,SKU0000326,2026-04-03 04:56:17,-2,Shrink,inventory_lead
ADJ00000587,STR0011,SKU0000445,2026-05-13 03:57:51,20,Damage,mgr_1
ADJ00000588,STR0001,SKU0000253,2026-05-07 01:59:46,-10,Shrink,inventory_lead
ADJ00000589,STR0007,SKU0000396,2026-04-24 11:29:30,2,Cycle Count,mgr_2
ADJ00000590,STR0005,SKU0000212,2026-04-09 14:34:29,2,Cycle Count,controller
ADJ00000591,STR0009,SKU0000425,2026-05-14 21:08:11,-10,Shrink,mgr_2
ADJ00000592,STR0006,SKU0000231,2026-04-19 04:29:15,-2,System Correction,mgr_1
ADJ00000593,STR0006,SKU0000428,2026-05-03 08:54:00,20,Shrink,controller
ADJ00000594,STR0019,SKU0000046,2026-05-09 14:44:54,-20,Cycle Count,
ADJ00000595,STR0010,SKU0000215,2026-04-30 21:57:16,10,Damage,controller
ADJ00000596,STR0022,SKU0000131,2026-05-05 13:08:14,-10,Cycle Count,mgr_2
ADJ00000597,STR0004,SKU0000281,2026-05-31 07:19:57,2,Damage,mgr_1
ADJ00000598,STR0004,SKU0000533,2026-05-01 09:14:06,10,Found Inventory,mgr_2
ADJ00000599,STR0013,SKU0000225,2026-05-17 07:37:49,-5,Cycle Count,controller
ADJ00000600,STR0010,SKU0000110,2026-05-15 19:29:29,-20,Found Inventory,inventory_lead
ADJ00000601,STR0025,SKU0000291,2026-05-13 07:49:37,-10,System Correction,mgr_2
ADJ00000602,STR0025,SKU0000533,2026-04-09 00:02:41,-5,Found Inventory,
ADJ00000603,STR0019,SKU0000351,2026-05-12 14:17:31,bad,Shrink,controller
ADJ00000604,STR0018,SKU0000571,2026-05-12 04:32:54,10,Cycle Count,mgr_1
ADJ00000605,STR0004,SKU0000532,2026-04-20 04:52:58,5,Damage,controller
ADJ00000606,STR0024,SKU0000356,2026-04-28 23:20:21,-2,System Correction,mgr_1
ADJ00000607,STR0024,SKU0000529,2026-04-29 10:24:18,1,Shrink,mgr_2
ADJ00000608,STR0003,SKU0000379,2026-05-26 14:04:43,-5,Damage,mgr_2
