cdc_id,customer_id,effective_ts,operation,new_segment,new_credit_class,new_autopay_flag,change_reason,_bronze_loaded_at_utc,_source_file
CCDC0000160,CUST0000541,2026-03-25 03:02:43,UPDATE,Municipal,D,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000161,CUST0000286,2026-05-02 00:08:06,UPDATE,Municipal,B,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000162,CUST0000151,2026-02-08 23:04:38,UPDATE,Municipal,B,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000163,CUST0000282,2026-03-30 13:43:17,UPDATE,Commercial,C,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000164,CUST0000300,2026-04-19 09:27:33,UPDATE,Municipal,B,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000165,CUST0000119,2026-04-17 15:06:34,UPDATE,Commercial,A,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000166,CUST0000743,2026-05-09 19:43:37,UPDATE,Residential,B,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000167,CUST0000314,2026-04-23 19:06:03,UPDATE,Residential,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000168,CUST0000242,2026-02-13 11:55:22,UPDATE,Industrial,D,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000169,CUST0000071,2026-05-29 00:50:44,UPDATE,Industrial,C,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000170,CUST0000168,2026-03-27 01:29:28,UPDATE,Industrial,C,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000171,CUST0000165,2026-03-18 05:01:17,UPDATE,Municipal,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000172,CUST0000043,2026-03-11 17:18:13,UPDATE,Municipal,D,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000173,CUST0000379,2026-03-16 20:57:52,UPDATE,Residential,D,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000174,CUST0000075,2026-04-15 11:34:53,UPDATE,Municipal,B,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000175,CUST0000773,2026-04-10 04:50:11,UPDATE,Industrial,A,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000176,CUST0000133,2026-04-04 07:17:47,UPDATE,Industrial,D,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000177,CUST0000002,2026-03-17 23:15:12,UPDATE,Municipal,D,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000178,CUST0000417,2026-02-07 10:29:03,UPDATE,Residential,C,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000179,CUST0000190,2026-03-21 15:23:32,UPDATE,Commercial,B,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000180,CUST0000328,2026-05-13 20:07:33,UPDATE,Commercial,B,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000181,CUST0000689,2026-02-22 20:35:47,UPDATE,Industrial,A,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000182,CUST0000254,2026-05-07 01:19:02,UPDATE,Industrial,B,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000183,CUST0000776,2026-05-04 18:01:11,UPDATE,Industrial,A,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000184,CUST0000148,2026-03-24 21:28:57,UPDATE,Residential,D,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000185,CUST0000257,2026-04-18 12:54:31,UPDATE,Industrial,D,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000186,CUST0000392,2026-04-03 09:51:06,UPDATE,Industrial,B,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000187,CUST0000085,2026-05-09 10:55:02,UPDATE,Industrial,C,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000188,CUST0000735,2026-02-12 16:54:51,UPDATE,Residential,D,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000189,CUST0000575,2026-04-27 18:01:46,UPDATE,Municipal,A,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000190,CUST0000482,2026-04-30 20:11:09,UPDATE,Residential,D,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000191,CUST0000094,2026-04-25 17:08:57,UPDATE,Industrial,B,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000192,CUST0000759,2026-02-11 21:19:46,UPDATE,Residential,A,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000193,CUST0000024,2026-03-14 14:21:50,UPDATE,Municipal,D,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000194,CUST0000465,2026-02-21 01:52:26,UPDATE,Residential,B,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000195,CUST0000413,2026-03-29 11:51:13,UPDATE,Residential,D,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000196,CUST0000686,2026-03-27 03:05:35,UPDATE,Commercial,C,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000197,CUST0000466,2026-04-30 13:57:51,UPDATE,Municipal,D,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000198,CUST0000080,2026-02-09 09:35:58,UPDATE,Industrial,C,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000199,CUST0000072,2026-04-11 06:14:58,UPDATE,Industrial,A,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000200,CUST0000351,2026-03-04 06:55:47,UPDATE,Municipal,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
