receipt_line_id,receipt_id,po_line_id,product_id,received_qty,rejected_qty,damage_reason
RCL0000000361,RCV00000198,POL0000001251,SKU0000466,0,0,Damaged packaging
RCL0000000362,RCV00000199,POL0000000808,SKU0000512,0,0,
RCL0000000363,RCV00000200,POL0000000776,SKU0000617,187,5,Damaged packaging
RCL0000000364,RCV00000200,POL0000000775,SKU_UNKNOWN,100,1,Temperature breach
RCL0000000365,RCV00000200,POL0000000774,SKU0000193,0,,Damaged packaging
RCL0000000366,RCV00000201,POL0000001624,SKU0000519,0,0,Temperature breach
RCL0000000367,RCV00000202,POL0000001448,SKU0000023,100,5,Damaged packaging
RCL0000000368,RCV00000203,POL0000001468,SKU0000053,125,0,Incorrect item
RCL0000000369,RCV00000203,POL0000001470,SKU0000307,50,0,
RCL0000000370,RCV00000203,POL0000001469,SKU0000219,250,5,
RCL0000000371,RCV00000204,POL0000001397,SKU0000515,0,1,
RCL0000000372,RCV00000205,POL0000001712,SKU0000214,37,0,
RCL0000000373,RCV00000206,POL0000001523,SKU0000009,250,,Incorrect item
RCL0000000374,RCV00000206,POL0000001521,SKU0000428,750,0,Damaged packaging
RCL0000000375,RCV00000207,POL0000000906,SKU0000541,1000,0,
RCL0000000376,RCV00000207,POL0000000907,SKU0000038,125,0,Damaged packaging
RCL0000000377,RCV00000208,POL0000000816,SKU0000521,50,5,Incorrect item
RCL0000000378,RCV00000208,POL0000000815,SKU0000127,0,0,Damaged packaging
RCL0000000379,RCV00000209,POL0000000873,SKU0000168,0,5,Temperature breach
RCL0000000380,RCV00000210,POL0000000818,SKU0000021,1100,,Damaged packaging
RCL0000000381,RCV00000210,POL0000000820,SKU0000306,375,2,Temperature breach
RCL0000000382,RCV00000211,POL0000001047,SKU0000572,250,,
RCL0000000383,RCV00000211,POL0000001046,SKU0000094,250,5,Incorrect item
RCL0000000384,RCV00000211,POL0000001045,SKU0000546,275,5,Temperature breach
RCL0000000385,RCV00000211,POL0000001044,SKU0000206,75,,
RCL0000000386,RCV00000212,POL0000001108,SKU0000289,100,5,Damaged packaging
RCL0000000387,RCV00000212,POL0000001107,SKU0000218,0,5,Temperature breach
RCL0000000388,RCV00000213,POL0000001334,SKU0000308,500,0,
RCL0000000389,RCV00000213,POL0000001333,SKU0000038,250,0,Temperature breach
RCL0000000390,RCV_UNKNOWN,POL0000001332,SKU0000285,50,2,Damaged packaging
RCL0000000391,RCV00000214,POL0000000700,SKU0000139,100,5,
RCL0000000392,RCV00000214,POL0000000701,SKU0000011,37,5,Damaged packaging
RCL0000000393,RCV00000214,POL0000000699,SKU0000433,1100,1,Temperature breach
RCL0000000394,RCV00000215,POL0000001802,SKU0000290,375,5,Incorrect item
RCL0000000395,RCV00000215,POL0000001803,SKU0000437,55,0,Damaged packaging
RCL0000000396,RCV00000215,POL0000001805,SKU0000518,1100,5,Damaged packaging
RCL0000000397,RCV00000216,POL0000000461,SKU0000317,187,1,
RCL0000000398,RCV00000216,POL0000000464,SKU0000581,275,0,Temperature breach
RCL0000000399,RCV00000216,POL0000000462,SKU0000193,1000,1,Temperature breach
RCL0000000400,RCV00000216,POL0000000463,SKU0000241,100,1,Temperature breach
RCL0000000401,RCV00000217,POL0000000580,SKU0000403,500,1,
RCL0000000402,RCV00000218,POL0000001584,SKU0000469,100,1,Incorrect item
RCL0000000403,RCV00000218,POL0000001583,SKU0000678,50,0,Damaged packaging
RCL0000000404,RCV00000218,POL0000001582,SKU0000614,50,0,Incorrect item
RCL0000000405,RCV00000219,POL0000000693,SKU0000463,375,0,
RCL0000000406,RCV00000219,POL0000000694,SKU0000667,50,0,Temperature breach
RCL0000000407,RCV00000220,POL0000000450,SKU0000409,250,,Temperature breach
RCL0000000408,RCV00000221,POL0000000130,SKU0000125,50,,
RCL0000000409,RCV00000222,POL0000000923,SKU0000577,1000,2,
RCL0000000410,RCV00000223,POL0000000009,SKU0000046,55,0,
RCL0000000411,RCV00000224,POL0000001607,SKU0000039,500,0,Temperature breach
RCL0000000412,RCV00000224,POL0000001606,SKU0000116,0,0,Damaged packaging
RCL0000000413,RCV00000225,POL0000001394,SKU0000559,75,0,Temperature breach
RCL0000000414,RCV00000225,POL0000001393,SKU0000186,75,0,Temperature breach
RCL0000000415,RCV00000226,POL0000000203,SKU0000688,110,2,Temperature breach
RCL0000000416,RCV00000226,POL0000000201,SKU0000444,500,,Temperature breach
RCL0000000417,RCV00000227,POL0000001921,SKU0000134,275,,Incorrect item
RCL0000000418,RCV00000228,POL0000000409,SKU0000066,25,1,Incorrect item
RCL0000000419,RCV00000229,POL0000001095,SKU0000625,110,5,
RCL0000000420,RCV00000229,POL0000001094,SKU0000360,75,0,Temperature breach
RCL0000000421,RCV00000230,POL0000001693,SKU0000681,250,,
RCL0000000422,RCV00000230,POL0000001694,SKU0000629,250,2,Temperature breach
RCL0000000423,RCV00000231,POL0000001801,SKU0000071,75,2,Damaged packaging
RCL0000000424,RCV00000232,POL0000001008,SKU0000308,50,0,
RCL0000000425,RCV00000232,POL0000001007,SKU0000665,37,1,Damaged packaging
RCL0000000426,RCV00000233,POL0000001371,SKU0000100,0,1,Temperature breach
RCL0000000427,RCV00000234,POL0000000636,SKU0000082,250,0,
RCL0000000428,RCV00000234,POL0000000638,SKU0000012,187,0,Temperature breach
RCL0000000429,RCV00000235,POL0000001890,SKU0000629,375,1,Damaged packaging
RCL0000000430,RCV00000235,POL0000001891,SKU0000218,550,0,Temperature breach
RCL0000000431,RCV00000236,POL0000000207,SKU0000295,25,,Temperature breach
RCL0000000432,RCV00000236,POL0000000208,SKU0000572,50,,
RCL0000000433,RCV_UNKNOWN,POL0000000657,SKU0000382,275,0,Incorrect item
RCL0000000434,RCV00000237,POL0000000660,SKU0000671,550,0,Damaged packaging
RCL0000000435,RCV00000237,POL0000000659,SKU0000141,110,1,Temperature breach
RCL0000000436,RCV00000238,POL0000000259,SKU0000632,187,0,Damaged packaging
RCL0000000437,RCV00000239,POL0000001000,SKU0000449,100,0,Temperature breach
RCL0000000438,RCV00000240,POL0000000074,SKU0000490,250,,
RCL0000000439,RCV00000241,POL0000000319,SKU0000069,250,5,Incorrect item
RCL0000000440,RCV00000241,POL0000000318,SKU0000195,100,,
RCL0000000441,RCV00000242,POL0000001752,SKU0000596,0,0,
RCL0000000442,RCV00000242,POL0000001751,SKU0000228,187,0,Incorrect item
RCL0000000443,RCV00000243,POL0000000889,SKU0000307,500,0,Incorrect item
RCL0000000444,RCV00000244,POL0000000293,SKU0000473,25,1,Damaged packaging
RCL0000000445,RCV00000244,POL0000000294,SKU0000490,100,0,Temperature breach
RCL0000000446,RCV00000245,POL0000001030,SKU0000551,250,2,Damaged packaging
RCL0000000447,RCV00000245,POL0000001028,SKU0000352,110,0,
RCL0000000448,RCV00000245,POL0000001031,SKU0000573,1000,2,Temperature breach
RCL0000000449,RCV00000246,POL0000001618,SKU0000137,375,0,
RCL0000000450,RCV00000246,POL0000001619,SKU0000491,1000,,Temperature breach
RCL0000000451,RCV00000246,POL0000001620,SKU0000020,37,5,Incorrect item
RCL0000000452,RCV00000247,POL0000000649,SKU0000677,0,,Damaged packaging
RCL0000000453,RCV00000248,POL0000000350,SKU0000120,100,5,Incorrect item
RCL0000000454,RCV00000249,POL0000000883,SKU0000169,0,0,
RCL0000000455,RCV00000250,POL0000000523,SKU0000175,275,1,Incorrect item
RCL0000000456,RCV00000250,POL0000000524,SKU0000603,500,1,
RCL0000000457,RCV00000250,POL0000000525,SKU0000678,500,5,Incorrect item
RCL0000000458,RCV00000250,POL0000000526,SKU0000309,1000,0,Damaged packaging
RCL0000000459,RCV00000251,POL0000000255,SKU0000673,37,1,Damaged packaging
RCL0000000460,RCV00000252,POL0000001102,SKU0000452,37,0,Temperature breach
RCL0000000461,RCV00000252,POL0000001103,SKU0000421,110,5,Damaged packaging
RCL0000000462,RCV00000253,POL0000001433,SKU0000089,0,2,Temperature breach
RCL0000000463,RCV00000253,POL0000001432,SKU0000622,1100,5,Damaged packaging
RCL0000000464,RCV00000254,POL0000000566,SKU_UNKNOWN,375,0,Temperature breach
RCL0000000465,RCV00000254,POL0000000567,SKU0000559,37,,
RCL0000000466,RCV00000254,POL0000000568,SKU0000170,500,2,Temperature breach
RCL0000000467,RCV00000255,POL0000001348,SKU0000508,250,0,Incorrect item
RCL0000000468,RCV00000255,POL0000001347,SKU0000203,500,0,Damaged packaging
RCL0000000469,RCV00000256,POL0000001089,SKU0000333,0,0,
RCL0000000470,RCV00000256,POL0000001091,SKU0000247,500,5,Damaged packaging
RCL0000000471,RCV00000256,POL0000001090,SKU0000379,1000,0,Temperature breach
RCL0000000472,RCV00000257,POL0000000379,SKU0000405,0,0,
RCL0000000473,RCV00000257,POL0000000378,SKU0000112,375,0,Incorrect item
RCL0000000474,RCV00000257,POL0000000377,SKU0000042,37,,Damaged packaging
RCL0000000475,RCV00000258,POL0000001071,SKU0000069,1000,1,
RCL0000000476,RCV00000258,POL0000001070,SKU0000114,100,1,Damaged packaging
RCL0000000477,RCV00000259,POL0000000631,SKU0000224,50,0,Incorrect item
RCL0000000478,RCV00000260,POL0000001559,SKU0000159,50,,Damaged packaging
RCL0000000479,RCV00000261,POL0000000430,SKU0000367,187,,Incorrect item
RCL0000000480,RCV00000262,POL0000000807,SKU0000036,0,1,Temperature breach
RCL0000000481,RCV00000263,POL0000000911,SKU0000246,187,0,Incorrect item
RCL0000000482,RCV00000263,POL0000000908,SKU0000515,250,0,Temperature breach
RCL0000000483,RCV00000263,POL0000000910,SKU0000027,275,2,
RCL0000000484,RCV00000264,POL0000000915,SKU0000024,1000,0,Incorrect item
RCL0000000485,RCV00000265,POL0000001119,SKU0000593,50,0,
RCL0000000486,RCV00000266,POL0000000314,SKU0000505,375,1,Incorrect item
RCL0000000487,RCV00000267,POL0000001512,SKU0000659,375,1,Damaged packaging
RCL0000000488,RCV00000268,POL0000001722,SKU0000446,100,2,Incorrect item
RCL0000000489,RCV00000268,POL0000001721,SKU0000519,100,2,Incorrect item
RCL0000000490,RCV00000269,POL0000000802,SKU0000055,0,0,Incorrect item
RCL0000000491,RCV00000269,POL0000000801,SKU0000568,250,0,Incorrect item
RCL0000000492,RCV00000269,POL0000000800,SKU0000240,1100,,Incorrect item
RCL0000000493,RCV00000270,POL0000000045,SKU0000077,100,5,Incorrect item
RCL0000000494,RCV00000270,POL0000000046,SKU0000545,37,0,Damaged packaging
RCL0000000495,RCV00000270,POL0000000047,SKU0000594,500,1,Incorrect item
RCL0000000496,RCV00000271,POL0000000749,SKU0000249,0,,Damaged packaging
RCL0000000497,RCV00000271,POL0000000751,SKU0000211,50,1,Temperature breach
RCL0000000498,RCV00000271,POL0000000750,SKU0000039,1100,2,Incorrect item
RCL0000000499,RCV00000272,POL0000001379,SKU0000606,187,0,Temperature breach
RCL0000000500,RCV00000272,POL0000001380,SKU0000298,275,0,Incorrect item
RCL0000000501,RCV00000273,POL0000000223,SKU0000405,500,0,Damaged packaging
RCL0000000502,RCV00000273,POL0000000222,SKU0000535,375,0,
RCL0000000503,RCV00000273,POL0000000224,SKU0000558,250,2,Temperature breach
RCL0000000504,RCV00000274,POL0000001231,SKU0000452,250,2,Temperature breach
RCL0000000505,RCV00000274,POL0000001229,SKU0000590,1000,2,Temperature breach
RCL0000000506,RCV00000274,POL0000001230,SKU0000527,0,0,
RCL0000000507,RCV00000275,POL0000001025,SKU0000392,500,0,Damaged packaging
RCL0000000508,RCV00000276,POL0000001189,SKU0000438,275,0,
RCL0000000509,RCV00000277,POL0000001224,SKU0000159,100,0,Damaged packaging
RCL0000000510,RCV00000278,POL0000001597,SKU0000307,250,0,
RCL0000000511,RCV00000279,POL0000001916,SKU0000421,50,0,
RCL0000000512,RCV00000280,POL0000000263,SKU0000312,50,,
RCL0000000513,RCV00000281,POL0000000473,SKU0000509,100,2,Temperature breach
RCL0000000514,RCV00000282,POL0000000277,SKU0000232,50,0,Incorrect item
RCL0000000515,RCV00000282,POL0000000278,SKU0000573,0,0,
RCL0000000516,RCV00000283,POL0000001257,SKU0000303,500,0,Incorrect item
RCL0000000517,RCV00000283,POL0000001259,SKU0000482,55,0,
RCL0000000518,RCV00000283,POL0000001260,SKU0000112,0,1,Damaged packaging
RCL0000000519,RCV00000283,POL0000001258,SKU0000270,187,1,Damaged packaging
RCL0000000520,RCV00000284,POL0000001698,SKU0000458,55,0,
RCL0000000521,RCV00000284,POL0000001699,SKU0000494,187,0,Temperature breach
RCL0000000522,RCV00000284,POL0000001701,SKU0000265,500,,Incorrect item
RCL0000000523,RCV00000284,POL0000001700,SKU0000032,25,1,Incorrect item
RCL0000000524,RCV00000285,POL0000001616,SKU0000024,250,5,Damaged packaging
RCL0000000525,RCV00000285,POL0000001615,SKU0000456,50,0,Damaged packaging
RCL0000000526,RCV00000285,POL0000001617,SKU0000587,37,1,Damaged packaging
RCL0000000527,RCV00000286,POL0000001457,SKU0000411,110,5,Temperature breach
RCL0000000528,RCV00000287,POL0000000271,SKU0000332,37,5,Incorrect item
RCL0000000529,RCV00000287,POL0000000268,SKU0000014,0,0,Damaged packaging
RCL0000000530,RCV00000287,POL0000000270,SKU0000384,50,0,Incorrect item
RCL0000000531,RCV00000287,POL0000000269,SKU0000164,500,0,Damaged packaging
RCL0000000532,RCV00000288,POL0000001309,SKU0000003,50,5,
RCL0000000533,RCV00000288,POL0000001308,SKU0000227,100,,Damaged packaging
RCL0000000534,RCV00000289,POL0000000491,SKU0000373,50,0,Incorrect item
RCL0000000535,RCV00000289,POL0000000490,SKU0000381,0,5,Damaged packaging
RCL0000000536,RCV00000289,POL0000000489,SKU_UNKNOWN,75,2,Temperature breach
RCL0000000537,RCV00000289,POL0000000492,SKU0000377,50,5,Damaged packaging
RCL0000000538,RCV00000290,POL0000001114,SKU0000224,500,1,Damaged packaging
RCL0000000539,RCV00000290,POL0000001113,SKU0000558,37,0,Damaged packaging
RCL0000000540,RCV00000291,POL0000001889,SKU0000418,100,2,
RCL0000000541,RCV00000292,POL0000001483,SKU0000488,50,1,Damaged packaging
RCL0000000542,RCV00000292,POL0000001482,SKU0000615,375,,Temperature breach
RCL0000000543,RCV00000292,POL0000001484,SKU0000047,0,0,Incorrect item
RCL0000000544,RCV00000293,POL0000000697,SKU0000109,0,0,Damaged packaging
RCL0000000545,RCV00000293,POL0000000698,SKU0000531,0,5,Damaged packaging
RCL0000000546,RCV00000293,POL0000000696,SKU0000250,100,0,Damaged packaging
RCL0000000547,RCV00000294,POL0000001893,SKU0000621,187,0,Damaged packaging
RCL0000000548,RCV00000294,POL0000001894,SKU0000570,100,0,Incorrect item
RCL0000000549,RCV00000295,POL0000000129,SKU0000629,55,5,
RCL0000000550,RCV00000295,POL0000000127,SKU0000027,37,2,
RCL0000000551,RCV00000295,POL0000000128,SKU0000103,100,,Incorrect item
RCL0000000552,RCV00000296,POL0000001596,SKU0000187,500,0,Damaged packaging
RCL0000000553,RCV00000297,POL0000001886,SKU0000437,250,0,Temperature breach
RCL0000000554,RCV00000297,POL0000001887,SKU0000620,25,1,Temperature breach
RCL0000000555,RCV00000298,POL0000000604,SKU0000095,37,5,Incorrect item
RCL0000000556,RCV00000298,POL0000000605,SKU0000055,500,1,Temperature breach
RCL0000000557,RCV00000299,POL0000001014,SKU0000111,55,2,Damaged packaging
RCL0000000558,RCV00000299,POL0000001017,SKU0000390,100,0,Incorrect item
RCL0000000559,RCV00000300,POL0000001116,SKU0000401,1000,1,Incorrect item
RCL0000000560,RCV00000301,POL0000000272,SKU0000459,0,0,Temperature breach
RCL0000000561,RCV00000302,POL0000000543,SKU0000188,550,0,
RCL0000000562,RCV00000303,POL0000000676,SKU0000499,55,0,
RCL0000000563,RCV00000304,POL0000001600,SKU0000417,25,1,Incorrect item
RCL0000000564,RCV00000304,POL0000001601,SKU0000550,100,2,Temperature breach
RCL0000000565,RCV00000305,POL0000000779,SKU0000530,75,1,Damaged packaging
RCL0000000566,RCV00000306,POL0000000936,SKU0000195,75,0,Temperature breach
RCL0000000567,RCV00000306,POL0000000935,SKU0000248,1000,0,Damaged packaging
RCL0000000568,RCV00000307,POL0000000791,SKU0000637,0,0,Temperature breach
RCL0000000569,RCV00000308,POL0000000132,SKU0000675,125,5,Temperature breach
RCL0000000570,RCV00000309,POL0000001272,SKU0000154,0,,Incorrect item
RCL0000000571,RCV00000310,POL0000000866,SKU0000312,100,0,Damaged packaging
RCL0000000572,RCV00000310,POL0000000865,SKU0000079,550,,Damaged packaging
RCL0000000573,RCV00000310,POL0000000864,SKU0000526,50,5,
RCL0000000574,RCV00000311,POL0000000213,SKU0000273,500,0,
RCL0000000575,RCV00000312,POL0000001717,SKU0000614,500,1,Damaged packaging
RCL0000000576,RCV00000312,POL0000001719,SKU0000400,250,5,
RCL0000000577,RCV00000312,POL0000001718,SKU0000522,50,5,Damaged packaging
RCL0000000578,RCV00000312,POL0000001720,SKU0000195,500,5,
RCL0000000579,RCV00000313,POL0000001158,SKU0000199,375,,Damaged packaging
RCL0000000580,RCV00000314,POL0000001590,SKU0000076,275,5,
RCL0000000581,RCV00000315,POL0000001706,SKU0000385,0,0,Incorrect item
RCL0000000582,RCV00000315,POL0000001707,SKU0000247,100,0,Incorrect item
RCL0000000583,RCV00000316,POL0000000990,SKU0000256,0,2,Damaged packaging
RCL0000000584,RCV00000316,POL0000000991,SKU0000024,125,0,Temperature breach
RCL0000000585,RCV00000316,POL0000000989,SKU0000619,25,2,
RCL0000000586,RCV00000316,POL0000000992,SKU0000297,750,0,Damaged packaging
RCL0000000587,RCV00000317,POL0000001961,SKU0000164,187,,Temperature breach
RCL0000000588,RCV00000317,POL0000001960,SKU0000482,50,5,Temperature breach
RCL0000000589,RCV00000318,POL0000000174,SKU0000060,100,2,
RCL0000000590,RCV00000319,POL0000001878,SKU0000517,1100,5,Temperature breach
RCL0000000591,RCV00000319,POL0000001877,SKU0000363,25,0,Temperature breach
RCL0000000592,RCV00000320,POL0000001507,SKU0000689,55,0,
RCL0000000593,RCV00000320,POL0000001508,SKU0000157,275,1,Temperature breach
RCL0000000594,RCV00000321,POL0000001568,SKU0000401,55,2,Damaged packaging
RCL0000000595,RCV00000322,POL0000000797,SKU0000180,250,0,Incorrect item
RCL0000000596,RCV00000323,POL0000001362,SKU0000330,125,0,Temperature breach
RCL0000000597,RCV00000323,POL0000001364,SKU0000220,75,0,
RCL0000000598,RCV00000324,POL0000000583,SKU0000484,275,2,Temperature breach
RCL0000000599,RCV00000325,POL0000000934,SKU0000560,550,2,Temperature breach
RCL0000000600,RCV00000326,POL0000001243,SKU0000653,275,5,Incorrect item
RCL0000000601,RCV00000326,POL0000001244,SKU0000576,275,1,
RCL0000000602,RCV00000327,POL0000001197,SKU0000071,50,0,Temperature breach
RCL0000000603,RCV00000327,POL0000001196,SKU0000609,25,0,
RCL0000000604,RCV00000327,POL0000001195,SKU0000653,1100,1,
RCL0000000605,RCV00000328,POL0000001599,SKU0000030,37,0,Temperature breach
RCL0000000606,RCV00000328,POL0000001598,SKU0000117,110,2,
RCL0000000607,RCV00000329,POL0000000982,SKU0000311,250,0,Incorrect item
RCL0000000608,RCV00000329,POL0000000981,SKU0000639,55,0,Incorrect item
RCL0000000609,RCV00000330,POL0000001417,SKU0000225,125,2,Incorrect item
RCL0000000610,RCV00000330,POL0000001416,SKU0000626,250,2,Incorrect item
RCL0000000611,RCV00000331,POL0000001493,SKU0000142,75,5,Incorrect item
RCL0000000612,RCV00000331,POL0000001494,SKU0000520,100,0,Temperature breach
RCL0000000613,RCV00000331,POL0000001491,SKU0000185,750,0,Incorrect item
RCL0000000614,RCV00000331,POL0000001492,SKU0000289,125,,Damaged packaging
RCL0000000615,RCV00000332,POL0000001945,SKU0000348,37,,Damaged packaging
RCL0000000616,RCV00000332,POL0000001944,SKU0000273,250,0,Damaged packaging
RCL0000000617,RCV00000333,POL0000000735,SKU0000197,1100,5,Incorrect item
RCL0000000618,RCV00000333,POL0000000734,SKU0000368,125,,Temperature breach
RCL0000000619,RCV00000334,POL0000000551,SKU0000426,275,0,Temperature breach
RCL0000000620,RCV00000334,POL0000000549,SKU0000329,55,0,Damaged packaging
RCL0000000621,RCV00000334,POL0000000550,SKU_UNKNOWN,250,0,
RCL0000000622,RCV00000334,POL0000000552,SKU0000046,0,1,Temperature breach
RCL0000000623,RCV00000335,POL0000001192,SKU0000456,0,5,Incorrect item
RCL0000000624,RCV00000335,POL0000001191,SKU0000666,75,,Incorrect item
RCL0000000625,RCV00000336,POL0000001064,SKU0000509,375,,Damaged packaging
RCL0000000626,RCV00000337,POL0000001038,SKU0000247,0,,Incorrect item
RCL0000000627,RCV00000337,POL0000001037,SKU0000122,125,1,Incorrect item
RCL0000000628,RCV00000338,POL0000001205,SKU0000685,187,0,Incorrect item
RCL0000000629,RCV00000339,POL0000001991,SKU0000222,50,1,Temperature breach
RCL0000000630,RCV00000339,POL0000001992,SKU0000071,1100,0,Incorrect item
RCL0000000631,RCV00000339,POL0000001994,SKU0000042,275,1,Damaged packaging
RCL0000000632,RCV00000339,POL0000001993,SKU0000375,187,0,Incorrect item
RCL0000000633,RCV00000340,POL0000000232,SKU0000234,0,0,
RCL0000000634,RCV00000341,POL0000000541,SKU0000583,0,5,Temperature breach
RCL0000000635,RCV00000341,POL0000000540,SKU0000136,50,2,Temperature breach
RCL0000000636,RCV00000342,POL0000001024,SKU0000010,0,,
RCL0000000637,RCV00000343,POL0000001118,SKU0000073,550,0,Incorrect item
RCL0000000638,RCV00000344,POL0000000152,SKU0000622,125,2,Incorrect item
RCL0000000639,RCV00000344,POL0000000153,SKU0000130,50,1,Damaged packaging
RCL0000000640,RCV00000345,POL0000001326,SKU0000126,375,0,Temperature breach
RCL0000000641,RCV00000345,POL0000001327,SKU0000329,37,,Incorrect item
RCL0000000642,RCV00000346,POL0000001757,SKU0000415,25,1,Temperature breach
RCL0000000643,RCV00000347,POL0000001213,SKU0000565,1100,2,Incorrect item
RCL0000000644,RCV00000348,POL0000001975,SKU0000315,50,5,Temperature breach
RCL0000000645,RCV00000348,POL0000001976,SKU0000529,0,0,Temperature breach
RCL0000000646,RCV00000349,POL0000000212,SKU0000200,75,0,
RCL0000000647,RCV00000350,POL0000001714,SKU0000291,50,,Damaged packaging
RCL0000000648,RCV00000350,POL0000001713,SKU0000552,37,0,Temperature breach
RCL0000000649,RCV00000350,POL0000001716,SKU0000459,37,5,Damaged packaging
RCL0000000650,RCV00000350,POL0000001715,SKU0000115,50,0,Temperature breach
RCL0000000651,RCV00000351,POL0000000217,SKU0000010,50,,Temperature breach
RCL0000000652,RCV00000351,POL0000000216,SKU0000500,125,5,
RCL0000000653,RCV00000352,POL0000001054,SKU0000594,500,1,Temperature breach
RCL0000000654,RCV00000353,POL0000001786,SKU0000388,187,,Temperature breach
RCL0000000655,RCV00000354,POL0000001760,SKU0000688,75,5,Incorrect item
RCL0000000656,RCV00000355,POL0000000468,SKU0000528,55,2,Incorrect item
RCL0000000657,RCV00000355,POL0000000469,SKU0000184,55,2,Damaged packaging
RCL0000000658,RCV00000355,POL0000000467,SKU0000174,500,0,
RCL0000000659,RCV00000356,POL0000000705,SKU0000477,100,,
RCL0000000660,RCV00000356,POL0000000706,SKU0000347,250,5,
RCL0000000661,RCV00000356,POL0000000707,SKU0000164,110,0,Damaged packaging
RCL0000000662,RCV00000357,POL0000000090,SKU0000175,25,0,Damaged packaging
RCL0000000663,RCV00000358,POL0000000126,SKU0000664,750,,
RCL0000000664,RCV00000359,POL0000001697,SKU0000626,0,2,Incorrect item
RCL0000000665,RCV00000360,POL0000001159,SKU0000595,1000,,Incorrect item
RCL0000000666,RCV00000360,POL0000001160,SKU0000441,375,0,Damaged packaging
RCL0000000667,RCV00000360,POL0000001161,SKU0000392,50,2,Temperature breach
RCL0000000668,RCV00000361,POL0000000519,SKU0000494,0,,Temperature breach
RCL0000000669,RCV00000361,POL0000000520,SKU0000318,1000,2,Incorrect item
RCL0000000670,RCV00000362,POL0000001710,SKU0000545,0,2,Damaged packaging
RCL0000000671,RCV00000363,POL0000000448,SKU0000554,110,2,Damaged packaging
RCL0000000672,RCV00000363,POL0000000446,SKU0000237,250,1,Temperature breach
RCL0000000673,RCV00000363,POL0000000447,SKU0000300,250,0,Temperature breach
RCL0000000674,RCV00000364,POL0000001495,SKU0000136,bad,0,Incorrect item
RCL0000000675,RCV00000364,POL0000001496,SKU0000240,500,,
RCL0000000676,RCV00000365,POL0000001473,SKU0000527,750,1,Damaged packaging
RCL0000000677,RCV00000366,POL0000000806,SKU0000438,750,0,
RCL0000000678,RCV00000367,POL0000000013,SKU0000321,500,5,Incorrect item
RCL0000000679,RCV00000367,POL0000000012,SKU0000071,25,2,Damaged packaging
RCL0000000680,RCV00000367,POL0000000014,SKU0000151,1000,,Incorrect item
RCL0000000681,RCV00000368,POL0000001955,SKU0000351,250,0,
RCL0000000682,RCV00000369,POL0000000737,SKU0000626,500,1,Damaged packaging
RCL0000000683,RCV00000370,POL0000000287,SKU0000359,250,0,
RCL0000000684,RCV00000371,POL0000001548,SKU0000203,125,1,Incorrect item
RCL0000000685,RCV00000371,POL0000001547,SKU0000542,750,0,Incorrect item
RCL0000000686,RCV00000372,POL0000001343,SKU0000229,275,0,Incorrect item
RCL0000000687,RCV00000372,POL0000001345,SKU0000599,500,0,Incorrect item
RCL0000000688,RCV00000372,POL0000001344,SKU0000113,50,2,
RCL0000000689,RCV00000373,POL0000001575,SKU0000420,50,5,Damaged packaging
RCL0000000690,RCV00000374,POL0000000782,SKU0000075,500,0,Temperature breach
RCL0000000691,RCV00000374,POL0000000780,SKU0000352,275,0,Temperature breach
RCL0000000692,RCV00000375,POL0000000356,SKU0000279,375,2,Incorrect item
RCL0000000693,RCV00000375,POL0000000357,SKU0000147,1000,1,
RCL0000000694,RCV00000376,POL0000001917,SKU0000628,0,5,Temperature breach
RCL0000000695,RCV00000377,POL0000000037,SKU0000580,100,2,Incorrect item
RCL0000000696,RCV00000377,POL0000000039,SKU0000040,50,0,Damaged packaging
RCL0000000697,RCV00000377,POL0000000038,SKU0000420,500,0,
RCL0000000698,RCV00000378,POL0000000917,SKU0000651,0,5,Incorrect item
RCL0000000699,RCV00000378,POL0000000916,SKU0000040,0,0,Damaged packaging
RCL0000000700,RCV00000379,POL0000001003,SKU0000031,75,,
RCL0000000701,RCV00000379,POL0000001002,SKU0000164,50,5,Temperature breach
RCL0000000702,RCV00000379,POL0000001001,SKU0000464,110,0,Temperature breach
RCL0000000703,RCV00000380,POL0000000671,SKU0000275,110,1,Damaged packaging
RCL0000000704,RCV00000381,POL0000000484,SKU0000193,50,2,Damaged packaging
RCL0000000705,RCV00000382,POL0000000478,SKU0000438,125,,
RCL0000000706,RCV00000383,POL0000000601,SKU0000106,50,0,Temperature breach
RCL0000000707,RCV00000383,POL0000000603,SKU0000669,110,2,
RCL0000000708,RCV00000384,POL0000000273,SKU0000296,500,1,Temperature breach
RCL0000000709,RCV00000385,POL0000001246,SKU0000259,37,5,Incorrect item
RCL0000000710,RCV00000386,POL0000000890,SKU0000648,50,0,Incorrect item
RCL0000000711,RCV00000386,POL0000000891,SKU0000045,250,0,Temperature breach
RCL0000000712,RCV00000387,POL0000000680,SKU0000378,1100,1,Incorrect item
RCL0000000713,RCV00000387,POL0000000681,SKU0000237,1000,0,Incorrect item
RCL0000000714,RCV00000388,POL0000001365,SKU0000604,0,0,Incorrect item
RCL0000000715,RCV00000388,POL0000001366,SKU_UNKNOWN,0,,
RCL0000000716,RCV00000389,POL0000000036,SKU0000093,0,0,Temperature breach
RCL0000000717,RCV00000390,POL0000001560,SKU0000593,125,5,Damaged packaging
RCL0000000718,RCV00000390,POL0000001562,SKU0000660,50,,
