po_id,supplier_id,warehouse_id,po_date,expected_receipt_date,po_status,currency,created_by,source_system
PO00000294,SUP00014,WH0001,03/11/2026,2026-04-04,Received,MXN,planner_c,erp
PO00000295,SUP00109,WH0007,03/31/2026,2026-04-08,Cancelled,EUR,planner_a,erp
PO00000296,SUP00072,WH0012,12/06/2025,2026-01-19,Received,CNY,planner_c,erp
PO00000297,SUP00106,WH0021,01/25/2026,2026-02-02,Approved,USD,buyer_1,erp
PO00000298,SUP00018,WH0017,12/27/2025,2026-01-07,Created,USD,planner_c,erp
PO00000299,SUP00040,WH0011,04/09/2026,2026-04-20,Created,MXN,buyer_1,erp
PO00000300,SUP00004,WH0019,01/29/2026,2026-02-13,Cancelled,EUR,buyer_2,erp
PO00000301,SUP00052,WH0008,2026-01-05,2026-02-18,Partially Received,CNY,buyer_1,erp
PO00000302,SUP00045,WH0007,2026-01-22,2026-01-29,Created,MXN,buyer_1,erp
PO00000303,SUP00061,WH0003,2026-03-17,2026-04-11,Partially Received,USD,planner_b,erp
PO00000304,SUP00020,WH0017,05/03/2026,2026-06-03,Cancelled,USD,planner_a,erp
PO00000305,SUP00067,WH0016,2026-05-08,2026-06-02,Approved,CNY,planner_c,erp
PO00000306,SUP00040,WH0018,03/21/2026,2026-04-15,Created,USD,planner_b,erp
PO00000307,SUP00053,WH0016,12/14/2025,2025-12-24,Created,EUR,buyer_2,erp
PO00000308,SUP00064,WH0004,04/05/2026,2026-04-15,Created,EUR,planner_a,erp
PO00000309,SUP00075,WH0016,01/24/2026,2026-02-15,Partially Received,MXN,planner_c,erp
PO00000310,SUP00081,WH0014,2026-03-16,2026-04-02,Received,CNY,planner_c,erp
PO00000311,SUP00042,WH0003,04/02/2026,2026-05-04,Created,CNY,buyer_2,erp
PO00000312,SUP00100,WH0018,01/09/2026,2026-01-26,Created,USD,buyer_2,erp
PO00000313,SUP00011,WH0025,02/24/2026,2026-04-06,Cancelled,EUR,planner_c,erp
PO00000314,SUP00119,WH0015,05/09/2026,2026-06-16,Created,USD,buyer_1,erp
PO00000315,SUP00005,WH0007,12/20/2025,2026-01-13,Approved,MXN,buyer_2,erp
PO00000316,SUP00047,WH0011,03/05/2026,2026-04-09,approved ,EUR,planner_a,erp
PO00000317,SUP00025,WH0003,2025-12-16,2026-01-24,Created,MXN,buyer_1,erp
PO00000318,SUP00118,WH0022,02/02/2026,2026-03-18,Approved,CNY,planner_a,erp
PO00000319,SUP00100,WH0024,2026-01-31,2026-02-05,Partially Received,MXN,buyer_1,erp
PO00000320,SUP00079,WH0007,2026-01-15,2026-01-30,Created,CAD,planner_c,erp
PO00000321,SUP00116,WH0022,2026-02-06,2026-02-15,approved ,USD,planner_a,erp
PO00000322,SUP00117,WH0023,02/14/2026,2026-02-22,Cancelled,EUR,buyer_2,erp
PO00000323,SUP00059,WH0013,02/14/2026,2026-03-30,Approved,USD,buyer_1,erp
PO00000324,SUP00103,WH0010,2026-01-09,2026-01-17,Received,USD,planner_a,erp
PO00000325,SUP00087,WH0008,05/08/2026,2026-05-30,Created,USD,planner_b,erp
PO00000326,SUP00075,WH0015,2026-04-11,2026-05-14,Received,USD,buyer_1,erp
PO00000327,SUP00056,WH0007,2026-01-27,2026-02-26,approved ,EUR,buyer_2,erp
PO00000328,SUP00048,WH0020,2026-03-18,2026-04-17,Cancelled,USD,buyer_1,erp
PO00000329,SUP00047,WH0005,2026-05-14,2026-05-31,Created,USD,planner_b,erp
PO00000330,SUP00058,WH0013,03/07/2026,2026-03-31,approved ,CAD,planner_c,erp
PO00000331,SUP00093,WH0017,04/27/2026,2026-05-05,Approved,MXN,planner_a,erp
PO00000332,SUP00081,WH0016,2025-12-16,2025-12-22,Received,CNY,planner_a,erp
PO00000333,SUP00112,WH0003,05/05/2026,2026-05-14,Cancelled,USD,buyer_2,erp
PO00000334,SUP00105,WH0007,04/23/2026,2026-05-23,approved ,MXN,planner_a,erp
PO00000335,SUP00021,WH0018,2026-03-28,2026-04-13,approved ,EUR,buyer_1,erp
PO00000336,SUP00113,WH0025,12/14/2025,2025-12-28,Received,USD,planner_a,erp
PO00000337,SUP00088,WH0004,04/23/2026,2026-05-19,Partially Received,MXN,planner_a,erp
PO00000338,SUP00001,WH0016,12/07/2025,2025-12-31,Partially Received,MXN,planner_a,erp
PO00000339,SUP00019,WH0012,04/06/2026,2026-04-27,approved ,MXN,buyer_2,erp
PO00000340,SUP00070,WH0005,04/18/2026,2026-04-30,Received,CNY,buyer_2,erp
PO00000341,SUP00052,WH0017,2026-04-14,2026-04-24,Created,CNY,planner_a,erp
PO00000342,SUP00063,WH0020,2026-04-27,2026-05-24,Approved,USD,buyer_2,erp
PO00000343,SUP00067,WH0015,2026-02-21,2026-03-14,Received,USD,buyer_1,erp
PO00000344,SUP00055,WH0014,01/25/2026,2026-03-09,Created,USD,planner_c,erp
PO00000345,SUP00098,WH0024,03/12/2026,2026-03-24,Received,USD,buyer_2,erp
PO00000346,SUP00022,WH0018,2026-05-07,2026-06-04,Received,MXN,planner_c,erp
PO00000347,SUP00020,WH0005,2026-01-28,2026-02-03,Partially Received,MXN,planner_a,erp
PO00000348,SUP00084,WH0012,2026-04-28,2026-06-07,Received,EUR,planner_c,erp
PO00000349,SUP00076,WH0016,2026-03-29,2026-04-18,approved ,CAD,planner_a,erp
PO00000350,SUP00113,WH0014,2025-12-26,2026-02-09,Approved,CNY,buyer_2,erp
PO00000351,SUP00044,WH0007,05/08/2026,2026-06-21,Created,CAD,buyer_2,erp
PO00000352,SUP00110,WH0022,2026-03-17,2026-04-20,Approved,CAD,buyer_1,erp
PO00000353,SUP00052,WH0011,01/09/2026,2026-01-29,Received,CAD,planner_c,erp
PO00000354,SUP00111,WH0022,05/13/2026,2026-05-26,Partially Received,EUR,planner_a,erp
PO00000355,SUP00120,WH0007,04/07/2026,2026-04-15,approved ,CAD,planner_b,erp
PO00000356,SUP00048,WH0005,2026-03-06,2026-03-14,Partially Received,EUR,planner_b,erp
PO00000357,SUP00087,WH0021,2026-04-01,2026-04-18,Approved,EUR,buyer_1,erp
PO00000358,SUP00064,WH0008,2026-03-24,2026-04-18,Created,CNY,planner_c,erp
PO00000359,SUP00039,WH0009,2025-12-02,2026-01-03,Created,EUR,buyer_1,erp
PO00000360,SUP00069,WH0003,2026-03-24,2026-05-06,Approved,EUR,planner_c,erp
PO00000361,SUP00028,WH0017,2026-02-07,2026-03-18,Created,CNY,planner_a,erp
PO00000362,SUP00057,WH0021,2026-04-13,2026-05-02,Partially Received,USD,buyer_2,erp
PO00000363,SUP00003,WH0002,2025-12-29,2026-02-06,Approved,EUR,planner_b,erp
PO00000364,SUP00012,WH0013,2026-02-12,2026-03-11,Partially Received,MXN,planner_c,erp
PO00000365,SUP00038,WH0021,2025-12-04,2025-12-21,approved ,CNY,planner_c,erp
PO00000366,SUP00082,WH0007,12/08/2025,2026-01-12,Received,CAD,buyer_2,erp
PO00000367,SUP00118,WH0023,05/14/2026,2026-05-20,Created,USD,planner_b,erp
PO00000368,SUP00049,WH0016,03/27/2026,2026-05-11,Created,MXN,planner_a,erp
PO00000369,SUP00061,WH0002,12/31/2025,2026-01-11,Partially Received,USD,buyer_2,erp
PO00000370,SUP00024,WH0007,2026-01-05,2026-02-09,Approved,EUR,planner_c,erp
PO00000371,SUP00036,WH0011,01/25/2026,2026-02-02,Created,USD,planner_a,erp
PO00000372,SUP00115,WH0013,04/17/2026,2026-05-19,Received,USD,buyer_2,erp
PO00000373,SUP00111,WH0013,2026-03-11,2026-03-18,Received,CAD,buyer_2,erp
PO00000374,SUP00076,WH0021,03/04/2026,2026-04-08,Created,EUR,planner_b,erp
PO00000375,SUP00027,WH0025,03/18/2026,2026-04-22,Received,USD,planner_b,erp
PO00000376,SUP00091,WH0017,2026-03-01,2026-03-30,Created,CNY,buyer_1,erp
PO00000377,SUP00023,WH0009,2026-02-11,2026-03-02,approved ,CNY,planner_c,erp
PO00000378,SUP00105,WH0022,2026-01-26,2026-03-03,Cancelled,USD,buyer_2,erp
PO00000379,SUP00001,WH0003,2026-04-05,2026-04-13,Created,EUR,planner_c,erp
PO00000380,SUP00075,WH0005,02/07/2026,2026-02-18,approved ,EUR,buyer_1,erp
PO00000381,SUP00042,WH0022,04/09/2026,2026-05-24,Cancelled,CNY,buyer_1,erp
PO00000382,SUP00012,WH0022,12/09/2025,2026-01-11,Cancelled,EUR,planner_b,erp
PO00000383,SUP00045,WH0018,2026-04-17,2026-05-12,Partially Received,EUR,planner_a,erp
PO00000384,SUP00096,WH0016,01/13/2026,2026-02-12,Cancelled,CAD,planner_c,erp
PO00000385,SUP00115,WH0006,01/10/2026,2026-02-13,Cancelled,USD,buyer_1,erp
PO00000386,SUP00086,WH0011,2026-02-18,2026-03-08,Cancelled,MXN,planner_c,erp
PO00000387,SUP00020,WH0021,2026-02-07,2026-03-06,Cancelled,USD,planner_c,erp
PO00000388,SUP00099,WH0001,2025-12-23,2026-01-04,Approved,USD,planner_c,erp
PO00000389,SUP00018,WH0022,2026-04-08,2026-04-24,Cancelled,MXN,planner_c,erp
PO00000390,SUP00085,WH0024,2026-01-20,2026-03-04,Cancelled,MXN,planner_a,erp
PO00000391,SUP00020,WH0016,03/27/2026,2026-05-06,Approved,CAD,planner_b,erp
PO00000392,SUP00042,WH0003,12/23/2025,2026-01-23,Created,MXN,planner_b,erp
PO00000393,SUP00014,WH0002,04/28/2026,2026-05-23,Cancelled,CAD,buyer_2,erp
PO00000394,SUP00116,WH0008,12/31/2025,2026-01-11,approved ,USD,planner_a,erp
PO00000395,SUP00025,WH0017,2026-03-01,2026-03-09,Created,EUR,buyer_1,erp
PO00000396,SUP00085,WH0011,2026-03-30,2026-04-15,Cancelled,CNY,planner_c,erp
PO00000397,SUP00022,WH0009,12/31/2025,2026-01-11,Received,CNY,buyer_2,erp
PO00000398,SUP00116,WH0020,02/04/2026,2026-02-28,Partially Received,USD,buyer_1,erp
PO00000399,SUP00054,WH0016,2025-12-14,2026-01-28,Partially Received,EUR,planner_c,erp
PO00000400,SUP00078,WH0001,2026-02-10,2026-03-14,Received,EUR,planner_b,erp
PO00000401,SUP00007,WH0002,2025-12-14,2026-01-26,approved ,USD,buyer_2,erp
PO00000402,SUP00085,WH0011,2026-03-02,2026-03-22,Approved,CAD,planner_b,erp
PO00000403,SUP00092,WH0024,04/17/2026,2026-05-31,Received,EUR,planner_a,erp
PO00000404,SUP00041,WH0010,2026-05-05,2026-05-24,Received,MXN,planner_a,erp
PO00000405,SUP00036,WH0012,2026-03-01,2026-03-31,Created,CNY,buyer_1,erp
PO00000406,SUP00053,WH0022,2026-04-22,2026-05-09,Created,CAD,planner_c,erp
PO00000407,SUP00011,WH0001,04/19/2026,2026-05-06,approved ,USD,planner_a,erp
PO00000408,SUP00107,WH0010,01/04/2026,2026-02-18,Created,MXN,buyer_2,erp
PO00000409,SUP00007,WH0004,2025-12-25,2026-01-01,approved ,EUR,buyer_2,erp
PO00000410,SUP00011,WH0005,2025-12-25,2026-01-16,Cancelled,EUR,planner_b,erp
PO00000411,SUP00047,WH0010,01/28/2026,2026-03-07,approved ,EUR,buyer_2,erp
PO00000412,SUP00015,WH0011,12/28/2025,2026-01-21,Cancelled,EUR,planner_b,erp
PO00000413,SUP00028,WH0008,2026-04-30,2026-05-28,Received,CNY,buyer_2,erp
PO00000414,SUP00102,WH0009,2026-03-06,2026-04-08,Received,USD,buyer_1,erp
PO00000415,SUP00072,WH0022,03/25/2026,2026-04-04,approved ,EUR,planner_c,erp
PO00000416,SUP00116,WH0020,2026-02-05,2026-03-02,Created,USD,planner_c,erp
PO00000417,SUP00067,WH0006,02/10/2026,2026-02-28,Received,USD,buyer_2,erp
PO00000418,SUP00088,WH0003,01/20/2026,2026-02-06,Approved,USD,planner_b,erp
PO00000419,SUP00083,WH0003,2026-01-17,2026-02-08,approved ,USD,planner_b,erp
PO00000420,SUP00034,WH0007,03/10/2026,2026-03-31,Received,CAD,buyer_2,erp
PO00000421,SUP00093,WH0004,2026-05-09,2026-06-20,approved ,USD,buyer_2,erp
PO00000422,SUP00108,WH0009,01/15/2026,2026-01-31,Received,EUR,buyer_1,erp
PO00000423,SUP00066,WH0006,2026-01-19,2026-02-10,Approved,CNY,planner_a,erp
PO00000424,SUP00087,WH0002,2026-03-09,2026-03-14,approved ,USD,planner_c,erp
PO00000425,SUP00051,WH0007,2026-02-06,2026-03-01,Created,CNY,buyer_2,erp
PO00000426,SUP00045,WH0022,04/16/2026,2026-05-09,Partially Received,CAD,buyer_1,erp
PO00000427,SUP00074,WH0012,12/02/2025,2025-12-18,Cancelled,EUR,planner_c,erp
PO00000428,SUP00025,WH0023,2026-05-05,2026-05-16,Received,MXN,planner_b,erp
PO00000429,SUP00075,WH0020,02/20/2026,2026-03-23,Partially Received,CAD,planner_a,erp
PO00000430,SUP00116,WH0011,2026-03-02,2026-04-10,approved ,MXN,buyer_1,erp
PO00000431,SUP00005,WH0013,12/04/2025,2025-12-12,Approved,USD,planner_a,erp
PO00000432,SUP00023,WH0012,2025-12-05,2025-12-21,Cancelled,CNY,buyer_2,erp
PO00000433,SUP00017,WH0018,02/22/2026,2026-03-14,Received,USD,buyer_2,erp
PO00000434,SUP00066,WH0025,01/29/2026,2026-03-13,Approved,USD,buyer_2,erp
PO00000435,SUP00075,WH0008,04/23/2026,2026-05-31,Cancelled,CNY,planner_b,erp
PO00000436,SUP00035,WH0008,2025-12-07,2026-01-08,approved ,USD,buyer_2,erp
PO00000437,SUP00117,WH0012,02/11/2026,2026-03-05,Received,MXN,buyer_2,erp
PO00000438,SUP_UNKNOWN,WH0006,2026-04-13,2026-05-02,Partially Received,MXN,planner_b,erp
PO00000439,SUP00044,WH0005,12/22/2025,2025-12-28,approved ,MXN,planner_c,erp
PO00000440,SUP00010,WH0014,04/20/2026,2026-05-24,Created,CNY,buyer_1,erp
PO00000441,SUP00001,WH0022,2026-04-18,2026-04-25,Approved,USD,planner_c,erp
PO00000442,SUP00093,WH0017,2026-02-23,2026-02-28,Approved,MXN,buyer_1,erp
PO00000443,SUP00077,WH0004,04/14/2026,2026-05-01,Partially Received,MXN,planner_a,erp
PO00000444,SUP00027,WH0017,04/24/2026,2026-05-09,Created,CAD,buyer_2,erp
PO00000445,SUP00079,WH0022,2026-04-28,2026-05-13,Approved,USD,buyer_2,erp
PO00000446,SUP00005,WH0022,04/05/2026,2026-04-23,Partially Received,USD,planner_a,erp
PO00000447,SUP00101,WH0022,03/26/2026,2026-04-08,approved ,EUR,planner_a,erp
PO00000448,SUP00100,WH0010,2026-05-13,2026-06-13,approved ,CAD,buyer_1,erp
PO00000449,SUP00059,WH0003,04/10/2026,2026-05-01,Created,CAD,buyer_1,erp
PO00000450,SUP00015,WH0017,2026-01-23,2026-02-20,Created,CNY,planner_b,erp
PO00000451,SUP00076,WH0016,01/21/2026,2026-02-27,Cancelled,USD,planner_a,erp
PO00000452,SUP00103,WH0013,2026-04-07,2026-04-19,approved ,USD,buyer_2,erp
PO00000453,SUP00074,WH0010,2025-12-24,2026-01-07,Partially Received,MXN,planner_a,erp
PO00000454,SUP00059,WH0021,02/03/2026,2026-03-16,Approved,USD,planner_c,erp
PO00000455,SUP00063,WH0003,2025-12-16,2025-12-21,Created,MXN,planner_c,erp
PO00000456,SUP00065,WH0003,2026-01-06,2026-02-06,Created,EUR,buyer_1,erp
PO00000457,SUP00057,WH0004,2026-04-24,2026-05-01,Cancelled,MXN,planner_a,erp
PO00000458,SUP00047,WH0019,04/06/2026,2026-04-18,Cancelled,CNY,planner_a,erp
PO00000459,SUP00091,WH0017,2025-12-14,2026-01-25,Created,CNY,buyer_1,erp
PO00000460,SUP00086,WH0024,2026-03-13,2026-04-06,Partially Received,CAD,planner_a,erp
PO00000461,SUP00103,WH0012,01/27/2026,2026-02-24,Approved,CAD,buyer_1,erp
PO00000462,SUP00096,WH0006,2026-02-13,2026-02-23,approved ,MXN,buyer_1,erp
PO00000463,SUP00037,WH0001,04/02/2026,2026-05-12,Partially Received,MXN,planner_c,erp
PO00000464,SUP00062,WH0005,2026-03-29,2026-04-09,Approved,CNY,planner_b,erp
PO00000465,SUP00064,WH0018,03/23/2026,2026-04-19,Approved,CNY,buyer_2,erp
PO00000466,SUP00014,WH0014,2026-04-16,2026-05-16,Received,MXN,buyer_2,erp
PO00000467,SUP00093,WH0007,04/13/2026,2026-05-15,Cancelled,MXN,buyer_1,erp
PO00000468,SUP00109,WH0010,05/08/2026,2026-06-08,Approved,CNY,buyer_2,erp
PO00000469,SUP00043,WH0016,01/19/2026,2026-02-14,Cancelled,CAD,planner_b,erp
PO00000470,SUP00018,WH0025,2026-01-09,2026-02-16,approved ,USD,planner_c,erp
PO00000471,SUP00107,WH0016,02/08/2026,2026-03-09,Cancelled,CNY,planner_b,erp
PO00000472,SUP00012,WH0015,02/05/2026,2026-02-21,Approved,CAD,buyer_2,erp
PO00000473,SUP00065,WH0011,2026-04-01,2026-05-13,Partially Received,USD,planner_b,erp
PO00000474,SUP00004,WH0024,12/23/2025,2026-01-07,Partially Received,USD,planner_c,erp
PO00000475,SUP00116,WH0015,03/24/2026,2026-05-02,approved ,MXN,planner_b,erp
PO00000476,SUP00025,WH0006,02/20/2026,2026-03-03,Created,USD,planner_b,erp
PO00000477,SUP00051,WH0013,12/28/2025,2026-01-25,Received,USD,planner_b,erp
PO00000478,SUP00032,WH0017,04/27/2026,2026-05-30,Cancelled,USD,planner_b,erp
PO00000479,SUP00035,WH0004,01/12/2026,2026-02-18,Created,CNY,buyer_2,erp
PO00000480,SUP00067,WH0014,2026-05-03,2026-05-20,Partially Received,MXN,planner_b,erp
PO00000481,SUP00056,WH0020,2026-03-21,2026-03-31,Received,USD,planner_b,erp
PO00000482,SUP00082,WH0016,2026-01-03,2026-02-08,Received,USD,planner_c,erp
PO00000483,SUP00092,WH0025,01/10/2026,2026-02-04,Partially Received,USD,buyer_2,erp
PO00000484,SUP00041,WH0010,2026-04-20,2026-05-14,Cancelled,USD,planner_a,erp
PO00000485,SUP00002,WH0008,01/15/2026,2026-02-03,Received,CAD,planner_c,erp
PO00000486,SUP00084,WH0005,02/03/2026,2026-03-05,Created,EUR,buyer_2,erp
PO00000487,SUP00002,WH0001,03/25/2026,2026-04-03,Partially Received,USD,planner_a,erp
PO00000488,SUP00079,WH0015,2026-03-06,2026-03-23,Approved,CAD,planner_a,erp
PO00000489,SUP00047,WH0017,2026-04-06,2026-04-11,approved ,CNY,buyer_1,erp
PO00000490,SUP00059,WH0014,2026-04-22,2026-05-21,Approved,EUR,planner_b,erp
PO00000491,SUP00108,WH0005,05/14/2026,2026-05-24,approved ,USD,buyer_1,erp
PO00000492,SUP00080,WH0017,2025-12-15,2025-12-28,Cancelled,MXN,planner_b,erp
PO00000493,SUP00092,WH0008,03/28/2026,2026-04-24,Created,MXN,planner_b,erp
PO00000494,SUP00047,WH0019,02/10/2026,2026-03-21,Partially Received,CAD,buyer_1,erp
PO00000495,SUP00103,WH0001,03/15/2026,2026-04-27,approved ,USD,planner_b,erp
PO00000496,SUP00013,WH0023,12/19/2025,2026-01-29,approved ,MXN,buyer_2,erp
PO00000497,SUP00008,WH0007,03/03/2026,2026-04-05,Approved,USD,planner_c,erp
PO00000498,SUP00073,WH_UNKNOWN,04/03/2026,2026-04-10,Cancelled,EUR,planner_a,erp
PO00000499,SUP00002,WH0009,2025-12-22,2026-01-17,Created,USD,buyer_2,erp
PO00000500,SUP00097,WH0015,12/22/2025,2026-01-30,Created,USD,planner_b,erp
PO00000501,SUP00095,WH0025,12/22/2025,2026-01-12,approved ,USD,planner_c,erp
PO00000502,SUP00079,WH0022,04/30/2026,2026-06-06,approved ,USD,planner_c,erp
PO00000503,SUP00073,WH0024,03/29/2026,2026-04-13,Created,CNY,planner_c,erp
PO00000504,SUP00002,WH0004,2026-05-04,2026-06-06,approved ,CAD,planner_b,erp
PO00000505,SUP00040,WH0022,2026-02-23,2026-04-01,Received,EUR,buyer_2,erp
PO00000506,SUP00005,WH0024,04/26/2026,2026-06-05,Created,MXN,buyer_2,erp
PO00000507,SUP00091,WH0013,2026-01-18,2026-01-29,Approved,CNY,planner_b,erp
PO00000508,SUP00085,WH0005,2025-12-11,2025-12-31,Created,CAD,planner_a,erp
PO00000509,SUP00009,WH0019,01/24/2026,2026-02-12,Partially Received,CNY,buyer_2,erp
PO00000510,SUP00074,WH0012,03/31/2026,2026-05-02,Received,CNY,planner_c,erp
PO00000511,SUP00040,WH0016,03/11/2026,2026-04-05,Approved,EUR,planner_c,erp
PO00000512,SUP00086,WH0013,01/23/2026,2026-03-01,Created,CAD,buyer_2,erp
PO00000513,SUP00019,WH0012,2026-02-18,2026-03-12,Created,USD,planner_c,erp
PO00000514,SUP00077,WH0012,2026-02-20,2026-03-04,Received,CAD,planner_a,erp
PO00000515,SUP00110,WH0001,2025-12-12,2025-12-25,approved ,USD,planner_c,erp
PO00000516,SUP00056,WH0020,02/20/2026,2026-03-14,Received,USD,buyer_2,erp
PO00000517,SUP00005,WH0008,2026-03-24,2026-04-11,Cancelled,USD,planner_a,erp
PO00000518,SUP00017,WH0021,2026-05-06,2026-06-06,Received,CNY,planner_b,erp
PO00000519,SUP00062,WH0004,2026-01-04,2026-02-13,Cancelled,USD,planner_a,erp
PO00000520,SUP00092,WH0016,12/01/2025,2025-12-29,approved ,CNY,planner_a,erp
PO00000521,SUP00119,WH0011,2026-02-01,2026-03-06,Cancelled,CNY,planner_c,erp
PO00000522,SUP00086,WH0014,03/02/2026,2026-03-28,Received,MXN,buyer_2,erp
PO00000523,SUP00013,WH0017,2026-02-01,2026-02-11,Cancelled,CAD,planner_a,erp
PO00000524,SUP00072,WH0009,03/01/2026,2026-03-09,Partially Received,CAD,planner_c,erp
PO00000525,SUP00043,WH0019,01/06/2026,2026-01-12,Created,USD,buyer_2,erp
PO00000526,SUP00066,WH0023,2026-03-13,2026-04-25,Approved,USD,planner_c,erp
PO00000527,SUP00103,WH0012,2025-12-02,2025-12-15,Approved,CNY,planner_a,erp
PO00000528,SUP00013,WH0024,2026-02-24,2026-03-06,Approved,USD,planner_c,erp
PO00000529,SUP00025,WH0017,2026-04-22,2026-05-27,approved ,USD,buyer_1,erp
PO00000530,SUP00075,WH0003,04/21/2026,2026-05-13,Created,CAD,planner_b,erp
PO00000531,SUP00040,WH0012,03/24/2026,2026-04-12,Cancelled,EUR,buyer_2,erp
PO00000532,SUP00024,WH0014,05/12/2026,2026-06-03,Received,MXN,planner_c,erp
PO00000533,SUP00117,WH0019,2026-05-12,2026-06-23,Created,EUR,buyer_1,erp
PO00000534,SUP00037,WH0011,05/15/2026,2026-06-10,Received,CAD,buyer_1,erp
PO00000535,SUP00065,WH0005,2025-12-28,2026-02-05,Partially Received,USD,planner_a,erp
PO00000536,SUP00048,WH0009,2026-02-06,2026-02-18,Received,CAD,buyer_2,erp
PO00000537,SUP00005,WH0008,01/28/2026,2026-02-08,Approved,MXN,planner_a,erp
PO00000538,SUP00065,WH0003,2026-03-09,2026-03-16,Received,USD,buyer_1,erp
PO00000539,SUP00098,WH0001,2026-01-05,2026-02-17,approved ,EUR,planner_b,erp
PO00000540,SUP00064,WH0019,2025-12-27,2026-01-11,Approved,CAD,buyer_2,erp
PO00000541,SUP00082,WH0016,2026-02-04,2026-03-17,Created,USD,planner_b,erp
PO00000542,SUP00005,WH0004,2025-12-23,2026-02-06,Created,USD,planner_a,erp
PO00000543,SUP00102,WH0002,2026-02-06,2026-02-16,Received,MXN,planner_a,erp
PO00000544,SUP00046,WH0014,04/17/2026,2026-05-18,Cancelled,MXN,buyer_1,erp
PO00000545,SUP00048,WH0004,01/27/2026,2026-02-25,Partially Received,EUR,planner_a,erp
PO00000546,SUP00082,WH0021,2026-01-15,2026-01-26,Cancelled,USD,planner_a,erp
PO00000547,SUP00007,WH0025,2025-12-21,2026-01-21,Received,USD,planner_a,erp
PO00000548,SUP00098,WH0002,02/06/2026,2026-02-24,Received,USD,buyer_1,erp
PO00000549,SUP00051,WH0018,2026-01-23,2026-02-07,Approved,MXN,planner_b,erp
PO00000550,SUP00026,WH0003,05/09/2026,2026-06-15,Partially Received,MXN,planner_b,erp
PO00000551,SUP00003,WH0001,2026-02-04,2026-03-12,Approved,CAD,buyer_1,erp
PO00000552,SUP00078,WH0001,2025-12-22,2026-01-01,Created,CAD,buyer_1,erp
PO00000553,SUP00053,WH0018,03/16/2026,2026-04-20,approved ,MXN,planner_a,erp
PO00000554,SUP00072,WH0006,01/28/2026,2026-02-12,Created,MXN,planner_a,erp
PO00000555,SUP00111,WH0020,2026-05-15,2026-06-13,Approved,CAD,buyer_2,erp
PO00000556,SUP00045,WH0001,05/03/2026,2026-06-04,Created,MXN,planner_a,erp
PO00000557,SUP00026,WH0011,2026-01-30,2026-03-15,Cancelled,CAD,planner_b,erp
PO00000558,SUP00095,WH0003,2026-03-20,2026-04-25,Cancelled,USD,buyer_1,erp
PO00000559,SUP00059,WH0023,2026-01-28,2026-02-25,Approved,CAD,buyer_2,erp
PO00000560,SUP00052,WH0002,12/13/2025,2026-01-10,Received,MXN,buyer_2,erp
PO00000561,SUP00103,WH0008,2026-03-15,2026-04-06,Cancelled,MXN,planner_a,erp
PO00000562,SUP00099,WH0008,2026-03-08,2026-03-17,Created,CAD,planner_b,erp
PO00000563,SUP00052,WH0003,04/01/2026,2026-04-28,Partially Received,EUR,planner_b,erp
PO00000564,SUP00083,WH0010,2026-02-10,2026-03-02,Partially Received,USD,buyer_2,erp
PO00000565,SUP00070,WH0016,01/02/2026,2026-02-12,Cancelled,EUR,planner_b,erp
PO00000566,SUP00048,WH0025,02/02/2026,2026-03-06,Received,CAD,buyer_1,erp
PO00000567,SUP00061,WH0019,02/17/2026,2026-03-01,Cancelled,EUR,planner_b,erp
PO00000568,SUP00102,WH0017,2026-03-21,2026-04-26,Created,USD,planner_b,erp
PO00000569,SUP00003,WH0017,2026-02-05,2026-03-11,Created,MXN,planner_c,erp
PO00000570,SUP00099,WH0006,02/19/2026,2026-03-04,Cancelled,CNY,planner_c,erp
PO00000571,SUP00018,WH0020,2026-01-20,2026-02-19,approved ,MXN,buyer_1,erp
PO00000572,SUP00078,WH0020,2026-02-25,2026-03-04,Approved,USD,planner_b,erp
PO00000573,SUP00015,WH0025,04/22/2026,2026-05-15,Cancelled,USD,planner_c,erp
PO00000574,SUP00114,WH0001,2025-12-19,2026-01-30,Cancelled,CNY,planner_a,erp
PO00000575,SUP00107,WH0004,12/06/2025,2026-01-11,Approved,MXN,buyer_2,erp
PO00000576,SUP00044,WH0022,2026-05-05,2026-06-06,Partially Received,CAD,planner_c,erp
PO00000577,SUP00119,WH0003,2026-03-08,2026-04-17,Partially Received,MXN,planner_b,erp
PO00000578,SUP00089,WH0011,01/24/2026,2026-02-09,approved ,CAD,planner_c,erp
PO00000579,SUP00004,WH0018,12/19/2025,2026-01-23,Partially Received,CAD,buyer_2,erp
PO00000580,SUP00015,WH0021,02/14/2026,2026-03-01,approved ,MXN,buyer_2,erp
PO00000581,SUP00040,WH0004,2026-04-08,2026-05-08,Created,USD,planner_a,erp
PO00000582,SUP00030,WH0002,2026-01-23,2026-02-11,approved ,CNY,planner_a,erp
PO00000583,SUP00026,WH0015,12/17/2025,2025-12-23,Created,USD,planner_a,erp
PO00000584,SUP00059,WH0001,2026-04-11,2026-05-16,Partially Received,CNY,planner_c,erp
PO00000585,SUP00061,WH0023,04/11/2026,2026-05-12,Created,CAD,planner_b,erp
PO00000586,SUP00011,WH0002,03/26/2026,2026-05-08,approved ,USD,planner_c,erp
PO00000587,SUP00059,WH0013,04/14/2026,2026-04-24,Approved,CAD,buyer_2,erp
