invoice_id,order_id,customer_id,invoice_date,due_date,invoice_amount,currency,invoice_status
INV00000309,SO00001463,CUST000383,2026-05-17,2026-07-01,7870.06,MXN,open 
INV00000310,SO00001712,CUST000052,03/12/2026,2026-03-27,38301.88,USD,Open
INV00000311,SO00000508,CUST000396,2026-05-16,2026-06-15,7710.15,USD,Paid
INV00000312,SO00000507,CUST000203,2026-03-13,2026-04-12,25970.63,MXN,Paid
INV00000313,SO00002325,CUST000051,03/28/2026,2026-05-27,33788.76,CAD,open 
INV00000314,SO00002218,CUST000184,04/30/2026,2026-06-14,18741.14,CAD,open 
INV00000315,SO00001271,CUST000201,2026-04-01,2026-05-16,39984.68,USD,Open
INV00000316,SO00002175,CUST000011,01/18/2026,2026-02-02,34581.82,MXN,Cancelled
INV00000317,SO00000920,CUST000368,02/17/2026,2026-04-03,15418.42,EUR,open 
INV00000318,SO00000150,CUST000345,2026-02-28,2026-04-14,44001.61,USD,Open
INV00000319,SO00002496,CUST000217,2026-03-21,2026-05-20,6515.41,USD,Open
INV00000320,SO00002487,CUST000280,01/28/2026,2026-03-14,13353.75,USD,Open
INV00000321,SO00001286,CUST000294,04/11/2026,2026-05-11,1108.09,EUR,Cancelled
INV00000322,SO00002475,CUST000288,2026-05-15,2026-06-29,42983.80,EUR,Partially Paid
INV00000323,SO00000165,CUST000303,2026-03-22,2026-05-06,24982.51,EUR,Open
INV00000324,SO00002458,CUST000156,2026-04-11,2026-05-26,4673.53,MXN,Cancelled
INV00000325,SO00001559,CUST000045,2026-01-25,2026-03-11,629.71,USD,Partially Paid
INV00000326,SO00001971,CUST000219,2026-03-16,2026-04-15,22154.26,USD,Open
INV00000327,SO00000025,CUST000329,2026-03-30,2026-04-14,25144.91,USD,Open
INV00000328,SO00001689,CUST000324,04/07/2026,2026-05-22,39065.10,CAD,Cancelled
INV00000329,SO00001602,CUST000307,2026-04-04,2026-05-19,10719.96,USD,Paid
INV00000330,SO00001765,CUST000267,2026-05-03,2026-06-02,37541.61,USD,Open
INV00000331,SO00000352,CUST000412,2026-05-10,2026-06-09,42922.26,MXN,Open
INV00000332,SO00000290,CUST000276,2026-01-15,2026-02-14,15533.16,USD,Cancelled
INV00000333,SO00001952,CUST000127,04/05/2026,2026-05-05,25308.96,USD,Partially Paid
INV00000334,SO00001223,CUST000174,04/28/2026,2026-06-12,26742.52,USD,Cancelled
INV00000335,SO00002284,CUST000073,06/03/2026,2026-07-03,27920.80,USD,Open
INV00000336,SO00001208,CUST000225,2026-04-20,2026-06-19,17557.12,MXN,Paid
INV00000337,SO00000292,CUST000435,01/19/2026,2026-03-20,19688.88,CAD,Partially Paid
INV00000338,SO00000170,CUST000322,01/26/2026,2026-03-27,36410.22,CAD,Partially Paid
INV00000339,SO00001705,CUST000213,2026-04-10,2026-04-25,44314.44,USD,Open
INV00000340,SO00002154,CUST000342,2026-03-24,2026-05-23,30720.01,MXN,Partially Paid
INV00000341,SO00001935,CUST000395,2026-06-02,2026-07-17,22673.90,USD,Cancelled
INV00000342,SO00001029,CUST000417,2026-02-16,2026-03-18,33246.35,USD,open 
INV00000343,SO00002429,CUST000411,01/19/2026,2026-03-20,42879.60,EUR,Partially Paid
INV00000344,SO00001298,CUST000212,03/31/2026,2026-05-30,6346.34,MXN,Cancelled
INV00000345,SO00000756,CUST000336,2026-05-21,2026-06-05,34128.01,USD,Partially Paid
INV00000346,SO00000529,CUST000401,01/29/2026,2026-03-15,44538.62,EUR,Open
INV00000347,SO00000611,CUST000383,03/03/2026,2026-05-02,26511.13,EUR,Cancelled
INV00000348,SO00002268,CUST000067,02/06/2026,2026-03-23,36859.30,USD,Cancelled
INV00000349,SO00002097,CUST000020,2026-05-28,2026-07-27,10517.62,USD,Open
INV00000350,SO00001490,CUST000140,03/27/2026,2026-04-26,22503.99,CAD,Paid
INV00000351,SO00002350,CUST000025,2026-01-30,2026-03-31,25124.82,USD,Paid
INV00000352,SO00001521,CUST000149,03/07/2026,2026-05-06,42224.24,EUR,Partially Paid
INV00000353,SO00001933,CUST000220,03/24/2026,2026-05-08,42112.67,CAD,Open
INV00000354,SO00000041,CUST000121,03/20/2026,2026-05-04,26218.20,MXN,Paid
INV00000355,SO00000887,CUST000014,2026-04-24,2026-05-09,16540.43,USD,Partially Paid
INV00000356,SO00002323,CUST000290,2026-04-23,2026-05-23,6398.10,EUR,Paid
INV00000357,SO00001603,CUST000443,2026-03-10,2026-04-09,30593.17,CAD,Partially Paid
INV00000358,SO00002372,CUST000120,05/12/2026,2026-06-26,31127.89,EUR,Open
INV00000359,SO00001111,CUST000126,05/29/2026,2026-06-28,9540.84,USD,Open
INV00000360,SO00002431,CUST000087,05/08/2026,2026-05-23,21304.25,CAD,Partially Paid
INV00000361,SO00001581,CUST000383,02/17/2026,2026-04-03,22739.41,USD,open 
INV00000362,SO00002306,CUST000147,2026-03-31,2026-04-15,6927.59,MXN,open 
INV00000363,SO00000770,CUST000274,2026-02-26,2026-04-27,35374.75,EUR,Cancelled
INV00000364,SO00001334,CUST000065,01/31/2026,2026-03-17,40372.16,USD,Cancelled
INV00000365,SO00000526,CUST000040,04/07/2026,2026-04-22,28233.92,MXN,Open
INV00000366,SO00000069,CUST000176,2026-01-03,2026-02-17,10632.77,USD,open 
INV00000367,SO00001032,CUST000274,2026-05-30,2026-06-29,30179.44,EUR,open 
INV00000368,SO00001695,CUST000401,2026-03-20,2026-04-19,25960.40,CAD,Open
INV00000369,SO00001662,CUST000189,2026-04-21,2026-05-21,13099.70,USD,Paid
INV00000370,SO00000961,CUST000323,03/19/2026,2026-05-03,821.33,EUR,open 
INV00000371,SO00000587,CUST000150,05/13/2026,2026-05-28,26334.98,USD,Open
INV00000372,SO00002249,CUST000179,2026-02-27,2026-04-28,3270.27,USD,open 
INV00000373,SO00002338,CUST000097,2026-03-13,2026-05-12,37659.70,CAD,Paid
INV00000374,SO00002044,CUST000443,05/07/2026,2026-05-22,33019.39,EUR,open 
INV00000375,SO00001622,CUST000163,04/19/2026,2026-05-19,15326.79,CAD,Partially Paid
INV00000376,SO00000021,CUST000359,06/01/2026,2026-07-01,16854.77,CAD,Partially Paid
INV00000377,SO00002166,CUST000360,2026-02-23,2026-04-09,435.97,CAD,Paid
INV00000378,SO00000733,CUST000004,2026-03-30,2026-05-29,167.74,EUR,Open
INV00000379,SO00000451,CUST000365,2026-05-02,2026-05-17,40386.40,CAD,open 
INV00000380,SO00002146,CUST000272,02/01/2026,2026-03-18,4035.47,CAD,Cancelled
INV00000381,SO00000247,CUST000106,2026-02-28,2026-03-15,12631.76,EUR,Partially Paid
INV00000382,SO00002002,CUST000001,2026-02-21,2026-03-23,21905.20,MXN,Paid
INV00000383,SO00002254,CUST000215,03/24/2026,2026-04-23,24788.09,USD,open 
INV00000384,SO00002241,CUST000333,2026-03-16,2026-03-31,10631.25,USD,Partially Paid
INV00000385,SO00001269,CUST000136,02/05/2026,2026-03-07,16816.08,USD,Paid
INV00000386,SO00002200,CUST000333,2026-03-17,2026-04-01,33231.73,USD,Cancelled
INV00000387,SO00002307,CUST000002,04/20/2026,2026-06-19,14270.77,EUR,open 
INV00000388,SO00001237,CUST000317,2026-04-02,2026-05-17,5013.74,EUR,Partially Paid
INV00000389,SO00002028,CUST000049,05/07/2026,2026-06-21,22048.10,USD,Cancelled
INV00000390,SO00000724,CUST000230,03/26/2026,2026-05-25,14972.68,CAD,Paid
INV00000391,SO00001278,CUST000308,2026-05-29,2026-07-13,36708.71,USD,open 
INV00000392,SO00001118,CUST000066,04/19/2026,2026-06-18,44390.50,CAD,Partially Paid
INV00000393,SO00000558,CUST000278,2026-03-16,2026-04-30,23629.88,USD,Partially Paid
INV00000394,SO00000929,CUST000406,04/13/2026,2026-05-13,19412.05,EUR,Partially Paid
INV00000395,SO00001680,CUST000040,2026-02-16,2026-04-17,23845.31,EUR,open 
INV00000396,SO00000836,CUST000370,2026-03-30,2026-04-14,11395.56,EUR,Paid
INV00000397,SO00001368,CUST000019,04/29/2026,2026-06-13,7823.88,EUR,Open
INV00000398,SO00001172,CUST000405,2026-03-16,2026-04-30,2689.22,MXN,open 
INV00000399,SO00000496,CUST000154,2026-01-14,2026-01-29,9055.36,USD,Paid
INV00000400,SO00002305,CUST000253,2026-04-12,2026-06-11,42275.38,USD,Partially Paid
INV00000401,SO00001015,CUST000174,04/18/2026,2026-05-18,10786.94,USD,Cancelled
INV00000402,SO00002259,CUST000057,2026-01-22,2026-03-08,11420.96,EUR,Paid
INV00000403,SO00001832,CUST000399,2026-03-21,2026-04-20,4324.12,EUR,Paid
INV00000404,SO00001630,CUST000134,2026-02-16,2026-03-18,42327.76,USD,Paid
INV00000405,SO00001515,CUST000149,05/15/2026,2026-06-29,34218.91,USD,Partially Paid
INV00000406,SO00000064,CUST000203,2026-03-01,2026-04-15,7832.30,USD,Open
INV00000407,SO00002183,CUST000178,01/24/2026,2026-02-08,15081.47,USD,Partially Paid
INV00000408,SO00002162,CUST000023,2026-05-08,2026-06-07,25930.03,EUR,Open
INV00000409,SO00000131,CUST000110,2026-01-17,2026-03-18,17833.02,MXN,Partially Paid
INV00000410,SO00001167,CUST000194,2026-05-10,2026-06-24,8657.83,USD,open 
INV00000411,SO00002498,CUST000325,04/04/2026,2026-04-19,32145.39,EUR,Paid
INV00000412,SO00000852,CUST000181,2026-01-22,2026-02-06,16118.61,USD,Cancelled
INV00000413,SO00000632,CUST000324,04/30/2026,2026-06-14,27047.38,MXN,Cancelled
INV00000414,SO00000818,CUST000338,2026-02-04,2026-03-21,34153.46,USD,Paid
INV00000415,SO00000152,CUST000005,05/30/2026,2026-07-29,24440.34,USD,Open
INV00000416,SO00000125,CUST000312,2026-06-03,2026-07-18,36976.50,USD,Open
INV00000417,SO00001976,CUST000113,03/10/2026,2026-05-09,31276.38,MXN,Partially Paid
INV00000418,SO00000654,CUST000126,02/13/2026,2026-03-15,34038.21,MXN,Open
INV00000419,SO00000925,CUST000149,06/01/2026,2026-07-31,17537.26,EUR,Cancelled
INV00000420,SO00000086,CUST000007,03/20/2026,2026-05-04,28582.93,USD,Paid
INV00000421,SO00000195,CUST000427,2026-02-13,2026-03-30,30140.46,EUR,Open
INV00000422,SO00001119,CUST000365,2026-02-16,2026-03-18,38645.61,EUR,open 
INV00000423,SO00001110,CUST000333,2026-04-04,2026-04-19,14955.29,USD,Paid
INV00000424,SO00001580,CUST000121,2026-05-18,2026-07-02,11154.56,CAD,Open
INV00000425,SO00002474,CUST000296,2026-03-25,2026-04-09,16908.45,USD,Cancelled
INV00000426,SO00002490,CUST000367,2026-03-31,2026-04-15,25698.24,USD,Cancelled
INV00000427,SO00002070,CUST000285,2026-02-19,2026-04-20,44986.37,EUR,Partially Paid
INV00000428,SO00001162,CUST000069,2026-02-26,2026-04-12,6191.96,USD,Paid
INV00000429,SO00001150,CUST000052,03/29/2026,2026-04-13,28094.40,MXN,Paid
INV00000430,SO00000803,CUST000094,04/18/2026,2026-05-03,23950.45,CAD,Partially Paid
INV00000431,SO00001199,CUST000360,02/25/2026,2026-04-26,19395.91,MXN,Partially Paid
INV00000432,SO00000840,CUST000237,03/09/2026,2026-04-08,15003.34,USD,Cancelled
INV00000433,SO00000634,CUST000092,2026-03-14,2026-04-13,34954.75,EUR,Partially Paid
INV00000434,SO00000869,CUST000040,2026-03-21,2026-04-05,7909.10,CAD,open 
INV00000435,SO00002059,CUST000404,05/20/2026,2026-07-04,31379.78,USD,Open
INV00000436,SO00000709,CUST000141,2026-02-25,2026-03-12,15363.21,MXN,Open
INV00000437,SO00001299,CUST000434,2026-04-07,2026-05-22,1877.53,MXN,open 
INV00000438,SO00000856,CUST000008,2026-03-07,2026-03-22,29314.09,USD,Cancelled
INV00000439,SO00001818,CUST000062,2026-02-24,2026-04-25,1455.62,USD,Cancelled
INV00000440,SO00000730,CUST000157,2026-03-26,2026-04-10,579.67,USD,Open
INV00000441,SO00002289,CUST000028,2026-05-28,2026-07-12,21216.34,EUR,open 
INV00000442,SO00001073,CUST000296,04/25/2026,2026-05-25,15351.13,MXN,Cancelled
INV00000443,SO00000036,CUST000442,06/06/2026,2026-08-05,7763.97,USD,Partially Paid
INV00000444,SO00001635,CUST000398,2026-04-14,2026-04-29,18229.25,USD,Cancelled
INV00000445,SO00000514,CUST000025,2026-03-21,2026-04-20,20818.06,USD,open 
INV00000446,SO00000572,CUST000083,03/09/2026,2026-04-08,31064.26,MXN,open 
INV00000447,SO00001840,CUST000033,06/03/2026,2026-07-18,4654.56,MXN,Cancelled
INV00000448,SO00002005,CUST000317,2026-03-19,2026-04-18,3634.83,USD,Cancelled
INV00000449,SO00000343,CUST000438,2026-06-01,2026-07-16,4897.23,EUR,Paid
INV00000450,SO00001470,CUST000250,2026-02-15,2026-04-16,22337.53,USD,Paid
INV00000451,SO00001192,CUST000339,2026-02-24,2026-04-25,3012.74,EUR,open 
INV00000452,SO00000302,CUST000049,2026-02-04,2026-04-05,24926.55,EUR,Paid
INV00000453,SO00001642,CUST000130,2026-01-23,2026-02-07,27156.02,EUR,Paid
INV00000454,SO00002061,CUST000149,2026-02-07,2026-03-24,22895.40,USD,Partially Paid
INV00000455,SO00000986,CUST000159,04/21/2026,2026-05-21,874.89,CAD,Cancelled
INV00000456,SO00000737,CUST000055,2026-02-04,2026-04-05,8530.47,USD,Open
INV00000457,SO00002451,CUST000261,2026-03-13,2026-04-12,5696.06,MXN,Open
INV00000458,SO00000705,CUST000028,05/31/2026,2026-06-15,30317.29,USD,Open
INV00000459,SO00000565,CUST000095,01/24/2026,2026-02-08,34801.82,EUR,Partially Paid
INV00000460,SO00001848,CUST000418,2026-04-23,2026-06-22,22314.09,USD,Partially Paid
INV00000461,SO00000819,CUST000180,05/03/2026,2026-06-02,35867.71,USD,open 
INV00000462,SO00000747,CUST000317,2026-03-08,2026-03-23,38303.24,EUR,Cancelled
INV00000463,SO00001345,CUST000362,2026-04-09,2026-04-24,15808.31,MXN,Paid
INV00000464,SO00000215,CUST000247,2026-01-26,2026-03-27,19052.53,MXN,Cancelled
INV00000465,SO00001400,CUST000273,04/25/2026,2026-05-25,43247.78,USD,open 
INV00000466,SO00001516,CUST000323,2026-03-31,2026-04-15,26894.07,USD,Open
INV00000467,SO00000666,CUST000040,03/27/2026,2026-05-26,2110.01,EUR,Open
INV00000468,SO00000946,CUST000297,05/28/2026,2026-07-27,25029.61,MXN,open 
INV00000469,SO00002423,CUST000368,05/02/2026,2026-06-01,38835.73,USD,Open
INV00000470,SO00001133,CUST000388,2026-06-01,2026-07-01,42515.17,MXN,Open
INV00000471,SO00000492,CUST000027,2026-06-09,2026-06-24,4492.03,USD,Partially Paid
INV00000472,SO00000404,CUST000220,2026-01-19,2026-03-05,15333.56,CAD,Paid
INV00000473,SO00000313,CUST000192,05/17/2026,2026-06-01,15731.64,USD,open 
INV00000474,SO00000983,CUST000346,02/16/2026,2026-03-03,30337.25,MXN,Paid
INV00000475,SO00000506,CUST000393,03/10/2026,2026-04-24,6139.22,USD,open 
INV00000476,SO00000408,CUST000287,05/27/2026,2026-06-26,28581.30,USD,Cancelled
INV00000477,SO00000202,CUST_UNKNOWN,04/26/2026,2026-06-10,21085.71,USD,Open
INV00000478,SO00002153,CUST000412,02/25/2026,2026-03-12,29334.30,USD,Partially Paid
INV00000479,SO00001116,CUST000439,02/17/2026,2026-03-04,10180.71,USD,open 
INV00000480,SO00002293,CUST000400,04/15/2026,2026-05-30,41731.43,USD,Partially Paid
INV00000481,SO00001962,CUST000231,04/11/2026,2026-05-11,15353.06,USD,Cancelled
INV00000482,SO00001440,CUST000401,01/17/2026,2026-03-03,15572.95,EUR,Paid
INV00000483,SO00000148,CUST000099,2026-03-27,2026-04-11,7582.55,CAD,open 
INV00000484,SO00001369,CUST000233,2026-03-01,2026-04-15,31595.83,USD,Partially Paid
INV00000485,SO00001405,CUST000093,01/16/2026,2026-03-02,27213.43,USD,Cancelled
INV00000486,SO00001741,CUST000316,03/04/2026,2026-03-19,29981.46,USD,Partially Paid
INV00000487,SO00002455,CUST000002,04/09/2026,2026-04-24,41869.91,USD,open 
INV00000488,SO00001613,CUST000046,2026-01-03,2026-03-04,27462.06,MXN,Open
INV00000489,SO00000877,CUST000382,03/27/2026,2026-04-11,4298.54,EUR,open 
INV00000490,SO00002437,CUST000267,03/21/2026,2026-04-20,35994.93,EUR,Partially Paid
INV00000491,SO00002301,CUST000078,05/27/2026,2026-07-11,20771.37,USD,Cancelled
INV00000492,SO00002222,CUST000120,2026-01-13,2026-02-27,42177.39,MXN,open 
INV00000493,SO00000729,CUST000162,04/13/2026,2026-05-28,33365.49,MXN,Open
INV00000494,SO00001363,CUST000267,06/01/2026,2026-07-01,15101.55,USD,Open
INV00000495,SO00000962,CUST000129,2026-02-21,2026-04-07,27000.99,USD,Paid
INV00000496,SO00001591,CUST000376,2026-03-07,2026-03-22,5605.60,CAD,Open
INV00000497,SO00001801,CUST000322,2026-03-25,2026-05-24,19534.32,USD,Cancelled
INV00000498,SO00001862,CUST000337,2026-04-28,2026-06-27,38541.85,USD,Cancelled
INV00000499,SO00001195,CUST000230,01/21/2026,2026-02-20,44722.28,MXN,Partially Paid
INV00000500,SO00000228,CUST000295,2026-05-22,2026-07-21,3562.45,CAD,Open
INV00000501,SO00001264,CUST000299,2026-05-15,2026-06-29,32688.86,EUR,Open
INV00000502,SO00002094,CUST000119,05/22/2026,2026-07-21,19973.52,USD,Open
INV00000503,SO00001060,CUST_UNKNOWN,01/09/2026,2026-02-08,24704.97,EUR,Open
INV00000504,SO00001303,CUST000010,2026-03-26,2026-04-25,23792.06,USD,Partially Paid
INV00000505,SO00001203,CUST000063,03/16/2026,2026-04-15,11936.71,CAD,Partially Paid
INV00000506,SO00000649,CUST000384,04/02/2026,2026-06-01,25823.59,USD,open 
INV00000507,SO00001050,CUST000348,01/21/2026,2026-03-22,6204.67,USD,Open
INV00000508,SO00002198,CUST000218,04/02/2026,2026-04-17,35772.77,MXN,Partially Paid
INV00000509,SO00001313,CUST000410,04/28/2026,2026-05-13,27761.80,EUR,Cancelled
INV00000510,SO00002010,CUST000192,02/12/2026,2026-02-27,15989.36,EUR,Open
INV00000511,SO00000579,CUST000041,01/27/2026,2026-03-13,30427.76,MXN,open 
INV00000512,SO00001760,CUST000018,04/16/2026,2026-06-15,29662.47,USD,Cancelled
INV00000513,SO00001158,CUST000373,2026-01-27,2026-03-28,15349.16,EUR,Cancelled
INV00000514,SO00001983,CUST000077,02/10/2026,2026-03-27,37789.81,USD,Paid
INV00000515,SO00001518,CUST000029,2026-01-09,2026-03-10,33698.20,MXN,Paid
INV00000516,SO00001142,CUST000110,04/17/2026,2026-06-01,42431.42,USD,Cancelled
INV00000517,SO00001682,CUST000363,04/07/2026,2026-05-22,7939.53,USD,Paid
INV00000518,SO00002171,CUST000224,04/21/2026,2026-05-06,31906.07,EUR,Paid
INV00000519,SO00000939,CUST000181,2026-04-22,2026-05-22,1969.79,EUR,Open
INV00000520,SO00002482,CUST000309,2026-06-03,2026-07-18,23784.38,EUR,Paid
INV00000521,SO00002109,CUST000418,03/22/2026,2026-05-06,44923.67,USD,Cancelled
INV00000522,SO00000872,CUST000062,02/03/2026,2026-03-05,20649.80,USD,open 
INV00000523,SO00000696,CUST000006,2026-05-09,2026-06-08,21846.78,USD,open 
INV00000524,SO00002099,CUST000331,02/15/2026,2026-04-16,41552.24,USD,Cancelled
INV00000525,SO00000775,CUST000305,2026-05-27,2026-07-11,24433.93,MXN,open 
INV00000526,SO00001758,CUST000361,2026-02-18,2026-04-19,13702.62,USD,open 
INV00000527,SO00001489,CUST000080,2026-02-11,2026-02-26,3674.25,CAD,Cancelled
INV00000528,SO00000619,CUST000230,04/09/2026,2026-06-08,15663.93,MXN,Open
INV00000529,SO00001025,CUST000254,04/23/2026,2026-06-22,30390.20,MXN,Cancelled
INV00000530,SO00000217,CUST000192,2026-01-25,2026-02-09,29430.47,USD,Paid
INV00000531,SO00001238,CUST000043,05/29/2026,2026-06-28,31607.43,CAD,open 
INV00000532,SO00000942,CUST_UNKNOWN,05/03/2026,2026-06-02,41346.20,USD,open 
INV00000533,SO00001920,CUST000163,01/19/2026,2026-02-18,25817.54,MXN,open 
INV00000534,SO00000603,CUST000243,2026-05-01,2026-05-16,17823.96,USD,Cancelled
INV00000535,SO00000027,CUST000075,06/02/2026,2026-07-17,41075.79,USD,Open
INV00000536,SO00000354,CUST000143,02/10/2026,2026-02-25,25412.74,USD,Partially Paid
INV00000537,SO00000776,CUST000033,2026-03-06,2026-03-21,39316.51,USD,open 
INV00000538,SO00001538,CUST000272,2026-03-26,2026-05-25,4801.95,EUR,Open
INV00000539,SO00000892,CUST000370,2026-02-02,2026-03-19,11025.54,EUR,open 
INV00000540,SO00002048,CUST000177,2026-02-08,2026-03-10,12118.01,EUR,Paid
INV00000541,SO00000356,CUST000094,05/10/2026,2026-06-09,22542.83,MXN,open 
INV00000542,SO00002177,CUST000317,02/18/2026,2026-04-04,12979.85,EUR,Paid
INV00000543,SO00001052,CUST000293,2026-05-17,2026-06-01,19423.14,USD,open 
INV00000544,SO00001175,CUST000366,2026-04-23,2026-05-23,19033.36,EUR,Cancelled
INV00000545,SO00001097,CUST000108,2026-03-12,2026-04-26,37114.45,EUR,Cancelled
INV00000546,SO00000550,CUST000411,04/30/2026,2026-06-14,12494.46,USD,open 
INV00000547,SO00000348,CUST000050,05/14/2026,2026-05-29,24280.10,CAD,Open
INV00000548,SO00000406,CUST000065,2026-01-21,2026-02-20,26344.36,USD,Partially Paid
INV00000549,SO00001833,CUST000041,2026-03-09,2026-05-08,33805.12,CAD,Partially Paid
INV00000550,SO00001348,CUST000300,02/16/2026,2026-03-03,28276.51,USD,open 
INV00000551,SO00001730,CUST000409,02/08/2026,2026-02-23,18130.52,MXN,Open
INV00000552,SO00000815,CUST000220,2026-06-06,2026-06-21,6310.87,EUR,Paid
INV00000553,SO00001896,CUST000167,2026-04-21,2026-05-21,42694.55,USD,Partially Paid
INV00000554,SO00001459,CUST000055,03/10/2026,2026-03-25,17484.41,USD,open 
INV00000555,SO00000268,CUST000240,03/07/2026,2026-04-06,35673.91,USD,open 
INV00000556,SO00001715,CUST000075,05/10/2026,2026-07-09,26729.04,USD,Partially Paid
INV00000557,SO00000857,CUST000262,2026-02-12,2026-03-14,29452.36,MXN,Open
INV00000558,SO00002090,CUST000236,04/08/2026,2026-04-23,17111.39,USD,Partially Paid
INV00000559,SO00001284,CUST000336,06/06/2026,2026-08-05,38319.55,USD,Partially Paid
INV00000560,SO00001951,CUST000219,02/23/2026,2026-04-09,13656.28,USD,Partially Paid
INV00000561,SO00001707,CUST000303,01/14/2026,2026-02-28,6010.63,EUR,Partially Paid
INV00000562,SO00002472,CUST000242,2026-04-05,2026-04-20,35169.10,CAD,Open
INV00000563,SO00001525,CUST000181,04/27/2026,2026-06-26,20968.35,CAD,open 
INV00000564,SO00001645,CUST000281,03/22/2026,2026-05-21,40018.10,EUR,Partially Paid
INV00000565,SO00000484,CUST000348,05/12/2026,2026-07-11,31267.98,CAD,Cancelled
INV00000566,SO00000712,CUST000016,06/11/2026,2026-06-26,29730.85,CAD,Open
INV00000567,SO00001912,CUST000246,05/07/2026,2026-05-22,28906.48,USD,Cancelled
INV00000568,SO_UNKNOWN,CUST000334,2026-02-24,2026-03-26,29559.07,EUR,Partially Paid
INV00000569,SO00000989,CUST000337,2026-05-20,2026-07-19,19417.21,MXN,Open
INV00000570,SO00000103,CUST000441,2026-06-10,2026-07-10,20412.01,USD,Partially Paid
INV00000571,SO00000205,CUST000330,2026-02-05,2026-02-20,41165.72,CAD,Partially Paid
INV00000572,SO00001417,CUST000316,03/08/2026,2026-05-07,9259.29,MXN,Partially Paid
INV00000573,SO00001295,CUST000049,2026-05-18,2026-06-17,4739.48,USD,Cancelled
INV00000574,SO00000058,CUST000066,01/23/2026,2026-02-07,11032.96,MXN,open 
INV00000575,SO00000585,CUST000174,01/18/2026,2026-03-19,34362.06,USD,Open
INV00000576,SO00001601,CUST000064,2026-05-07,2026-07-06,11135.23,USD,Paid
INV00000577,SO00002003,CUST000330,2026-04-28,2026-06-12,28226.65,USD,Partially Paid
INV00000578,SO00001214,CUST000402,02/02/2026,2026-03-19,21942.67,CAD,Open
INV00000579,SO00000759,CUST000081,01/30/2026,2026-03-01,23815.51,EUR,Open
INV00000580,SO00000974,CUST000148,01/17/2026,2026-02-16,39807.30,USD,Open
INV00000581,SO00001151,CUST000110,2026-03-27,2026-04-26,4944.88,USD,Cancelled
INV00000582,SO00000468,CUST000363,02/26/2026,2026-03-13,10606.51,MXN,Paid
INV00000583,SO00000345,CUST000029,2026-05-19,2026-07-03,20463.88,CAD,open 
INV00000584,SO00001384,CUST000238,2026-06-03,2026-06-18,29267.00,MXN,Paid
INV00000585,SO00002247,CUST000241,2026-06-09,2026-06-24,21463.99,CAD,Open
INV00000586,SO00000628,CUST000188,2026-01-08,2026-01-23,43712.69,EUR,Partially Paid
INV00000587,SO00001109,CUST000297,04/26/2026,2026-06-10,bad,USD,Partially Paid
INV00000588,SO00002390,CUST000235,2026-04-14,2026-06-13,30974.17,MXN,Open
INV00000589,SO00000702,CUST000149,2026-05-24,2026-06-23,2483.38,EUR,open 
INV00000590,SO00001341,CUST000194,2026-02-24,2026-04-10,2767.26,EUR,open 
INV00000591,SO00000593,CUST000013,2026-01-30,2026-03-16,19804.38,CAD,open 
INV00000592,SO00002329,CUST000389,2026-04-15,2026-04-30,33450.27,EUR,Open
INV00000593,SO00000382,CUST000253,2026-06-12,2026-07-27,15641.21,MXN,open 
INV00000594,SO00002036,CUST000070,04/02/2026,2026-04-17,16010.37,USD,Paid
INV00000595,SO00002343,CUST000339,04/17/2026,2026-06-16,18357.71,USD,open 
INV00000596,SO00000969,CUST000081,2026-05-05,2026-06-19,2365.46,CAD,Cancelled
INV00000597,SO00002322,CUST000212,04/28/2026,2026-06-27,25450.19,MXN,Cancelled
INV00000598,SO00002046,CUST000068,2026-03-20,2026-05-04,41509.78,EUR,Partially Paid
INV00000599,SO00001058,CUST000248,05/23/2026,2026-07-22,18084.25,USD,Open
INV00000600,SO00001775,CUST000206,2026-03-04,2026-04-03,12765.06,CAD,Partially Paid
INV00000601,SO00002229,CUST000004,2026-02-02,2026-02-17,8118.48,EUR,Partially Paid
INV00000602,SO00001329,CUST000331,2026-04-21,2026-05-06,43511.74,USD,Cancelled
INV00000603,SO00001743,CUST000108,2026-03-11,2026-04-10,43125.20,MXN,Paid
INV00000604,SO00000083,CUST000373,2026-06-02,2026-07-02,27844.91,USD,Open
INV00000605,SO00001770,CUST000284,01/20/2026,2026-02-19,25654.35,CAD,open 
INV00000606,SO00002143,CUST000252,2026-06-10,2026-07-10,15833.40,CAD,Paid
INV00000607,SO00001360,CUST000163,05/31/2026,2026-07-15,11657.89,USD,open 
INV00000608,SO00001008,CUST000288,2026-02-27,2026-03-14,17360.30,USD,Paid
INV00000609,SO00001016,CUST000394,03/01/2026,2026-04-30,8899.60,USD,Partially Paid
INV00000610,SO00001342,CUST000330,2026-05-15,2026-06-14,1028.39,CAD,Open
INV00000611,SO00002012,CUST000127,05/09/2026,2026-07-08,32228.38,EUR,Cancelled
INV00000612,SO00002258,CUST000226,01/25/2026,2026-03-11,38267.92,USD,Cancelled
INV00000613,SO00001617,CUST000167,06/10/2026,2026-06-25,25519.56,MXN,Partially Paid
INV00000614,SO00001504,CUST000157,02/15/2026,2026-04-01,33782.27,MXN,Partially Paid
INV00000615,SO00002379,CUST000198,2026-01-07,2026-03-08,28314.20,USD,open 
INV00000616,SO00002172,CUST000447,06/09/2026,2026-07-24,22503.99,USD,Paid
