snapshot_date,warehouse_id,product_id,on_hand_qty,allocated_qty,available_qty,reorder_point,safety_stock_qty,inventory_status
2026-01-31,WH0006,SKU0000289,924,225,699,500,50,Overstock
2026-01-31,WH0006,SKU0000280,1407,44,1363,50,200,healthy 
2026-01-31,WH0006,SKU0000583,57,41,16,250,25,Healthy
2026-01-31,WH0006,SKU0000104,464,201,263,250,100,Stockout
2026-01-31,WH0006,SKU0000359,647,168,479,50,100,Healthy
2026-01-31,WH0006,SKU0000168,986,18,968,50,100,Low
2026-01-31,WH0006,SKU0000523,1017,429,588,100,100,Low
2026-01-31,WH0006,SKU0000085,1802,51,1751,50,25,Overstock
2026-01-31,WH0006,SKU0000614,1170,425,745,250,100,Stockout
2026-01-31,WH0006,SKU0000142,839,344,495,250,50,Healthy
2026-01-31,WH0006,SKU0000014,305,214,91,100,50,healthy 
2026-01-31,WH0006,SKU0000195,157,95,62,500,100,Stockout
2026-01-31,WH0006,SKU0000157,421,160,261,250,100,Overstock
2026-01-31,WH0006,SKU0000600,430,419,11,100,25,healthy 
2026-01-31,WH0006,SKU0000682,182,26,156,100,200,Overstock
2026-01-31,WH0006,SKU0000113,101,48,53,100,25,Overstock
2026-01-31,WH0006,SKU0000410,868,38,830,500,100,Overstock
2026-01-31,WH0006,SKU0000086,335,310,25,500,200,Healthy
2026-01-31,WH0006,SKU0000592,1274,59,1215,100,100,healthy 
2026-01-31,WH0006,SKU0000563,543,4,539,50,200,Low
2026-01-31,WH0006,SKU0000338,1600,394,1206,100,100,Low
2026-01-31,WH0006,SKU0000441,233,132,101,100,25,Healthy
2026-01-31,WH0006,SKU0000483,1690,174,1516,50,50,Overstock
2026-01-31,WH0006,SKU0000403,273,225,48,500,100,Stockout
2026-01-31,WH0006,SKU0000326,187,99,88,500,50,Stockout
2026-01-31,WH0006,SKU0000416,1561,108,1453,100,200,Healthy
2026-01-31,WH0006,SKU0000603,10,2,8,500,25,healthy 
2026-01-31,WH0006,SKU0000160,706,445,261,50,50,Stockout
2026-01-31,WH0006,SKU0000418,1987,457,1530,250,50,Overstock
2026-01-31,WH0006,SKU0000402,487,142,345,250,100,healthy 
2026-01-31,WH0006,SKU0000485,289,124,165,50,25,Overstock
2026-01-31,WH0006,SKU0000017,1863,205,1658,500,50,Stockout
2026-01-31,WH0006,SKU0000518,1745,246,1499,500,200,Healthy
2026-01-31,WH0006,SKU0000538,244,229,15,100,100,healthy 
2026-01-31,WH0006,SKU0000462,406,361,45,50,200,Low
2026-01-31,WH0006,SKU0000093,401,35,366,500,200,Healthy
2026-01-31,WH0006,SKU0000179,727,129,598,100,50,Low
2026-01-31,WH0006,SKU0000330,1776,382,1394,250,100,Stockout
2026-01-31,WH0006,SKU0000244,1584,265,1319,50,200,Low
2026-01-31,WH0006,SKU0000148,876,429,447,50,50,Healthy
2026-01-31,WH0006,SKU0000208,1905,414,1491,50,25,Overstock
2026-01-31,WH0006,SKU0000535,1707,92,1615,250,50,Healthy
2026-01-31,WH0006,SKU0000164,115,92,23,100,25,Overstock
2026-01-31,WH0006,SKU0000286,1943,156,1787,50,25,Healthy
2026-01-31,WH0006,SKU0000053,17,10,7,100,200,Stockout
2026-01-31,WH0006,SKU0000215,238,153,85,50,25,Healthy
2026-01-31,WH0006,SKU0000554,777,143,634,100,200,Stockout
2026-01-31,WH0006,SKU0000024,760,422,338,100,50,healthy 
2026-01-31,WH0006,SKU0000509,1376,287,1089,100,25,Healthy
2026-01-31,WH0006,SKU0000631,365,29,336,100,50,healthy 
2026-01-31,WH0006,SKU0000114,181,107,74,50,100,Low
2026-01-31,WH0006,SKU0000155,1828,340,1488,50,100,Healthy
2026-01-31,WH0006,SKU0000159,740,136,604,100,25,Low
2026-01-31,WH0007,SKU0000098,808,26,782,100,50,Stockout
2026-01-31,WH0007,SKU0000053,1203,310,893,50,200,Healthy
2026-01-31,WH0007,SKU0000410,1843,272,1571,50,200,Overstock
2026-01-31,WH0007,SKU0000171,1711,120,1591,500,25,Overstock
2026-01-31,WH0007,SKU0000367,538,239,299,250,25,Stockout
2026-01-31,WH0007,SKU0000411,641,312,329,50,25,Healthy
2026-01-31,WH0007,SKU0000223,1486,5,1481,250,25,Low
2026-01-31,WH0007,SKU0000365,673,371,302,250,200,Overstock
2026-01-31,WH0007,SKU0000003,340,235,105,50,25,Healthy
2026-01-31,WH0007,SKU0000577,1267,282,985,100,200,Stockout
2026-01-31,WH0007,SKU0000545,1253,58,1195,100,100,Overstock
2026-01-31,WH0007,SKU0000298,279,257,22,50,200,Low
2026-01-31,WH0007,SKU0000488,720,235,485,50,200,Overstock
2026-01-31,WH0007,SKU0000273,887,437,450,500,25,Healthy
2026-01-31,WH0007,SKU0000479,1668,450,1218,50,25,Low
2026-01-31,WH0007,SKU0000382,1324,104,1220,100,25,Overstock
2026-01-31,WH0007,SKU0000076,1086,103,983,500,50,Low
2026-01-31,WH0007,SKU0000637,971,457,514,250,50,Low
2026-01-31,WH0007,SKU0000302,1027,7,1020,100,25,healthy 
2026-01-31,WH0007,SKU0000226,367,60,307,500,100,Stockout
2026-01-31,WH0007,SKU0000246,1658,354,1304,100,50,Low
2026-01-31,WH0007,SKU0000542,1371,264,1107,50,25,Overstock
2026-01-31,WH0007,SKU0000487,417,287,130,500,200,Overstock
2026-01-31,WH0007,SKU0000517,1502,233,1269,500,25,Healthy
2026-01-31,WH0007,SKU0000052,626,38,588,500,50,Stockout
2026-01-31,WH0007,SKU0000621,311,141,170,50,100,Low
2026-01-31,WH0007,SKU0000385,1815,1,1814,100,25,Overstock
2026-01-31,WH0007,SKU0000031,104,43,61,500,25,healthy 
2026-01-31,WH0007,SKU0000224,629,351,278,500,50,Stockout
2026-01-31,WH0007,SKU0000296,1146,264,882,500,100,healthy 
2026-01-31,WH0007,SKU0000253,1394,113,1281,50,100,Low
2026-01-31,WH0007,SKU0000204,734,189,545,250,200,Healthy
2026-01-31,WH0007,SKU0000221,1150,133,1017,500,200,Overstock
2026-01-31,WH0007,SKU0000676,182,5,177,50,100,Stockout
2026-01-31,WH0007,SKU0000113,1244,92,1152,100,100,Healthy
2026-01-31,WH0007,SKU0000455,32,22,10,50,100,Stockout
2026-01-31,WH0007,SKU0000064,921,482,439,250,25,healthy 
2026-01-31,WH0007,SKU0000147,949,381,568,250,100,Stockout
2026-01-31,WH0007,SKU0000470,576,111,465,100,25,Stockout
2026-01-31,WH0007,SKU0000324,1859,490,1369,50,50,Overstock
2026-01-31,WH0007,SKU0000234,491,16,475,250,25,healthy 
2026-01-31,WH0007,SKU0000056,1444,404,1040,50,200,Overstock
2026-01-31,WH0007,SKU0000342,1685,156,1529,250,100,healthy 
2026-01-31,WH0007,SKU0000511,528,21,507,500,50,Overstock
2026-01-31,WH0007,SKU0000566,1039,356,683,50,25,Low
2026-01-31,WH0007,SKU0000439,1582,301,1281,500,100,Low
2026-01-31,WH0007,SKU0000528,579,317,262,250,50,Overstock
2026-01-31,WH0007,SKU0000027,996,444,552,100,50,Overstock
2026-01-31,WH0007,SKU0000151,421,74,347,50,25,healthy 
2026-01-31,WH0007,SKU0000432,680,471,209,250,50,healthy 
2026-01-31,WH0007,SKU0000400,1609,305,1304,250,200,Overstock
2026-01-31,WH0007,SKU0000245,65,61,4,250,50,Overstock
2026-01-31,WH0007,SKU0000236,1072,3,1069,100,50,Healthy
2026-01-31,WH0007,SKU0000249,942,352,590,50,100,healthy 
2026-01-31,WH0007,SKU0000200,1942,413,1529,500,25,healthy 
2026-01-31,WH0007,SKU0000452,976,352,624,250,200,Stockout
2026-01-31,WH0007,SKU0000348,1011,349,662,250,25,Low
2026-01-31,WH0007,SKU0000579,462,254,208,50,50,Overstock
2026-01-31,WH0007,SKU0000179,486,163,323,100,25,Healthy
2026-01-31,WH0007,SKU0000037,1409,419,990,50,25,Healthy
2026-01-31,WH0007,SKU0000304,906,459,447,100,100,Overstock
2026-01-31,WH0007,SKU0000180,1945,161,1784,50,100,Low
2026-01-31,WH0007,SKU0000673,1356,284,1072,100,200,Stockout
2026-01-31,WH0007,SKU0000036,279,132,147,50,50,healthy 
2026-01-31,WH0007,SKU0000389,818,212,606,250,50,healthy 
2026-01-31,WH0007,SKU0000160,1555,341,1214,100,100,Low
2026-01-31,WH0007,SKU0000267,1500,407,1093,100,200,Overstock
2026-01-31,WH0007,SKU0000293,296,284,12,50,200,healthy 
2026-01-31,WH0007,SKU0000384,950,471,479,500,200,Stockout
2026-01-31,WH0007,SKU0000308,513,18,495,250,25,Stockout
2026-01-31,WH0007,SKU0000333,1553,386,1167,50,100,Overstock
2026-01-31,WH0007,SKU0000627,443,427,16,250,25,Stockout
2026-01-31,WH0007,SKU0000573,752,392,360,500,50,Low
2026-01-31,WH0007,SKU0000081,927,364,563,50,25,Healthy
2026-01-31,WH0007,SKU0000468,57,12,45,500,50,Low
2026-01-31,WH0007,SKU0000585,1354,222,1132,250,50,Stockout
2026-01-31,WH0007,SKU0000326,711,416,295,250,25,Stockout
2026-01-31,WH0007,SKU0000320,1205,89,1116,100,100,Overstock
2026-01-31,WH0007,SKU0000046,1038,322,716,100,100,Stockout
2026-01-31,WH0007,SKU0000150,1213,40,1173,50,200,healthy 
2026-01-31,WH0007,SKU0000600,1384,132,1252,250,50,Low
2026-01-31,WH0007,SKU0000244,882,250,632,500,50,healthy 
2026-01-31,WH0007,SKU0000024,861,457,404,50,200,Overstock
2026-01-31,WH0007,SKU0000429,499,39,460,50,100,Stockout
2026-01-31,WH0007,SKU0000351,1830,80,1750,50,200,Low
2026-01-31,WH0007,SKU0000077,323,56,267,50,200,healthy 
2026-01-31,WH0007,SKU0000217,726,407,319,50,100,Healthy
2026-01-31,WH0007,SKU0000690,573,421,152,250,200,Overstock
2026-01-31,WH0007,SKU0000448,820,154,666,500,200,Stockout
2026-01-31,WH0007,SKU0000054,484,220,264,100,100,healthy 
2026-01-31,WH0007,SKU0000509,1615,57,1558,250,100,Stockout
2026-01-31,WH0007,SKU0000303,455,3,452,500,25,Low
2026-01-31,WH0007,SKU0000029,932,388,544,50,25,Low
2026-01-31,WH0007,SKU0000112,1302,437,865,500,200,Overstock
2026-01-31,WH0007,SKU0000506,827,370,457,50,100,Healthy
2026-01-31,WH0007,SKU0000178,1189,474,715,500,50,Overstock
2026-01-31,WH0007,SKU0000605,1404,369,1035,100,100,Healthy
2026-01-31,WH0007,SKU0000323,920,369,551,100,50,Stockout
2026-01-31,WH0007,SKU0000683,1655,497,1158,50,100,Low
2026-01-31,WH0007,SKU0000372,629,168,461,500,25,Stockout
2026-01-31,WH0007,SKU0000240,1277,59,1218,100,200,healthy 
2026-01-31,WH0007,SKU0000216,209,194,15,50,200,Low
2026-01-31,WH0007,SKU0000550,984,198,786,500,200,healthy 
2026-01-31,WH0007,SKU0000092,1319,35,1284,100,100,Healthy
2026-01-31,WH0007,SKU0000173,1204,205,999,250,25,Overstock
2026-01-31,WH0007,SKU0000195,1702,471,1231,100,25,Stockout
2026-01-31,WH0007,SKU0000494,273,25,248,50,25,Stockout
2026-01-31,WH0007,SKU0000553,766,330,436,100,25,healthy 
2026-01-31,WH0007,SKU0000106,1908,269,1639,50,25,healthy 
2026-01-31,WH0007,SKU0000603,650,422,228,250,50,Overstock
2026-01-31,WH0007,SKU0000208,924,153,771,500,200,healthy 
2026-01-31,WH0007,SKU0000243,808,175,633,100,50,healthy 
2026-01-31,WH0007,SKU0000464,650,234,416,500,50,Overstock
2026-01-31,WH0007,SKU0000261,1326,481,845,500,50,Stockout
2026-01-31,WH0007,SKU0000091,959,434,525,250,50,Stockout
2026-01-31,WH0007,SKU0000086,1170,67,1103,50,25,Overstock
2026-01-31,WH0007,SKU0000467,729,11,718,50,200,Overstock
2026-01-31,WH0007,SKU0000418,798,60,738,100,25,Overstock
2026-01-31,WH0007,SKU0000386,1437,129,1308,50,25,Healthy
2026-01-31,WH0007,SKU_UNKNOWN,1828,158,1670,100,25,Low
2026-01-31,WH0007,SKU0000192,1255,175,1080,100,100,Low
2026-01-31,WH0007,SKU0000215,845,150,695,100,50,Healthy
2026-01-31,WH0007,SKU0000198,1922,447,1475,250,200,Overstock
2026-01-31,WH0007,SKU0000546,323,264,59,250,200,Low
2026-01-31,WH0007,SKU0000306,304,140,164,50,200,Stockout
2026-01-31,WH0007,SKU0000524,75,70,5,500,100,Low
2026-01-31,WH0007,SKU0000305,1380,228,1152,50,100,Healthy
2026-01-31,WH0007,SKU0000485,318,107,211,250,100,healthy 
2026-01-31,WH0007,SKU0000425,1177,422,755,100,50,healthy 
2026-01-31,WH0007,SKU0000646,133,88,45,100,200,Overstock
2026-01-31,WH0007,SKU_UNKNOWN,630,194,436,50,200,Healthy
2026-01-31,WH0007,SKU0000094,393,107,286,250,100,Overstock
2026-01-31,WH0007,SKU0000563,1135,369,766,100,50,Stockout
2026-01-31,WH0007,SKU0000156,1076,344,732,50,200,healthy 
2026-01-31,WH0007,SKU0000628,1685,259,1426,50,100,Low
2026-01-31,WH0007,SKU0000122,1904,292,1612,500,200,Stockout
2026-01-31,WH0007,SKU0000118,1075,165,910,100,100,Healthy
2026-01-31,WH0007,SKU0000562,1323,484,839,50,100,Stockout
2026-01-31,WH0007,SKU0000651,1490,453,1037,500,200,Low
2026-01-31,WH0007,SKU0000194,131,38,93,500,25,Healthy
2026-01-31,WH0007,SKU0000602,854,448,406,500,50,Overstock
2026-01-31,WH0007,SKU0000161,1360,11,1349,100,100,Stockout
2026-01-31,WH0007,SKU0000504,1900,112,1788,500,200,healthy 
2026-01-31,WH0007,SKU0000164,523,244,279,50,25,Stockout
2026-01-31,WH0007,SKU0000625,696,495,201,250,25,Healthy
2026-01-31,WH0007,SKU0000629,214,28,186,250,25,Overstock
2026-01-31,WH0007,SKU0000142,253,120,133,100,50,Overstock
2026-01-31,WH0007,SKU0000155,209,40,169,100,50,healthy 
2026-01-31,WH0007,SKU0000564,325,323,2,500,100,Low
2026-01-31,WH0007,SKU0000294,330,212,118,500,100,Overstock
2026-01-31,WH0007,SKU0000114,1451,223,1228,250,200,Stockout
2026-01-31,WH0007,SKU0000222,227,26,201,250,50,Stockout
2026-01-31,WH0007,SKU0000417,1111,37,1074,500,25,Low
2026-01-31,WH0007,SKU0000515,158,138,20,50,200,Stockout
2026-01-31,WH0007,SKU0000555,1411,351,1060,500,50,Overstock
2026-01-31,WH0007,SKU0000568,452,27,425,100,25,Overstock
2026-01-31,WH0007,SKU0000590,1337,445,892,100,100,Overstock
2026-01-31,WH0007,SKU0000099,280,83,197,500,200,Healthy
2026-01-31,WH0007,SKU0000397,1400,139,1261,250,100,Stockout
2026-01-31,WH0007,SKU0000225,1231,449,782,100,200,Stockout
2026-01-31,WH0007,SKU0000168,1521,175,1346,500,50,Overstock
2026-01-31,WH0007,SKU0000383,146,144,2,500,200,healthy 
2026-01-31,WH0007,SKU0000144,1362,73,1289,100,50,Low
2026-01-31,WH0007,SKU0000516,969,365,604,250,100,Healthy
2026-01-31,WH0007,SKU0000286,1350,433,917,250,25,healthy 
2026-01-31,WH0007,SKU0000532,567,402,165,50,100,Low
2026-01-31,WH0007,SKU0000153,110,63,47,50,100,Healthy
2026-01-31,WH0007,SKU0000518,1079,89,990,250,25,Overstock
2026-01-31,WH0007,SKU0000572,504,277,227,100,25,healthy 
2026-01-31,WH0007,SKU0000239,658,235,423,50,25,healthy 
2026-01-31,WH0007,SKU0000233,203,72,131,50,100,Stockout
2026-01-31,WH0007,SKU0000193,1811,498,1313,250,25,Overstock
2026-01-31,WH0007,SKU0000185,1547,260,1287,100,50,Low
2026-01-31,WH0007,SKU0000145,777,282,495,50,50,healthy 
2026-01-31,WH0007,SKU0000445,77,67,10,500,200,Overstock
2026-01-31,WH0007,SKU0000405,275,5,270,100,100,Low
2026-01-31,WH0007,SKU0000503,948,469,479,100,100,Stockout
2026-01-31,WH0007,SKU0000443,758,127,631,500,100,healthy 
2026-01-31,WH0007,SKU0000291,142,63,79,50,200,Healthy
2026-01-31,WH0007,SKU0000675,1121,9,1112,500,200,Overstock
2026-01-31,WH0007,SKU0000402,504,303,201,50,200,Stockout
2026-01-31,WH0007,SKU0000020,33,27,6,250,50,Overstock
2026-01-31,WH0007,SKU0000565,34,3,31,500,100,Overstock
2026-01-31,WH0007,SKU0000072,1617,345,1272,50,25,Low
2026-01-31,WH0007,SKU0000355,1455,206,1249,500,200,Low
2026-01-31,WH0007,SKU0000331,521,250,271,500,100,healthy 
2026-01-31,WH0007,SKU0000111,156,3,153,250,100,Low
2026-01-31,WH0007,SKU0000201,1894,151,1743,50,25,healthy 
2026-01-31,WH0007,SKU0000007,301,177,124,50,25,Overstock
2026-01-31,WH0007,SKU0000463,1452,486,966,100,25,Stockout
2026-01-31,WH0007,SKU0000624,766,118,648,100,100,Stockout
2026-01-31,WH0007,SKU0000588,1105,471,634,100,50,healthy 
2026-01-31,WH0007,SKU0000583,1557,187,1370,50,200,Stockout
2026-01-31,WH0007,SKU0000379,53,31,22,250,50,Low
2026-01-31,WH0007,SKU0000534,448,251,197,500,50,healthy 
2026-01-31,WH0007,SKU0000283,1906,349,1557,250,100,Overstock
2026-01-31,WH0007,SKU0000256,321,211,110,500,25,Low
2026-01-31,WH0007,SKU0000049,1407,351,1056,100,25,Overstock
2026-01-31,WH0007,SKU0000500,1418,479,939,500,100,Healthy
2026-01-31,WH0007,SKU0000538,610,403,207,100,25,Stockout
2026-01-31,WH0008,SKU0000052,891,136,755,50,50,Overstock
2026-01-31,WH0008,SKU0000445,1596,188,1408,250,100,healthy 
2026-01-31,WH0008,SKU0000666,1111,229,882,50,50,Stockout
2026-01-31,WH0008,SKU0000034,954,119,835,500,100,Overstock
2026-01-31,WH0008,SKU0000198,386,128,258,500,200,Low
2026-01-31,WH0008,SKU0000306,530,62,468,500,100,healthy 
2026-01-31,WH0008,SKU0000400,5,1,4,500,50,Low
2026-01-31,WH0008,SKU0000355,48,13,35,50,50,Stockout
2026-01-31,WH0008,SKU0000600,1291,428,863,50,200,Low
2026-01-31,WH0008,SKU0000244,1615,212,1403,50,200,Healthy
2026-01-31,WH0008,SKU0000036,1526,108,1418,50,200,Overstock
2026-01-31,WH0008,SKU0000159,1341,496,845,50,200,Stockout
2026-01-31,WH0008,SKU0000342,1277,119,1158,100,50,Stockout
2026-01-31,WH0008,SKU0000500,834,245,589,50,25,Low
2026-01-31,WH0008,SKU0000372,227,52,175,500,50,Overstock
2026-01-31,WH0008,SKU0000027,1178,419,759,500,200,Low
2026-01-31,WH0008,SKU0000438,737,202,535,50,50,Stockout
2026-01-31,WH0008,SKU0000535,1009,328,681,50,50,healthy 
2026-01-31,WH0008,SKU0000118,1130,8,1122,250,25,Overstock
2026-01-31,WH0008,SKU0000289,794,279,515,250,25,Overstock
2026-01-31,WH0008,SKU0000515,1993,480,1513,50,100,Low
2026-01-31,WH0008,SKU0000601,1776,356,1420,500,25,Overstock
2026-01-31,WH0008,SKU0000605,1303,422,881,50,100,Stockout
2026-01-31,WH0008,SKU0000463,722,269,453,50,50,Overstock
2026-01-31,WH0008,SKU0000104,1789,173,1616,50,200,healthy 
2026-01-31,WH0008,SKU0000359,858,71,787,100,200,Overstock
2026-01-31,WH0008,SKU0000273,158,140,18,50,200,Stockout
2026-01-31,WH0008,SKU0000567,1536,66,1470,500,25,Overstock
2026-01-31,WH0008,SKU0000157,320,52,268,500,25,Healthy
2026-01-31,WH0008,SKU0000010,870,200,670,50,200,Overstock
2026-01-31,WH0008,SKU0000614,1012,423,589,50,200,Overstock
2026-01-31,WH0008,SKU0000593,256,170,86,100,100,Low
2026-01-31,WH0008,SKU0000193,180,66,114,250,25,Low
2026-01-31,WH0008,SKU0000556,438,348,90,500,200,healthy 
2026-01-31,WH0008,SKU0000322,1184,272,912,500,200,Overstock
2026-01-31,WH0008,SKU0000133,1786,304,1482,250,25,healthy 
2026-01-31,WH0008,SKU0000517,1366,339,1027,100,50,Healthy
2026-01-31,WH0008,SKU0000554,15,13,2,50,200,Low
2026-01-31,WH0008,SKU0000432,939,166,773,100,50,Healthy
2026-01-31,WH0008,SKU0000506,1754,397,1357,250,50,Low
2026-01-31,WH0008,SKU0000132,387,276,111,500,50,Low
2026-01-31,WH0008,SKU0000653,1719,333,1386,250,200,Low
2026-01-31,WH0008,SKU0000219,265,147,118,50,100,Healthy
2026-01-31,WH0008,SKU0000518,1667,138,1529,50,100,Overstock
2026-01-31,WH0008,SKU0000537,484,96,388,100,100,Overstock
2026-01-31,WH0008,SKU0000049,133,132,1,250,200,Overstock
2026-01-31,WH0008,SKU0000651,523,370,153,100,25,healthy 
2026-01-31,WH0008,SKU0000195,1467,297,1170,500,25,Overstock
2026-01-31,WH0008,SKU0000072,1371,483,888,100,100,Stockout
2026-01-31,WH0008,SKU0000573,1006,29,977,500,50,healthy 
2026-01-31,WH0008,SKU0000546,473,466,7,250,25,healthy 
2026-01-31,WH0008,SKU0000516,1969,79,1890,500,50,Stockout
2026-01-31,WH0008,SKU0000294,1501,144,1357,250,25,Stockout
2026-01-31,WH0008,SKU0000415,1079,450,629,500,200,Stockout
2026-01-31,WH0008,SKU0000478,771,18,753,250,100,Healthy
2026-01-31,WH0008,SKU0000485,857,92,765,250,50,Overstock
2026-01-31,WH0008,SKU0000086,996,320,676,50,25,Low
2026-01-31,WH0008,SKU0000473,1585,72,1513,50,200,Low
2026-01-31,WH0008,SKU0000320,443,104,339,100,50,healthy 
2026-01-31,WH0008,SKU0000233,1460,240,1220,50,100,Healthy
2026-01-31,WH0008,SKU0000145,1240,153,1087,500,50,Healthy
2026-01-31,WH0008,SKU0000338,1944,37,1907,250,200,Stockout
2026-01-31,WH0008,SKU0000275,107,80,27,50,50,Healthy
2026-01-31,WH0008,SKU0000592,501,407,94,500,200,healthy 
2026-01-31,WH0008,SKU0000366,937,298,639,50,100,Healthy
2026-01-31,WH0008,SKU0000586,1189,37,1152,500,200,Overstock
2026-01-31,WH0008,SKU0000532,414,156,258,50,100,Low
2026-01-31,WH0008,SKU0000403,1482,208,1274,100,25,Low
2026-01-31,WH0008,SKU0000439,594,232,362,500,100,Healthy
2026-01-31,WH0008,SKU0000417,1385,32,1353,500,25,Stockout
2026-01-31,WH0008,SKU0000385,1281,479,802,100,25,Healthy
2026-01-31,WH0008,SKU0000204,502,279,223,100,100,Overstock
2026-01-31,WH0008,SKU0000365,545,150,395,100,25,Stockout
2026-01-31,WH0008,SKU0000179,737,80,657,500,200,Stockout
2026-01-31,WH0008,SKU0000110,572,130,442,250,100,Low
2026-01-31,WH0008,SKU0000206,1507,185,1322,500,25,Overstock
2026-01-31,WH0008,SKU0000572,470,169,301,250,100,healthy 
2026-01-31,WH0008,SKU0000111,1356,64,1292,100,50,Overstock
2026-01-31,WH0008,SKU0000215,75,9,66,500,25,Low
2026-01-31,WH0008,SKU0000039,428,104,324,100,25,Overstock
2026-01-31,WH0008,SKU0000373,1356,102,1254,50,25,Low
2026-01-31,WH0008,SKU0000623,1263,401,862,50,25,Overstock
2026-01-31,WH0008,SKU0000596,1182,261,921,250,50,Low
2026-01-31,WH0008,SKU0000142,1757,21,1736,500,50,Healthy
2026-01-31,WH0008,SKU0000681,1532,418,1114,500,25,Stockout
2026-01-31,WH0008,SKU0000236,290,61,229,500,100,healthy 
2026-01-31,WH0008,SKU0000488,1775,417,1358,500,50,Healthy
2026-01-31,WH0008,SKU0000091,963,432,531,500,50,Overstock
2026-01-31,WH0008,SKU0000235,1161,29,1132,500,50,healthy 
2026-01-31,WH0008,SKU0000379,916,406,510,100,50,healthy 
2026-01-31,WH0008,SKU0000076,1623,158,1465,50,25,Stockout
2026-01-31,WH0008,SKU0000637,475,241,234,50,200,healthy 
2026-01-31,WH0008,SKU0000405,810,339,471,100,25,Healthy
2026-01-31,WH0008,SKU0000296,1969,7,1962,500,25,Healthy
2026-01-31,WH0008,SKU0000503,1127,364,763,250,50,healthy 
2026-01-31,WH0008,SKU0000313,177,115,62,500,50,Stockout
2026-01-31,WH0008,SKU0000053,83,4,79,500,100,Overstock
2026-01-31,WH0008,SKU0000672,1441,170,1271,100,50,healthy 
2026-01-31,WH0008,SKU0000410,736,242,494,100,200,Stockout
2026-01-31,WH0008,SKU0000673,921,253,668,250,25,Stockout
2026-01-31,WH0008,SKU0000168,204,162,42,50,25,Stockout
2026-01-31,WH0008,SKU0000356,1882,195,1687,100,50,Stockout
2026-01-31,WH0008,SKU0000123,884,244,640,500,50,Low
2026-01-31,WH0008,SKU0000249,378,3,375,50,50,Low
2026-01-31,WH0008,SKU0000625,342,121,221,500,25,Overstock
2026-01-31,WH0008,SKU0000578,317,175,142,500,50,Healthy
2026-01-31,WH0008,SKU0000050,571,392,179,50,200,healthy 
2026-01-31,WH0008,SKU0000330,117,98,19,500,200,Healthy
2026-01-31,WH0008,SKU0000555,1693,353,1340,50,200,Overstock
2026-01-31,WH0008,SKU0000068,180,121,59,250,25,Stockout
2026-01-31,WH0008,SKU0000543,1931,254,1677,250,50,Overstock
2026-01-31,WH0008,SKU0000494,237,101,136,50,200,Stockout
2026-01-31,WH0008,SKU0000014,495,19,476,100,200,Low
2026-01-31,WH0008,SKU0000363,1122,81,1041,250,200,Overstock
2026-01-31,WH0008,SKU0000527,1350,66,1284,50,50,Low
2026-01-31,WH0008,SKU0000629,84,46,38,100,100,Stockout
2026-01-31,WH0008,SKU0000081,83,13,70,100,25,healthy 
2026-01-31,WH0008,SKU0000323,226,97,129,250,25,Stockout
2026-01-31,WH0008,SKU0000305,822,140,682,250,25,healthy 
2026-01-31,WH0008,SKU0000286,527,357,170,50,50,healthy 
2026-01-31,WH0008,SKU0000216,1951,413,1538,500,25,healthy 
2026-01-31,WH0008,SKU0000163,387,319,68,500,200,Stockout
2026-01-31,WH0008,SKU0000468,407,344,63,250,25,Stockout
2026-01-31,WH0008,SKU0000528,177,28,149,250,50,Low
2026-01-31,WH0008,SKU0000080,1604,346,1258,50,100,Low
2026-01-31,WH0008,SKU0000411,181,78,103,250,100,Stockout
2026-01-31,WH0008,SKU0000245,546,104,442,500,100,Healthy
2026-01-31,WH0008,SKU0000492,1226,244,982,250,50,Overstock
2026-01-31,WH0008,SKU0000088,230,103,127,50,100,Overstock
2026-01-31,WH0008,SKU0000112,1363,389,974,250,50,Low
2026-01-31,WH0008,SKU0000448,938,125,813,50,50,healthy 
2026-01-31,WH0008,SKU0000628,1835,260,1575,500,200,Low
2026-01-31,WH0008,SKU0000441,80,38,42,250,200,Low
2026-01-31,WH0008,SKU0000151,1515,36,1479,250,25,Stockout
2026-01-31,WH0008,SKU0000178,1540,317,1223,250,25,healthy 
2026-01-31,WH0008,SKU0000624,804,492,312,50,100,Healthy
2026-01-31,WH0008,SKU0000326,1048,437,611,50,100,Overstock
2026-01-31,WH0008,SKU0000121,1093,428,665,500,25,Stockout
2026-01-31,WH0008,SKU0000269,1812,369,1443,500,100,Stockout
2026-01-31,WH0008,SKU0000455,84,39,45,50,200,Low
2026-01-31,WH0008,SKU0000283,798,191,607,50,200,Healthy
2026-01-31,WH0008,SKU0000348,1635,448,1187,250,50,healthy 
2026-01-31,WH0008,SKU0000094,1440,198,1242,250,25,healthy 
2026-01-31,WH0008,SKU0000626,1605,36,1569,250,25,Stockout
2026-01-31,WH0008,SKU0000513,1679,149,1530,250,25,Overstock
2026-01-31,WH0008,SKU0000491,1858,37,1821,50,100,Healthy
2026-01-31,WH0008,SKU0000402,1806,126,1680,50,100,Low
2026-01-31,WH0008,SKU0000194,358,1,357,250,25,Low
2026-01-31,WH0008,SKU0000225,1323,50,1273,50,100,Overstock
2026-01-31,WH0008,SKU0000130,160,82,78,50,200,healthy 
2026-01-31,WH0008,SKU0000065,944,130,814,250,25,healthy 
2026-01-31,WH0008,SKU0000099,1765,487,1278,250,100,healthy 
