transaction_line_id,transaction_id,line_number,product_id,quantity,unit_price,regular_price,promotion_id,coupon_amount,tax_amount,line_status,valid_values,store_id,associate_id,customer_id,transaction_ts,transaction_date,transaction_type,sales_channel,receipt_status,department,subcategory,brand,standard_cost,gross_sales,net_sales,estimated_cogs,gross_margin,markdown_amount
TL0000003995,TXN000001147,1,SKU0000058,5.0,793.11,834.85,,0.0,198.28,Sold,True,STR0013,ASC000437,,2026-04-04 10:44:00,2026-04-04,SALE,Store,Completed,Apparel,Men,Urbanbasics,311.48,3965.55,3965.55,1557.4,2408.15,208.70000000000005
TL0000004028,TXN000001154,2,SKU0000569,4.0,496.82,496.82,,0.0,99.36,Sold,True,STR0002,ASC000434,CUST00000993,2026-05-18 21:36:00,2026-05-18,SALE,Store,Completed,Health & Beauty,Personal Care,Healthyyou,406.38,1987.28,1987.28,1625.52,361.76,0.0
TL0000004030,TXN000001154,4,SKU0000262,2.0,88.12,103.67,,0.0,8.81,Sold,True,STR0002,ASC000434,CUST00000993,2026-05-18 21:36:00,2026-05-18,SALE,Store,Completed,Office,Stationery,Greathome,73.17,176.24,176.24,146.34,29.900000000000006,31.099999999999994
TL0000004031,TXN000001154,5,SKU0000569,5.0,496.82,496.82,,0.0,124.2,Sold,True,STR0002,ASC000434,CUST00000993,2026-05-18 21:36:00,2026-05-18,SALE,Store,Completed,Health & Beauty,Personal Care,Healthyyou,406.38,2484.1,2484.1,2031.9,452.1999999999998,0.0
TL0000004033,TXN000001155,1,SKU0000485,1.0,370.73,370.73,,0.0,33.37,Sold,True,STR0008,ASC000395,,2026-04-17 23:42:00,2026-04-17,SALE,Pickup,Completed,Office,Printing,Techline,212.56,370.73,370.73,212.56,158.17000000000002,0.0
TL0000004037,TXN000001156,1,SKU0000127,1.0,551.32,551.32,,0.0,38.59,Sold,True,STR0010,ASC000439,CUST00001590,,,SALE,Store,Completed,Home,Kitchen,Valueplus,395.27,551.32,551.32,395.27,156.05000000000007,0.0
TL0000004041,TXN000001158,3,SKU0000358,1.0,402.63,402.63,,2.0,36.24,Sold,True,STR0009,ASC000485,CUST00001596,,,SALE,Store,Completed,Sports,Outdoor,Valueplus,248.43,402.63,400.63,248.43,152.2,0.0
TL0000004051,TXN000001163,3,SKU0000121,1.0,45.7,57.13,,0.0,4.11,Sold,True,STR0013,ASC000437,CUST00001628,2026-04-27 17:11:00,2026-04-27,SALE,Store,Completed,Health & Beauty,Wellness,Urbanbasics,127.42,45.7,45.7,127.42,-81.72,11.43
TL0000004065,TXN000001167,2,SKU0000541,1.0,319.02,398.78,PRM00042,0.0,28.71,Sold,True,STR0004,ASC000350,,2026-05-22 18:34:00,2026-05-22,SALE,Store,Completed,Electronics,Gaming,Greathome,266.83,319.02,319.02,266.83,52.19,79.75999999999999
TL0000004080,TXN000001173,1,SKU0000473,3.0,305.73,305.73,PRM00056,1.0,45.86,Sold,True,STR0001,ASC000307,,2026-05-08 23:59:00,2026-05-08,SALE,Store,Completed,Automotive,Accessories,Urbanbasics,126.33,917.19,916.19,378.99,537.2,0.0
TL0000004082,TXN000001173,3,SKU0000300,2.0,513.98,604.68,,1.0,0.0,Sold,True,STR0001,ASC000307,,2026-05-08 23:59:00,2026-05-08,SALE,Store,Completed,Home,Kitchen,Urbanbasics,390.62,1027.96,1026.96,781.24,245.72000000000003,181.39999999999986
TL0000004086,TXN000001175,1,SKU0000431,1.0,107.29,134.11,,2.0,0.0,Sold,True,STR0009,ASC000258,CUST00000806,2026-05-20 00:42:00,2026-05-20,SALE,Store,Completed,Automotive,Car Care,Valueplus,80.26,107.29,105.29,80.26,25.03,26.820000000000007
TL0000004087,TXN000001176,1,SKU0000536,2.0,146.39,162.65,,0.0,26.35,Sold,True,STR0009,ASC000126,CUST00001728,,,SALE,Store,Completed,Health & Beauty,Personal Care,Greathome,74.44,292.78,292.78,148.88,143.89999999999998,32.52000000000004
TL0000004090,TXN000001176,4,SKU0000491,1.0,1002.11,1002.11,,0.0,50.11,Sold,True,STR0009,ASC000126,CUST00001728,,,SALE,Store,Completed,Office,Stationery,Valueplus,395.25,1002.11,1002.11,395.25,606.86,0.0
TL0000004092,TXN000001178,1,SKU0000566,1.0,292.53,325.03,,0.0,26.33,Sold,True,STR0013,ASC000435,,2026-05-23 02:17:00,2026-05-23,SALE,Store,Completed,Home,Kitchen,Valueplus,152.8,292.53,292.53,152.8,139.72999999999996,32.5
TL0000004093,TXN000001178,2,SKU0000070,2.0,234.52,293.15,,2.0,42.21,Sold,True,STR0013,ASC000435,,2026-05-23 02:17:00,2026-05-23,SALE,Store,Completed,Home,Decor,Northpeak,166.15,469.04,467.04,332.3,134.74,117.25999999999993
TL0000004094,TXN000001178,3,SKU0000208,3.0,145.43,145.43,,0.0,39.27,Sold,True,STR0013,ASC000435,,2026-05-23 02:17:00,2026-05-23,SALE,Store,Completed,Automotive,Tires,Northpeak,123.53,436.29,436.29,370.59000000000003,65.69999999999999,0.0
TL0000004113,TXN000001183,1,SKU0000480,5.0,71.39,83.99,,2.0,32.13,Sold,True,STR0016,ASC000273,CUST00000301,,,SALE,Store,Completed,Health & Beauty,Personal Care,Valueplus,47.8,356.95,354.95,239.0,115.94999999999999,62.99999999999997
TL0000004114,TXN000001183,2,SKU0000187,2.0,179.9,179.9,PRM00056,0.0,17.99,Sold,True,STR0016,ASC000273,CUST00000301,,,SALE,Store,Completed,Apparel,Kids,Healthyyou,146.14,359.8,359.8,292.28,67.52000000000004,0.0
TL0000004119,TXN000001186,1,SKU0000074,1.0,418.22,418.22,PRM00025,2.0,20.91,Sold,True,STR0019,ASC000488,CUST00001613,,,SALE,Pickup,Completed,Home,Kitchen,Northpeak,339.33,418.22,416.22,339.33,76.89000000000004,0.0
TL0000004127,TXN000001189,1,SKU0000012,1.0,895.36,895.36,,0.0,44.77,Sold,True,STR0012,ASC000005,CUST00000642,2026-05-28 23:38:00,2026-05-28,SALE,Pickup,Completed,Health & Beauty,Pharmacy,Urbanbasics,393.69,895.36,895.36,393.69,501.67,0.0
TL0000004135,TXN000001192,1,SKU0000055,1.0,63.35,63.35,,5.0,0.0,Sold,True,STR0010,ASC000196,,2026-04-27 11:34:00,2026-04-27,SALE,Store,Completed,Apparel,Shoes,Valueplus,31.3,63.35,58.35,31.3,27.05,0.0
TL0000004136,TXN000001192,2,SKU0000506,5.0,124.73,138.59,,0.0,31.18,Sold,True,STR0010,ASC000196,,2026-04-27 11:34:00,2026-04-27,SALE,Store,Completed,Home,Bedding,Techline,127.71,623.65,623.65,638.55,-14.899999999999977,69.3
TL0000004137,TXN000001192,3,SKU0000055,5.0,63.35,63.35,PRM00050,0.0,28.51,Sold,True,STR0010,ASC000196,,2026-04-27 11:34:00,2026-04-27,SALE,Store,Completed,Apparel,Shoes,Valueplus,31.3,316.75,316.75,156.5,160.25,0.0
TL0000004139,TXN000001193,2,SKU0000202,5.0,507.12,507.12,PRM00058,0.0,228.2,Sold,True,STR0023,ASC000276,CUST00001326,,,SALE,Store,Completed,Sports,Outdoor,Greathome,297.36,2535.6,2535.6,1486.8000000000002,1048.7999999999997,0.0
TL0000004140,TXN000001194,1,SKU0000147,2.0,473.33,473.33,,0.0,85.2,Sold,True,STR0021,ASC000336,CUST00001088,,,SALE,Pickup,Completed,Apparel,Shoes,Greathome,304.51,946.66,946.66,609.02,337.64,0.0
TL0000004142,TXN000001194,3,SKU0000087,1.0,544.8,640.94,,0.0,27.24,Sold,True,STR0021,ASC000336,CUST00001088,,,SALE,Pickup,Completed,Home,Storage,Valueplus,237.92,544.8,544.8,237.92,306.88,96.1400000000001
TL0000004145,TXN000001195,1,SKU0000290,2.0,95.99,106.66,,1.0,13.44,Sold,True,STR0021,ASC000326,CUST00000414,2026-05-09 06:32:00,2026-05-09,SALE,Store,Completed,Automotive,Tires,Urbanbasics,68.11,191.98,190.98,136.22,54.75999999999999,21.340000000000003
TL0000004146,TXN000001195,2,SKU0000292,1.0,119.04,119.04,,0.0,5.95,Sold,True,STR0021,ASC000326,CUST00000414,2026-05-09 06:32:00,2026-05-09,SALE,Store,Completed,Health & Beauty,Cosmetics,Valueplus,74.77,119.04,119.04,74.77,44.27000000000001,0.0
TL0000004147,TXN000001195,3,SKU0000550,3.0,915.46,915.46,,2.0,247.17,Sold,True,STR0021,ASC000326,CUST00000414,2026-05-09 06:32:00,2026-05-09,SALE,Store,Completed,Automotive,Tires,Urbanbasics,365.58,2746.38,2744.38,1096.74,1647.64,0.0
TL0000004149,TXN000001196,1,SKU0000578,2.0,406.94,508.68,,5.0,73.25,Sold,True,STR0023,ASC000203,CUST_BAD,,,SALE,Store,Completed,Apparel,Women,Valueplus,209.42,813.88,808.88,418.84,390.04,203.48000000000002
TL0000004152,TXN000001197,2,SKU0000432,2.0,659.77,694.49,,1.0,92.37,Sold,True,STR0009,ASC000167,CUST00001675,,,SALE,Store,Completed,Automotive,Accessories,Northpeak,392.99,1319.54,1318.54,785.98,532.56,69.44000000000005
TL0000004153,TXN000001197,3,SKU0000052,1.0,273.67,342.09,,0.0,0.0,Sold,True,STR0009,ASC000167,CUST00001675,,,SALE,Store,Completed,Health & Beauty,Pharmacy,Freshway,196.43,273.67,273.67,196.43,77.24000000000001,68.41999999999996
TL0000004158,TXN000001200,1,SKU0000291,2.0,314.58,370.09,,0.0,0.0,Sold,True,STR0003,ASC000082,,,,SALE,Pickup,Completed,Home,Decor,Techline,210.18,629.16,629.16,420.36,208.79999999999995,111.01999999999998
TL0000004161,TXN000001202,1,SKU0000035,1.0,220.03,231.61,,1.0,11.0,Sold,True,STR0007,ASC000285,CUST00000140,,,SALE,Pickup,Completed,Health & Beauty,Wellness,Techline,172.98,220.03,219.03,172.98,46.05000000000001,11.580000000000013
TL0000004162,TXN000001202,2,SKU0000435,1.0,525.74,525.74,,0.0,36.8,Sold,True,STR0007,ASC000285,CUST00000140,,,SALE,Pickup,Completed,Electronics,Audio,Freshway,335.37,525.74,525.74,335.37,190.37,0.0
TL0000004167,TXN000001204,1,SKU0000259,2.0,26.35,31.0,,1.0,3.69,Sold,True,STR0020,ASC000109,CUST00000433,2026-04-10 10:15:00,2026-04-10,SALE,Store,Completed,Home,Storage,Northpeak,22.79,52.7,51.7,45.58,6.1200000000000045,9.299999999999997
TL0000004168,TXN000001204,2,SKU0000370,1.0,42.33,47.03,,1.0,2.12,Sold,True,STR0020,ASC000109,CUST00000433,2026-04-10 10:15:00,2026-04-10,SALE,Store,Completed,Health & Beauty,Personal Care,Techline,19.48,42.33,41.33,19.48,21.849999999999998,4.700000000000003
TL0000004169,TXN000001204,3,SKU0000561,1.0,512.31,539.27,,0.0,0.0,Sold,True,STR0020,ASC000109,CUST00000433,2026-04-10 10:15:00,2026-04-10,SALE,Store,Completed,Office,Stationery,Greathome,259.76,512.31,512.31,259.76,252.54999999999995,26.960000000000036
TL0000004170,TXN000001204,4,SKU0000198,4.0,48.62,60.77,,5.0,0.0,Sold,True,STR0020,ASC000109,CUST00000433,2026-04-10 10:15:00,2026-04-10,SALE,Store,Completed,Grocery,Frozen,Greathome,48.5,194.48,189.48,194.0,-4.52000000000001,48.60000000000002
TL0000004177,TXN000001206,2,SKU0000244,1.0,347.72,434.65,,1.0,24.34,Sold,True,STR0020,ASC000211,CUST00001302,2026-04-08 19:45:00,2026-04-08,SALE,Pickup,Completed,Apparel,Women,Freshway,284.65,347.72,346.72,284.65,62.07000000000005,86.92999999999995
TL0000004178,TXN000001206,3,SKU0000554,1.0,79.53,88.37,,1.0,0.0,Sold,True,STR0020,ASC000211,CUST00001302,2026-04-08 19:45:00,2026-04-08,SALE,Pickup,Completed,Office,Stationery,Greathome,57.01,79.53,78.53,57.01,21.520000000000003,8.840000000000003
TL0000004179,TXN000001206,4,SKU0000551,1.0,399.25,469.71,,2.0,0.0,Sold,True,STR0020,ASC000211,CUST00001302,2026-04-08 19:45:00,2026-04-08,SALE,Pickup,Completed,Grocery,Beverages,Valueplus,336.27,399.25,397.25,336.27,60.98000000000002,70.45999999999998
TL0000004180,TXN000001206,5,SKU0000468,3.0,335.12,372.36,,0.0,50.27,Sold,True,STR0020,ASC000211,CUST00001302,2026-04-08 19:45:00,2026-04-08,SALE,Pickup,Completed,Health & Beauty,Wellness,Greathome,150.1,1005.36,1005.36,450.29999999999995,555.0600000000001,111.72000000000003
TL0000004185,TXN000001208,2,SKU0000105,3.0,145.8,162.0,,0.0,30.62,Sold,True,STR0008,ASC000455,,,,SALE,Pickup,Completed,Home,Bedding,Greathome,127.37,437.40000000000003,437.40000000000003,382.11,55.29000000000002,48.599999999999966
TL0000004188,TXN000001210,1,SKU0000347,4.0,261.01,261.01,,0.0,93.96,Sold,True,STR0016,ASC000112,CUST00000269,,,SALE,Store,Completed,Office,Stationery,Urbanbasics,111.96,1044.04,1044.04,447.84,596.2,0.0
TL0000004189,TXN000001210,2,SKU0000093,3.0,705.09,881.36,,5.0,148.07,Sold,True,STR0016,ASC000112,CUST00000269,,,SALE,Store,Completed,Grocery,Pantry,Greathome,366.92,2115.27,2110.27,1100.76,1009.51,528.81
TL0000004196,TXN000001212,1,SKU0000339,5.0,62.72,73.79,,0.0,21.95,Sold,True,STR0020,ASC000200,CUST00000225,2026-05-27 05:47:00,2026-05-27,SALE,Pickup,Completed,Sports,Outdoor,Techline,57.59,313.6,313.6,287.95000000000005,25.649999999999977,55.35000000000004
TL0000004197,TXN000001212,2,SKU0000556,3.0,717.91,717.91,,2.0,107.69,Sold,True,STR0020,ASC000200,CUST00000225,2026-05-27 05:47:00,2026-05-27,SALE,Pickup,Completed,Office,Stationery,Techline,396.38,2153.73,2151.73,1189.1399999999999,962.5900000000001,0.0
TL0000004200,TXN000001212,5,SKU0000390,1.0,249.82,249.82,,5.0,17.49,Sold,True,STR0020,ASC000200,CUST00000225,2026-05-27 05:47:00,2026-05-27,SALE,Pickup,Completed,Grocery,Dairy,Techline,138.38,249.82,244.82,138.38,106.44,0.0
TL0000004217,TXN000001218,1,SKU0000314,2.0,53.34,53.34,,0.0,7.47,Sold,True,STR0004,ASC000062,,2026-04-09 20:36:00,2026-04-09,SALE,Pickup,Completed,Office,Stationery,Techline,45.88,106.68,106.68,91.76,14.920000000000002,0.0
TL0000004218,TXN000001218,2,SKU0000479,5.0,238.05,238.05,,5.0,59.51,Sold,True,STR0004,ASC000062,,2026-04-09 20:36:00,2026-04-09,SALE,Pickup,Completed,Automotive,Accessories,Northpeak,90.71,1190.25,1185.25,453.54999999999995,731.7,0.0
TL0000004221,TXN000001219,1,SKU0000293,2.0,629.28,786.6,,0.0,0.0,Sold,True,STR0007,ASC000474,CUST00000348,,,SALE,Store,Completed,Home,Kitchen,Greathome,376.82,1258.56,1258.56,753.64,504.91999999999996,314.6400000000001
TL0000004222,TXN000001219,2,SKU0000236,5.0,56.11,70.14,,0.0,14.03,Sold,True,STR0007,ASC000474,CUST00000348,,,SALE,Store,Completed,Home,Storage,Freshway,64.05,280.55,280.55,320.25,-39.69999999999999,70.15
TL0000004223,TXN000001219,3,SKU0000132,1.0,72.62,72.62,,0.0,0.0,Sold,True,STR0007,ASC000474,CUST00000348,,,SALE,Store,Completed,Sports,Cycling,Healthyyou,64.2,72.62,72.62,64.2,8.420000000000002,0.0
TL0000004238,TXN000001224,1,SKU0000506,1.0,138.59,138.59,,0.0,9.7,Sold,True,STR0008,ASC000361,,2026-04-26 21:11:00,2026-04-26,SALE,Pickup,Completed,Home,Bedding,Techline,127.71,138.59,138.59,127.71,10.88000000000001,0.0
TL0000004239,TXN000001224,2,SKU0000356,3.0,327.8,327.8,,5.0,68.84,Sold,True,STR0008,ASC000361,,2026-04-26 21:11:00,2026-04-26,SALE,Pickup,Completed,Office,School Supplies,Techline,200.54,983.4000000000001,978.4000000000001,601.62,376.7800000000001,0.0
TL0000004240,TXN000001224,3,SKU0000449,3.0,116.56,116.56,PRM00041,0.0,17.48,Sold,True,STR0008,ASC000361,,2026-04-26 21:11:00,2026-04-26,SALE,Pickup,Completed,Grocery,Produce,Freshway,81.85,349.68,349.68,245.54999999999998,104.13000000000002,0.0
TL0000004247,TXN000001226,2,SKU0000151,2.0,320.89,377.52,,0.0,0.0,Sold,True,STR0022,ASC000486,CUST00000868,,,SALE,Store,Completed,Electronics,Accessories,Freshway,241.4,641.78,641.78,482.8,158.97999999999996,113.25999999999999
TL0000004248,TXN000001226,3,SKU0000447,1.0,220.89,220.89,,0.0,15.46,Sold,True,STR0022,ASC000486,CUST00000868,,,SALE,Store,Completed,Electronics,Audio,Greathome,161.12,220.89,220.89,161.12,59.76999999999998,0.0
TL0000004265,TXN000001230,1,SKU0000100,4.0,121.24,151.55,,2.0,43.65,Sold,True,STR0009,ASC000445,CUST00001182,2026-05-13 13:51:00,2026-05-13,SALE,Pickup,Completed,Home,Decor,Valueplus,90.97,484.96,482.96,363.88,119.07999999999998,121.24000000000007
TL0000004266,TXN000001230,2,SKU0000440,3.0,510.18,510.18,,5.0,107.14,Sold,True,STR0009,ASC000445,CUST00001182,2026-05-13 13:51:00,2026-05-13,SALE,Pickup,Completed,Apparel,Women,Greathome,236.34,1530.54,1525.54,709.02,816.52,0.0
TL0000004281,TXN000001234,1,SKU0000025,5.0,564.6,564.6,,0.0,0.0,Sold,True,STR0025,ASC000416,,2026-05-12 19:35:00,2026-05-12,SALE,Pickup,Completed,Automotive,Tires,Techline,311.0,2823.0,2823.0,1555.0,1268.0,0.0
TL0000004282,TXN000001234,2,SKU0000070,5.0,293.15,293.15,,5.0,73.29,Sold,True,STR0025,ASC000416,,2026-05-12 19:35:00,2026-05-12,SALE,Pickup,Completed,Home,Decor,Northpeak,166.15,1465.75,1460.75,830.75,630.0,0.0
TL0000004283,TXN000001235,1,SKU0000019,1.0,92.03,115.04,,1.0,4.6,Sold,True,STR0005,ASC000334,CUST00000196,2026-05-17 07:49:00,2026-05-17,SALE,Pickup,Completed,Health & Beauty,Pharmacy,Greathome,61.04,92.03,91.03,61.04,29.990000000000002,23.010000000000005
TL0000004284,TXN000001235,2,SKU0000045,1.0,896.0,943.16,,5.0,0.0,Sold,True,STR0005,ASC000334,CUST00000196,2026-05-17 07:49:00,2026-05-17,SALE,Pickup,Completed,Grocery,Pantry,Techline,392.4,896.0,891.0,392.4,498.6,47.15999999999997
TL0000004285,TXN000001235,3,SKU0000379,2.0,514.93,572.14,,0.0,0.0,Sold,True,STR0005,ASC000334,CUST00000196,2026-05-17 07:49:00,2026-05-17,SALE,Pickup,Completed,Office,Stationery,Urbanbasics,257.74,1029.86,1029.86,515.48,514.3799999999999,114.42000000000007
TL0000004289,TXN000001236,1,SKU0000043,1.0,563.66,563.66,,0.0,50.73,Sold,True,STR0002,ASC000301,CUST00000597,,,SALE,Store,Completed,Apparel,Kids,Urbanbasics,303.25,563.66,563.66,303.25,260.40999999999997,0.0
TL0000004291,TXN000001236,3,SKU0000047,2.0,21.74,21.74,PRM00002,2.0,2.17,Sold,True,STR0002,ASC000301,CUST00000597,,,SALE,Store,Completed,Apparel,Men,Freshway,11.17,43.48,41.48,22.34,19.139999999999997,0.0
TL0000004317,TXN000001243,2,SKU0000368,2.0,143.98,159.98,,2.0,20.16,Sold,True,STR0003,ASC000028,CUST00001133,2026-05-28 01:46:00,2026-05-28,SALE,Pickup,Completed,Home,Storage,Techline,62.29,287.96,285.96,124.58,161.38,32.0
TL0000004318,TXN000001243,3,SKU0000050,5.0,480.99,565.87,,5.0,120.25,Sold,True,STR0003,ASC000028,CUST00001133,2026-05-28 01:46:00,2026-05-28,SALE,Pickup,Completed,Sports,Outdoor,Healthyyou,427.63,2404.95,2399.95,2138.15,261.7999999999997,424.4
TL0000004341,TXN000001249,2,SKU0000399,1.0,645.47,717.19,,2.0,58.09,Sold,True,STR0008,ASC000048,,2026-05-20 11:12:00,2026-05-20,SALE,Store,Completed,Office,Stationery,Healthyyou,278.96,645.47,643.47,278.96,364.51000000000005,71.72000000000003
TL0000004343,TXN000001250,1,SKU0000476,1.0,176.59,196.21,,5.0,12.36,Sold,True,STR0004,ASC000240,,2026-04-09 09:51:00,2026-04-09,SALE,Pickup,Completed,Sports,Cycling,Urbanbasics,94.53,176.59,171.59,94.53,77.06,19.620000000000005
TL0000004344,TXN000001251,1,SKU0000364,1.0,51.12,60.14,,0.0,2.56,Sold,True,STR0004,ASC000009,CUST00000415,2026-04-07 21:04:00,2026-04-07,SALE,Store,Completed,Grocery,Pantry,Urbanbasics,29.39,51.12,51.12,29.39,21.729999999999997,9.020000000000003
TL0000004352,TXN000001253,1,SKU0000058,1.0,709.62,834.85,,0.0,35.48,Sold,True,STR0006,ASC000319,,2026-04-27 01:27:00,2026-04-27,SALE,Store,Completed,Apparel,Men,Urbanbasics,311.48,709.62,709.62,311.48,398.14,125.23000000000002
TL0000004353,TXN000001253,2,SKU0000139,2.0,768.63,768.63,,1.0,138.35,Sold,True,STR0006,ASC000319,,2026-04-27 01:27:00,2026-04-27,SALE,Store,Completed,Sports,Outdoor,Northpeak,332.16,1537.26,1536.26,664.32,871.9399999999999,0.0
TL0000004355,TXN000001253,4,SKU0000118,5.0,545.0,545.0,,0.0,190.75,Sold,True,STR0006,ASC000319,,2026-04-27 01:27:00,2026-04-27,SALE,Store,Completed,Home,Kitchen,Northpeak,221.26,2725.0,2725.0,1106.3,1618.7,0.0
TL0000004358,TXN000001255,2,SKU0000233,1.0,593.57,741.96,,0.0,29.68,Sold,True,STR0019,ASC000488,,,,SALE,Store,Completed,Health & Beauty,Pharmacy,Greathome,315.26,593.57,593.57,315.26,278.31000000000006,148.39
TL0000004389,TXN000001266,1,SKU0000046,2.0,711.86,790.95,,0.0,99.66,Sold,True,STR0016,ASC000378,CUST00000405,,,SALE,Store,Completed,Grocery,Pantry,Healthyyou,329.67,1423.72,1423.72,659.34,764.38,158.18000000000006
TL0000004398,TXN000001269,1,SKU0000148,1.0,403.51,504.39,PRM00032,0.0,0.0,Sold,True,STR0025,ASC000021,CUST00000033,2026-04-27 19:09:00,2026-04-27,SALE,Store,Completed,Health & Beauty,Personal Care,Techline,263.36,403.51,403.51,263.36,140.14999999999998,100.88
TL0000004399,TXN000001269,2,SKU0000195,1.0,754.85,838.72,,2.0,67.94,Sold,True,STR0025,ASC000021,CUST00000033,2026-04-27 19:09:00,2026-04-27,SALE,Store,Completed,Grocery,Produce,Valueplus,408.85,754.85,752.85,408.85,344.0,83.87
TL0000004400,TXN000001269,3,SKU0000365,3.0,256.04,256.04,,2.0,53.77,Sold,True,STR0025,ASC000021,CUST00000033,2026-04-27 19:09:00,2026-04-27,SALE,Store,Completed,Electronics,Accessories,Freshway,111.25,768.1200000000001,766.1200000000001,333.75,432.3700000000001,0.0
TL0000004408,TXN000001272,1,SKU0000050,2.0,452.7,565.87,,1.0,0.0,Sold,True,STR0007,ASC000393,,2026-05-03 13:58:00,2026-05-03,SALE,Pickup,Completed,Sports,Outdoor,Healthyyou,427.63,905.4,904.4,855.26,49.139999999999986,226.34000000000003
TL0000004410,TXN000001272,3,SKU0000352,1.0,819.41,819.41,,2.0,40.97,Sold,True,STR0007,ASC000393,,2026-05-03 13:58:00,2026-05-03,SALE,Pickup,Completed,Electronics,Computers,Greathome,361.58,819.41,817.41,361.58,455.83,0.0
TL0000004414,TXN000001273,3,SKU0000335,1.0,393.47,437.19,,1.0,0.0,Sold,True,STR0007,ASC000239,CUST00000382,2026-04-17 06:17:00,2026-04-17,SALE,Pickup,Completed,Apparel,Men,Urbanbasics,219.15,393.47,392.47,219.15,173.32000000000002,43.71999999999997
TL0000004417,TXN000001273,6,SKU0000535,1.0,541.06,541.06,PRM00045,0.0,48.7,Sold,True,STR0007,ASC000239,CUST00000382,2026-04-17 06:17:00,2026-04-17,SALE,Pickup,Completed,Automotive,Accessories,Valueplus,290.12,541.06,541.06,290.12,250.93999999999994,0.0
TL0000004428,TXN000001276,1,SKU0000065,1.0,157.19,174.66,,0.0,11.0,Sold,True,STR0012,ASC000116,CUST00001736,2026-04-06 12:11:00,2026-04-06,SALE,Pickup,Completed,Electronics,Audio,Greathome,115.06,157.19,157.19,115.06,42.129999999999995,17.47
TL0000004429,TXN000001276,2,SKU0000134,4.0,512.89,512.89,,0.0,143.61,Sold,True,STR0012,ASC000116,CUST00001736,2026-04-06 12:11:00,2026-04-06,SALE,Pickup,Completed,Health & Beauty,Personal Care,Healthyyou,395.71,2051.56,2051.56,1582.84,468.72,0.0
TL0000004435,TXN000001278,2,SKU0000459,1.0,404.06,404.06,,5.0,28.28,Sold,True,STR0012,ASC000207,CUST00001678,,,SALE,Store,Completed,Apparel,Kids,Northpeak,240.9,404.06,399.06,240.9,158.16,0.0
TL0000004438,TXN000001278,5,SKU0000346,1.0,203.67,254.59,,0.0,10.18,Sold,True,STR0012,ASC000207,CUST00001678,,,SALE,Store,Completed,Grocery,Pantry,Valueplus,146.73,203.67,203.67,146.73,56.94,50.920000000000016
TL0000004439,TXN000001279,1,SKU0000332,2.0,369.23,461.54,,0.0,51.69,Sold,True,STR0021,ASC000326,,2026-04-28 18:00:00,2026-04-28,SALE,Store,Completed,Apparel,Women,Techline,239.1,738.46,738.46,478.2,260.26000000000005,184.62
TL0000004440,TXN000001279,2,SKU0000221,2.0,426.23,426.23,PRM00055,0.0,42.62,Sold,True,STR0021,ASC000326,,2026-04-28 18:00:00,2026-04-28,SALE,Store,Completed,Automotive,Accessories,Urbanbasics,317.99,852.46,852.46,635.98,216.48000000000002,0.0
TL0000004443,TXN000001280,2,SKU0000241,5.0,93.78,93.78,,0.0,0.0,Sold,True,STR0012,ASC000345,CUST00000602,2026-04-30 03:13:00,2026-04-30,SALE,Pickup,Completed,Health & Beauty,Cosmetics,Greathome,33.71,468.9,468.9,168.55,300.34999999999997,0.0
TL0000004445,TXN000001280,4,SKU0000193,2.0,539.84,674.8,,2.0,75.58,Sold,True,STR0012,ASC000345,CUST00000602,2026-04-30 03:13:00,2026-04-30,SALE,Pickup,Completed,Office,Printing,Northpeak,446.84,1079.68,1077.68,893.68,184.0000000000001,269.91999999999985
TL0000004446,TXN000001280,5,SKU0000001,2.0,332.22,332.22,,0.0,59.8,Sold,True,STR0012,ASC000345,CUST00000602,2026-04-30 03:13:00,2026-04-30,SALE,Pickup,Completed,Automotive,Car Care,Northpeak,252.44,664.44,664.44,504.88,159.56000000000006,0.0
TL0000004447,TXN000001281,1,SKU0000568,5.0,105.92,124.61,,1.0,47.66,Sold,True,STR0019,ASC000142,CUST00001250,,,SALE,Pickup,Completed,Grocery,Pantry,Valueplus,76.85,529.6,528.6,384.25,144.35000000000002,93.44999999999999
TL0000004448,TXN000001281,2,SKU0000298,1.0,244.22,287.32,,2.0,0.0,Sold,True,STR0019,ASC000142,CUST00001250,,,SALE,Pickup,Completed,Electronics,Audio,Freshway,146.8,244.22,242.22,146.8,95.41999999999999,43.099999999999994
TL0000004455,TXN000001283,1,SKU0000108,1.0,601.15,601.15,PRM00058,1.0,42.08,Sold,True,STR0013,ASC000435,,,,SALE,Pickup,Completed,Grocery,Produce,Greathome,235.4,601.15,600.15,235.4,364.75,0.0
TL0000004456,TXN000001283,2,SKU0000389,1.0,689.74,811.46,,0.0,0.0,Sold,True,STR0013,ASC000435,,,,SALE,Pickup,Completed,Apparel,Men,Freshway,406.6,689.74,689.74,406.6,283.14,121.72000000000003
TL0000004458,TXN000001283,4,SKU0000133,1.0,473.2,591.5,,0.0,42.59,Sold,True,STR0013,ASC000435,,,,SALE,Pickup,Completed,Health & Beauty,Cosmetics,Valueplus,235.28,473.2,473.2,235.28,237.92,118.30000000000001
