transaction_id,basket_sales,basket_margin,units,sku_count,store_id,register_id,associate_id,customer_id,transaction_ts,transaction_type,sales_channel,receipt_status,batch_id,transaction_date,high_value_basket_flag
TXN000001366,65.47,33.879999999999995,1.0,1,STR0021,REG020,ASC000492,CUST00001536,,SALE,Store,Completed,POS_C,,False
TXN000001367,2295.01,1130.29,8.0,5,STR0016,REG005,ASC000112,,2026-05-04 23:00:00,SALE,Store,Completed,POS_A,2026-05-04,True
TXN000001369,6646.4400000000005,3454.6600000000003,16.0,6,STR0023,REG027,ASC000276,,2026-04-20 11:15:00,SALE,Store,Completed,POS_B,2026-04-20,True
TXN000001370,1014.12,222.15999999999997,4.0,1,STR0006,REG020,ASC000294,,,SALE,Store,Completed,POS_A,,True
TXN000001373,3330.8900000000003,1756.52,7.0,4,STR0007,REG024,ASC000263,,2026-04-14 22:31:00,SALE,Store,Completed,POS_A,2026-04-14,True
TXN000001374,3114.3900000000003,1006.3000000000002,7.0,2,STR0006,REG002,ASC000057,CUST00001406,2026-05-05 22:08:00,SALE,Store,Completed,POS_A,2026-05-05,True
TXN000001375,2943.24,1429.12,4.0,2,STR0003,REG026,ASC000374,CUST00001208,2026-04-27 15:01:00,SALE,Store,Completed,POS_B,2026-04-27,True
TXN000001376,2008.11,734.4699999999999,6.0,3,STR0020,REG020,ASC000466,,,SALE,Store,Completed,POS_A,,True
TXN000001377,3281.33,742.1099999999999,11.0,4,STR0024,REG005,ASC000186,CUST00001724,2026-05-28 14:27:00,SALE,Store,Completed,POS_C,2026-05-28,True
TXN000001378,1233.75,676.78,3.0,3,STR0021,REG023,ASC000234,CUST00000981,,SALE,Store,Completed,POS_A,,True
TXN000001380,4521.95,2256.53,12.0,5,STR0015,REG008,ASC000375,CUST00000595,,SALE,Store,Completed,POS_C,,True
TXN000001387,5222.63,3063.2200000000003,8.0,3,STR0010,REG026,ASC000408,,2026-05-22 21:03:00,SALE,Store,Completed,POS_B,2026-05-22,True
TXN000001388,385.19,146.47,3.0,2,STR0023,REG018,ASC000479,CUST00001480,,SALE,Store,Completed,POS_A,,False
TXN000001390,441.44,34.51999999999998,2.0,1,STR0025,REG006,ASC000213,CUST00001306,2026-04-29 16:49:00,SALE,Pickup,Completed,POS_A,2026-04-29,False
TXN000001391,509.07,264.97,5.0,2,STR0007,REG012,ASC000239,CUST00000873,2026-04-14 23:55:00,SALE,Pickup,Completed,POS_B,2026-04-14,True
TXN000001392,1401.21,759.31,2.0,2,STR0011,REG012,ASC000033,CUST00000343,,SALE,Pickup,Completed,POS_B,,True
TXN000001393,5817.18,2764.66,9.0,3,STR0025,REG002,ASC000055,CUST00000966,2026-04-29 02:56:00,SALE,Store,Completed,POS_B,2026-04-29,True
TXN000001394,79.77000000000001,2.1499999999999986,6.0,2,STR0024,REG015,ASC000225,CUST00000166,,SALE,Pickup,Completed,POS_C,,False
TXN000001406,3742.4800000000005,1280.37,7.0,3,STR0020,REG015,ASC000284,CUST00001610,2026-04-19 07:43:00,SALE,Store,Completed,POS_A,2026-04-19,True
TXN000001408,9514.24,5324.32,12.0,4,STR0024,REG026,ASC000272,,2026-04-22 23:02:00,SALE,Store,Completed,POS_A,2026-04-22,True
TXN000001409,2437.67,805.0199999999999,5.0,2,STR0001,REG017,ASC000456,CUST00001292,,SALE,Store,Completed,POS_C,,True
TXN000001410,109.12,31.439999999999998,4.0,1,STR0025,REG002,ASC000230,,2026-05-26 06:59:00,SALE,Pickup,Completed,POS_B,2026-05-26,False
TXN000001412,1212.35,282.02,7.0,2,STR0002,REG013,ASC000025,CUST00000949,,SALE,Store,Completed,POS_C,,True
TXN000001413,2512.05,1227.2,5.0,1,STR0023,REG025,ASC000061,CUST00001374,2026-04-24 16:24:00,SALE,Store,Completed,POS_C,2026-04-24,True
TXN000001414,549.75,262.05,5.0,1,STR0004,REG002,ASC000002,CUST00000112,2026-05-17 07:12:00,SALE,Store,Completed,POS_B,2026-05-17,True
TXN000001416,1230.6,485.5799999999999,3.0,2,STR0019,REG007,ASC000142,CUST00001528,2026-05-08 07:22:00,SALE,Store,Completed,POS_A,2026-05-08,True
TXN000001418,1782.05,1105.19,7.0,2,STR0012,REG027,ASC000116,CUST00000880,,SALE,Store,Completed,POS_B,,True
TXN000001420,1226.48,621.3199999999999,6.0,2,STR0009,REG028,ASC000485,CUST00000599,2026-04-01 20:44:00,SALE,Pickup,Completed,POS_A,2026-04-01,True
TXN000001421,59.93,10.700000000000003,1.0,1,STR0025,REG026,ASC000329,,,SALE,Store,Completed,POS_B,,False
TXN000001424,3856.74,2180.18,6.0,2,STR0022,REG013,ASC000497,CUST00001761,,SALE,Store,Completed,POS_C,,True
TXN000001430,1260.23,177.61000000000004,9.0,3,STR0018,REG021,ASC000490,,,SALE,Store,Completed,POS_B,,True
TXN000001432,1348.95,298.70000000000005,5.0,1,STR0002,REG001,ASC000304,CUST00000436,2026-04-07 12:41:00,SALE,Store,Completed,POS_C,2026-04-07,True
TXN000001435,210.93,12.939999999999998,1.0,1,STR0003,REG020,ASC000197,CUST00000200,2026-04-26 22:34:00,SALE,Pickup,Completed,POS_C,2026-04-26,False
TXN000001441,658.3399999999999,248.96999999999997,3.0,2,STR0008,REG018,ASC000298,CUST00000981,2026-05-22 17:46:00,SALE,Pickup,Completed,POS_C,2026-05-22,True
TXN000001442,311.35,111.50000000000003,1.0,1,STR0012,REG016,ASC000145,CUST00001791,,SALE,Store,Completed,POS_A,,False
TXN000001443,3295.73,1897.37,8.0,4,STR0017,REG017,ASC000330,CUST00000334,,SALE,Pickup,Completed,POS_C,,True
TXN000001444,457.93999999999994,81.83999999999997,2.0,2,STR0021,REG027,ASC000489,CUST00000398,2026-05-22 01:53:00,SALE,Pickup,Completed,POS_C,2026-05-22,False
TXN000001449,1384.87,524.4799999999999,7.0,4,STR0014,REG015,ASC000494,,,SALE,Store,Completed,POS_B,,True
TXN000001451,1778.9499999999998,481.89,5.0,2,STR0015,REG016,ASC000054,CUST00000294,,SALE,Store,Completed,POS_B,,True
TXN000001453,199.64,59.91999999999999,2.0,1,STR0008,REG013,ASC000048,,2026-04-17 11:54:00,SALE,Store,Completed,POS_A,2026-04-17,False
TXN000001455,2791.58,975.1399999999999,9.0,2,STR0020,REG026,ASC000478,,2026-04-01 04:20:00,SALE,Pickup,Completed,POS_C,2026-04-01,True
TXN000001458,1370.46,786.27,6.0,2,STR0007,REG003,ASC000228,,2026-05-24 18:15:00,SALE,Store,Completed,POS_A,2026-05-24,True
TXN000001461,5112.009999999999,1684.8599999999997,15.0,6,STR0021,REG016,ASC000489,CUST00000648,,SALE,Store,Completed,POS_C,,True
TXN000001463,738.11,352.4,2.0,2,STR0017,REG026,ASC000130,CUST00000663,2026-04-20 01:53:00,SALE,Store,Completed,POS_B,2026-04-20,True
TXN000001467,3008.52,1417.84,4.0,1,STR0024,REG019,ASC000272,CUST00000793,,SALE,Store,Completed,POS_A,,True
TXN000001468,1063.76,356.71,3.0,2,STR0003,REG021,ASC000405,CUST00000699,2026-05-26 22:39:00,SALE,Pickup,Completed,POS_C,2026-05-26,True
TXN000001469,1751.52,322.26,5.0,2,STR0024,REG001,ASC000139,CUST00001211,2026-04-16 04:59:00,SALE,Pickup,Completed,POS_B,2026-04-16,True
TXN000001474,41.4,-5.140000000000001,2.0,1,STR0006,REG001,ASC000151,,2026-04-30 18:53:00,SALE,Store,Completed,POS_B,2026-04-30,False
TXN000001476,4235.03,1450.61,12.0,4,STR0017,REG019,ASC000250,CUST00000531,2026-05-31 07:32:00,SALE,Store,Completed,POS_A,2026-05-31,True
TXN000001478,904.57,89.74000000000007,5.0,2,STR0020,REG028,ASC000040,,,SALE,Store,Completed,POS_C,,True
TXN000001479,448.97,206.34000000000003,1.0,1,STR0016,REG028,ASC000172,CUST00000287,2026-05-02 14:32:00,SALE,Store,Completed,POS_A,2026-05-02,False
TXN000001480,1384.83,399.05999999999995,3.0,1,STR0014,REG017,ASC000266,CUST00001230,,SALE,Store,Completed,POS_C,,True
TXN000001484,1046.63,327.44,4.0,3,STR0006,REG017,ASC000156,,2026-04-24 17:08:00,SALE,Store,Completed,POS_B,2026-04-24,True
TXN000001486,1054.2,490.31000000000006,5.0,2,STR0005,REG013,ASC000015,CUST00001261,,SALE,Pickup,Completed,POS_C,,True
TXN000001489,1462.24,556.81,5.0,2,STR0005,REG026,ASC000111,CUST00000033,,SALE,Pickup,Completed,POS_C,,True
TXN000001490,2856.37,1371.8500000000001,6.0,3,STR0016,REG006,ASC000331,CUST00000515,,SALE,Store,Completed,POS_B,,True
TXN000001493,1709.84,645.24,4.0,1,STR0008,REG025,ASC000110,CUST00001503,,SALE,Pickup,Completed,POS_A,,True
TXN000001496,92.35,-544.75,5.0,1,STR0014,REG007,ASC000202,CUST00000314,2026-04-22 05:04:00,SALE,Store,Completed,POS_A,2026-04-22,False
TXN000001498,2859.45,1410.7799999999997,5.0,3,STR0022,REG006,ASC000406,CUST00001148,2026-05-15 16:11:00,SALE,Store,Completed,POS_B,2026-05-15,True
TXN000001499,6558.89,2618.31,15.0,5,STR0023,REG022,ASC000018,,,SALE,Pickup,Completed,POS_C,,True
TXN000001501,2053.54,1313.19,5.0,3,STR0009,REG009,ASC000485,,,SALE,Store,Completed,POS_A,,True
TXN000001504,303.09,128.28999999999996,1.0,1,STR0019,REG014,ASC000462,CUST00001700,2026-04-04 22:39:00,SALE,Store,Completed,POS_B,2026-04-04,False
TXN000001505,2647.48,1253.64,4.0,1,STR0004,REG011,ASC000423,,,SALE,Store,Completed,POS_C,,True
TXN000001508,1460.3,377.62,8.0,3,STR0009,REG018,ASC000178,CUST00000177,,SALE,Store,Completed,POS_B,,True
TXN000001513,4148.23,2168.7999999999997,8.0,4,STR0016,REG016,ASC000267,CUST00001263,,SALE,Store,Completed,POS_B,,True
TXN000001516,2047.2199999999998,645.74,7.0,2,STR0001,REG019,ASC000456,CUST00000272,2026-05-24 17:57:00,SALE,Store,Completed,POS_B,2026-05-24,True
TXN000001518,1180.74,481.47,2.0,2,STR0001,REG010,ASC000299,,,SALE,Store,Completed,POS_B,,True
TXN000001520,447.42,133.54000000000002,2.0,1,STR0019,REG013,ASC000026,CUST00000361,2026-04-03 21:53:00,SALE,Store,Completed,POS_C,2026-04-03,False
TXN000001521,918.99,311.52000000000004,2.0,2,STR0015,REG009,ASC000059,CUST00000492,2026-05-28 09:09:00,SALE,Store,Completed,POS_A,2026-05-28,True
TXN000001522,1196.54,202.6399999999999,6.0,2,STR0004,REG028,ASC000002,CUST00000313,2026-05-13 10:58:00,SALE,Store,Completed,POS_C,2026-05-13,True
TXN000001524,1684.9499999999998,439.7199999999999,5.0,3,STR0019,REG003,ASC000147,CUST00000841,,SALE,Pickup,Completed,POS_C,,True
TXN000001529,2522.42,402.89,9.0,3,STR0013,REG026,ASC000422,CUST00000779,2026-04-28 11:48:00,SALE,Store,Completed,POS_C,2026-04-28,True
TXN000001530,2945.64,1454.6099999999997,7.0,3,STR0003,REG008,ASC000405,CUST00001281,2026-04-02 08:25:00,SALE,Store,Completed,POS_B,2026-04-02,True
TXN000001533,2287.5,805.9000000000001,4.0,2,STR0022,REG001,ASC000443,CUST00001089,2026-04-25 05:21:00,SALE,Store,Completed,POS_C,2026-04-25,True
TXN000001534,657.92,299.84999999999997,7.0,3,STR0005,REG016,ASC000480,,2026-04-28 18:25:00,SALE,Pickup,Completed,POS_C,2026-04-28,True
TXN000001540,99.82,29.959999999999994,1.0,1,STR0008,REG021,ASC000342,,,SALE,Pickup,Completed,POS_B,,False
TXN000001543,1698.3899999999999,839.3699999999999,3.0,1,STR0023,REG023,ASC000171,CUST00000970,,SALE,Pickup,Completed,POS_A,,True
TXN000001547,6461.429999999999,2794.7499999999995,10.0,3,STR0003,REG019,ASC000261,,2026-05-05 17:38:00,SALE,Store,Completed,POS_B,2026-05-05,True
TXN000001549,3047.6400000000003,1253.6100000000001,6.0,4,STR0011,REG027,ASC000432,,,SALE,Store,Completed,POS_C,,True
TXN000001554,3595.7400000000002,1758.4700000000003,6.0,2,STR0022,REG025,ASC000443,CUST00001307,2026-04-11 11:35:00,SALE,Store,Completed,POS_A,2026-04-11,True
TXN000001555,2171.96,1317.3000000000002,2.0,1,STR0017,REG008,ASC000071,,2026-05-05 07:48:00,SALE,Pickup,Completed,POS_B,2026-05-05,True
TXN000001556,2164.7,611.8,5.0,1,STR0025,REG010,ASC000174,CUST00000586,2026-04-03 12:55:00,SALE,Pickup,Completed,POS_B,2026-04-03,True
TXN000001557,2155.1099999999997,1026.6299999999999,11.0,3,STR0008,REG009,ASC000265,,2026-04-07 03:15:00,SALE,Pickup,Completed,POS_C,2026-04-07,True
TXN000001559,93.46,35.919999999999995,1.0,1,STR0013,REG017,ASC000437,,2026-04-17 14:32:00,SALE,Store,Completed,POS_C,2026-04-17,False
TXN000001562,4018.0099999999998,1450.2599999999998,10.0,5,STR0008,REG008,ASC000342,,2026-05-26 08:24:00,SALE,Pickup,Completed,POS_B,2026-05-26,True
TXN000001563,899.11,338.99,2.0,2,STR0004,REG017,ASC000354,CUST00001765,2026-04-29 17:43:00,SALE,Pickup,Completed,POS_A,2026-04-29,True
TXN000001564,1697.6100000000001,414.72000000000025,3.0,1,STR0011,REG019,ASC000012,CUST00000605,,SALE,Store,Completed,POS_B,,True
TXN000001567,4310.94,1705.23,14.0,5,STR0001,REG020,ASC000475,CUST00000625,,SALE,Store,Completed,POS_C,,True
TXN000001570,969.3199999999999,475.65999999999997,2.0,2,STR0008,REG011,ASC000159,CUST00000310,,SALE,Store,Completed,POS_A,,True
TXN000001572,2423.87,1241.48,3.0,1,STR0017,REG010,ASC000250,CUST00001252,2026-04-17 05:58:00,SALE,Pickup,Completed,POS_A,2026-04-17,True
TXN000001574,7880.06,3915.5900000000006,15.0,4,STR0002,REG027,ASC000348,CUST00001318,2026-04-17 22:07:00,SALE,Store,Completed,POS_C,2026-04-17,True
TXN000001579,496.05,102.17000000000002,7.0,3,STR0017,REG005,ASC000436,CUST00001524,2026-04-24 00:23:00,SALE,Store,Completed,POS_B,2026-04-24,False
TXN000001581,2784.65,1074.72,6.0,3,STR0018,REG009,ASC000297,CUST00001422,,SALE,Store,Completed,POS_C,,True
TXN000001583,1410.2,428.97,4.0,3,STR0013,REG020,ASC000091,,,SALE,Pickup,Completed,POS_A,,True
TXN000001584,2337.64,951.3,6.0,3,STR0021,REG012,ASC000336,CUST00000422,,SALE,Store,Completed,POS_C,,True
TXN000001586,1409.5,854.59,3.0,1,STR0006,REG026,ASC000243,CUST00000811,,SALE,Store,Completed,POS_C,,True
TXN000001587,2465.84,1166.58,7.0,3,STR0020,REG002,ASC000358,,,SALE,Store,Completed,POS_A,,True
TXN000001590,4759.72,1499.2900000000004,15.0,4,STR0005,REG010,ASC000334,CUST00001584,2026-04-14 10:46:00,SALE,Store,Completed,POS_A,2026-04-14,True
TXN000001592,397.63,149.2,1.0,1,STR0007,REG002,ASC000228,CUST00000009,2026-05-25 11:07:00,SALE,Store,Completed,POS_C,2026-05-25,False
TXN000001593,692.49,299.5,1.0,1,STR0006,REG006,ASC000057,CUST00000711,2026-04-26 11:03:00,SALE,Store,Completed,POS_C,2026-04-26,True
TXN000001594,1720.22,1007.88,2.0,1,STR0013,REG026,ASC000452,CUST00000367,,SALE,Store,Completed,POS_B,,True
TXN000001596,2386.22,895.3799999999999,14.0,5,STR0004,REG007,ASC000280,,,SALE,Pickup,Completed,POS_A,,True
TXN000001597,1731.2,887.44,3.0,3,STR0015,REG026,ASC000080,CUST00000182,2026-04-27 10:05:00,SALE,Store,Completed,POS_A,2026-04-27,True
TXN000001598,2630.2400000000002,1120.9500000000003,9.0,3,STR0025,REG001,ASC000083,,2026-05-08 11:16:00,SALE,Store,Completed,POS_C,2026-05-08,True
TXN000001600,1509.0,261.55999999999995,7.0,3,STR0021,REG023,ASC000184,,2026-04-28 05:04:00,SALE,Store,Completed,POS_B,2026-04-28,True
TXN000001601,1643.06,694.2,7.0,3,STR0015,REG022,ASC000338,CUST00000729,2026-04-24 13:58:00,SALE,Store,Completed,POS_A,2026-04-24,True
TXN000001602,404.68,159.91,1.0,1,STR0021,REG010,ASC000113,,,SALE,Store,Completed,POS_B,,False
TXN000001607,1357.66,799.7400000000001,2.0,1,STR0008,REG016,ASC000106,CUST00001148,2026-05-19 04:58:00,SALE,Store,Completed,POS_A,2026-05-19,True
TXN000001610,264.9,50.319999999999965,2.0,1,STR0007,REG013,ASC000160,CUST00000290,,SALE,Store,Completed,POS_C,,False
TXN000001611,3166.38,1883.0600000000002,4.0,3,STR0013,REG011,ASC000317,CUST00001295,,SALE,Store,Completed,POS_B,,True
TXN000001612,48.32,28.96,4.0,1,STR0001,REG007,ASC000472,,2026-04-10 20:53:00,SALE,Store,Completed,POS_A,2026-04-10,False
TXN000001614,923.64,418.36,2.0,1,STR0016,REG011,ASC000182,CUST00000964,2026-05-17 02:39:00,SALE,Store,Completed,POS_A,2026-05-17,True
TXN000001615,1008.78,482.05999999999995,2.0,1,STR0022,REG027,ASC000419,CUST00000233,,SALE,Store,Completed,POS_C,,True
TXN000001616,500.66,72.01000000000003,2.0,2,STR0002,REG008,ASC000320,CUST00001747,2026-04-09 18:46:00,SALE,Store,Completed,POS_B,2026-04-09,True
TXN000001617,176.88,66.75,2.0,2,STR0005,REG015,ASC000473,CUST00001241,,SALE,Pickup,Completed,POS_C,,False
TXN000001619,1995.22,911.2,8.0,3,STR0018,REG024,ASC000403,CUST00001117,2026-05-12 23:17:00,SALE,Store,Completed,POS_A,2026-05-12,True
TXN000001621,1169.5500000000002,621.58,6.0,2,STR0010,REG022,ASC000150,,2026-04-08 07:04:00,SALE,Store,Completed,POS_C,2026-04-08,True
TXN000001627,1034.8400000000001,221.96999999999997,6.0,2,STR0003,REG004,ASC000374,,,SALE,Store,Completed,POS_B,,True
TXN000001629,2199.44,742.3900000000001,6.0,2,STR0003,REG005,ASC000405,CUST00001254,,SALE,Pickup,Completed,POS_B,,True
TXN000001632,346.87,145.72999999999996,3.0,2,STR0020,REG014,ASC000170,CUST00001199,,SALE,Store,Completed,POS_C,,False
TXN000001636,118.28,59.5,2.0,1,STR0024,REG018,ASC000139,,2026-04-06 09:10:00,SALE,Pickup,Completed,POS_C,2026-04-06,False
TXN000001637,131.67000000000002,35.17000000000001,3.0,2,STR0022,REG007,ASC000443,,2026-05-30 14:19:00,SALE,Pickup,Completed,POS_B,2026-05-30,False
TXN000001638,1860.9800000000002,392.0600000000003,5.0,2,STR0021,REG027,ASC000113,,,SALE,Store,Completed,POS_B,,True
TXN000001639,327.82,138.68,4.0,2,STR0021,REG018,ASC000450,CUST00000165,2026-04-11 11:12:00,SALE,Store,Completed,POS_A,2026-04-11,False
TXN000001641,2413.72,1017.3499999999997,6.0,2,STR0014,REG018,ASC000384,CUST00000393,,SALE,Store,Completed,POS_A,,True
TXN000001642,2667.0499999999997,970.0899999999999,5.0,2,STR0017,REG020,ASC000141,CUST00001661,,SALE,Store,Completed,POS_C,,True
TXN000001643,793.7,354.45000000000005,5.0,1,STR0010,REG021,ASC000010,,2026-05-11 12:31:00,SALE,Store,Completed,POS_A,2026-05-11,True
TXN000001648,3663.07,1112.71,10.0,4,STR0003,REG021,ASC000193,CUST00000090,2026-04-24 18:51:00,SALE,Pickup,Completed,POS_B,2026-04-24,True
TXN000001650,1843.99,768.2,4.0,3,STR0006,REG020,ASC000107,CUST00000245,,SALE,Pickup,Completed,POS_B,,True
TXN000001651,2187.7999999999997,975.9499999999999,8.0,4,STR0023,REG018,ASC000162,,,SALE,Pickup,Completed,POS_C,,True
TXN000001652,548.65,249.15999999999997,1.0,1,STR0011,REG022,ASC000138,,,SALE,Pickup,Completed,POS_B,,True
TXN000001653,8825.04,4711.79,17.0,4,STR0008,REG027,ASC000458,CUST00000546,,SALE,Pickup,Completed,POS_A,,True
TXN000001654,490.72,244.66000000000003,3.0,1,STR0013,REG014,ASC000163,CUST00000374,,SALE,Pickup,Completed,POS_C,,False
TXN000001659,518.54,211.86,3.0,2,STR0022,REG018,ASC000497,CUST00001745,2026-04-12 12:52:00,SALE,Pickup,Completed,POS_C,2026-04-12,True
TXN000001662,2392.74,819.1399999999999,6.0,4,STR0010,REG028,ASC000328,CUST00000892,2026-05-11 10:14:00,SALE,Store,Completed,POS_A,2026-05-11,True
TXN000001663,436.5,13.949999999999989,1.0,1,STR0005,REG004,ASC000442,CUST00001678,,SALE,Pickup,Completed,POS_A,,False
TXN000001664,2069.7200000000003,1110.66,5.0,2,STR0005,REG021,ASC000480,CUST00000586,2026-05-08 06:17:00,SALE,Pickup,Completed,POS_C,2026-05-08,True
TXN000001666,707.6800000000001,242.69000000000005,7.0,2,STR0014,REG021,ASC000385,CUST00000417,2026-05-05 17:41:00,SALE,Store,Completed,POS_B,2026-05-05,True
TXN000001671,1154.72,585.56,2.0,2,STR0019,REG024,ASC000222,CUST00000908,,SALE,Store,Completed,POS_A,,True
TXN000001672,3402.69,1380.97,8.0,4,STR0021,REG017,ASC000450,CUST00000931,,SALE,Store,Completed,POS_B,,True
TXN000001673,7709.849999999999,3679.9399999999996,15.0,5,STR0009,REG025,ASC000155,,2026-04-12 03:55:00,SALE,Pickup,Completed,POS_B,2026-04-12,True
TXN000001674,855.7,406.00000000000006,2.0,1,STR0013,REG007,ASC000215,,,SALE,Pickup,Completed,POS_C,,True
TXN000001675,257.47,21.100000000000023,1.0,1,STR0009,REG001,ASC000485,CUST00000507,,SALE,Pickup,Completed,POS_A,,False
TXN000001677,2408.41,751.43,8.0,4,STR0025,REG020,ASC000230,,2026-04-13 08:48:00,SALE,Store,Completed,POS_A,2026-04-13,True
TXN000001678,3392.6,722.69,9.0,4,STR0009,REG004,ASC000245,CUST00000508,2026-04-03 18:20:00,SALE,Pickup,Completed,POS_A,2026-04-03,True
TXN000001681,2887.06,595.3299999999999,9.0,3,STR0025,REG023,ASC000204,,,SALE,Store,Completed,POS_A,,True
TXN000001683,6278.04,3488.4900000000002,10.0,4,STR0006,REG012,ASC000050,CUST00001266,2026-04-24 15:48:00,SALE,Pickup,Completed,POS_B,2026-04-24,True
TXN000001684,374.76,191.2,6.0,2,STR0010,REG017,ASC000150,CUST00000648,,SALE,Pickup,Completed,POS_A,,False
TXN000001688,1317.57,689.7900000000001,3.0,2,STR0023,REG021,ASC000312,,,SALE,Store,Completed,POS_C,,True
TXN000001689,4106.09,2198.37,11.0,5,STR0023,REG017,ASC000324,,,SALE,Store,Completed,POS_B,,True
TXN000001690,369.16,56.30000000000001,1.0,1,STR0018,REG017,ASC000401,,,SALE,Store,Completed,POS_A,,False
TXN000001692,442.38,65.84999999999997,3.0,1,STR0004,REG026,ASC_BAD,,2026-04-29 02:07:00,SALE,Store,Completed,POS_A,2026-04-29,False
TXN000001700,3439.23,1991.9,7.0,2,STR0020,REG013,ASC000211,CUST00001044,2026-04-26 06:43:00,SALE,Store,Completed,POS_B,2026-04-26,True
TXN000001701,5262.7,2888.7999999999997,13.0,5,STR0025,REG010,ASC000174,CUST00000567,,SALE,Pickup,Completed,POS_A,,True
TXN000001703,1985.3,1060.4499999999998,5.0,1,STR0003,REG027,ASC000115,CUST00000182,2026-04-22 13:31:00,SALE,Pickup,Completed,POS_A,2026-04-22,True
TXN000001710,5350.25,1906.4399999999998,9.0,3,STR0004,REG002,ASC000220,,2026-04-02 17:01:00,SALE,Store,Completed,POS_C,2026-04-02,True
TXN000001712,1595.51,606.3799999999999,6.0,2,STR0021,REG005,ASC000184,,,SALE,Store,Completed,POS_A,,True
TXN000001716,3481.57,1601.5600000000002,8.0,3,STR0020,REG001,ASC000099,CUST00001716,,SALE,Store,Completed,POS_A,,True
TXN000001717,350.36,110.09,6.0,2,STR0021,REG008,ASC000489,CUST00000151,2026-05-29 05:00:00,SALE,Store,Completed,POS_B,2026-05-29,False
TXN000001719,2350.67,660.14,6.0,2,STR0006,REG001,ASC000391,CUST00001097,,SALE,Store,Completed,POS_C,,True
TXN000001721,1844.75,1019.6999999999999,6.0,3,STR0002,REG020,ASC000253,CUST00001757,2026-05-03 02:30:00,SALE,Store,Completed,POS_B,2026-05-03,True
TXN000001723,2093.1600000000003,1209.7700000000002,12.0,5,STR0019,REG017,ASC000370,,,SALE,Store,Completed,POS_C,,True
TXN000001725,4041.4799999999996,2072.25,12.0,4,STR0023,REG011,ASC000324,,2026-05-03 11:40:00,SALE,Store,Completed,POS_B,2026-05-03,True
TXN000001728,1800.19,677.08,5.0,3,STR0008,REG004,ASC000179,CUST00001652,2026-05-27 02:07:00,SALE,Store,Completed,POS_A,2026-05-27,True
TXN000001731,1455.27,182.73000000000002,3.0,1,STR0011,REG022,ASC000300,CUST00001573,2026-04-26 01:46:00,SALE,Store,Completed,POS_C,2026-04-26,True
TXN000001733,2791.3100000000004,947.8700000000001,8.0,4,STR0003,REG003,ASC000355,CUST00001738,,SALE,Pickup,Completed,POS_A,,True
TXN000001737,2111.54,382.63,9.0,5,STR0018,REG023,ASC000036,CUST00000698,,SALE,Pickup,Completed,POS_B,,True
TXN000001741,172.54,13.359999999999985,3.0,1,STR0009,REG010,ASC000125,CUST00000286,2026-04-07 07:22:00,SALE,Pickup,Completed,POS_B,2026-04-07,False
TXN000001742,3979.87,1297.47,9.0,4,STR0006,REG014,ASC000294,,,SALE,Store,Completed,POS_C,,True
TXN000001745,1091.62,579.32,5.0,2,STR0012,REG003,ASC000116,CUST00001769,2026-04-29 14:16:00,SALE,Store,Completed,POS_A,2026-04-29,True
TXN000001747,292.86,77.41000000000003,3.0,2,STR0011,REG024,ASC000177,CUST00000492,2026-04-21 15:33:00,SALE,Store,Completed,POS_A,2026-04-21,False
TXN000001748,4102.66,1481.79,12.0,5,STR0021,REG008,ASC000484,CUST00001387,,SALE,Pickup,Completed,POS_A,,True
TXN000001750,194.9,46.140000000000015,2.0,1,STR0012,REG020,ASC000043,CUST00001348,2026-05-31 18:19:00,SALE,Pickup,Completed,POS_B,2026-05-31,False
TXN000001755,105.92,29.070000000000007,1.0,1,STR0006,REG010,ASC000391,CUST00001543,,SALE,Store,Completed,POS_C,,False
TXN000001760,2244.98,298.44999999999993,7.0,2,STR0020,REG026,ASC000200,CUST00000197,2026-05-03 15:01:00,SALE,Store,Completed,POS_B,2026-05-03,True
TXN000001766,801.73,415.5,2.0,2,STR0020,REG019,ASC000189,CUST00001179,,SALE,Store,Completed,POS_C,,True
TXN000001767,714.29,200.16000000000003,4.0,3,STR0011,REG021,ASC000120,,2026-04-03 03:53:00,SALE,Store,Completed,POS_B,2026-04-03,True
TXN000001770,792.36,-35.75999999999999,2.0,1,STR0013,REG014,ASC000387,,,SALE,Pickup,Completed,POS_A,,True
TXN000001772,2197.76,989.5,4.0,2,STR0007,REG019,ASC000242,,,SALE,Store,Completed,POS_A,,True
TXN000001779,7365.959999999999,2955.29,14.0,4,STR0008,REG010,ASC000159,CUST00000255,2026-05-07 08:43:00,SALE,Store,Completed,POS_B,2026-05-07,True
TXN000001781,4870.54,2732.58,8.0,3,STR0006,REG024,ASC000057,CUST00000705,2026-05-14 22:13:00,SALE,Store,Completed,POS_A,2026-05-14,True
TXN000001787,4395.77,2247.82,7.0,3,STR0014,REG015,ASC000202,,,SALE,Store,Completed,POS_B,,True
TXN000001788,1708.13,570.59,6.0,3,STR0023,REG013,ASC000056,CUST00000691,,SALE,Pickup,Completed,POS_C,,True
TXN000001789,2261.37,695.65,8.0,3,STR0019,REG011,ASC000004,,2026-05-24 23:34:00,SALE,Store,Completed,POS_B,2026-05-24,True
TXN000001794,789.1500000000001,187.49000000000007,3.0,2,STR0013,REG016,ASC000224,CUST00000018,,SALE,Pickup,Completed,POS_B,,True
