product_id,department,subcategory,brand,units_sold,net_sales,gross_margin,transaction_count,return_qty,refund_amount,return_count,return_rate
SKU0000186,Sports,Outdoor,Urbanbasics,42.0,14035.35,5737.410000000001,19,1.0,2.34,1.0,0.023809523809523808
SKU0000216,Sports,Fitness,Valueplus,26.0,13944.86,6336.74,12,0.0,92.2,1.0,0.0
SKU0000159,Apparel,Men,Healthyyou,27.0,13901.37,8237.31,12,3.0,0.0,1.0,0.1111111111111111
SKU0000030,Electronics,Computers,Healthyyou,44.0,13901.35,7336.55,15,0.0,0.0,1.0,0.0
SKU0000007,Apparel,Shoes,Greathome,41.0,13873.26,6706.459999999999,15,0.0,0.0,1.0,0.0
SKU0000472,Apparel,Men,Urbanbasics,28.0,13856.300000000001,8123.020000000001,15,6.0,0.0,2.0,0.21428571428571427
SKU0000421,Office,Stationery,Techline,48.0,13823.78,664.099999999999,18,0.0,0.0,1.0,0.0
SKU0000029,Office,School Supplies,Greathome,27.0,13816.27,2501.9199999999996,13,0.0,0.0,0.0,0.0
SKU0000212,Grocery,Dairy,Techline,34.0,13669.420000000002,5117.060000000001,13,1.0,0.0,1.0,0.029411764705882353
SKU0000108,Grocery,Produce,Greathome,25.0,13630.08,7745.08,13,2.0,0.0,1.0,0.08
SKU0000305,Sports,Cycling,Techline,36.0,13577.699999999999,731.4600000000006,14,0.0,0.0,0.0,0.0
SKU0000574,Grocery,Beverages,Urbanbasics,30.0,13517.689999999999,4415.389999999999,15,7.0,0.0,4.0,0.23333333333333334
SKU0000430,Sports,Outdoor,Techline,44.0,13391.11,2466.350000000001,19,1.0,181.11,2.0,0.022727272727272728
SKU0000285,Office,School Supplies,Healthyyou,37.0,13349.86,7902.719999999999,15,0.0,0.0,0.0,0.0
SKU0000544,Home,Bedding,Healthyyou,29.0,13179.75,1509.8599999999994,11,3.0,25.31,2.0,0.10344827586206896
SKU0000561,Office,Stationery,Greathome,27.0,13170.18,6156.66,12,0.0,0.0,0.0,0.0
SKU0000286,Home,Kitchen,Northpeak,24.0,13082.16,6063.84,11,0.0,0.0,1.0,0.0
SKU0000347,Office,Stationery,Urbanbasics,54.0,13045.59,6999.75,20,2.0,186.96,1.0,0.037037037037037035
SKU0000165,Grocery,Frozen,Valueplus,25.0,13034.45,4819.700000000001,11,3.0,77.47999999999999,3.0,0.12
SKU0000247,Electronics,Accessories,Valueplus,33.0,13018.39,2629.6600000000003,13,1.0,87.82,1.0,0.030303030303030304
SKU0000573,Home,Bedding,Healthyyou,31.0,12976.93,7688.0199999999995,15,2.0,197.73,2.0,0.06451612903225806
SKU0000211,Office,Stationery,Greathome,26.0,12961.74,6597.72,13,3.0,149.47,2.0,0.11538461538461539
SKU0000580,Apparel,Women,Valueplus,23.0,12849.37,3772.4200000000005,10,5.0,0.0,2.0,0.21739130434782608
SKU0000334,Apparel,Shoes,Northpeak,30.0,12814.24,3768.6399999999994,12,3.0,0.0,3.0,0.1
SKU0000225,Apparel,Women,Freshway,31.0,12772.82,610.280000000001,16,0.0,9.16,1.0,0.0
SKU0000080,Electronics,Computers,Healthyyou,33.0,12749.64,2500.500000000001,15,0.0,0.0,0.0,0.0
SKU0000424,Automotive,Car Care,Techline,47.0,12619.23,7288.0199999999995,16,1.0,83.52,1.0,0.02127659574468085
SKU0000457,Office,School Supplies,Urbanbasics,38.0,12579.99,1001.7699999999999,15,0.0,0.0,0.0,0.0
SKU0000365,Electronics,Accessories,Freshway,51.0,12498.380000000001,6824.63,17,3.0,164.07,3.0,0.058823529411764705
SKU0000103,Home,Storage,Urbanbasics,33.0,12489.539999999999,6029.129999999999,12,1.0,0.0,1.0,0.030303030303030304
SKU0000076,Health & Beauty,Personal Care,Healthyyou,36.0,12460.880000000001,1740.08,18,0.0,0.0,1.0,0.0
SKU0000406,Sports,Cycling,Valueplus,34.0,12428.06,7045.86,13,0.0,0.0,0.0,0.0
SKU0000309,Home,Bedding,Northpeak,32.0,12397.15,5883.549999999999,14,5.0,0.0,2.0,0.15625
SKU0000072,Grocery,Produce,Greathome,19.0,12346.06,5987.9,7,0.0,0.0,0.0,0.0
SKU0000240,Health & Beauty,Personal Care,Techline,30.0,12336.0,3874.5,11,6.0,121.93,3.0,0.2
SKU0000328,Health & Beauty,Personal Care,Urbanbasics,17.0,12318.869999999999,6588.849999999999,8,4.0,0.0,2.0,0.23529411764705882
SKU0000495,Electronics,Computers,Valueplus,42.0,12274.42,4192.78,18,5.0,157.5,3.0,0.11904761904761904
SKU0000502,Home,Bedding,Techline,35.0,12264.68,2932.979999999999,18,0.0,18.58,1.0,0.0
SKU0000006,Office,School Supplies,Greathome,19.0,12252.78,4181.2,10,2.0,0.0,2.0,0.10526315789473684
SKU0000485,Office,Printing,Techline,35.0,12125.94,4686.34,20,1.0,0.0,3.0,0.02857142857142857
SKU0000398,Apparel,Women,Techline,24.0,12112.18,1970.9799999999996,14,0.0,0.0,0.0,0.0
SKU0000468,Health & Beauty,Wellness,Greathome,34.0,12052.050000000001,6948.650000000001,18,6.0,168.54000000000002,2.0,0.17647058823529413
SKU0000157,Electronics,Gaming,Greathome,26.0,11968.08,1278.1800000000003,15,9.0,124.87,3.0,0.34615384615384615
SKU0000052,Health & Beauty,Pharmacy,Freshway,38.0,11959.18,4494.839999999999,15,0.0,0.0,0.0,0.0
SKU0000551,Grocery,Beverages,Valueplus,27.0,11957.57,2878.28,16,0.0,0.0,1.0,0.0
SKU0000180,Electronics,Gaming,Healthyyou,31.0,11893.86,4639.86,12,3.0,0.0,1.0,0.0967741935483871
SKU0000073,Sports,Outdoor,Valueplus,32.0,11855.32,2385.88,16,5.0,0.0,2.0,0.15625
SKU0000220,Automotive,Car Care,Greathome,35.0,11822.449999999999,3315.6999999999994,16,1.0,99.06,1.0,0.02857142857142857
SKU0000514,Apparel,Kids,Techline,40.0,11816.2,4403.400000000001,19,2.0,127.47,1.0,0.05
SKU0000496,Health & Beauty,Cosmetics,Healthyyou,26.0,11761.1,5302.18,11,0.0,0.0,0.0,0.0
SKU0000190,Sports,Cycling,Valueplus,37.0,11743.35,3918.9600000000005,17,2.0,0.0,1.0,0.05405405405405406
SKU0000028,Grocery,Produce,Valueplus,40.0,11675.4,1998.1999999999991,13,0.0,0.0,0.0,0.0
SKU0000356,Office,School Supplies,Techline,38.0,11637.29,4016.7700000000004,19,0.0,0.0,0.0,0.0
SKU0000245,Grocery,Frozen,Techline,33.0,11583.59,1492.5199999999993,15,0.0,0.0,0.0,0.0
SKU0000539,Home,Decor,Healthyyou,29.0,11456.14,2383.2,14,1.0,0.0,2.0,0.034482758620689655
SKU0000250,Health & Beauty,Pharmacy,Urbanbasics,37.0,11395.25,11395.25,17,0.0,0.0,1.0,0.0
SKU0000088,Electronics,Audio,Healthyyou,26.0,11337.58,1205.8999999999999,10,2.0,0.0,1.0,0.07692307692307693
SKU0000087,Home,Storage,Valueplus,19.0,11306.6,6786.120000000001,12,3.0,0.0,2.0,0.15789473684210525
SKU0000138,Electronics,Audio,Northpeak,32.0,11279.43,6178.31,11,5.0,85.84,3.0,0.15625
SKU0000209,Health & Beauty,Cosmetics,Healthyyou,36.0,11118.58,3975.1,19,1.0,163.36,1.0,0.027777777777777776
SKU0000415,Automotive,Tires,Valueplus,36.0,11114.6,5527.76,18,1.0,0.0,1.0,0.027777777777777776
SKU0000396,Electronics,Audio,Northpeak,38.0,11106.3,1460.0,15,5.0,0.0,4.0,0.13157894736842105
SKU0000255,Sports,Fitness,Healthyyou,24.0,11090.99,6184.43,9,0.0,0.0,0.0,0.0
SKU0000515,Automotive,Tires,Greathome,22.0,11078.82,5896.94,11,0.0,0.0,0.0,0.0
SKU0000312,Apparel,Men,Valueplus,35.0,11078.82,4099.120000000001,14,5.0,0.0,3.0,0.14285714285714285
SKU0000113,Apparel,Kids,Greathome,39.0,11005.64,2420.9599999999996,16,3.0,0.0,1.0,0.07692307692307693
SKU0000137,Sports,Fitness,Northpeak,34.0,10937.93,4829.150000000001,16,1.0,0.0,1.0,0.029411764705882353
SKU0000323,Electronics,Accessories,Valueplus,36.0,10905.18,270.05999999999926,16,3.0,0.0,3.0,0.08333333333333333
SKU0000529,Health & Beauty,Personal Care,Freshway,41.0,10862.84,6056.82,20,0.0,0.0,1.0,0.0
SKU0000254,Apparel,Women,Greathome,41.0,10804.94,3065.7800000000007,16,2.0,0.0,1.0,0.04878048780487805
SKU0000324,Apparel,Kids,Freshway,44.0,10803.8,6169.28,18,7.0,337.53999999999996,4.0,0.1590909090909091
SKU0000276,Grocery,Pantry,Techline,26.0,10756.09,1196.1499999999999,12,0.0,0.0,1.0,0.0
SKU0000519,Grocery,Beverages,Freshway,43.0,10742.9,2852.3999999999996,16,3.0,211.06,3.0,0.06976744186046512
SKU0000410,Sports,Outdoor,Urbanbasics,47.0,10732.96,4130.400000000001,21,2.0,0.0,1.0,0.0425531914893617
SKU0000326,Apparel,Men,Valueplus,44.0,10728.25,4675.610000000001,14,2.0,0.0,2.0,0.045454545454545456
SKU0000261,Sports,Fitness,Northpeak,36.0,10700.12,1996.760000000001,13,0.0,0.0,1.0,0.0
SKU0000059,Electronics,Accessories,Northpeak,27.0,10692.11,5094.74,18,5.0,130.4,2.0,0.18518518518518517
SKU0000266,Sports,Fitness,Greathome,48.0,10662.64,5870.32,17,0.0,0.0,0.0,0.0
SKU0000321,Health & Beauty,Cosmetics,Valueplus,36.0,10644.55,5653.51,13,3.0,0.0,2.0,0.08333333333333333
SKU0000024,Sports,Fitness,Northpeak,33.0,10625.869999999999,3251.69,15,0.0,0.0,1.0,0.0
SKU0000533,Sports,Outdoor,Techline,39.0,10612.09,4505.079999999999,14,7.0,117.64,3.0,0.1794871794871795
SKU0000298,Electronics,Audio,Freshway,39.0,10575.119999999999,4849.919999999999,16,6.0,221.92,3.0,0.15384615384615385
SKU0000373,Home,Kitchen,Techline,65.0,10572.85,5022.5,23,3.0,46.29,2.0,0.046153846153846156
SKU0000361,Apparel,Shoes,Techline,49.0,10565.08,4378.34,19,3.0,192.01,2.0,0.061224489795918366
SKU0000429,Health & Beauty,Cosmetics,Techline,32.0,10552.25,591.2900000000009,12,1.0,82.88,1.0,0.03125
SKU0000295,Automotive,Tires,Techline,35.0,10528.27,5408.82,12,4.0,96.82,2.0,0.11428571428571428
SKU0000296,Sports,Fitness,Valueplus,29.0,10515.94,2780.7699999999995,12,0.0,0.0,0.0,0.0
SKU0000455,Automotive,Accessories,Healthyyou,25.0,10501.710000000001,5893.46,13,0.0,0.0,0.0,0.0
SKU0000354,Automotive,Car Care,Greathome,26.0,10455.779999999999,4285.98,12,0.0,0.0,0.0,0.0
SKU0000270,Home,Kitchen,Urbanbasics,37.0,10455.24,4635.139999999999,15,1.0,164.09,1.0,0.02702702702702703
SKU0000218,Automotive,Tires,Urbanbasics,30.0,10409.6,311.90000000000094,12,3.0,0.0,1.0,0.1
SKU0000479,Automotive,Accessories,Northpeak,46.0,10393.65,6220.990000000001,16,0.0,0.0,0.0,0.0
SKU0000003,Home,Decor,Urbanbasics,42.0,10381.51,3344.41,16,0.0,0.0,0.0,0.0
SKU0000114,Electronics,Audio,Northpeak,49.0,10373.6,2260.670000000001,22,1.0,117.67,4.0,0.02040816326530612
SKU0000222,Automotive,Car Care,Northpeak,23.0,10364.29,5598.92,8,0.0,0.0,0.0,0.0
SKU0000155,Health & Beauty,Personal Care,Greathome,28.0,10353.07,935.5500000000006,15,5.0,0.0,2.0,0.17857142857142858
SKU0000303,Office,School Supplies,Northpeak,41.0,10347.2,5054.919999999999,14,0.0,0.0,0.0,0.0
SKU0000445,Sports,Cycling,Greathome,43.0,10337.460000000001,1823.8899999999999,19,1.0,0.0,1.0,0.023255813953488372
SKU0000459,Apparel,Kids,Northpeak,27.0,10296.539999999999,3792.24,12,7.0,187.33,4.0,0.25925925925925924
SKU0000447,Electronics,Audio,Greathome,51.0,10272.47,2055.3499999999995,20,0.0,0.0,0.0,0.0
SKU0000513,Home,Decor,Greathome,31.0,10255.39,2734.4799999999996,16,3.0,0.0,3.0,0.0967741935483871
SKU0000308,Apparel,Men,Northpeak,22.0,10243.7,5575.52,10,0.0,0.0,0.0,0.0
SKU0000395,Sports,Cycling,Freshway,39.0,10239.380000000001,1020.9500000000002,15,0.0,0.0,0.0,0.0
SKU0000173,Home,Decor,Valueplus,48.0,10236.83,4666.429999999999,18,1.0,0.0,2.0,0.020833333333333332
SKU0000022,Office,Printing,Northpeak,40.0,10106.230000000001,2700.2300000000005,16,5.0,185.1,2.0,0.125
SKU0000169,Electronics,Computers,Greathome,25.0,10045.939999999999,1723.69,13,4.0,0.0,2.0,0.16
SKU0000147,Apparel,Shoes,Greathome,23.0,10026.57,3022.84,12,0.0,0.0,0.0,0.0
SKU0000023,Electronics,Gaming,Techline,42.0,10002.51,-5.250000000000597,15,2.0,127.81,2.0,0.047619047619047616
SKU0000284,Home,Storage,Healthyyou,27.0,9966.34,4338.46,14,1.0,0.0,1.0,0.037037037037037035
SKU0000411,Grocery,Beverages,Valueplus,20.0,9845.67,1956.27,7,0.0,0.0,0.0,0.0
SKU0000283,Apparel,Kids,Greathome,20.0,9728.58,2283.18,11,0.0,0.0,0.0,0.0
SKU0000516,Office,Printing,Freshway,29.0,9722.4,1816.1299999999997,11,0.0,0.0,0.0,0.0
SKU0000500,Office,Stationery,Northpeak,42.0,9564.6,5324.7,14,0.0,0.0,0.0,0.0
SKU0000075,Sports,Fitness,Northpeak,46.0,9471.32,5090.74,18,2.0,142.95,2.0,0.043478260869565216
SKU0000069,Apparel,Men,Urbanbasics,19.0,9360.85,1778.8999999999996,7,0.0,0.0,0.0,0.0
SKU0000518,Health & Beauty,Wellness,Greathome,49.0,9326.35,5586.18,19,0.0,0.0,0.0,0.0
SKU0000102,Office,Stationery,Northpeak,24.0,9318.66,4298.34,12,3.0,170.3,1.0,0.125
SKU0000402,Sports,Fitness,Valueplus,26.0,9301.48,4087.9599999999996,13,2.0,0.0,1.0,0.07692307692307693
SKU0000196,Grocery,Produce,Valueplus,23.0,9294.56,3133.3199999999997,10,1.0,0.0,1.0,0.043478260869565216
SKU0000277,Apparel,Men,Freshway,40.0,9279.97,4981.570000000001,18,0.0,0.0,1.0,0.0
SKU0000508,Apparel,Kids,Urbanbasics,49.0,9273.49,4485.209999999999,20,5.0,204.48,3.0,0.10204081632653061
SKU0000470,Automotive,Car Care,Techline,31.0,9172.199999999999,2044.0599999999995,11,3.0,0.0,1.0,0.0967741935483871
SKU0000170,Health & Beauty,Personal Care,Greathome,26.0,9154.16,646.1800000000001,12,4.0,86.11000000000001,3.0,0.15384615384615385
SKU0000214,Automotive,Car Care,Techline,21.0,9065.14,2410.87,8,3.0,0.0,1.0,0.14285714285714285
SKU0000466,Automotive,Car Care,Techline,59.0,9031.36,207.31999999999968,25,3.0,46.04,2.0,0.05084745762711865
SKU0000171,Home,Kitchen,Urbanbasics,21.0,8997.55,1760.9499999999998,10,0.0,0.0,0.0,0.0
SKU0000082,Apparel,Kids,Urbanbasics,27.0,8958.98,3846.5300000000007,10,3.0,0.0,1.0,0.1111111111111111
SKU0000425,Health & Beauty,Wellness,Northpeak,32.0,8855.27,4114.15,14,3.0,89.81,1.0,0.09375
SKU0000145,Electronics,Gaming,Techline,21.0,8849.0,4127.15,12,2.0,0.0,1.0,0.09523809523809523
SKU0000543,Office,Printing,Urbanbasics,52.0,8840.36,4299.200000000001,23,3.0,0.0,2.0,0.057692307692307696
SKU0000001,Automotive,Car Care,Northpeak,28.0,8790.86,1722.5400000000004,12,0.0,0.0,0.0,0.0
SKU0000316,Grocery,Produce,Northpeak,19.0,8790.16,1282.3100000000006,6,0.0,0.0,0.0,0.0
SKU0000416,Home,Bedding,Urbanbasics,35.0,8774.85,3527.9999999999995,14,0.0,0.0,0.0,0.0
SKU0000346,Grocery,Pantry,Valueplus,36.0,8738.15,3455.8700000000003,15,2.0,0.0,1.0,0.05555555555555555
SKU0000566,Home,Kitchen,Valueplus,28.0,8713.08,4434.6799999999985,12,1.0,88.12,2.0,0.03571428571428571
SKU0000448,Apparel,Women,Freshway,17.0,8654.48,4264.739999999999,7,1.0,0.0,1.0,0.058823529411764705
SKU0000333,Home,Decor,Greathome,47.0,8619.76,4144.89,17,2.0,52.2,3.0,0.0425531914893617
SKU0000390,Grocery,Dairy,Techline,37.0,8617.33,3497.2700000000004,15,0.0,0.0,0.0,0.0
SKU0000227,Apparel,Kids,Techline,42.0,8610.04,1400.3200000000002,18,4.0,100.26,2.0,0.09523809523809523
SKU0000509,Home,Storage,Greathome,44.0,8602.35,1847.4699999999998,20,0.0,0.0,1.0,0.0
SKU0000341,Health & Beauty,Pharmacy,Urbanbasics,46.0,8575.66,4569.06,19,0.0,0.0,0.0,0.0
SKU0000310,Apparel,Kids,Techline,32.0,8375.9,4949.66,14,2.0,54.07,2.0,0.0625
SKU0000260,Sports,Fitness,Healthyyou,30.0,8329.09,1008.1900000000002,15,3.0,125.99,1.0,0.1
SKU0000201,Home,Decor,Freshway,25.0,8206.85,365.34999999999957,13,0.0,0.0,0.0,0.0
SKU0000368,Home,Storage,Techline,56.0,8159.879999999999,4671.639999999999,21,0.0,0.0,0.0,0.0
SKU0000065,Electronics,Audio,Greathome,49.0,8011.38,2373.44,20,0.0,0.0,0.0,0.0
SKU0000224,Electronics,Audio,Valueplus,31.0,7990.1,2361.7400000000002,12,0.0,0.0,0.0,0.0
SKU0000008,Electronics,Computers,Healthyyou,34.0,7919.58,2971.2200000000003,12,1.0,0.0,1.0,0.029411764705882353
SKU0000013,Health & Beauty,Pharmacy,Northpeak,27.0,7912.66,2740.54,11,0.0,0.0,0.0,0.0
SKU0000408,Office,School Supplies,Northpeak,50.0,7912.28,4532.280000000001,20,1.0,0.0,1.0,0.02
SKU0000444,Automotive,Car Care,Valueplus,43.0,7904.26,4463.400000000001,20,2.0,37.21,2.0,0.046511627906976744
SKU0000112,Automotive,Tires,Northpeak,27.0,7760.04,2786.1,17,1.0,5.23,1.0,0.037037037037037035
SKU0000360,Office,Printing,Techline,20.0,7676.6,3945.6,11,3.0,0.0,1.0,0.15
SKU0000417,Health & Beauty,Cosmetics,Valueplus,34.0,7670.5,4218.82,14,0.0,0.0,0.0,0.0
SKU0000189,Grocery,Beverages,Techline,34.0,7528.68,3028.78,14,2.0,98.93,1.0,0.058823529411764705
SKU0000269,Automotive,Car Care,Techline,42.0,7478.67,2153.91,16,3.0,0.0,1.0,0.07142857142857142
SKU0000068,Apparel,Women,Valueplus,38.0,7385.33,547.61,17,2.0,138.98,2.0,0.05263157894736842
SKU0000179,Apparel,Men,Techline,16.0,7377.64,3549.64,6,0.0,0.0,0.0,0.0
SKU0000166,Electronics,Computers,Healthyyou,51.0,7376.3,975.2899999999996,19,0.0,0.0,1.0,0.0
SKU0000163,Electronics,Audio,Northpeak,18.0,7327.02,3678.0600000000004,8,3.0,0.0,2.0,0.16666666666666666
SKU0000053,Grocery,Frozen,Northpeak,28.0,7322.37,4309.570000000001,17,0.0,0.0,0.0,0.0
SKU0000294,Grocery,Pantry,Healthyyou,45.0,7295.49,3279.24,18,3.0,26.14,2.0,0.06666666666666667
SKU0000456,Health & Beauty,Pharmacy,Healthyyou,33.0,7294.25,2115.2300000000005,15,0.0,0.0,0.0,0.0
SKU0000185,Office,School Supplies,Valueplus,62.0,7286.94,3216.64,24,0.0,0.0,0.0,0.0
SKU0000527,Sports,Fitness,Greathome,51.0,7135.2,2190.7499999999995,20,3.0,0.0,1.0,0.058823529411764705
SKU0000031,Office,School Supplies,Healthyyou,26.0,7128.58,2008.14,11,1.0,0.0,2.0,0.038461538461538464
SKU0000531,Office,Stationery,Healthyyou,23.0,7112.719999999999,2023.74,12,0.0,0.0,0.0,0.0
SKU0000301,Health & Beauty,Cosmetics,Techline,55.0,7047.44,918.2399999999998,21,5.0,20.67,2.0,0.09090909090909091
SKU0000287,Office,Printing,Valueplus,37.0,7025.66,3607.6000000000004,13,0.0,0.0,0.0,0.0
SKU0000248,Automotive,Car Care,Greathome,18.0,6977.37,1863.5699999999995,13,0.0,0.0,0.0,0.0
SKU0000400,Apparel,Shoes,Healthyyou,32.0,6955.29,964.5699999999999,14,1.0,0.0,1.0,0.03125
SKU0000369,Office,Stationery,Northpeak,32.0,6827.78,1659.7800000000002,15,2.0,99.57,1.0,0.0625
SKU0000057,Health & Beauty,Pharmacy,Urbanbasics,36.0,6763.42,2723.86,15,0.0,0.0,1.0,0.0
SKU0000194,Health & Beauty,Wellness,Valueplus,26.0,6727.71,492.1299999999997,14,2.0,77.59,1.0,0.07692307692307693
SKU0000499,Office,Printing,Greathome,18.0,6711.54,520.7999999999995,10,0.0,0.0,0.0,0.0
SKU0000520,Automotive,Tires,Urbanbasics,46.0,6694.25,3908.49,20,0.0,0.0,1.0,0.0
SKU0000297,Office,Stationery,Greathome,29.0,6660.83,1898.7399999999996,12,3.0,106.98,1.0,0.10344827586206896
SKU0000062,Grocery,Dairy,Valueplus,20.0,6630.98,140.38000000000017,11,5.0,123.26,3.0,0.25
SKU0000454,Home,Decor,Techline,34.0,6623.13,1740.7300000000002,19,1.0,0.0,1.0,0.029411764705882353
SKU0000172,Electronics,Accessories,Valueplus,25.0,6576.2,3776.2,10,1.0,0.0,1.0,0.04
SKU0000418,Grocery,Dairy,Techline,20.0,6561.26,2635.2599999999998,8,2.0,0.0,2.0,0.1
SKU0000035,Health & Beauty,Wellness,Techline,30.0,6518.42,1329.0200000000007,13,4.0,69.61,3.0,0.13333333333333333
SKU0000265,Home,Kitchen,Urbanbasics,32.0,6501.49,916.2100000000004,13,3.0,0.0,1.0,0.09375
SKU0000041,Grocery,Pantry,Greathome,38.0,6445.76,652.2799999999996,14,3.0,232.81,2.0,0.07894736842105263
SKU0000246,Office,Printing,Freshway,36.0,6296.29,2360.41,16,0.0,170.98,1.0,0.0
SKU0000054,Apparel,Kids,Valueplus,32.0,6286.46,3773.82,13,0.0,0.0,0.0,0.0
SKU0000094,Automotive,Accessories,Urbanbasics,74.0,6242.5,3558.5199999999995,27,1.0,117.57,3.0,0.013513513513513514
SKU0000036,Grocery,Dairy,Healthyyou,62.0,6168.57,1202.3700000000003,24,2.0,99.16,2.0,0.03225806451612903
SKU0000412,Office,School Supplies,Northpeak,37.0,6167.74,2005.2399999999998,16,0.0,0.0,0.0,0.0
SKU0000413,Apparel,Men,Greathome,52.0,6140.32,1420.7999999999997,22,4.0,0.0,2.0,0.07692307692307693
SKU0000181,Grocery,Frozen,Techline,33.0,6082.01,3641.33,15,0.0,0.0,0.0,0.0
SKU0000557,Grocery,Dairy,Valueplus,41.0,6063.68,3631.15,18,2.0,114.76,1.0,0.04878048780487805
SKU0000452,Health & Beauty,Personal Care,Greathome,19.0,5908.0,3283.53,9,0.0,0.0,0.0,0.0
SKU0000437,Apparel,Women,Techline,38.0,5851.77,2643.05,15,0.0,0.0,0.0,0.0
SKU0000235,Grocery,Dairy,Valueplus,26.0,5809.05,1164.15,11,0.0,0.0,0.0,0.0
SKU0000243,Grocery,Pantry,Greathome,46.0,5779.73,1580.3899999999999,19,3.0,0.0,1.0,0.06521739130434782
SKU0000572,Health & Beauty,Pharmacy,Greathome,25.0,5714.78,2228.78,9,0.0,0.0,0.0,0.0
SKU0000549,Office,Printing,Healthyyou,38.0,5679.01,2340.7100000000005,20,0.0,0.0,0.0,0.0
SKU0000579,Office,Stationery,Valueplus,28.0,5670.31,1802.11,13,0.0,0.0,0.0,0.0
SKU0000449,Grocery,Produce,Freshway,52.0,5653.65,1397.4500000000003,19,1.0,193.14,1.0,0.019230769230769232
SKU0000037,Apparel,Shoes,Healthyyou,37.0,5642.29,316.1400000000006,15,0.0,24.67,1.0,0.0
SKU0000288,Home,Storage,Urbanbasics,21.0,5635.94,2670.11,12,5.0,48.24,2.0,0.23809523809523808
SKU0000512,Apparel,Kids,Valueplus,25.0,5629.5,542.9999999999998,13,0.0,0.0,0.0,0.0
SKU0000536,Health & Beauty,Personal Care,Greathome,37.0,5626.9800000000005,2872.7000000000003,18,0.0,0.0,0.0,0.0
SKU0000258,Apparel,Men,Freshway,36.0,5557.12,2231.44,21,3.0,0.0,1.0,0.08333333333333333
SKU0000100,Home,Decor,Valueplus,39.0,5459.3,1911.4700000000003,17,4.0,5.3,3.0,0.10256410256410256
SKU0000311,Home,Kitchen,Valueplus,28.0,5353.51,1591.9899999999998,12,0.0,0.0,0.0,0.0
SKU0000042,Office,Printing,Techline,44.0,5351.82,191.49999999999991,18,0.0,0.0,0.0,0.0
SKU0000434,Grocery,Pantry,Greathome,25.0,5338.0599999999995,-138.1900000000005,13,1.0,0.0,2.0,0.04
SKU0000493,Automotive,Tires,Healthyyou,27.0,5301.18,1814.4000000000005,14,3.0,19.59,2.0,0.1111111111111111
SKU0000568,Grocery,Pantry,Valueplus,47.0,5257.28,1645.3300000000002,21,0.0,108.28,1.0,0.0
SKU0000478,Health & Beauty,Personal Care,Greathome,14.0,5103.84,2305.94,7,3.0,0.0,1.0,0.21428571428571427
SKU0000372,Sports,Outdoor,Northpeak,31.0,5070.3,1500.3400000000001,12,0.0,0.0,0.0,0.0
SKU0000342,Electronics,Accessories,Greathome,27.0,5022.68,2808.1400000000003,13,1.0,0.0,1.0,0.037037037037037035
SKU0000026,Sports,Fitness,Greathome,16.0,4953.66,2276.38,6,3.0,0.0,1.0,0.1875
SKU0000011,Office,Stationery,Healthyyou,46.0,4933.280000000001,1594.14,20,2.0,0.0,2.0,0.043478260869565216
SKU0000061,Apparel,Men,Techline,32.0,4916.299999999999,2245.2599999999998,14,0.0,0.0,0.0,0.0
SKU0000409,Automotive,Car Care,Urbanbasics,28.0,4880.02,1657.5,12,0.0,0.0,0.0,0.0
SKU0000091,Apparel,Kids,Techline,29.0,4824.8099999999995,2398.67,11,3.0,0.0,1.0,0.10344827586206896
SKU0000267,Office,Stationery,Healthyyou,62.0,4822.87,1478.5900000000001,21,0.0,0.0,0.0,0.0
SKU0000436,Automotive,Car Care,Urbanbasics,44.0,4811.13,1426.6499999999999,20,0.0,194.09,1.0,0.0
SKU0000506,Home,Bedding,Techline,36.0,4791.13,193.57000000000022,14,3.0,0.0,1.0,0.08333333333333333
SKU0000517,Sports,Cycling,Techline,41.0,4677.79,2329.31,19,0.0,0.0,0.0,0.0
SKU0000471,Sports,Fitness,Northpeak,41.0,4424.04,4424.04,20,0.0,0.0,0.0,0.0
SKU0000458,Grocery,Beverages,Valueplus,24.0,4415.24,1829.96,10,5.0,95.01,4.0,0.20833333333333334
SKU0000522,Health & Beauty,Cosmetics,Techline,38.0,4398.34,2475.16,18,0.0,0.0,0.0,0.0
SKU0000501,Automotive,Accessories,Greathome,38.0,4358.57,1846.77,18,3.0,0.0,3.0,0.07894736842105263
SKU0000414,Automotive,Accessories,Northpeak,20.0,4357.53,2186.5299999999997,11,0.0,0.0,0.0,0.0
SKU0000208,Automotive,Tires,Northpeak,32.0,4347.64,394.6800000000002,11,3.0,112.97,1.0,0.09375
SKU0000158,Apparel,Kids,Freshway,34.0,4339.99,692.1299999999999,12,0.0,0.0,0.0,0.0
SKU0000032,Office,School Supplies,Healthyyou,15.0,4334.89,2318.44,7,3.0,52.67,1.0,0.2
SKU0000205,Automotive,Accessories,Healthyyou,45.0,4281.25,934.1500000000004,19,0.0,0.0,0.0,0.0
SKU0000249,Apparel,Shoes,Techline,44.0,4279.97,2501.49,20,3.0,21.95,1.0,0.06818181818181818
SKU0000461,Automotive,Accessories,Greathome,36.0,4265.4400000000005,1463.1999999999998,16,1.0,0.0,1.0,0.027777777777777776
SKU0000534,Grocery,Frozen,Urbanbasics,20.0,4260.38,1403.1799999999998,12,1.0,0.0,1.0,0.05
SKU0000264,Apparel,Kids,Techline,35.0,4212.75,626.3,20,0.0,0.0,1.0,0.0
