transaction_date,store_id,department,transaction_count,units,net_sales,gross_margin,markdown_amount
2026-04-15,STR0013,Electronics,2,4.0,1533.66,1463.1100000000001,159.66000000000008
2026-04-15,STR0013,Grocery,1,4.0,755.24,-120.96000000000004,189.31999999999994
2026-04-15,STR0013,Health & Beauty,1,1.0,122.27,10.829999999999998,21.58
2026-04-15,STR0013,Home,2,6.0,932.52,252.23999999999998,39.120000000000005
2026-04-15,STR0014,Apparel,1,4.0,4112.16,2402.84,457.4800000000005
2026-04-15,STR0014,Automotive,1,2.0,1127.2,505.20000000000005,0.0
2026-04-15,STR0014,Home,1,1.0,464.78,203.61999999999995,0.0
2026-04-15,STR0014,Office,1,3.0,336.78000000000003,119.01000000000002,0.0
2026-04-15,STR0014,Sports,1,8.0,2478.11,710.4700000000003,0.0
2026-04-15,STR0015,Grocery,1,1.0,352.91,101.37000000000003,62.629999999999995
2026-04-15,STR0015,Office,1,5.0,1907.55,1171.4499999999998,0.0
2026-04-15,STR0016,Apparel,1,3.0,1194.03,557.46,298.5
2026-04-15,STR0016,Automotive,1,1.0,1051.55,629.29,0.0
2026-04-15,STR0016,Grocery,1,2.0,622.68,-26.379999999999995,109.88
2026-04-15,STR0016,Sports,2,6.0,3294.41,1682.74,385.10999999999984
2026-04-15,STR0018,Apparel,2,11.0,3863.01,974.2800000000001,498.9499999999998
2026-04-15,STR0018,Electronics,1,1.0,607.71,281.43000000000006,0.0
2026-04-15,STR0018,Grocery,2,2.0,504.47,14.600000000000037,98.57999999999998
2026-04-15,STR0018,Home,3,6.0,3174.1,1692.31,209.5200000000001
2026-04-15,STR0020,Grocery,1,4.0,2857.21,1525.61,54.94
2026-04-15,STR0020,Office,1,1.0,862.22,413.87,45.42999999999995
2026-04-15,STR0020,Sports,1,1.0,488.92,282.99,0.0
2026-04-15,STR0021,Office,1,3.0,924.6999999999999,275.0799999999999,48.78000000000014
2026-04-15,STR0023,Apparel,1,5.0,2007.9499999999998,500.3499999999999,354.35
2026-04-15,STR0023,Automotive,1,2.0,526.56,21.67999999999995,132.8800000000001
2026-04-15,STR0023,Electronics,1,1.0,35.18,16.13,6.210000000000001
2026-04-15,STR0023,Health & Beauty,1,3.0,1441.27,848.11,0.0
2026-04-15,STR0023,Sports,2,5.0,470.65000000000003,186.36,66.13999999999999
2026-04-15,STR0024,Office,1,5.0,3753.65,1850.3,0.0
2026-04-15,STR0024,Sports,1,3.0,815.6999999999999,356.78999999999996,198.82000000000005
2026-04-15,STR0025,Home,1,1.0,465.78,204.61999999999995,0.0
2026-04-16,STR0001,Grocery,1,2.0,57.86,21.259999999999998,0.0
2026-04-16,STR0001,Health & Beauty,1,4.0,891.84,264.08000000000004,0.0
2026-04-16,STR0002,Electronics,1,5.0,619.99,203.93,114.91999999999996
2026-04-16,STR0002,Grocery,1,1.0,104.66,24.560000000000002,5.510000000000005
2026-04-16,STR0004,Apparel,1,1.0,534.36,248.51,0.0
2026-04-16,STR0004,Grocery,1,1.0,39.87,20.229999999999997,0.0
2026-04-16,STR0004,Health & Beauty,3,5.0,2400.48,997.8,260.01000000000016
2026-04-16,STR0004,Office,1,3.0,908.03,146.23,137.01000000000005
2026-04-16,STR0004,Sports,3,10.0,3965.63,1686.98,628.3900000000001
2026-04-16,STR0005,Apparel,1,2.0,790.68,389.79999999999995,139.54000000000008
2026-04-16,STR0005,Automotive,1,1.0,374.35,137.05,66.06
2026-04-16,STR0005,Office,1,5.0,2420.6,1180.0499999999997,268.9499999999998
2026-04-16,STR0005,Sports,1,1.0,399.91,103.99000000000001,0.0
2026-04-16,STR0006,Automotive,1,5.0,674.72,319.5899999999999,0.0
2026-04-16,STR0006,Electronics,1,1.0,397.78,130.95,0.0
2026-04-16,STR0006,Health & Beauty,1,2.0,402.98,124.10000000000002,71.12
2026-04-16,STR0007,Apparel,1,4.0,167.0,79.76,0.0
2026-04-16,STR0007,Home,1,1.0,66.57,27.739999999999995,16.64
2026-04-16,STR0007,Office,1,1.0,910.2,490.63000000000005,0.0
2026-04-16,STR0008,Apparel,1,2.0,1573.48,809.3000000000001,174.81999999999994
2026-04-16,STR0008,Electronics,1,3.0,2406.67,1241.89,0.0
2026-04-16,STR0008,Home,1,2.0,1573.2,819.5600000000001,0.0
2026-04-16,STR0009,Electronics,1,2.0,781.98,204.22000000000003,86.88
2026-04-16,STR0009,Sports,1,1.0,924.12,519.13,0.0
2026-04-16,STR0010,Apparel,1,4.0,725.08,38.440000000000055,181.27999999999997
2026-04-16,STR0010,Electronics,1,7.0,4933.450000000001,2071.8300000000004,391.1199999999999
2026-04-16,STR0012,Electronics,1,2.0,762.94,133.32000000000005,84.75999999999999
2026-04-16,STR0012,Office,1,1.0,462.14,206.72,116.03999999999996
2026-04-16,STR0013,Apparel,1,5.0,1429.9,727.1500000000001,357.45000000000005
2026-04-16,STR0013,Electronics,1,2.0,1111.02,638.2,0.0
2026-04-16,STR0013,Home,1,3.0,2051.81,1238.0500000000002,0.0
2026-04-16,STR0013,Office,1,2.0,975.14,416.78,108.34000000000003
2026-04-16,STR0014,Automotive,1,2.0,589.38,143.75,111.27000000000001
2026-04-16,STR0014,Health & Beauty,1,1.0,800.82,407.13000000000005,89.53999999999996
2026-04-16,STR0014,Home,1,2.0,714.22,373.0,178.55999999999995
2026-04-16,STR0017,Automotive,1,2.0,943.28,345.05999999999995,0.0
2026-04-16,STR0018,Apparel,2,4.0,3181.6400000000003,1717.9600000000005,47.33999999999992
2026-04-16,STR0018,Automotive,2,7.0,3184.77,1339.79,533.3199999999998
2026-04-16,STR0018,Electronics,1,2.0,1600.78,824.26,0.0
2026-04-16,STR0018,Health & Beauty,1,1.0,376.92,79.12,0.0
2026-04-16,STR0018,Home,2,8.0,3425.21,1614.6399999999999,161.28999999999988
2026-04-16,STR0018,Office,1,4.0,1957.28,757.5999999999999,0.0
2026-04-16,STR0019,Apparel,1,6.0,393.49,118.97000000000003,38.77999999999997
2026-04-16,STR0019,Health & Beauty,2,4.0,817.94,466.02000000000004,0.0
2026-04-16,STR0019,Sports,2,6.0,1555.0,430.8199999999999,169.12000000000003
2026-04-16,STR0020,Electronics,1,1.0,319.57,65.72,0.0
2026-04-16,STR0020,Home,1,7.0,3041.8,658.3500000000003,551.3000000000002
2026-04-16,STR0020,Office,1,1.0,471.5,286.53,24.819999999999993
2026-04-16,STR0020,Sports,2,3.0,2327.06,1265.6399999999999,0.0
2026-04-16,STR0021,Automotive,1,6.0,2459.76,237.15000000000026,100.15000000000015
2026-04-16,STR0021,Electronics,1,7.0,2125.75,916.2199999999998,359.59
2026-04-16,STR0021,Grocery,1,4.0,1919.72,1121.4,213.27999999999997
2026-04-16,STR0021,Home,1,4.0,491.6,101.84000000000003,25.879999999999995
2026-04-16,STR0021,Office,1,2.0,336.48,111.48000000000002,17.71999999999997
2026-04-16,STR0021,Sports,1,3.0,355.51,148.89999999999998,90.12000000000002
2026-04-16,STR0022,Sports,1,3.0,1466.76,848.97,0.0
2026-04-16,STR0024,Automotive,1,4.0,1449.2,177.24,255.72000000000003
2026-04-16,STR0024,Home,1,1.0,302.32,145.01999999999998,0.0
2026-04-16,STR0025,Apparel,1,2.0,287.52,102.75999999999999,51.10000000000002
2026-04-16,STR0025,Automotive,1,2.0,285.86,38.80000000000001,0.0
2026-04-16,STR0025,Health & Beauty,1,5.0,59.8,25.199999999999996,15.45
2026-04-16,STR0025,Sports,1,3.0,966.3000000000001,221.0100000000001,241.58999999999992
2026-04-17,STR0001,Automotive,1,3.0,1711.27,834.46,190.67999999999984
2026-04-17,STR0001,Electronics,1,1.0,224.46,-13.819999999999993,39.609999999999985
2026-04-17,STR0001,Home,1,1.0,375.4,36.06999999999999,41.82000000000005
2026-04-17,STR0001,Office,1,2.0,1417.02,848.0,74.57999999999993
2026-04-17,STR0001,Sports,1,2.0,589.82,251.90000000000003,65.75999999999999
2026-04-17,STR0002,Apparel,1,5.0,2307.7000000000003,1112.2000000000003,0.0
2026-04-17,STR0002,Automotive,1,5.0,4047.2000000000003,2197.4500000000003,0.0
2026-04-17,STR0002,Office,2,6.0,1871.8999999999999,147.90999999999988,272.65000000000015
2026-04-17,STR0002,Sports,1,4.0,1197.36,478.67999999999995,211.6400000000001
2026-04-17,STR0003,Automotive,1,1.0,105.46,39.36,12.27000000000001
2026-04-17,STR0003,Health & Beauty,1,4.0,1442.04,225.44000000000005,160.44000000000005
2026-04-17,STR0003,Office,1,1.0,82.95,25.940000000000005,4.420000000000002
2026-04-17,STR0003,Sports,2,5.0,2343.24,830.09,97.75999999999999
2026-04-17,STR0005,Apparel,1,1.0,706.82,327.5400000000001,176.70999999999992
2026-04-17,STR0005,Health & Beauty,1,1.0,613.98,263.28000000000003,108.35000000000002
2026-04-17,STR0005,Home,1,1.0,640.94,403.0200000000001,0.0
2026-04-17,STR0006,Apparel,1,1.0,201.94,22.0,0.0
2026-04-17,STR0006,Grocery,1,3.0,3183.01,1870.3000000000002,354.2399999999998
2026-04-17,STR0006,Home,1,3.0,1471.5,807.72,163.5
2026-04-17,STR0006,Sports,1,1.0,341.34,39.70999999999998,38.04000000000002
2026-04-17,STR0007,Apparel,1,1.0,392.47,173.32000000000002,43.71999999999997
2026-04-17,STR0007,Automotive,1,1.0,541.06,250.93999999999994,0.0
2026-04-17,STR0008,Apparel,1,1.0,293.87,131.94,32.64999999999998
2026-04-17,STR0008,Automotive,1,2.0,199.64,59.91999999999999,10.5
2026-04-17,STR0008,Grocery,1,1.0,125.74,66.41,31.440000000000012
2026-04-17,STR0008,Office,2,2.0,497.88,219.67000000000002,0.0
2026-04-17,STR0008,Sports,1,1.0,741.37,427.32,39.01999999999998
2026-04-17,STR0010,Apparel,1,3.0,1525.54,816.52,0.0
2026-04-17,STR0010,Automotive,1,5.0,4032.6,2341.95,0.0
2026-04-17,STR0010,Electronics,1,1.0,762.75,374.49,40.139999999999986
2026-04-17,STR0010,Office,1,5.0,3544.95,1850.3999999999996,0.0
2026-04-17,STR0010,Sports,2,5.0,601.22,143.89999999999998,58.08000000000001
2026-04-17,STR0013,Health & Beauty,1,1.0,138.25,63.81,24.400000000000006
2026-04-17,STR0013,Office,1,1.0,93.46,35.919999999999995,16.49000000000001
2026-04-17,STR0014,Automotive,1,2.0,133.18,34.72000000000001,0.0
2026-04-17,STR0014,Electronics,1,2.0,1637.82,914.66,0.0
2026-04-17,STR0014,Home,1,1.0,287.4,146.17,0.0
2026-04-17,STR0016,Apparel,1,4.0,418.0,256.32,0.0
2026-04-17,STR0016,Home,1,6.0,1405.08,579.1300000000001,84.36000000000001
2026-04-17,STR0017,Apparel,1,5.0,757.25,338.95000000000005,190.55000000000007
2026-04-17,STR0017,Grocery,1,3.0,2423.87,1241.48,0.0
2026-04-17,STR0018,Health & Beauty,1,3.0,221.77,78.37000000000003,25.199999999999974
2026-04-17,STR0019,Automotive,1,1.0,479.91,168.91000000000003,84.69
2026-04-17,STR0019,Health & Beauty,1,1.0,225.5,-14.330000000000013,56.370000000000005
2026-04-17,STR0019,Sports,1,1.0,196.21,101.68,0.0
2026-04-17,STR0021,Apparel,1,2.0,402.44,154.68,21.180000000000007
2026-04-17,STR0021,Electronics,1,3.0,676.81,253.7,35.629999999999995
2026-04-17,STR0021,Health & Beauty,1,4.0,517.88,72.12,57.51999999999998
2026-04-17,STR0021,Home,1,2.0,426.04,76.96000000000004,0.0
2026-04-17,STR0022,Home,1,2.0,779.56,362.67999999999995,0.0
2026-04-17,STR0023,Office,1,1.0,112.26,39.67,0.0
2026-04-17,STR0025,Apparel,1,2.0,554.08,230.22000000000003,97.95999999999992
2026-04-17,STR0025,Grocery,1,1.0,876.36,509.44,0.0
2026-04-18,STR0003,Apparel,1,2.0,209.0,128.16,0.0
2026-04-18,STR0003,Health & Beauty,1,2.0,905.9,379.17999999999995,100.88
2026-04-18,STR0003,Sports,1,2.0,233.46,118.9,12.280000000000001
2026-04-18,STR0004,Apparel,1,4.0,151.36,40.20000000000002,17.359999999999985
2026-04-18,STR0004,Automotive,1,1.0,397.27,162.85999999999999,0.0
2026-04-18,STR0004,Health & Beauty,2,6.0,508.44,72.99000000000001,86.30999999999999
2026-04-18,STR0004,Office,1,2.0,354.2,129.2,0.0
2026-04-18,STR0004,Sports,1,2.0,1453.26,778.56,0.0
2026-04-18,STR0005,Health & Beauty,2,5.0,1728.1599999999999,630.29,0.0
2026-04-18,STR0005,Home,1,5.0,1361.85,612.3,0.0
2026-04-18,STR0005,Sports,1,1.0,9.55,0.6400000000000006,1.6799999999999997
2026-04-18,STR0006,Automotive,1,1.0,102.87,28.49000000000001,5.409999999999997
2026-04-18,STR0006,Home,1,4.0,1431.32,648.2399999999999,252.96000000000004
2026-04-18,STR0006,Office,1,1.0,36.9,18.479999999999997,9.230000000000004
2026-04-18,STR0006,Sports,1,8.0,1550.67,1043.79,0.0
2026-04-18,STR0007,Automotive,1,3.0,807.87,306.66999999999996,61.66999999999996
2026-04-18,STR0007,Home,1,1.0,171.03,27.430000000000007,43.25999999999999
2026-04-18,STR0007,Office,2,3.0,2050.31,809.2,287.15999999999985
2026-04-18,STR0009,Automotive,1,3.0,896.0,138.68000000000006,99.66000000000008
2026-04-18,STR0009,Office,1,1.0,542.48,288.84000000000003,96.61000000000001
2026-04-18,STR0010,Apparel,2,7.0,2672.59,547.8500000000001,636.7099999999997
2026-04-18,STR0010,Automotive,1,4.0,536.72,-61.51999999999998,134.19999999999993
2026-04-18,STR0010,Electronics,1,1.0,428.06,38.379999999999995,47.56
2026-04-18,STR0010,Grocery,1,1.0,198.31,124.35000000000001,0.0
2026-04-18,STR0010,Health & Beauty,1,6.0,4440.94,2286.18,0.0
2026-04-18,STR0010,Office,1,1.0,581.26,156.44,146.56000000000006
2026-04-18,STR0011,Apparel,1,1.0,77.05,44.699999999999996,0.0
2026-04-18,STR0011,Electronics,1,1.0,53.3,31.879999999999995,2.8000000000000043
2026-04-18,STR0011,Sports,1,1.0,569.02,213.04999999999995,0.0
2026-04-18,STR0012,Health & Beauty,1,2.0,1727.94,844.1400000000001,0.0
2026-04-18,STR0012,Office,1,5.0,2569.6499999999996,1280.9499999999996,286.0500000000002
2026-04-18,STR0014,Automotive,1,2.0,1556.2,830.36,172.89999999999986
2026-04-18,STR0016,Apparel,2,5.0,1936.61,911.72,328.76000000000005
2026-04-18,STR0016,Automotive,1,7.0,1137.65,566.3000000000001,26.840000000000032
2026-04-18,STR0016,Health & Beauty,1,2.0,94.06,55.1,0.0
2026-04-18,STR0016,Home,1,5.0,1665.3999999999999,614.4999999999998,185.04999999999995
2026-04-18,STR0017,Grocery,1,1.0,862.52,490.01,95.84000000000003
2026-04-18,STR0017,Health & Beauty,1,1.0,223.2,83.75999999999999,11.850000000000023
2026-04-18,STR0017,Home,1,1.0,461.26,228.04999999999998,24.54000000000002
2026-04-18,STR0017,Office,1,3.0,1420.3000000000002,157.96000000000026,356.30999999999995
2026-04-18,STR0018,Apparel,1,3.0,1690.98,781.23,0.0
2026-04-18,STR0018,Health & Beauty,1,6.0,2758.29,1551.21,93.95999999999998
2026-04-18,STR0018,Home,2,4.0,1710.3,531.9799999999999,98.56000000000006
2026-04-18,STR0018,Sports,1,3.0,224.41,5.950000000000017,57.360000000000014
2026-04-18,STR0020,Apparel,1,1.0,698.32,316.2300000000001,174.82999999999993
2026-04-18,STR0020,Electronics,1,2.0,263.88,12.859999999999985,46.56
2026-04-18,STR0021,Sports,1,5.0,58.5,13.379999999999999,0.0
2026-04-18,STR0022,Apparel,1,4.0,2120.24,1087.3599999999997,0.0
2026-04-18,STR0022,Automotive,1,4.0,959.92,506.19999999999993,240.48000000000013
2026-04-18,STR0022,Health & Beauty,1,5.0,233.70000000000002,46.00000000000003,0.0
2026-04-18,STR0024,Apparel,3,5.0,1533.13,812.3000000000002,0.0
2026-04-18,STR0024,Automotive,1,4.0,631.12,124.0,158.03999999999996
2026-04-18,STR0024,Electronics,3,7.0,2759.6099999999997,1029.2099999999998,124.19
2026-04-18,STR0024,Health & Beauty,1,2.0,960.8499999999999,528.37,74.20000000000005
2026-04-18,STR0024,Home,2,7.0,3077.23,921.5400000000001,291.51000000000005
2026-04-19,STR0001,Electronics,1,4.0,1803.56,904.16,0.0
2026-04-19,STR0001,Grocery,1,1.0,91.64,11.540000000000006,16.53
2026-04-19,STR0001,Health & Beauty,1,4.0,1906.96,761.6000000000001,476.75999999999976
2026-04-19,STR0002,Apparel,2,7.0,2527.97,1114.81,477.60000000000014
2026-04-19,STR0002,Automotive,1,4.0,1554.76,208.4000000000001,0.0
2026-04-19,STR0002,Health & Beauty,1,1.0,535.47,295.64,0.0
2026-04-19,STR0002,Office,1,3.0,1486.96,932.0500000000001,0.0
2026-04-19,STR0002,Sports,1,2.0,708.4,-5.279999999999973,125.01999999999998
2026-04-19,STR0003,Electronics,1,2.0,967.26,144.96000000000004,0.0
2026-04-19,STR0003,Home,2,3.0,1571.15,438.81,277.2700000000001
2026-04-19,STR0004,Office,1,1.0,289.05,92.11000000000001,0.0
2026-04-19,STR0004,Sports,1,5.0,3635.65,1948.9,0.0
2026-04-19,STR0005,Apparel,1,2.0,818.56,357.91999999999996,90.96000000000004
2026-04-19,STR0005,Health & Beauty,1,1.0,169.14,67.64999999999999,42.54000000000002
2026-04-19,STR0005,Office,1,2.0,118.36,12.239999999999995,0.0
2026-04-19,STR0005,Sports,1,6.0,2198.5299999999997,844.9299999999998,149.99999999999983
2026-04-19,STR0008,Automotive,1,3.0,1320.94,370.33000000000004,147.32999999999987
2026-04-19,STR0008,Electronics,1,2.0,85.75999999999999,43.32999999999999,1.8900000000000006
2026-04-19,STR0008,Home,1,1.0,232.52,66.37,58.62999999999997
2026-04-19,STR0008,Office,1,4.0,292.0,29.399999999999977,15.639999999999986
2026-04-19,STR0009,Electronics,1,1.0,129.63,68.46,14.400000000000006
2026-04-19,STR0009,Grocery,1,4.0,1487.06,636.1799999999998,267.42000000000013
2026-04-19,STR0010,Apparel,1,2.0,156.1,91.39999999999999,0.0
2026-04-19,STR0010,Automotive,1,2.0,248.3,134.32,27.599999999999966
2026-04-19,STR0010,Electronics,1,2.0,585.94,-4.899999999999977,65.09999999999991
2026-04-19,STR0010,Grocery,1,1.0,88.14,8.040000000000006,22.03
2026-04-19,STR0010,Health & Beauty,1,2.0,1468.74,584.94,259.20000000000005
2026-04-19,STR0010,Home,2,6.0,1869.19,541.81,295.68
2026-04-19,STR0010,Sports,2,2.0,656.13,185.23,40.25999999999999
2026-04-19,STR0011,Automotive,1,2.0,814.1400000000001,308.0200000000001,0.46000000000000085
2026-04-19,STR0011,Health & Beauty,1,1.0,115.09,64.48,13.009999999999991
2026-04-19,STR0012,Apparel,1,2.0,404.88,45.0,0.0
2026-04-19,STR0013,Apparel,1,1.0,387.96,13.019999999999982,43.110000000000014
2026-04-19,STR0013,Grocery,1,2.0,236.76,83.06,12.460000000000008
2026-04-19,STR0014,Grocery,2,3.0,522.96,125.40999999999997,52.54000000000002
2026-04-19,STR0014,Home,1,3.0,875.1999999999999,451.51,0.0
2026-04-19,STR0014,Office,1,1.0,183.59,96.26,0.0
2026-04-19,STR0015,Apparel,1,2.0,2167.96,1313.3000000000002,114.36000000000013
2026-04-19,STR0016,Apparel,1,3.0,881.61,395.82,97.94999999999993
2026-04-19,STR0016,Automotive,1,2.0,181.04,108.49999999999999,0.0
2026-04-19,STR0016,Sports,1,1.0,236.33,38.34,12.699999999999989
2026-04-19,STR0018,Electronics,1,5.0,1280.2,723.95,0.0
2026-04-19,STR0018,Grocery,1,1.0,790.95,461.28000000000003,0.0
2026-04-19,STR0018,Health & Beauty,1,1.0,7.21,3.54,0.0
2026-04-19,STR0018,Sports,1,1.0,646.99,244.44,71.88999999999999
2026-04-19,STR0019,Apparel,1,1.0,665.27,225.28999999999996,0.0
2026-04-19,STR0019,Automotive,1,1.0,108.28,33.900000000000006,0.0
2026-04-19,STR0019,Home,1,5.0,1007.78,-94.04000000000002,252.93000000000006
2026-04-19,STR0019,Office,1,2.0,155.32,24.019999999999982,0.0
2026-04-19,STR0020,Apparel,1,1.0,320.92,135.60000000000002,0.0
2026-04-19,STR0020,Automotive,1,4.0,1202.04,361.8399999999999,63.51999999999998
2026-04-19,STR0020,Electronics,1,3.0,1104.51,172.76999999999998,194.9099999999999
2026-04-19,STR0020,Office,1,3.0,2317.05,972.0,408.89999999999986
2026-04-19,STR0020,Sports,1,3.0,2288.43,1105.7699999999998,403.83000000000004
2026-04-19,STR0021,Apparel,1,1.0,117.51,15.040000000000006,6.289999999999992
2026-04-19,STR0021,Electronics,1,4.0,658.72,198.48000000000002,34.91999999999996
2026-04-19,STR0021,Grocery,1,1.0,276.92,169.32000000000002,0.0
2026-04-19,STR0021,Home,2,5.0,2233.05,917.0799999999999,0.0
2026-04-19,STR0021,Sports,3,8.0,3168.6,1255.3400000000001,143.65999999999997
2026-04-19,STR0022,Health & Beauty,1,4.0,316.24,102.13000000000001,31.66000000000001
2026-04-19,STR0022,Home,1,2.0,890.81,446.93999999999994,0.0
2026-04-19,STR0022,Office,3,4.0,1300.19,468.00000000000006,137.02000000000004
2026-04-19,STR0023,Automotive,2,4.0,1354.94,584.35,76.76999999999987
2026-04-19,STR0023,Electronics,1,2.0,616.06,231.21999999999997,0.0
2026-04-19,STR0023,Grocery,2,7.0,5052.2,2725.5,142.44999999999993
2026-04-19,STR0023,Health & Beauty,1,5.0,1066.75,369.54999999999995,118.50000000000009
2026-04-19,STR0023,Home,1,4.0,615.12,273.56,108.55999999999995
2026-04-19,STR0023,Sports,2,2.0,1008.8499999999999,301.54999999999995,99.03000000000003
2026-04-19,STR0024,Apparel,1,1.0,788.11,476.63,41.74000000000001
2026-04-19,STR0024,Electronics,1,1.0,197.8,36.68000000000001,22.089999999999975
2026-04-19,STR0024,Grocery,1,1.0,234.88,56.22999999999999,0.0
2026-04-19,STR0024,Office,1,1.0,94.43,47.77000000000001,4.969999999999999
2026-04-19,STR0024,Sports,1,1.0,867.8,481.0799999999999,0.0
2026-04-20,STR0001,Apparel,1,5.0,1432.58,532.6099999999999,146.67000000000013
2026-04-20,STR0001,Electronics,1,1.0,358.64,117.23999999999998,18.879999999999995
2026-04-20,STR0001,Health & Beauty,2,5.0,2061.7,825.3500000000001,0.0
2026-04-20,STR0001,Office,1,4.0,404.12,113.75999999999999,44.920000000000016
2026-04-20,STR0003,Apparel,1,1.0,285.98,145.43,71.49000000000001
2026-04-20,STR0003,Automotive,1,5.0,452.59999999999997,271.24999999999994,0.0
2026-04-20,STR0003,Health & Beauty,1,1.0,481.72,241.89000000000001,53.75
2026-04-20,STR0007,Automotive,1,2.0,596.46,286.08000000000004,66.81999999999994
2026-04-20,STR0007,Electronics,1,3.0,1241.79,628.4599999999999,167.29000000000008
2026-04-20,STR0007,Grocery,1,3.0,317.76,87.21000000000001,56.06999999999999
2026-04-20,STR0008,Sports,1,1.0,328.79,159.83,0.0
2026-04-20,STR0010,Automotive,1,1.0,134.11,53.85000000000001,0.0
2026-04-20,STR0010,Home,1,3.0,1582.62,580.5899999999999,0.0
2026-04-20,STR0010,Office,1,1.0,326.8,126.26000000000002,0.0
2026-04-20,STR0012,Electronics,1,3.0,583.2,337.14000000000004,0.0
2026-04-20,STR0012,Home,1,1.0,401.75,231.14,44.639999999999986
2026-04-20,STR0012,Sports,1,5.0,83.25,35.849999999999994,4.649999999999999
2026-04-20,STR0013,Electronics,1,1.0,12.63,1.790000000000001,0.0
2026-04-20,STR0013,Office,1,2.0,315.88,140.18,0.0
2026-04-20,STR0013,Sports,1,1.0,344.75,121.28999999999999,0.0
2026-04-20,STR0014,Automotive,1,3.0,2868.69,1800.18,0.0
2026-04-20,STR0014,Home,1,4.0,605.92,356.76,32.0
2026-04-20,STR0015,Apparel,1,2.0,266.24,97.36000000000001,67.06
2026-04-20,STR0015,Electronics,1,3.0,1318.92,710.7600000000001,69.41999999999996
2026-04-20,STR0015,Grocery,1,2.0,57.86,21.259999999999998,0.0
2026-04-20,STR0015,Office,1,1.0,815.91,402.46999999999997,143.99
2026-04-20,STR0016,Apparel,1,2.0,315.34,148.39999999999998,16.600000000000023
2026-04-20,STR0016,Grocery,1,1.0,142.08,-10.379999999999995,35.51999999999998
2026-04-20,STR0016,Office,1,2.0,1107.98,296.36,0.0
2026-04-20,STR0016,Sports,1,2.0,498.86,217.90000000000003,0.0
2026-04-20,STR0017,Home,1,1.0,555.52,257.14,0.0
2026-04-20,STR0017,Office,1,1.0,182.59,95.26,0.0
2026-04-20,STR0018,Apparel,2,3.0,975.7,354.91,164.5999999999999
2026-04-20,STR0018,Automotive,1,3.0,736.61,248.39999999999995,5.329999999999998
2026-04-20,STR0018,Office,1,1.0,40.34,-5.539999999999999,8.0
2026-04-20,STR0020,Apparel,1,5.0,5678.0,3494.25,0.0
2026-04-20,STR0020,Electronics,1,5.0,4097.05,2289.1500000000005,0.0
2026-04-20,STR0020,Home,1,2.0,298.1,116.16000000000003,0.0
2026-04-20,STR0022,Sports,1,5.0,1978.35,194.1500000000001,104.19999999999987
2026-04-20,STR0023,Apparel,2,8.0,2934.52,1497.5300000000002,114.32000000000005
2026-04-20,STR0023,Electronics,2,8.0,3146.1400000000003,1386.8300000000002,555.4999999999998
2026-04-20,STR0023,Health & Beauty,1,1.0,451.85,212.02,80.62
2026-04-20,STR0023,Office,1,2.0,1142.5,584.58,286.8800000000001
2026-04-20,STR0023,Sports,2,4.0,728.9,270.7199999999999,93.66
2026-04-21,STR0001,Automotive,1,1.0,7.06,-0.3000000000000007,1.240000000000001
2026-04-21,STR0003,Health & Beauty,1,2.0,1411.26,608.9,0.0
2026-04-21,STR0004,Automotive,1,2.0,922.6,510.32000000000005,0.0
2026-04-21,STR0004,Health & Beauty,1,3.0,557.35,308.71000000000004,20.879999999999995
2026-04-21,STR0004,Office,2,10.0,3959.7000000000003,1746.7400000000002,215.96000000000004
2026-04-21,STR0005,Automotive,1,2.0,742.2,373.54,186.03999999999996
2026-04-21,STR0005,Home,1,2.0,1434.1,756.5999999999999,253.08000000000015
2026-04-21,STR0006,Grocery,1,3.0,2293.7799999999997,1286.7099999999998,255.08999999999992
2026-04-21,STR0006,Health & Beauty,1,5.0,2418.6000000000004,1219.4500000000003,268.75
2026-04-21,STR0006,Office,1,5.0,2320.7,1043.6,580.1999999999998
2026-04-21,STR0006,Sports,1,2.0,1435.76,630.66,0.0
2026-04-21,STR0010,Automotive,2,9.0,2439.5600000000004,271.0500000000003,128.64
2026-04-21,STR0010,Grocery,2,8.0,5926.4800000000005,2537.120000000001,768.0399999999997
2026-04-21,STR0010,Health & Beauty,2,8.0,3938.8499999999995,1506.0299999999997,863.9500000000004
2026-04-21,STR0010,Home,1,4.0,1076.48,406.28,0.0
2026-04-21,STR0010,Office,1,7.0,3138.2699999999995,698.0299999999995,198.51999999999998
2026-04-21,STR0011,Apparel,1,1.0,648.89,342.71,0.0
2026-04-21,STR0011,Grocery,1,2.0,787.6,-31.93999999999994,197.15999999999997
2026-04-21,STR0011,Health & Beauty,1,1.0,5.21,1.54,0.0
2026-04-21,STR0011,Home,1,3.0,292.86,77.41000000000003,38.389999999999986
2026-04-21,STR0011,Office,1,5.0,1318.5,-52.30000000000018,233.55000000000018
2026-04-21,STR0011,Sports,1,5.0,213.35000000000002,85.07000000000001,4.759999999999991
2026-04-21,STR0013,Automotive,1,2.0,210.14,70.41999999999999,0.0
2026-04-21,STR0013,Home,1,4.0,1251.84,185.3599999999999,312.96000000000004
2026-04-21,STR0013,Sports,1,3.0,2409.36,1267.7700000000002,267.69000000000005
2026-04-21,STR0015,Health & Beauty,1,1.0,115.04,54.00000000000001,0.0
2026-04-21,STR0016,Automotive,1,3.0,2530.7200000000003,1263.9400000000003,633.9299999999998
