online_order_line_id,online_order_id,line_number,product_id,quantity,unit_price,discount_amount,line_status,valid_values,customer_id,order_ts,fulfillment_type,fulfillment_store_id,order_status,device_type,order_date,department,subcategory,brand,standard_cost,gross_sales,net_sales,estimated_cogs,gross_margin
OL0000000681,WEB00000237,3,SKU0000204,1.0,627.47,0.0,Open,True,CUST00001712,2026-04-09 16:53:18,Ship To Home,STR0013,Delivered,Android,2026-04-09,Home,Storage,Valueplus,238.95,627.47,627.47,238.95,388.52000000000004
OL0000000683,WEB00000237,5,SKU0000157,1.0,486.13,0.0,Picked,True,CUST00001712,2026-04-09 16:53:18,Ship To Home,STR0013,Delivered,Android,2026-04-09,Electronics,Gaming,Greathome,411.15,486.13,486.13,411.15,74.98000000000002
OL0000000684,WEB00000238,1,SKU0000167,4.0,721.5,0.0,Picked,True,CUST00001518,2026-04-11 13:25:50,Ship To Home,STR0014,Processing,Android,2026-04-11,Office,Stationery,Valueplus,314.67,2886.0,2886.0,1258.68,1627.32
OL0000000685,WEB00000238,2,SKU0000314,4.0,53.34,2.0,Open,True,CUST00001518,2026-04-11 13:25:50,Ship To Home,STR0014,Processing,Android,2026-04-11,Office,Stationery,Techline,45.88,213.36,211.36,183.52,27.840000000000003
OL0000000686,WEB00000238,3,SKU0000010,1.0,502.78,0.0,Allocated,True,CUST00001518,2026-04-11 13:25:50,Ship To Home,STR0014,Processing,Android,2026-04-11,Apparel,Men,Northpeak,193.5,502.78,502.78,193.5,309.28
OL0000000687,WEB00000238,4,SKU0000149,2.0,843.59,2.0,Shipped,True,CUST00001518,2026-04-11 13:25:50,Ship To Home,STR0014,Processing,Android,2026-04-11,Home,Storage,Healthyyou,338.75,1687.18,1685.18,677.5,1007.6800000000001
OL0000000689,WEB00000239,1,SKU0000371,2.0,488.92,5.0,Open,True,CUST00000413,2026-05-01 23:25:01,Delivery,STR0011,Placed,Ios,2026-05-01,Sports,Fitness,Techline,205.93,977.84,972.84,411.86,560.98
OL0000000690,WEB00000240,1,SKU0000378,1.0,490.3,0.0,Cancelled,True,CUST00000791,2026-05-07 00:38:11,Ship To Home,STR0025,Shipped,Android,2026-05-07,Automotive,Accessories,Techline,297.58,490.3,490.3,297.58,192.72000000000003
OL0000000691,WEB00000240,2,SKU0000001,4.0,332.22,1.0,Shipped,True,CUST00000791,2026-05-07 00:38:11,Ship To Home,STR0025,Shipped,Android,2026-05-07,Automotive,Car Care,Northpeak,252.44,1328.88,1327.88,1009.76,318.1200000000001
OL0000000692,WEB00000240,3,SKU0000572,1.0,237.05,1.0,Shipped,True,CUST00000791,2026-05-07 00:38:11,Ship To Home,STR0025,Shipped,Android,2026-05-07,Health & Beauty,Pharmacy,Greathome,139.44,237.05,236.05,139.44,96.61000000000001
OL0000000694,WEB00000241,1,SKU0000417,1.0,246.82,0.0,Cancelled,True,CUST00000548,2026-04-20 01:16:54,Pickup,STR0024,Ready,Ios,2026-04-20,Health & Beauty,Cosmetics,Valueplus,101.52,246.82,246.82,101.52,145.3
OL0000000695,WEB00000242,1,SKU0000399,2.0,717.19,0.0,Picked,True,CUST00000465,2026-04-29 12:18:14,Pickup,STR0011,Delivered,Android,2026-04-29,Office,Stationery,Healthyyou,278.96,1434.38,1434.38,557.92,876.4600000000002
OL0000000696,WEB00000242,2,SKU0000494,4.0,878.63,5.0,Allocated,True,CUST00000465,2026-04-29 12:18:14,Pickup,STR0011,Delivered,Android,2026-04-29,Home,Bedding,Northpeak,384.34,3514.52,3509.52,1537.36,1972.16
OL0000000697,WEB00000242,3,SKU0000373,1.0,180.92,1.0,Allocated,True,CUST00000465,2026-04-29 12:18:14,Pickup,STR0011,Delivered,Android,2026-04-29,Home,Kitchen,Techline,85.39,180.92,179.92,85.39,94.52999999999999
OL0000000701,WEB00000243,2,SKU0000213,4.0,1021.27,0.0,Cancelled,True,CUST00001795,2026-05-11 04:13:00,Ship To Home,STR0017,Ready,Web,2026-05-11,Office,Printing,Freshway,422.84,4085.08,4085.08,1691.36,2393.7200000000003
OL0000000703,WEB00000243,4,SKU0000022,1.0,269.66,0.0,Allocated,True,CUST00001795,2026-05-11 04:13:00,Ship To Home,STR0017,Ready,Web,2026-05-11,Office,Printing,Northpeak,185.15,269.66,269.66,185.15,84.51000000000002
OL0000000704,WEB00000244,1,SKU0000436,1.0,115.02,0.0,Picked,True,CUST00001724,2026-04-26 00:30:53,Delivery,STR0011,Placed,Ios,2026-04-26,Automotive,Car Care,Urbanbasics,76.92,115.02,115.02,76.92,38.099999999999994
OL0000000705,WEB00000245,1,SKU0000324,1.0,268.84,0.0,Open,True,CUST00001324,2026-04-28 05:00:02,Ship To Home,STR0019,Shipped,Android,2026-04-28,Apparel,Kids,Freshway,105.33,268.84,268.84,105.33,163.51
OL0000000708,WEB00000246,1,SKU0000413,3.0,126.83,0.0,Open,True,CUST00000722,2026-04-10 22:33:07,Pickup,STR0022,Placed,Android,2026-04-10,Apparel,Men,Greathome,90.76,380.49,380.49,272.28000000000003,108.20999999999998
OL0000000710,WEB00000247,2,SKU0000302,1.0,8.3,0.0,Picked,True,CUST00000752,2026-04-22 00:11:30,Delivery,STR0024,Processing,Web,2026-04-22,Automotive,Car Care,Urbanbasics,7.36,8.3,8.3,7.36,0.9400000000000004
OL0000000711,WEB00000247,3,SKU0000546,1.0,17.95,0.0,Shipped,True,CUST00000752,2026-04-22 00:11:30,Delivery,STR0024,Processing,Web,2026-04-22,Grocery,Frozen,Greathome,9.19,17.95,17.95,9.19,8.76
OL0000000712,WEB00000248,1,SKU0000143,4.0,661.18,1.0,Allocated,True,CUST00001190,2026-05-08 07:59:23,Pickup,STR0021,Ready,Ios,2026-05-08,Apparel,Kids,Freshway,247.83,2644.72,2643.72,991.32,1652.3999999999996
OL0000000713,WEB00000248,2,SKU0000255,3.0,483.13,0.0,Shipped,True,CUST00001190,2026-05-08 07:59:23,Pickup,STR0021,Ready,Ios,2026-05-08,Sports,Fitness,Healthyyou,204.44,1449.3899999999999,1449.3899999999999,613.3199999999999,836.0699999999999
OL0000000714,WEB00000248,3,SKU0000002,3.0,1062.46,0.0,Shipped,True,CUST00001190,2026-05-08 07:59:23,Pickup,STR0021,Ready,Ios,2026-05-08,Home,Bedding,Greathome,428.69,3187.38,3187.38,1286.07,1901.3100000000002
OL0000000717,WEB00000249,1,SKU0000124,1.0,749.94,1.0,Open,True,CUST00001651,2026-05-06 05:47:47,Delivery,STR0010,Processing,Android,2026-05-06,Health & Beauty,Cosmetics,Freshway,398.69,749.94,748.94,398.69,350.25000000000006
OL0000000718,WEB00000250,1,SKU0000049,1.0,761.14,0.0,Allocated,True,CUST00000520,2026-05-31 02:18:26,Pickup,STR0019,Ready,Android,2026-05-31,Home,Bedding,Valueplus,447.38,761.14,761.14,447.38,313.76
OL0000000719,WEB00000251,1,SKU0000250,1.0,328.34,0.0,Picked,True,CUST00000228,2026-04-23 03:18:02,Ship To Home,STR0024,Shipped,Web,2026-04-23,Health & Beauty,Pharmacy,Urbanbasics,,328.34,328.34,0.0,328.34
OL0000000720,WEB00000251,2,SKU0000127,1.0,551.32,0.0,Picked,True,CUST00000228,2026-04-23 03:18:02,Ship To Home,STR0024,Shipped,Web,2026-04-23,Home,Kitchen,Valueplus,395.27,551.32,551.32,395.27,156.05000000000007
OL0000000722,WEB00000251,4,SKU0000095,1.0,325.16,0.0,Picked,True,CUST00000228,2026-04-23 03:18:02,Ship To Home,STR0024,Shipped,Web,2026-04-23,Office,Stationery,Greathome,216.54,325.16,325.16,216.54,108.62000000000003
OL0000000723,WEB00000252,1,SKU0000141,3.0,593.87,2.0,Open,True,CUST00000514,2026-05-08 05:04:31,Ship To Home,STR0007,Delivered,Web,2026-05-08,Office,Printing,Valueplus,420.78,1781.6100000000001,1779.6100000000001,1262.34,517.2700000000002
OL0000000727,WEB00000252,5,SKU0000107,1.0,486.66,0.0,Picked,True,CUST00000514,2026-05-08 05:04:31,Ship To Home,STR0007,Delivered,Web,2026-05-08,Apparel,Men,Greathome,324.95,486.66,486.66,324.95,161.71000000000004
OL0000000728,WEB00000253,1,SKU0000418,1.0,359.63,2.0,Allocated,True,CUST00001218,2026-05-25 14:04:20,Pickup,STR0009,Delivered,Ios,2026-05-25,Grocery,Dairy,Techline,196.3,359.63,357.63,196.3,161.32999999999998
OL0000000729,WEB00000253,2,SKU0000275,3.0,964.64,0.0,Picked,True,CUST00001218,2026-05-25 14:04:20,Pickup,STR0009,Delivered,Ios,2026-05-25,Health & Beauty,Personal Care,Greathome,419.98,2893.92,2893.92,1259.94,1633.98
OL0000000730,WEB00000254,1,SKU0000362,4.0,580.18,1.0,Allocated,True,CUST00000118,2026-04-16 10:45:29,Delivery,STR0002,Placed,Ios,2026-04-16,Office,School Supplies,Northpeak,255.42,2320.72,2319.72,1021.68,1298.04
OL0000000731,WEB00000254,2,SKU0000031,1.0,289.05,0.0,Allocated,True,CUST00000118,2026-04-16 10:45:29,Delivery,STR0002,Placed,Ios,2026-04-16,Office,School Supplies,Healthyyou,196.94,289.05,289.05,196.94,92.11000000000001
OL0000000732,WEB00000254,3,SKU0000332,1.0,461.54,0.0,Cancelled,True,CUST00000118,2026-04-16 10:45:29,Delivery,STR0002,Placed,Ios,2026-04-16,Apparel,Women,Techline,239.1,461.54,461.54,239.1,222.44000000000003
OL0000000733,WEB00000255,1,SKU0000249,2.0,104.5,2.0,Cancelled,True,CUST00001338,2026-04-28 10:14:05,Pickup,STR0010,Delivered,Android,2026-04-28,Apparel,Shoes,Techline,40.42,209.0,207.0,80.84,126.16
OL0000000736,WEB00000256,2,SKU0000246,2.0,188.87,0.0,Shipped,True,CUST00000920,2026-05-31 03:16:58,Pickup,STR0018,Delivered,Android,2026-05-31,Office,Printing,Freshway,109.33,377.74,377.74,218.66,159.08
OL0000000737,WEB00000256,3,SKU0000266,1.0,238.34,0.0,Allocated,True,CUST00000920,2026-05-31 03:16:58,Pickup,STR0018,Delivered,Android,2026-05-31,Sports,Fitness,Greathome,99.84,238.34,238.34,99.84,138.5
OL0000000738,WEB00000256,4,SKU0000155,4.0,403.07,1.0,Shipped,True,CUST00000920,2026-05-31 03:16:58,Pickup,STR0018,Delivered,Android,2026-05-31,Health & Beauty,Personal Care,Greathome,336.34,1612.28,1611.28,1345.36,265.9200000000001
OL0000000739,WEB00000256,5,SKU0000193,1.0,674.8,0.0,Cancelled,True,CUST00000920,2026-05-31 03:16:58,Pickup,STR0018,Delivered,Android,2026-05-31,Office,Printing,Northpeak,446.84,674.8,674.8,446.84,227.95999999999998
OL0000000740,WEB00000257,1,SKU0000277,1.0,244.44,0.0,Open,True,CUST00001677,2026-04-12 02:53:16,Pickup,STR0017,Ready,Ios,2026-04-12,Apparel,Men,Freshway,107.46,244.44,244.44,107.46,136.98000000000002
OL0000000744,WEB00000258,2,SKU0000335,3.0,437.19,0.0,Cancelled,True,CUST00001561,2026-04-03 19:20:49,Delivery,STR0003,Placed,Android,2026-04-03,Apparel,Men,Urbanbasics,219.15,1311.57,1311.57,657.45,654.1199999999999
OL0000000745,WEB00000258,3,SKU0000492,2.0,571.92,5.0,Shipped,True,CUST00001561,2026-04-03 19:20:49,Delivery,STR0003,Placed,Android,2026-04-03,Health & Beauty,Pharmacy,Valueplus,386.2,1143.84,1138.84,772.4,366.43999999999994
OL0000000746,WEB00000258,4,SKU0000069,1.0,545.82,5.0,Allocated,True,CUST00001561,2026-04-03 19:20:49,Delivery,STR0003,Placed,Android,2026-04-03,Apparel,Men,Urbanbasics,399.05,545.82,540.82,399.05,141.77000000000004
OL0000000747,WEB00000259,1,SKU0000084,4.0,444.18,0.0,Open,True,CUST00001203,2026-05-19 00:40:42,Delivery,STR0020,Ready,Ios,2026-05-19,Electronics,Gaming,Healthyyou,208.61,1776.72,1776.72,834.44,942.28
OL0000000749,WEB00000259,3,SKU0000072,4.0,697.8,0.0,Allocated,True,CUST00001203,2026-05-19 00:40:42,Delivery,STR0020,Ready,Ios,2026-05-19,Grocery,Produce,Greathome,334.64,2791.2,2791.2,1338.56,1452.6399999999999
OL0000000750,WEB00000259,4,SKU0000329,4.0,869.2,0.0,Picked,True,CUST00001203,2026-05-19 00:40:42,Delivery,STR0020,Ready,Ios,2026-05-19,Sports,Fitness,Techline,327.16,3476.8,3476.8,1308.64,2168.16
OL0000000751,WEB00000260,1,SKU0000091,3.0,190.56,0.0,Open,True,CUST00001546,2026-05-18 06:12:16,Pickup,STR0011,Delivered,Ios,2026-05-18,Apparel,Kids,Techline,83.66,571.6800000000001,571.6800000000001,250.98,320.70000000000005
OL0000000752,WEB00000260,2,SKU0000365,1.0,256.04,0.0,Picked,True,CUST00001546,2026-05-18 06:12:16,Pickup,STR0011,Delivered,Ios,2026-05-18,Electronics,Accessories,Freshway,111.25,256.04,256.04,111.25,144.79000000000002
OL0000000753,WEB00000261,1,SKU0000309,4.0,420.75,0.0,Picked,True,CUST00001370,2026-04-16 22:18:59,Delivery,STR0012,Processing,Web,2026-04-16,Home,Bedding,Northpeak,203.55,1683.0,1683.0,814.2,868.8
OL0000000754,WEB00000261,2,SKU0000156,3.0,464.17,0.0,Shipped,True,CUST00001370,2026-04-16 22:18:59,Delivery,STR0012,Processing,Web,2026-04-16,Home,Bedding,Urbanbasics,326.81,1392.51,1392.51,980.4300000000001,412.0799999999999
OL0000000759,WEB00000262,2,SKU0000306,1.0,555.51,0.0,Cancelled,True,CUST00000939,2026-05-16 08:20:34,Delivery,STR0025,Delivered,Ios,2026-05-16,Electronics,Accessories,Urbanbasics,236.41,555.51,555.51,236.41,319.1
OL0000000760,WEB00000262,3,SKU0000273,2.0,326.38,5.0,Allocated,True,CUST00000939,2026-05-16 08:20:34,Delivery,STR0025,Delivered,Ios,2026-05-16,Home,Storage,Valueplus,177.5,652.76,647.76,355.0,292.76
OL0000000763,WEB00000263,3,SKU0000467,1.0,667.04,0.0,Open,True,CUST00000060,2026-05-22 03:52:15,Ship To Home,STR0008,Processing,Web,2026-05-22,Health & Beauty,Cosmetics,Techline,349.18,667.04,667.04,349.18,317.85999999999996
OL0000000766,WEB00000265,1,SKU0000268,1.0,431.07,0.0,Open,True,CUST00001796,2026-04-15 21:02:00,Ship To Home,STR0016,Ready,Ios,2026-04-15,Apparel,Shoes,Techline,374.94,431.07,431.07,374.94,56.129999999999995
OL0000000767,WEB00000265,2,SKU0000066,1.0,651.9,0.0,Picked,True,CUST00001796,2026-04-15 21:02:00,Ship To Home,STR0016,Ready,Ios,2026-04-15,Electronics,Audio,Urbanbasics,402.01,651.9,651.9,402.01,249.89
OL0000000769,WEB00000266,2,SKU0000005,1.0,129.56,0.0,Open,True,CUST00000273,2026-05-16 05:01:39,Ship To Home,STR0015,Placed,Android,2026-05-16,Home,Storage,Urbanbasics,58.85,129.56,129.56,58.85,70.71000000000001
OL0000000770,WEB00000266,3,SKU0000360,3.0,419.16,0.0,Cancelled,True,CUST00000273,2026-05-16 05:01:39,Ship To Home,STR0015,Placed,Android,2026-05-16,Office,Printing,Techline,186.55,1257.48,1257.48,559.6500000000001,697.8299999999999
OL0000000771,WEB00000267,1,SKU0000432,1.0,694.49,0.0,Open,True,CUST00001426,2026-04-19 12:36:08,Pickup,STR0017,Delivered,Android,2026-04-19,Automotive,Accessories,Northpeak,392.99,694.49,694.49,392.99,301.5
OL0000000772,WEB00000267,2,SKU0000300,1.0,604.68,2.0,Allocated,True,CUST00001426,2026-04-19 12:36:08,Pickup,STR0017,Delivered,Android,2026-04-19,Home,Kitchen,Urbanbasics,390.62,604.68,602.68,390.62,212.05999999999995
OL0000000776,WEB00000268,1,SKU0000079,2.0,745.8,0.0,Open,True,CUST00001218,2026-04-08 07:27:03,Ship To Home,STR0024,Delivered,Ios,2026-04-08,Office,School Supplies,Freshway,284.51,1491.6,1491.6,569.02,922.5799999999999
OL0000000779,WEB00000269,1,SKU0000156,3.0,464.17,0.0,Shipped,True,CUST00000467,2026-05-19 20:56:56,Delivery,STR0023,Shipped,Web,2026-05-19,Home,Bedding,Urbanbasics,326.81,1392.51,1392.51,980.4300000000001,412.0799999999999
OL0000000780,WEB00000270,1,SKU0000143,2.0,661.18,0.0,Cancelled,True,CUST00000815,2026-05-13 16:39:47,Ship To Home,STR0009,Delivered,Web,2026-05-13,Apparel,Kids,Freshway,247.83,1322.36,1322.36,495.66,826.6999999999998
OL0000000782,WEB00000270,3,SKU0000572,3.0,237.05,2.0,Picked,True,CUST00000815,2026-05-13 16:39:47,Ship To Home,STR0009,Delivered,Web,2026-05-13,Health & Beauty,Pharmacy,Greathome,139.44,711.1500000000001,709.1500000000001,418.32,290.8300000000001
OL0000000783,WEB00000271,1,SKU0000054,1.0,208.2,1.0,Open,True,CUST_UNKNOWN,2026-04-30 05:53:52,Delivery,STR0016,Delivered,Android,2026-04-30,Apparel,Kids,Valueplus,78.52,208.2,207.2,78.52,128.68
OL0000000784,WEB00000271,2,SKU0000317,4.0,95.59,2.0,Picked,True,CUST_UNKNOWN,2026-04-30 05:53:52,Delivery,STR0016,Delivered,Android,2026-04-30,Sports,Outdoor,Northpeak,72.82,382.36,380.36,291.28,89.08000000000004
OL0000000786,WEB00000271,4,SKU0000317,1.0,95.59,5.0,Allocated,True,CUST_UNKNOWN,2026-04-30 05:53:52,Delivery,STR0016,Delivered,Android,2026-04-30,Sports,Outdoor,Northpeak,72.82,95.59,90.59,72.82,17.77000000000001
OL0000000792,WEB00000273,1,SKU0000403,3.0,354.83,5.0,Picked,True,CUST00001145,2026-04-13 21:31:20,Ship To Home,STR0014,Ready,Web,2026-04-13,Automotive,Tires,Healthyyou,178.62,1064.49,1059.49,535.86,523.63
OL0000000795,WEB00000273,4,SKU0000500,1.0,263.42,5.0,Open,True,CUST00001145,2026-04-13 21:31:20,Ship To Home,STR0014,Ready,Web,2026-04-13,Office,Stationery,Northpeak,100.95,263.42,258.42,100.95,157.47000000000003
OL0000000802,WEB00000275,3,SKU0000464,1.0,553.99,0.0,Picked,True,CUST00000154,2026-04-05 18:20:30,Pickup,STR0018,Delivered,Ios,2026-04-05,Office,School Supplies,Freshway,405.81,553.99,553.99,405.81,148.18
OL0000000804,WEB00000276,1,SKU0000248,1.0,411.14,1.0,Allocated,True,CUST00000808,2026-04-25 10:34:27,Delivery,STR0001,Delivered,Android,2026-04-25,Automotive,Car Care,Greathome,284.1,411.14,410.14,284.1,126.03999999999996
OL0000000810,WEB00000277,3,SKU0000146,3.0,42.14,5.0,Open,True,CUST00000782,2026-05-14 12:01:45,Pickup,STR0010,Placed,Android,2026-05-14,Sports,Fitness,Techline,33.43,126.42,121.42,100.28999999999999,21.13000000000001
OL0000000811,WEB00000277,4,SKU0000405,1.0,810.44,0.0,Open,True,CUST00000782,2026-05-14 12:01:45,Pickup,STR0010,Placed,Android,2026-05-14,Automotive,Car Care,Northpeak,369.95,810.44,810.44,369.95,440.49000000000007
OL0000000813,WEB00000278,1,SKU0000369,1.0,222.99,0.0,Shipped,True,CUST00000146,2026-04-29 03:53:57,Ship To Home,STR0004,Delivered,Android,2026-04-29,Office,Stationery,Northpeak,161.5,222.99,222.99,161.5,61.49000000000001
OL0000000814,WEB00000278,2,SKU0000436,2.0,115.02,0.0,Cancelled,True,CUST00000146,2026-04-29 03:53:57,Ship To Home,STR0004,Delivered,Android,2026-04-29,Automotive,Car Care,Urbanbasics,76.92,230.04,230.04,153.84,76.19999999999999
OL0000000815,WEB00000279,1,SKU0000390,4.0,249.82,2.0,Shipped,True,CUST00000910,2026-05-14 22:05:27,Ship To Home,STR0011,Ready,Ios,2026-05-14,Grocery,Dairy,Techline,138.38,999.28,997.28,553.52,443.76
OL0000000816,WEB00000279,2,SKU0000143,4.0,661.18,0.0,Cancelled,True,CUST00000910,2026-05-14 22:05:27,Ship To Home,STR0011,Ready,Ios,2026-05-14,Apparel,Kids,Freshway,247.83,2644.72,2644.72,991.32,1653.3999999999996
OL0000000817,WEB00000279,3,SKU0000029,3.0,532.01,0.0,Picked,True,CUST00000910,2026-05-14 22:05:27,Ship To Home,STR0011,Ready,Ios,2026-05-14,Office,School Supplies,Greathome,419.05,1596.03,1596.03,1257.15,338.8799999999999
OL0000000819,WEB00000279,5,SKU0000007,1.0,378.86,0.0,Cancelled,True,CUST00000910,2026-05-14 22:05:27,Ship To Home,STR0011,Ready,Ios,2026-05-14,Apparel,Shoes,Greathome,174.8,378.86,378.86,174.8,204.06
OL0000000820,WEB00000280,1,SKU0000075,1.0,215.49,5.0,Allocated,True,CUST00001795,2026-05-26 07:08:08,Delivery,STR0020,Ready,Web,2026-05-26,Sports,Fitness,Northpeak,95.23,215.49,210.49,95.23,115.26
OL0000000822,WEB00000280,3,SKU0000114,3.0,233.27,1.0,Cancelled,True,CUST00001795,2026-05-26 07:08:08,Delivery,STR0020,Ready,Web,2026-05-26,Electronics,Audio,Northpeak,165.57,699.8100000000001,698.8100000000001,496.71,202.10000000000008
OL0000000823,WEB00000280,4,SKU0000460,2.0,435.36,2.0,Shipped,True,CUST00001795,2026-05-26 07:08:08,Delivery,STR0020,Ready,Web,2026-05-26,Sports,Outdoor,Valueplus,329.1,870.72,868.72,658.2,210.51999999999998
OL0000000824,WEB00000281,1,SKU0000575,1.0,795.41,2.0,Shipped,True,CUST00001053,2026-05-19 10:32:49,Delivery,STR0006,Shipped,Web,2026-05-19,Grocery,Dairy,Healthyyou,319.07,795.41,793.41,319.07,474.34
OL0000000825,WEB00000281,2,SKU0000269,3.0,197.54,5.0,Open,True,CUST00001053,2026-05-19 10:32:49,Delivery,STR0006,Shipped,Web,2026-05-19,Automotive,Car Care,Techline,126.78,592.62,587.62,380.34000000000003,207.27999999999997
OL0000000826,WEB00000281,3,SKU0000276,4.0,418.45,0.0,Allocated,True,CUST00001053,2026-05-19 10:32:49,Delivery,STR0006,Shipped,Web,2026-05-19,Grocery,Pantry,Techline,367.69,1673.8,1673.8,1470.76,203.03999999999996
OL0000000827,WEB00000282,1,SKU0000409,4.0,190.8,0.0,Cancelled,True,CUST00001334,2026-04-22 00:29:58,Delivery,STR0016,Delivered,Web,2026-04-22,Automotive,Car Care,Urbanbasics,115.09,763.2,763.2,460.36,302.84000000000003
OL0000000828,WEB00000282,2,SKU0000409,4.0,190.8,5.0,Allocated,True,CUST00001334,2026-04-22 00:29:58,Delivery,STR0016,Delivered,Web,2026-04-22,Automotive,Car Care,Urbanbasics,115.09,763.2,758.2,460.36,297.84000000000003
OL0000000829,WEB00000282,3,SKU0000062,3.0,366.28,0.0,Cancelled,True,CUST00001334,2026-04-22 00:29:58,Delivery,STR0016,Delivered,Web,2026-04-22,Grocery,Dairy,Valueplus,324.53,1098.84,1098.84,973.5899999999999,125.25
OL0000000830,WEB00000282,4,SKU0000345,1.0,322.74,0.0,Cancelled,True,CUST00001334,2026-04-22 00:29:58,Delivery,STR0016,Delivered,Web,2026-04-22,Office,Printing,Healthyyou,226.96,322.74,322.74,226.96,95.78
OL0000000831,WEB00000283,1,SKU0000295,3.0,326.51,0.0,Cancelled,True,CUST00001418,2026-04-28 23:38:18,Delivery,STR0018,Processing,Android,2026-04-28,Automotive,Tires,Techline,146.27,979.53,979.53,438.81000000000006,540.7199999999999
OL0000000832,WEB00000283,2,SKU0000050,1.0,565.87,0.0,Picked,True,CUST00001418,2026-04-28 23:38:18,Delivery,STR0018,Processing,Android,2026-04-28,Sports,Outdoor,Healthyyou,427.63,565.87,565.87,427.63,138.24
OL0000000833,WEB00000283,3,SKU0000177,2.0,70.95,0.0,Cancelled,True,CUST00001418,2026-04-28 23:38:18,Delivery,STR0018,Processing,Android,2026-04-28,Health & Beauty,Wellness,Urbanbasics,26.37,141.9,141.9,52.74,89.16
OL0000000834,WEB00000283,4,SKU0000529,1.0,295.09,0.0,Allocated,True,CUST00001418,2026-04-28 23:38:18,Delivery,STR0018,Processing,Android,2026-04-28,Health & Beauty,Personal Care,Freshway,117.22,295.09,295.09,117.22,177.86999999999998
OL0000000835,WEB00000284,1,SKU0000154,3.0,111.76,0.0,Open,True,CUST00000744,2026-04-04 15:44:26,Pickup,STR0019,Delivered,Android,2026-04-04,Home,Kitchen,Urbanbasics,78.49,335.28000000000003,335.28000000000003,235.46999999999997,99.81000000000006
OL0000000836,WEB00000285,1,SKU0000497,3.0,88.01,5.0,Cancelled,True,CUST00001122,2026-05-03 21:44:52,Ship To Home,STR0018,Shipped,Android,2026-05-03,Grocery,Pantry,Urbanbasics,69.82,264.03000000000003,259.03000000000003,209.45999999999998,49.57000000000005
OL0000000837,WEB00000285,2,SKU0000037,1.0,166.08,1.0,Open,True,CUST00001122,2026-05-03 21:44:52,Ship To Home,STR0018,Shipped,Android,2026-05-03,Apparel,Shoes,Healthyyou,143.95,166.08,165.08,143.95,21.130000000000024
OL0000000838,WEB00000286,1,SKU0000512,2.0,248.02,5.0,Cancelled,True,CUST00000218,2026-04-06 21:00:57,Delivery,STR0003,Placed,Ios,2026-04-06,Apparel,Kids,Valueplus,203.46,496.04,491.04,406.92,84.12
OL0000000840,WEB00000286,3,SKU0000266,3.0,238.34,1.0,Allocated,True,CUST00000218,2026-04-06 21:00:57,Delivery,STR0003,Placed,Ios,2026-04-06,Sports,Fitness,Greathome,99.84,715.02,714.02,299.52,414.5
OL0000000841,WEB00000287,1,SKU0000040,4.0,124.99,2.0,Allocated,True,CUST00001005,2026-04-16 00:43:53,Ship To Home,STR0017,Shipped,Web,2026-04-16,Sports,Fitness,Greathome,59.19,499.96,497.96,236.76,261.2
OL0000000842,WEB00000287,2,SKU0000505,2.0,181.23,0.0,Allocated,True,CUST00001005,2026-04-16 00:43:53,Ship To Home,STR0017,Shipped,Web,2026-04-16,Sports,Outdoor,Freshway,137.88,362.46,362.46,275.76,86.69999999999999
OL0000000843,WEB00000287,3,SKU0000170,3.0,371.22,0.0,Open,True,CUST00001005,2026-04-16 00:43:53,Ship To Home,STR0017,Shipped,Web,2026-04-16,Health & Beauty,Personal Care,Greathome,327.23,1113.66,1113.66,981.69,131.97000000000003
OL0000000845,WEB00000288,2,SKU0000104,3.0,843.04,1.0,Allocated,True,CUST00001310,2026-04-07 10:25:44,Delivery,STR0002,Ready,Android,2026-04-07,Health & Beauty,Pharmacy,Urbanbasics,329.91,2529.12,2528.12,989.73,1538.3899999999999
OL0000000847,WEB00000289,1,SKU0000006,1.0,732.82,0.0,Picked,True,CUST00000212,2026-04-28 16:34:15,Delivery,STR0011,Processing,Android,2026-04-28,Office,School Supplies,Greathome,424.82,732.82,732.82,424.82,308.00000000000006
OL0000000848,WEB00000290,1,SKU0000422,3.0,539.36,5.0,Allocated,True,CUST00001629,2026-04-10 17:17:39,Ship To Home,STR0011,Ready,Android,2026-04-10,Apparel,Men,Freshway,285.85,1618.08,1613.08,857.5500000000001,755.5299999999999
OL0000000853,WEB00000292,1,SKU0000209,1.0,331.76,0.0,Picked,True,CUST00001133,2026-04-14 20:42:16,Ship To Home,STR0019,Delivered,Android,2026-04-14,Health & Beauty,Cosmetics,Healthyyou,198.43,331.76,331.76,198.43,133.32999999999998
OL0000000854,WEB00000292,2,SKU0000443,1.0,92.19,0.0,Allocated,True,CUST00001133,2026-04-14 20:42:16,Ship To Home,STR0019,Delivered,Android,2026-04-14,Electronics,Accessories,Greathome,71.9,92.19,92.19,71.9,20.289999999999992
OL0000000856,WEB00000293,2,SKU0000238,1.0,682.92,5.0,Open,True,CUST00000124,2026-04-17 08:09:04,Delivery,STR0016,Placed,Android,2026-04-17,Apparel,Men,Urbanbasics,263.73,682.92,677.92,263.73,414.18999999999994
OL0000000857,WEB00000293,3,SKU0000304,1.0,586.29,0.0,Picked,True,CUST00000124,2026-04-17 08:09:04,Delivery,STR0016,Placed,Android,2026-04-17,Home,Decor,Greathome,335.09,586.29,586.29,335.09,251.2
