transaction_id,basket_sales,payment_amount,tender_count,difference,reconciliation_status
TXN000002038,1584.53,290.48,1.0,-1294.05,Mismatch
TXN000002042,733.8199999999999,175.15,1.0,-558.67,Mismatch
TXN000002043,1935.6799999999998,0.0,0.0,-1935.6799999999998,Mismatch
TXN000002048,2051.16,393.35,1.0,-1657.81,Mismatch
TXN000002049,214.5,0.0,0.0,-214.5,Mismatch
TXN000002050,2244.62,121.4,1.0,-2123.22,Mismatch
TXN000002052,1356.1,80.86,1.0,-1275.24,Mismatch
TXN000002054,325.3,46.67,1.0,-278.63,Mismatch
TXN000002057,643.1999999999999,0.0,0.0,-643.1999999999999,Mismatch
TXN000002058,897.42,262.72,1.0,-634.6999999999999,Mismatch
TXN000002059,55.78,295.79,1.0,240.01000000000002,Mismatch
TXN000002061,1625.23,400.21,1.0,-1225.02,Mismatch
TXN000002065,7048.34,257.28,1.0,-6791.06,Mismatch
TXN000002067,5895.320000000001,0.0,0.0,-5895.320000000001,Mismatch
TXN000002068,1630.69,141.72,1.0,-1488.97,Mismatch
TXN000002070,2360.2400000000002,0.0,0.0,-2360.2400000000002,Mismatch
TXN000002073,903.11,10.71,1.0,-892.4,Mismatch
TXN000002074,687.9000000000001,278.6,1.0,-409.30000000000007,Mismatch
TXN000002076,350.68,118.81,1.0,-231.87,Mismatch
TXN000002078,93.3,17.69,1.0,-75.61,Mismatch
TXN000002083,4239.3099999999995,218.41,1.0,-4020.8999999999996,Mismatch
TXN000002086,5665.23,0.0,0.0,-5665.23,Mismatch
TXN000002088,1814.8,232.4,1.0,-1582.3999999999999,Mismatch
TXN000002089,121.32,342.06,1.0,220.74,Mismatch
TXN000002092,6203.3099999999995,378.28,1.0,-5825.03,Mismatch
TXN000002096,646.9,0.0,0.0,-646.9,Mismatch
TXN000002098,4852.700000000001,0.0,0.0,-4852.700000000001,Mismatch
TXN000002102,2888.55,49.76,1.0,-2838.79,Mismatch
TXN000002103,788.74,348.74,1.0,-440.0,Mismatch
TXN000002105,471.17,52.93,1.0,-418.24,Mismatch
TXN000002107,446.65,481.69,1.0,35.04000000000002,Mismatch
TXN000002108,3256.35,0.0,0.0,-3256.35,Mismatch
TXN000002110,4190.610000000001,209.83,1.0,-3980.7800000000007,Mismatch
TXN000002111,2555.6499999999996,0.0,0.0,-2555.6499999999996,Mismatch
TXN000002112,508.31,198.62,1.0,-309.69,Mismatch
TXN000002115,4967.03,117.63,1.0,-4849.4,Mismatch
TXN000002119,3243.85,0.0,0.0,-3243.85,Mismatch
TXN000002123,676.52,0.0,0.0,-676.52,Mismatch
TXN000002124,478.05,293.63,1.0,-184.42000000000002,Mismatch
TXN000002128,1828.9099999999999,368.48,1.0,-1460.4299999999998,Mismatch
TXN000002129,2627.97,316.37,1.0,-2311.6,Mismatch
TXN000002130,1286.59,0.0,0.0,-1286.59,Mismatch
TXN000002133,4054.9300000000003,310.56,1.0,-3744.3700000000003,Mismatch
TXN000002135,3074.65,0.0,0.0,-3074.65,Mismatch
TXN000002143,2458.5,295.73,1.0,-2162.77,Mismatch
TXN000002147,1584.0,280.26,1.0,-1303.74,Mismatch
TXN000002150,246.42,126.07,1.0,-120.35,Mismatch
TXN000002152,1458.18,465.38,1.0,-992.8000000000001,Mismatch
TXN000002153,2214.0099999999998,0.0,0.0,-2214.0099999999998,Mismatch
TXN000002154,4350.44,341.93,1.0,-4008.5099999999998,Mismatch
TXN000002156,1734.94,206.42,1.0,-1528.52,Mismatch
TXN000002157,4748.84,377.19,1.0,-4371.650000000001,Mismatch
TXN000002159,542.02,16.33,1.0,-525.6899999999999,Mismatch
TXN000002160,801.2800000000001,0.0,0.0,-801.2800000000001,Mismatch
TXN000002161,516.35,392.5,1.0,-123.85000000000002,Mismatch
TXN000002164,5121.1900000000005,0.0,0.0,-5121.1900000000005,Mismatch
TXN000002166,15.36,89.13,1.0,73.77,Mismatch
TXN000002167,651.72,47.47,1.0,-604.25,Mismatch
TXN000002169,267.24,473.04,1.0,205.8,Mismatch
TXN000002170,2319.3399999999997,186.05,1.0,-2133.2899999999995,Mismatch
TXN000002171,1654.1399999999999,0.0,0.0,-1654.1399999999999,Mismatch
TXN000002174,894.71,410.65,1.0,-484.06000000000006,Mismatch
TXN000002175,5581.360000000001,154.62,1.0,-5426.740000000001,Mismatch
TXN000002177,4555.530000000001,112.94,1.0,-4442.590000000001,Mismatch
TXN000002178,518.3199999999999,0.0,0.0,-518.3199999999999,Mismatch
TXN000002183,1879.26,471.09,1.0,-1408.17,Mismatch
TXN000002184,2433.21,0.0,0.0,-2433.21,Mismatch
TXN000002185,3896.43,150.43,1.0,-3746.0,Mismatch
TXN000002188,875.99,480.37,1.0,-395.62,Mismatch
TXN000002190,793.32,0.0,0.0,-793.32,Mismatch
TXN000002191,702.3299999999999,0.0,0.0,-702.3299999999999,Mismatch
TXN000002193,687.53,0.0,0.0,-687.53,Mismatch
TXN000002194,1136.2,117.02,1.0,-1019.1800000000001,Mismatch
TXN000002196,1477.5500000000002,251.23,1.0,-1226.3200000000002,Mismatch
TXN000002200,455.5,293.88,1.0,-161.62,Mismatch
TXN000002201,1070.4099999999999,0.0,0.0,-1070.4099999999999,Mismatch
TXN000002205,1364.09,346.7,1.0,-1017.3899999999999,Mismatch
TXN000002211,507.32,97.69,1.0,-409.63,Mismatch
TXN000002212,2124.48,0.0,0.0,-2124.48,Mismatch
TXN000002213,3011.2,433.83,1.0,-2577.37,Mismatch
TXN000002214,663.48,150.64,1.0,-512.84,Mismatch
TXN000002217,1325.91,371.57,1.0,-954.3400000000001,Mismatch
TXN000002218,1556.2,0.0,0.0,-1556.2,Mismatch
TXN000002219,766.24,232.94,1.0,-533.3,Mismatch
TXN000002221,1527.31,0.0,0.0,-1527.31,Mismatch
TXN000002224,1684.28,305.88,1.0,-1378.4,Mismatch
TXN000002232,4303.1,369.68,1.0,-3933.4200000000005,Mismatch
TXN000002235,3924.7000000000003,0.0,0.0,-3924.7000000000003,Mismatch
TXN000002238,1278.8600000000001,454.15,1.0,-824.7100000000002,Mismatch
TXN000002240,1437.21,0.0,0.0,-1437.21,Mismatch
TXN000002242,1768.61,0.0,0.0,-1768.61,Mismatch
TXN000002243,750.44,319.88,1.0,-430.56000000000006,Mismatch
TXN000002244,1795.73,0.0,0.0,-1795.73,Mismatch
TXN000002246,1584.0,134.56,1.0,-1449.44,Mismatch
TXN000002254,104.5,154.46,1.0,49.96000000000001,Mismatch
TXN000002256,654.99,432.43,1.0,-222.56,Mismatch
TXN000002257,3795.68,130.66,1.0,-3665.02,Mismatch
TXN000002258,154.98,249.12,1.0,94.14000000000001,Mismatch
TXN000002261,2070.79,443.45,1.0,-1627.34,Mismatch
TXN000002264,980.06,163.26,1.0,-816.8,Mismatch
TXN000002267,5158.0,0.0,0.0,-5158.0,Mismatch
TXN000002269,1735.0900000000001,0.0,0.0,-1735.0900000000001,Mismatch
TXN000002270,14.12,318.21,1.0,304.09,Mismatch
TXN000002271,2509.99,237.06,1.0,-2272.93,Mismatch
TXN000002273,188.94,396.95,1.0,208.01,Mismatch
TXN000002274,6803.18,482.17,1.0,-6321.01,Mismatch
TXN000002275,4262.91,295.76,1.0,-3967.1499999999996,Mismatch
TXN000002277,2759.8,62.75,1.0,-2697.05,Mismatch
TXN000002280,2314.5,0.0,0.0,-2314.5,Mismatch
TXN000002285,109.08,479.25,1.0,370.17,Mismatch
TXN000002286,676.01,0.0,0.0,-676.01,Mismatch
TXN000002288,1653.5099999999998,0.0,0.0,-1653.5099999999998,Mismatch
TXN000002289,6815.28,365.38,1.0,-6449.9,Mismatch
TXN000002290,5467.37,12.15,1.0,-5455.22,Mismatch
TXN000002292,1286.66,0.0,0.0,-1286.66,Mismatch
TXN000002295,1433.1799999999998,77.9,1.0,-1355.2799999999997,Mismatch
TXN000002296,2648.8,0.0,0.0,-2648.8,Mismatch
TXN000002297,3128.1,0.0,0.0,-3128.1,Mismatch
TXN000002301,5742.89,265.87,1.0,-5477.02,Mismatch
TXN000002302,5545.95,419.42,1.0,-5126.53,Mismatch
TXN000002303,1232.67,482.96,1.0,-749.71,Mismatch
TXN000002304,3000.5,67.87,1.0,-2932.63,Mismatch
TXN000002307,213.49,27.71,1.0,-185.78,Mismatch
TXN000002309,1161.76,14.73,1.0,-1147.03,Mismatch
TXN000002310,549.69,0.0,0.0,-549.69,Mismatch
TXN000002311,2735.6000000000004,174.86,1.0,-2560.7400000000002,Mismatch
TXN000002312,2156.01,0.0,0.0,-2156.01,Mismatch
TXN000002315,7920.92,149.66,1.0,-7771.26,Mismatch
TXN000002316,4152.59,0.0,0.0,-4152.59,Mismatch
TXN000002319,3309.93,301.69,1.0,-3008.24,Mismatch
TXN000002320,4826.51,376.37,1.0,-4450.14,Mismatch
TXN000002322,2289.48,0.0,0.0,-2289.48,Mismatch
TXN000002324,1716.8700000000001,328.06,1.0,-1388.8100000000002,Mismatch
TXN000002334,826.88,297.41,1.0,-529.47,Mismatch
TXN000002335,1833.0,139.17,1.0,-1693.83,Mismatch
TXN000002342,528.96,46.75,1.0,-482.21000000000004,Mismatch
TXN000002343,4581.75,95.93,1.0,-4485.82,Mismatch
TXN000002348,1127.69,0.0,0.0,-1127.69,Mismatch
TXN000002350,2411.5299999999997,0.0,0.0,-2411.5299999999997,Mismatch
TXN000002351,2078.36,0.0,0.0,-2078.36,Mismatch
TXN000002352,1472.4099999999999,0.0,0.0,-1472.4099999999999,Mismatch
TXN000002356,239.14,36.16,1.0,-202.98,Mismatch
TXN000002359,3082.47,0.0,0.0,-3082.47,Mismatch
TXN000002360,3539.06,461.82,1.0,-3077.24,Mismatch
TXN000002362,1263.57,67.9,1.0,-1195.6699999999998,Mismatch
TXN000002363,28.849999999999998,455.26,1.0,426.40999999999997,Mismatch
TXN000002364,5452.23,0.0,0.0,-5452.23,Mismatch
TXN000002365,1058.01,316.65,1.0,-741.36,Mismatch
TXN000002368,193.55,0.0,0.0,-193.55,Mismatch
TXN000002369,2902.72,271.19,1.0,-2631.5299999999997,Mismatch
TXN000002371,1555.75,352.65,1.0,-1203.1,Mismatch
TXN000002374,1878.24,34.49,1.0,-1843.75,Mismatch
TXN000002380,2600.33,0.0,0.0,-2600.33,Mismatch
TXN000002381,2420.6,0.0,0.0,-2420.6,Mismatch
TXN000002383,409.94,466.48,1.0,56.54000000000002,Mismatch
TXN000002385,331.18,370.33,1.0,39.14999999999998,Mismatch
TXN000002386,883.71,0.0,0.0,-883.71,Mismatch
TXN000002389,574.91,270.48,1.0,-304.42999999999995,Mismatch
TXN000002392,2477.12,0.0,0.0,-2477.12,Mismatch
TXN000002394,1434.1,357.13,1.0,-1076.9699999999998,Mismatch
TXN000002395,1967.1999999999998,241.28,1.0,-1725.9199999999998,Mismatch
TXN000002396,908.76,86.74,1.0,-822.02,Mismatch
TXN000002400,2859.96,344.14,1.0,-2515.82,Mismatch
TXN000002406,1299.65,495.6,1.0,-804.0500000000001,Mismatch
TXN000002407,2944.1,37.18,1.0,-2906.92,Mismatch
TXN000002409,928.87,322.85,1.0,-606.02,Mismatch
TXN000002410,576.85,392.15,1.0,-184.70000000000005,Mismatch
TXN000002411,128.78,0.0,0.0,-128.78,Mismatch
TXN000002412,4888.97,101.02,1.0,-4787.95,Mismatch
TXN000002413,3640.89,144.04,1.0,-3496.85,Mismatch
TXN000002414,5383.549999999999,35.27,1.0,-5348.279999999999,Mismatch
TXN000002417,5636.110000000001,202.21,1.0,-5433.900000000001,Mismatch
TXN000002420,2563.46,0.0,0.0,-2563.46,Mismatch
TXN000002426,3470.4800000000005,79.31,1.0,-3391.1700000000005,Mismatch
TXN000002427,2736.85,0.0,0.0,-2736.85,Mismatch
TXN000002428,6040.92,0.0,0.0,-6040.92,Mismatch
TXN000002430,645.47,0.0,0.0,-645.47,Mismatch
TXN000002432,2472.68,271.92,1.0,-2200.7599999999998,Mismatch
TXN000002433,4478.509999999999,0.0,0.0,-4478.509999999999,Mismatch
TXN000002436,2362.08,0.0,0.0,-2362.08,Mismatch
TXN000002438,510.58,173.17,1.0,-337.40999999999997,Mismatch
TXN000002439,1109.46,344.13,1.0,-765.33,Mismatch
TXN000002444,4499.8,234.37,1.0,-4265.43,Mismatch
TXN000002447,6132.48,307.11,1.0,-5825.37,Mismatch
TXN000002449,264.78,123.7,1.0,-141.07999999999998,Mismatch
TXN000002452,4566.1900000000005,0.0,0.0,-4566.1900000000005,Mismatch
TXN000002453,683.22,241.9,1.0,-441.32000000000005,Mismatch
TXN000002454,595.36,0.0,0.0,-595.36,Mismatch
TXN000002455,1043.41,411.6,1.0,-631.8100000000001,Mismatch
TXN000002463,3490.47,86.8,1.0,-3403.6699999999996,Mismatch
TXN000002466,2341.2,220.78,1.0,-2120.4199999999996,Mismatch
TXN000002471,4313.46,181.56,1.0,-4131.9,Mismatch
TXN000002472,609.9,462.97,1.0,-146.92999999999995,Mismatch
TXN000002473,3510.2000000000003,0.0,0.0,-3510.2000000000003,Mismatch
TXN000002474,577.5699999999999,0.0,0.0,-577.5699999999999,Mismatch
TXN000002476,681.12,94.83,1.0,-586.29,Mismatch
TXN000002479,491.34,0.0,0.0,-491.34,Mismatch
TXN000002482,2779.9500000000003,148.18,1.0,-2631.7700000000004,Mismatch
TXN000002485,1601.5500000000002,0.0,0.0,-1601.5500000000002,Mismatch
TXN000002486,213.07,89.72,1.0,-123.35,Mismatch
TXN000002487,2435.25,470.91,1.0,-1964.34,Mismatch
TXN000002488,1271.92,0.0,0.0,-1271.92,Mismatch
TXN000002490,285.86,399.37,1.0,113.50999999999999,Mismatch
TXN000002491,1079.6200000000001,458.44,1.0,-621.1800000000001,Mismatch
TXN000002493,1763.3,0.0,0.0,-1763.3,Mismatch
TXN000002495,6252.379999999999,0.0,0.0,-6252.379999999999,Mismatch
TXN000002496,220.54,15.15,1.0,-205.39,Mismatch
TXN000002497,230.65,0.0,0.0,-230.65,Mismatch
TXN000002498,2391.12,146.82,1.0,-2244.2999999999997,Mismatch
TXN000002499,5846.299999999999,400.89,1.0,-5445.409999999999,Mismatch
TXN000002500,777.6,175.85,1.0,-601.75,Mismatch
TXN000002505,212.28,133.24,1.0,-79.03999999999999,Mismatch
TXN000002507,288.45000000000005,475.52,1.0,187.06999999999994,Mismatch
TXN000002508,2499.13,498.08,1.0,-2001.0500000000002,Mismatch
TXN000002514,485.47,0.0,0.0,-485.47,Mismatch
TXN000002516,2728.3599999999997,0.0,0.0,-2728.3599999999997,Mismatch
TXN000002517,1224.6,0.0,0.0,-1224.6,Mismatch
TXN000002519,3569.66,0.0,0.0,-3569.66,Mismatch
TXN000002520,3301.08,391.36,1.0,-2909.72,Mismatch
TXN000002522,308.29,43.47,1.0,-264.82000000000005,Mismatch
TXN000002528,843.94,40.24,1.0,-803.7,Mismatch
TXN000002529,3761.3300000000004,0.0,0.0,-3761.3300000000004,Mismatch
TXN000002530,293.29999999999995,215.1,1.0,-78.19999999999996,Mismatch
TXN000002532,1437.1,339.85,1.0,-1097.25,Mismatch
TXN000002533,881.64,0.0,0.0,-881.64,Mismatch
TXN000002534,3120.75,23.61,1.0,-3097.14,Mismatch
TXN000002536,1026.1000000000001,0.0,0.0,-1026.1000000000001,Mismatch
TXN000002538,562.44,0.0,0.0,-562.44,Mismatch
TXN000002541,589.38,95.21,1.0,-494.17,Mismatch
TXN000002544,345.12,0.0,0.0,-345.12,Mismatch
TXN000002546,165.97,135.1,1.0,-30.870000000000005,Mismatch
TXN000002548,3672.56,246.42,1.0,-3426.14,Mismatch
TXN000002551,1449.6,0.0,0.0,-1449.6,Mismatch
TXN000002556,1355.04,78.57000000000001,2.0,-1276.47,Mismatch
TXN000002557,318.28000000000003,50.35,1.0,-267.93,Mismatch
TXN000002558,867.97,0.0,0.0,-867.97,Mismatch
TXN000002559,888.45,391.19,1.0,-497.26000000000005,Mismatch
TXN000002563,2459.82,0.0,0.0,-2459.82,Mismatch
TXN000002565,457.81,77.82,1.0,-379.99,Mismatch
TXN000002567,2745.52,401.72,1.0,-2343.8,Mismatch
TXN000002572,2798.37,530.3399999999999,2.0,-2268.0299999999997,Mismatch
TXN000002577,49.27,217.32,1.0,168.04999999999998,Mismatch
TXN000002579,2167.96,0.0,0.0,-2167.96,Mismatch
TXN000002580,4352.93,369.71,1.0,-3983.2200000000003,Mismatch
TXN000002582,3542.92,67.04,1.0,-3475.88,Mismatch
TXN000002584,545.76,341.01,1.0,-204.75,Mismatch
TXN000002585,2079.2000000000003,129.74,1.0,-1949.4600000000003,Mismatch
TXN000002586,3331.17,104.69,1.0,-3226.48,Mismatch
TXN000002593,262.44,58.29,1.0,-204.15,Mismatch
TXN000002594,216.61,429.7,1.0,213.08999999999997,Mismatch
TXN000002601,745.8,0.0,0.0,-745.8,Mismatch
TXN000002604,1598.15,0.0,0.0,-1598.15,Mismatch
TXN000002606,3713.2799999999997,132.86,1.0,-3580.4199999999996,Mismatch
TXN000002607,694.8100000000001,0.0,0.0,-694.8100000000001,Mismatch
TXN000002608,3343.1800000000003,40.96,1.0,-3302.2200000000003,Mismatch
TXN000002610,2466.84,0.0,0.0,-2466.84,Mismatch
TXN000002614,1340.6200000000001,7.68,1.0,-1332.94,Mismatch
TXN000002617,4083.43,429.12,1.0,-3654.31,Mismatch
TXN000002618,1944.52,0.0,0.0,-1944.52,Mismatch
TXN000002619,4170.139999999999,345.29,1.0,-3824.8499999999995,Mismatch
TXN000002621,3387.1400000000003,305.05,1.0,-3082.09,Mismatch
TXN000002622,1423.68,0.0,0.0,-1423.68,Mismatch
TXN000002626,3157.9,55.22,1.0,-3102.6800000000003,Mismatch
TXN000002628,2951.41,0.0,0.0,-2951.41,Mismatch
TXN000002629,6981.55,217.88,1.0,-6763.67,Mismatch
TXN000002632,25.35,467.31,1.0,441.96,Mismatch
TXN000002633,559.35,387.76,1.0,-171.59000000000003,Mismatch
TXN000002634,1472.3,230.75,1.0,-1241.55,Mismatch
TXN000002636,2026.02,0.0,0.0,-2026.02,Mismatch
TXN000002638,2843.66,461.92,1.0,-2381.74,Mismatch
TXN000002646,711.57,250.91,1.0,-460.6600000000001,Mismatch
TXN000002648,1936.91,56.95,1.0,-1879.96,Mismatch
TXN000002650,2136.38,0.0,0.0,-2136.38,Mismatch
TXN000002652,2598.12,0.0,0.0,-2598.12,Mismatch
TXN000002655,430.36,0.0,0.0,-430.36,Mismatch
TXN000002658,7682.51,0.0,0.0,-7682.51,Mismatch
TXN000002662,178.42000000000002,336.97,1.0,158.55,Mismatch
TXN000002663,287.14,0.0,0.0,-287.14,Mismatch
TXN000002664,536.24,439.36,1.0,-96.88,Mismatch
TXN000002666,3744.0400000000004,225.51,1.0,-3518.5300000000007,Mismatch
TXN000002668,2265.61,0.0,0.0,-2265.61,Mismatch
TXN000002669,3227.68,0.0,0.0,-3227.68,Mismatch
TXN000002671,746.52,0.0,0.0,-746.52,Mismatch
TXN000002673,1694.3200000000002,19.09,1.0,-1675.2300000000002,Mismatch
TXN000002679,678.86,214.09,1.0,-464.77,Mismatch
TXN000002683,354.29,70.54,1.0,-283.75,Mismatch
TXN000002686,231.12,442.14,1.0,211.01999999999998,Mismatch
TXN000002687,563.15,241.49,1.0,-321.65999999999997,Mismatch
TXN000002689,565.24,235.28,1.0,-329.96000000000004,Mismatch
TXN000002692,7835.49,116.8,1.0,-7718.69,Mismatch
TXN000002693,2336.3,0.0,0.0,-2336.3,Mismatch
TXN000002694,1143.57,0.0,0.0,-1143.57,Mismatch
TXN000002696,794.74,30.55,1.0,-764.19,Mismatch
TXN000002697,1566.2,266.42,1.0,-1299.78,Mismatch
TXN000002701,3491.9800000000005,432.19,1.0,-3059.7900000000004,Mismatch
TXN000002707,2690.85,0.0,0.0,-2690.85,Mismatch
TXN000002708,1253.1399999999999,121.38,1.0,-1131.7599999999998,Mismatch
TXN000002709,2607.6000000000004,430.97,1.0,-2176.63,Mismatch
TXN000002710,3433.35,0.0,0.0,-3433.35,Mismatch
TXN000002712,210.35,0.0,0.0,-210.35,Mismatch
TXN000002717,518.2,0.0,0.0,-518.2,Mismatch
TXN000002719,1191.7,283.97,1.0,-907.73,Mismatch
TXN000002721,331.68,0.0,0.0,-331.68,Mismatch
TXN000002722,1609.32,64.88,1.0,-1544.44,Mismatch
TXN000002724,1278.32,225.41,1.0,-1052.9099999999999,Mismatch
TXN000002725,2631.02,0.0,0.0,-2631.02,Mismatch
TXN000002730,2569.66,0.0,0.0,-2569.66,Mismatch
TXN000002731,1679.74,0.0,0.0,-1679.74,Mismatch
TXN000002734,4875.54,0.0,0.0,-4875.54,Mismatch
TXN000002736,1103.15,432.93,1.0,-670.22,Mismatch
TXN000002738,715.02,173.11,1.0,-541.91,Mismatch
TXN000002743,1172.6,136.04,1.0,-1036.56,Mismatch
TXN000002744,3059.24,0.0,0.0,-3059.24,Mismatch
TXN000002749,465.49,446.01,1.0,-19.480000000000018,Mismatch
TXN000002753,6809.71,0.0,0.0,-6809.71,Mismatch
TXN000002754,1694.29,404.58,1.0,-1289.71,Mismatch
TXN000002756,5621.25,0.0,0.0,-5621.25,Mismatch
TXN000002758,787.51,45.66,1.0,-741.85,Mismatch
TXN000002760,352.39,454.1,1.0,101.71000000000004,Mismatch
TXN000002762,3566.9900000000002,407.06,1.0,-3159.9300000000003,Mismatch
TXN000002763,1478.6399999999999,167.11,1.0,-1311.5299999999997,Mismatch
TXN000002764,2597.21,0.0,0.0,-2597.21,Mismatch
TXN000002766,857.5,0.0,0.0,-857.5,Mismatch
TXN000002767,640.44,172.15,1.0,-468.2900000000001,Mismatch
TXN000002771,3570.0299999999997,0.0,0.0,-3570.0299999999997,Mismatch
TXN000002772,2425.58,465.72,1.0,-1959.86,Mismatch
TXN000002777,3135.6899999999996,0.0,0.0,-3135.6899999999996,Mismatch
TXN000002783,7272.41,477.57,1.0,-6794.84,Mismatch
TXN000002784,933.08,0.0,0.0,-933.08,Mismatch
TXN000002785,1284.44,162.6,1.0,-1121.8400000000001,Mismatch
TXN000002787,945.06,173.99,1.0,-771.0699999999999,Mismatch
TXN000002788,1515.04,361.88,1.0,-1153.1599999999999,Mismatch
TXN000002790,1804.77,192.2,1.0,-1612.57,Mismatch
TXN000002791,4123.36,512.63,2.0,-3610.7299999999996,Mismatch
TXN000002792,180.04,59.99,1.0,-120.04999999999998,Mismatch
TXN000002797,640.76,457.91,1.0,-182.84999999999997,Mismatch
TXN000002798,1589.0600000000002,7.8,1.0,-1581.2600000000002,Mismatch
TXN000002800,3039.69,67.26,1.0,-2972.43,Mismatch
TXN000002804,881.88,139.67,1.0,-742.21,Mismatch
TXN000002806,1782.0699999999997,400.18,1.0,-1381.8899999999996,Mismatch
TXN000002808,3535.5499999999997,351.23,1.0,-3184.3199999999997,Mismatch
TXN000002811,5955.4400000000005,388.83,1.0,-5566.610000000001,Mismatch
TXN000002814,1492.4,218.83,1.0,-1273.5700000000002,Mismatch
TXN000002816,2101.8199999999997,0.0,0.0,-2101.8199999999997,Mismatch
TXN000002817,642.13,326.29,1.0,-315.84,Mismatch
TXN000002818,3289.93,0.0,0.0,-3289.93,Mismatch
TXN000002825,1448.3600000000001,0.0,0.0,-1448.3600000000001,Mismatch
TXN000002826,3034.23,0.0,0.0,-3034.23,Mismatch
TXN000002827,2995.41,376.38,1.0,-2619.0299999999997,Mismatch
TXN000002828,5538.79,396.27,1.0,-5142.52,Mismatch
TXN000002831,3129.42,0.0,0.0,-3129.42,Mismatch
TXN000002832,624.72,0.0,0.0,-624.72,Mismatch
TXN000002833,4006.2799999999997,354.41,1.0,-3651.87,Mismatch
TXN000002836,356.88,0.0,0.0,-356.88,Mismatch
TXN000002838,1335.02,68.27,1.0,-1266.75,Mismatch
TXN000002841,995.28,268.44,1.0,-726.8399999999999,Mismatch
TXN000002842,5079.53,0.0,0.0,-5079.53,Mismatch
TXN000002847,25.89,0.0,0.0,-25.89,Mismatch
TXN000002851,1165.0,70.56,1.0,-1094.44,Mismatch
TXN000002856,1780.94,0.0,0.0,-1780.94,Mismatch
TXN000002860,703.56,340.73,1.0,-362.8299999999999,Mismatch
TXN000002861,1458.58,101.14,1.0,-1357.4399999999998,Mismatch
TXN000002863,287.5,376.99,1.0,89.49000000000001,Mismatch
TXN000002864,732.02,140.65,1.0,-591.37,Mismatch
TXN000002865,1108.95,0.0,0.0,-1108.95,Mismatch
TXN000002870,2500.58,0.0,0.0,-2500.58,Mismatch
TXN000002872,94.93,491.46,1.0,396.53,Mismatch
TXN000002873,80.15,198.56,1.0,118.41,Mismatch
TXN000002875,3818.3300000000004,374.77,1.0,-3443.5600000000004,Mismatch
TXN000002876,3084.2,0.0,0.0,-3084.2,Mismatch
TXN000002883,1901.0700000000002,322.78,1.0,-1578.2900000000002,Mismatch
TXN000002887,2376.02,98.01,1.0,-2278.0099999999998,Mismatch
TXN000002889,2586.3399999999997,0.0,0.0,-2586.3399999999997,Mismatch
TXN000002890,379.62,38.38,1.0,-341.24,Mismatch
TXN000002891,2516.27,359.57,1.0,-2156.7,Mismatch
TXN000002892,1131.52,162.09,1.0,-969.43,Mismatch
TXN000002894,2250.2799999999997,237.01,1.0,-2013.2699999999998,Mismatch
TXN000002896,145.67000000000002,0.0,0.0,-145.67000000000002,Mismatch
TXN000002901,458.22,111.3,1.0,-346.92,Mismatch
TXN000002903,1185.28,0.0,0.0,-1185.28,Mismatch
TXN000002904,4350.92,0.0,0.0,-4350.92,Mismatch
TXN000002906,2402.4,0.0,0.0,-2402.4,Mismatch
TXN000002908,3617.96,326.74,1.0,-3291.2200000000003,Mismatch
TXN000002910,1207.3600000000001,0.0,0.0,-1207.3600000000001,Mismatch
TXN000002913,4356.3,121.99,1.0,-4234.31,Mismatch
TXN000002914,532.41,463.81,1.0,-68.59999999999997,Mismatch
TXN000002915,3122.8499999999995,395.15,1.0,-2727.6999999999994,Mismatch
TXN000002916,2097.96,488.64,1.0,-1609.3200000000002,Mismatch
TXN000002919,135.1,115.89,1.0,-19.209999999999994,Mismatch
TXN000002920,1522.6599999999999,7.9,1.0,-1514.7599999999998,Mismatch
TXN000002921,1959.2,0.0,0.0,-1959.2,Mismatch
TXN000002924,758.6700000000001,442.53,1.0,-316.1400000000001,Mismatch
TXN000002926,901.36,255.22,1.0,-646.14,Mismatch
TXN000002927,1382.08,0.0,0.0,-1382.08,Mismatch
TXN000002929,1046.78,116.09,1.0,-930.6899999999999,Mismatch
TXN000002930,124.2,432.01,1.0,307.81,Mismatch
TXN000002931,336.88,0.0,0.0,-336.88,Mismatch
TXN000002932,277.69,322.6,1.0,44.910000000000025,Mismatch
TXN000002938,1738.2600000000002,409.34,1.0,-1328.9200000000003,Mismatch
TXN000002939,1464.64,0.0,0.0,-1464.64,Mismatch
TXN000002940,396.6,466.24,1.0,69.63999999999999,Mismatch
TXN000002941,741.03,482.1,1.0,-258.92999999999995,Mismatch
TXN000002943,8213.29,0.0,0.0,-8213.29,Mismatch
TXN000002947,2883.42,0.0,0.0,-2883.42,Mismatch
TXN000002948,4952.83,481.45,1.0,-4471.38,Mismatch
TXN000002950,1074.3600000000001,320.86,1.0,-753.5000000000001,Mismatch
TXN000002952,77.75,0.0,0.0,-77.75,Mismatch
TXN000002957,4341.41,62.78,1.0,-4278.63,Mismatch
TXN000002958,1120.58,0.0,0.0,-1120.58,Mismatch
TXN000002959,2224.33,456.51,1.0,-1767.82,Mismatch
TXN000002960,347.54,0.0,0.0,-347.54,Mismatch
TXN000002962,1948.4199999999998,54.86,1.0,-1893.56,Mismatch
TXN000002963,867.2,11.26,1.0,-855.94,Mismatch
TXN000002964,2471.6400000000003,173.64,1.0,-2298.0000000000005,Mismatch
TXN000002965,284.94,0.0,0.0,-284.94,Mismatch
TXN000002968,629.54,0.0,0.0,-629.54,Mismatch
